This file was generated by Console at 2021:06:12-00:00:01



[2021:06:12-00:00:01]  (Local) -> (LOCAL)[1]NexoFX: lol
[2021:06:12-21:08:15]  (Local) -> (LOCAL)[13]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: ya casi llegan
[2021:06:12-21:08:16]  (Local) -> (LOCAL)[2]Celador'BancoCVR: XD
[2021:06:12-21:08:17]  (Local) -> (LOCAL)[3]elKRIS_CDG: que no me deja salir
[2021:06:12-21:08:17]  (Global) -> Gales: DOY 2.5M
[2021:06:12-21:08:19]  (Local) -> (LOCAL)[2]Shadow|2cb|: a
[2021:06:12-21:08:20]  (Local) -> (LOCAL)[13]Cosculluela!_______2cb: szs
[2021:06:12-21:08:21]  (Local) -> (LOCAL)[1]Orion: oprima f11 ve el mapa le aparece un icono de un camion amarillo
[2021:06:12-21:08:21]  (Local) -> (LOCAL)[2]Celador'BancoCVR: :;C
[2021:06:12-21:08:24]  (Global) -> Xx._GAMBOAxX/ELN/: ya quieto
[2021:06:12-21:08:24]  (Local) -> (LOCAL)[14]SantaTrinidad"2cb: se fue mi fabius
[2021:06:12-21:08:26]  (Global) -> RickyRicon: yaaaaa
[2021:06:12-21:08:27]  (Local) -> (LOCAL)[1]Orion: va lo entrega y vuelve
[2021:06:12-21:08:28]  (Team - Services) -> (TEAM)RickyRicon: vamos
[2021:06:12-21:08:28]  (Local) -> (LOCAL)[14]SantaTrinidad"2cb: me dejo tirao
[2021:06:12-21:08:29]  (Local) -> (LOCAL)[1]Orion: listo?
[2021:06:12-21:08:29]  (Local) -> (LOCAL)[14]SantaTrinidad"2cb: :c
[2021:06:12-21:08:33]  (Team - Services) -> (TEAM)RickyRicon: o vas hacer algfo? 
[2021:06:12-21:08:33]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: catre nea
[2021:06:12-21:08:34]  (Local) -> (LOCAL)[1]iFixl: /sound
[2021:06:12-21:08:36]  ([Msg] de DARKAR[DARK] para Gales: na gracias vale 4m nueva) -> nil
[2021:06:12-21:08:41]  (Global) -> Dan: la nueva barrita de vida y esot esta como feita xd
[2021:06:12-21:08:44]  (Local) -> (LOCAL)[2]XxH0laXx: a q gonorrea
[2021:06:12-21:08:50]  (Global) -> Panther963(Z): hey quien exploto
[2021:06:12-21:08:53]  (Local) -> (LOCAL)[2]SantaTrinidad"2cb: hjpta que chimba mi vip silver
[2021:06:12-21:08:53]  ([Msg] de Raptus~~ para Ikaris'2cb: q deje el aleteo menor) -> nil
[2021:06:12-21:08:55]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: SIGALA SIGALA
[2021:06:12-21:08:55]  (Global) -> Panther963(Z): la gasolinera
[2021:06:12-21:08:56]  (Local) -> (LOCAL)[2]SantaTrinidad"2cb: y por 10 dias
[2021:06:12-21:08:57]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[4]
[2021:06:12-21:08:58]  (Local) -> (LOCAL)[2]SantaTrinidad"2cb: :D
[2021:06:12-21:08:58]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[4]
[2021:06:12-21:09:00]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00KevinOcampo: XDD
[2021:06:12-21:09:00]  (Local) -> (LOCAL)[3]tomas: como asi evento de tunning
[2021:06:12-21:09:01]  (Local) -> (LOCAL)[3]elKRIS_CDG: mlp tan gay
[2021:06:12-21:09:01]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  ocampo me hace tp pofa me estallo esa gasolinera
[2021:06:12-21:09:02]  (Phone:SMS) -> From #aa00ffMICHAEL | To: SejimO | Message: seji me sali de la gang para sakar info en 2sB eh nose si despues me puedas meter?
[2021:06:12-21:09:02]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Catre^|#9800D1GDT!: q
[2021:06:12-21:09:05]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[4]
[2021:06:12-21:09:09]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[4] VENGA MK
[2021:06:12-21:09:11]  (Local) -> (LOCAL)[1]Panther963(Z): nos mandaron pa la mierda a todos
[2021:06:12-21:09:11]  (Global) -> xRICKYx: MRK
[2021:06:12-21:09:13]  (Global) -> MICHAEL|#9D12D1í ½í¸ˆ: SejimO mira whas del juego
[2021:06:12-21:09:13]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž: graxx
[2021:06:12-21:09:14]  (Local) -> (LOCAL)[3]Xx._GAMBOAxX/ELN/: tan mk a lo bien
[2021:06:12-21:09:16]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Catre^|#9800D1GDT!: que necesita 
[2021:06:12-21:09:16]  (Local) -> (LOCAL)[3]SantaTrinidad"2cb: era de a ver pedio un mes
[2021:06:12-21:09:18]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: sigala sigala
[2021:06:12-21:09:20]  (Local) -> (LOCAL)[6]SantaTrinidad"2cb: pa que sea bronce
[2021:06:12-21:09:22]  (Global) -> xRICKYx: ME MANDARON A NARNIA
[2021:06:12-21:09:22]  (Local) -> (LOCAL)[6]SantaTrinidad"2cb: :v
[2021:06:12-21:09:24]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00KevinOcampo: xddddd
[2021:06:12-21:09:27]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[4] HABLAR
[2021:06:12-21:09:28]  (Global) -> LICENCIADO[RUIZ]: buenas
[2021:06:12-21:09:30]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: uyyyyyy
[2021:06:12-21:09:31]  (Global) -> xRICKYx: MRK
[2021:06:12-21:09:31]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: XDDDDDF
[2021:06:12-21:09:34]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Catre^|#9800D1GDT!: buenas
[2021:06:12-21:09:36]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: JuanitoAlcachofa
[2021:06:12-21:09:37]  (Local) -> (LOCAL)[1]tomas: bro me regalas 1 palo porfa
[2021:06:12-21:09:41]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: ESPERE ESPERE
[2021:06:12-21:09:41]  (Global) -> DARKAR[DARK]: COMPRO CHIVA
[2021:06:12-21:09:47]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: acabamos en grove?
[2021:06:12-21:09:47]  (Local) -> (LOCAL)[1]tomas: porque tengo 0000000
[2021:06:12-21:09:49]  (Local) -> (LOCAL)[10]PericoHpta: ERDAAAAAA
[2021:06:12-21:09:53]  (Global) -> ArquezCriss(zetas): baile
[2021:06:12-21:09:55]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: #00ff00 VENDO MESA (RARE)
[2021:06:12-21:09:56]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  che cheeee cheeeee
[2021:06:12-21:09:56]  (Global) -> DANIELITA[CDG]|#CBFF00âœ˜ : EL PROPIOOO TEMA<3
[2021:06:12-21:09:58]  (Global) -> ArquezCriss(zetas): suba al techo
[2021:06:12-21:10:00]  (Global) -> LICENCIADO[RUIZ]: Que hay para la cabeza?
[2021:06:12-21:10:00]  (Local) -> (LOCAL)[3]elKRIS_CDG: mlp bot
[2021:06:12-21:10:02]  (Local) -> (LOCAL)[3]elKRIS_CDG: hpta
[2021:06:12-21:10:03]  (Global) -> #7F7F7F|ADM|#FF5C00ColombiaHumana|#CBFF00âœ˜ : amarela
[2021:06:12-21:10:04]  (Global) -> ArquezCriss(zetas): cchchcehchchceh
[2021:06:12-21:10:05]  (Local) -> (LOCAL)[3]Xx._GAMBOAxX/ELN/: jajaja se murio por loka
[2021:06:12-21:10:06]  (Local) -> (LOCAL)[3]elKRIS_CDG: solo mata bugeado
[2021:06:12-21:10:07]  (Global) -> ArquezCriss(zetas): llego el muetooww
[2021:06:12-21:10:12]  ([Msg] de DARKAR[DARK] para ArquezCriss(zetas): cuanto por la chiva) -> nil
[2021:06:12-21:10:13]  (Global) -> alias_el_nene: salte encima de la mot
[2021:06:12-21:10:13]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  2010
[2021:06:12-21:10:15]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  forever
[2021:06:12-21:10:16]  (Global) -> JuanitoAlcachofa|#CBFF00âœ˜ : vendo bobcat
[2021:06:12-21:10:24]  (Local) -> (LOCAL)[16]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: esperen
[2021:06:12-21:10:25]  (Local) -> (LOCAL)[16]MoraXXI: hpta
[2021:06:12-21:10:26]  (Global) -> ArquezCriss(zetas): SUEBAN EL TEHO DELA CHIBA
[2021:06:12-21:10:26]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: JuanitoAlcachofa
[2021:06:12-21:10:33]  (Global) -> JuanitoAlcachofa|#CBFF00âœ˜ : a
[2021:06:12-21:10:35]  (Global) -> MICHAEL|#9D12D1í ½í¸ˆ: SejimO mira WhatsApp del juego porfa
[2021:06:12-21:10:36]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: caiga
[2021:06:12-21:10:39]  (Global) -> JuanitoAlcachofa|#CBFF00âœ˜ : onde
[2021:06:12-21:10:53]  (Local) -> (LOCAL)[1]tomas: alias si me regalas 1 palo
[2021:06:12-21:10:55]  (Local) -> (LOCAL)[1]Celador'BancoCVR: buenas
[2021:06:12-21:10:59]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ:  /localizar
[2021:06:12-21:11:02]  (Global) -> Xx._GAMBOAxX/ELN/: ehh
[2021:06:12-21:11:02]  (Global) -> God_Fish: buenas
[2021:06:12-21:11:02]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ:  /localizar
[2021:06:12-21:11:03]  (Local) -> (LOCAL)[1]Celador'BancoCVR: mi socito
[2021:06:12-21:11:05]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: JuanitoAlcachofa
[2021:06:12-21:11:10]  (Global) -> LICENCIADO[RUIZ]: admin
[2021:06:12-21:11:11]  (Global) -> JuanitoAlcachofa|#CBFF00âœ˜ : pere
[2021:06:12-21:11:12]  (Local) -> (LOCAL)[1]Celador'BancoCVR: como estas
[2021:06:12-21:11:13]  (Global) -> God_Fish: sisas nea
[2021:06:12-21:11:13]  (Global) -> #7F7F7F|ADM|#FF8C00SejimO|#9D12D1í ½í¸ˆ: Dime LICENCIADO[RUIZ]
[2021:06:12-21:11:16]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: me estaba entonado hp
[2021:06:12-21:11:18]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: sobleo
[2021:06:12-21:11:19]  (Global) -> God_Fish: bien bien y vos
[2021:06:12-21:11:20]  (Local) -> (LOCAL)[3]MoraXXI: ?
[2021:06:12-21:11:20]  (Local) -> (LOCAL)[1]Celador'BancoCVR: quehacias por aca
[2021:06:12-21:11:21]  (Local) -> (LOCAL)[3]DARKAR[DARK]: man
[2021:06:12-21:11:23]  (Local) -> (LOCAL)[1]Celador'BancoCVR: bien mibro
[2021:06:12-21:11:25]  (Global) -> LICENCIADO[RUIZ]: como cierro lo nuevo que pusieron
[2021:06:12-21:11:27]  (Local) -> (LOCAL)[2]DARKAR[DARK]: puedes poner de nuevo la musica
[2021:06:12-21:11:33]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: dele a la m
[2021:06:12-21:11:33]  (Global) -> LICENCIADO[RUIZ]: osea lo de cedula
[2021:06:12-21:11:33]  (Global) -> God_Fish: nada esperando a mi socio 
[2021:06:12-21:11:34]  (Global) -> #7F7F7F|ADM|#FF8C00SejimO|#9D12D1í ½í¸ˆ: LICENCIADO[RUIZ] unde M y le das clic a tu personaje
[2021:06:12-21:11:35]  (Local) -> (LOCAL)[5]ToloTeli|2cb: ig hugjghjgj
[2021:06:12-21:11:38]  (Global) -> Gales: DOY 2.7 POR LA SAANDKING
[2021:06:12-21:11:38]  (Local) -> (LOCAL)[1]Celador'BancoCVR: a melitoo
[2021:06:12-21:11:41]  (Local) -> (LOCAL)[4]DARKAR[DARK]: acabo de activar de nuevo los bafles
[2021:06:12-21:11:43]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: #00ff00 VENDO MESA (RARE)
[2021:06:12-21:11:46]  (Phone:SMS) -> From #aa00ffMICHAEL | To: #aa00ffFLOREZINHO|CDG| | Message: Mensaje...pana me sali de la gang para sakar info de la gang 2sB no se si despues me pueda meter otra be
[2021:06:12-21:11:49]  (Global) -> RickyRicon: papiii
[2021:06:12-21:11:50]  (Global) -> LICENCIADO[RUIZ]: a yo re bruto xd jajaja
[2021:06:12-21:11:53]  ([Msg] de DARKAR[DARK] para Gales: deme 3.3m y es suya) -> nil
[2021:06:12-21:11:56]  (Global) -> RickyRicon: como te agrego de amigo
[2021:06:12-21:11:59]  (Global) -> Gales: DOY 2.7 POR LA SAANDKING
[2021:06:12-21:12:09]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: xd
[2021:06:12-21:12:16]  (Local) -> (LOCAL)[2]Celador'BancoCVR: no me apunte
[2021:06:12-21:12:17]  (Phone:SMS) -> From #aa00ffFLOREZINHO|CDG| | To: #aa00ffMICHAEL | Message: Mmmmm
[2021:06:12-21:12:20]  (Local) -> (LOCAL)[2]Celador'BancoCVR: nunca en su voida
[2021:06:12-21:12:21]  (Phone:SMS) -> From #aa00ffFLOREZINHO|CDG| | To: #aa00ffMICHAEL | Message: Mk
[2021:06:12-21:12:25]  (Global) -> God_Fish: sea serio
[2021:06:12-21:12:29]  (Phone:SMS) -> From #aa00ffFLOREZINHO|CDG| | To: #aa00ffMICHAEL | Message: No le diga eso a sejimo mk
[2021:06:12-21:12:30]  ([Msg] de DARKAR[DARK] para Gales: 3.3) -> nil
[2021:06:12-21:12:30]  (Global) -> God_Fish: pa que lo mata
[2021:06:12-21:12:31]  (Local) -> (LOCAL)[1]Celador'BancoCVR: me aputno
[2021:06:12-21:12:34]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: epaepa
[2021:06:12-21:12:34]  (Local) -> (LOCAL)[2]elKRIS_CDG: gamboa
[2021:06:12-21:12:35]  (Phone:SMS) -> From #aa00ffFLOREZINHO|CDG| | To: #aa00ffMICHAEL | Message: lo pueden banear
[2021:06:12-21:12:36]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: a
[2021:06:12-21:12:36]  (Local) -> (LOCAL)[3]tomas: bro regalane 1 paloooo porfaaaaaaa
[2021:06:12-21:12:38]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: eo
[2021:06:12-21:12:38]  (Global) -> God_Fish: pero no le iba a disparar
[2021:06:12-21:12:39]  (Local) -> (LOCAL)[2]elKRIS_CDG: llega a la llamada
[2021:06:12-21:12:39]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: mela esa excursion
[2021:06:12-21:12:40]  (Local) -> (LOCAL)[2]Xx._GAMBOAxX/ELN/: diga
[2021:06:12-21:12:40]  (Global) -> #7F7F7F|ADM|#FF5C00KevinOcampo|#9800D1GDT!: XDDDDDF
[2021:06:12-21:12:43]  (Global) -> Gales: SI LA BAJA A 2.7 ME BUSCA
[2021:06:12-21:12:44]  (Phone:SMS) -> From #aa00ffMICHAEL | To: #aa00ffFLOREZINHO|CDG| | Message: a
[2021:06:12-21:12:44]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: quiere ver la base del cdg?
[2021:06:12-21:12:46]  (Local) -> (LOCAL)[3]Xx._GAMBOAxX/ELN/: hagale
[2021:06:12-21:12:49]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00KevinOcampo: MANO
[2021:06:12-21:12:50]  (Global) -> #BE15B9hoka.zcb|#BE15B9í µí³©: maike
[2021:06:12-21:12:50]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: donde es
[2021:06:12-21:12:51]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00KevinOcampo: LA DESPEGO
[2021:06:12-21:12:51]  (Phone:SMS) -> From #aa00ffMICHAEL | To: #aa00ffFLOREZINHO|CDG| | Message: yo le dije la kge
[2021:06:12-21:12:54]  (Local) -> (LOCAL)[9]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: ale
[2021:06:12-21:12:54]  ([Msg] de DARKAR[DARK] para Gales: esta loco) -> nil
[2021:06:12-21:12:55]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: suva
[2021:06:12-21:12:56]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00KevinOcampo: LLEVO DESDE LA MAÃ‘ANA COENCTADO
[2021:06:12-21:12:58]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: #00ff00 VENDO MESA (RARE)
[2021:06:12-21:12:58]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00KevinOcampo: NOSPI
[2021:06:12-21:13:01]  (Phone:SMS) -> From #aa00ffMICHAEL | To: #aa00ffFLOREZINHO|CDG| | Message: pero bueno tons si?
[2021:06:12-21:13:01]  (Global) -> maike.2cb|#9E016Cà¶ž: Hola
[2021:06:12-21:13:03]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: nospi
[2021:06:12-21:13:06]  (Local) -> (LOCAL)[5]PericoHpta: huyyyyyyyyyy
[2021:06:12-21:13:06]  (Global) -> Petr0sky: chimba de fierro
[2021:06:12-21:13:07]  (Global) -> pplc_CJgarra2cb: quien me vende un huntley?  full
[2021:06:12-21:13:08]  (Phone:SMS) -> From #aa00ffFLOREZINHO|CDG| | To: #aa00ffMICHAEL | Message: bueno
[2021:06:12-21:13:12]  (Local) -> (LOCAL)[10]iFixl: subase
[2021:06:12-21:13:15]  (Global) -> Xx._GAMBOAxX/ELN/: jajajaj severa loka
[2021:06:12-21:13:16]  (Global) -> elKRIS_CDG: jajaja hpta pa gay
[2021:06:12-21:13:18]  (Phone:SMS) -> From #aa00ffMICHAEL | To: #aa00ffFLOREZINHO|CDG| | Message: dele
[2021:06:12-21:13:21]  (Global) -> elKRIS_CDG: 2cb tenia que ser
[2021:06:12-21:13:22]  (Local) -> (LOCAL)[2]laliendra: monte
[2021:06:12-21:13:27]  (Local) -> (LOCAL)[2]Xx._GAMBOAxX/ELN/: jajaj
[2021:06:12-21:13:28]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: la pusieron ayer y yo ni sabia jaja
[2021:06:12-21:13:36]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: jajaja
[2021:06:12-21:13:37]  (Team - Unemployed) -> (TEAM)DANIELITA[CDG]: perdon
[2021:06:12-21:13:38]  (Local) -> (LOCAL)[5]PericoHpta: Asereje
[2021:06:12-21:13:39]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: es nueva?
[2021:06:12-21:13:40]  (Local) -> (LOCAL)[7]PericoHpta: a deje
[2021:06:12-21:13:45]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: szs
[2021:06:12-21:13:45]  (Global) -> DANIELITA[CDG]|#CBFF00âœ˜ : WUIDIDIBI
[2021:06:12-21:13:46]  (Local) -> (LOCAL)[8]BazucoPai!2cb: llegamos hptas
[2021:06:12-21:13:47]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž: acerehjjee
[2021:06:12-21:13:48]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: ps hace como 2 meses
[2021:06:12-21:13:49]  (Local) -> (LOCAL)[1]Celador'BancoCVR: sube
[2021:06:12-21:13:51]  (Global) -> alias_el_brayan: PERRO INTENSO
[2021:06:12-21:13:53]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: habia pagado vip gang
[2021:06:12-21:13:55]  (Local) -> (LOCAL)[11]PericoHpta: al zona xd
[2021:06:12-21:13:57]  (Local) -> (LOCAL)[11]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: a
[2021:06:12-21:14:00]  (Local) -> (LOCAL)[12]BazucoPai!2cb: ejejjejeje
[2021:06:12-21:14:00]  (Local) -> (LOCAL)[12]SantaTrinidad"2cb: e
[2021:06:12-21:14:00]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: y sejimo la estaba mapeando con ash
[2021:06:12-21:14:03]  (Local) -> (LOCAL)[13]BazucoPai!2cb: esa era
[2021:06:12-21:14:12]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: ahhh
[2021:06:12-21:14:18]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: quedo mela?
[2021:06:12-21:14:22]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: pff
[2021:06:12-21:14:22]  (Global) -> 69KID: VENDO SANDKIN 3M
[2021:06:12-21:14:25]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: quedo re mela
[2021:06:12-21:14:27]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  que buenaa marcha muchachos
[2021:06:12-21:14:29]  (Global) -> alias_el_nene: donde estan
[2021:06:12-21:14:32]  (Global) -> laliendra: campo salude puess
[2021:06:12-21:14:33]  (Global) -> MoraXXI: EL DE LA CHIVA ES IN TRIPLE HPTA
[2021:06:12-21:14:34]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: es la unica base con interior
[2021:06:12-21:14:35]  (Local) -> (LOCAL)[19]Zeral8: mano este carro corre un poco
[2021:06:12-21:14:36]  (Local) -> (LOCAL)[1]Celador'BancoCVR: entremos
[2021:06:12-21:14:40]  (Local) -> (LOCAL)[18]Zeral8: JAJAJAJA POR QUE
[2021:06:12-21:14:41]  (Local) -> (LOCAL)[18]MoraXXI: Suanfanson?
[2021:06:12-21:14:41]  ([Msg] de DARKAR[DARK] para Gales: mire si me da 3m se la vendo de una) -> nil
[2021:06:12-21:14:45]  (Local) -> (LOCAL)[18]Zeral8: sisa
[2021:06:12-21:14:45]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: lo mejor que es en ls
[2021:06:12-21:14:48]  (Local) -> (LOCAL)[1]Celador'BancoCVR: sabes como es el codigo
[2021:06:12-21:14:52]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: creo que es la unica base de ls
[2021:06:12-21:14:54]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: ahh
[2021:06:12-21:14:57]  (Local) -> (LOCAL)[17]laliendra: yyyyyyyyyyyyyy
[2021:06:12-21:14:57]  (Local) -> (LOCAL)[1]FLOREZINHO|CDG|: y la del evg
[2021:06:12-21:14:57]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: yo habia visto otra con interior tambien
[2021:06:12-21:14:59]  (Global) -> alias_el_nene: no
[2021:06:12-21:15:01]  (Global) -> BazucoPai!2cb|#9E016Cà¶ž: c acabo la guachafita
[2021:06:12-21:15:02]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  chuimba de  caravanaa neas
[2021:06:12-21:15:02]  (Global) -> LICENCIADO[RUIZ]: FLOREZIHO INTERCAMBIA EL MESA?
[2021:06:12-21:15:05]  (Local) -> (LOCAL)[1]Celador'BancoCVR: te invito
[2021:06:12-21:15:05]  (Local) -> (LOCAL)[15]DARKAR[DARK]: felipe
[2021:06:12-21:15:06]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[2] VEA WASAP
[2021:06:12-21:15:07]  (Local) -> (LOCAL)[1]JuanitoAlcachofa: epa creo q esa
[2021:06:12-21:15:07]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: Por cual
[2021:06:12-21:15:08]  (Local) -> (LOCAL)[1]Celador'BancoCVR: escribe /in
[2021:06:12-21:15:12]  (Global) -> alias_el_nene: vamooooooos
[2021:06:12-21:15:13]  (Local) -> (LOCAL)[1]Celador'BancoCVR: ven
[2021:06:12-21:15:15]  (Local) -> (LOCAL)[14]PericoHpta: xd
[2021:06:12-21:15:18]  (Local) -> (LOCAL)[14]CamiLo|Evg||: xd
[2021:06:12-21:15:19]  (Global) -> LICENCIADO[RUIZ]: OCENIC?
[2021:06:12-21:15:23]  (Local) -> (LOCAL)[14]PericoHpta: usted tambien estuvo?
[2021:06:12-21:15:25]  (Global) -> FLOREZINHO|CDG||#9D12D1í ½í¸ˆ: naa jaja
[2021:06:12-21:15:29]  (Global) -> yuber_patarroyo(TDF): SantaTrinidad"2cb[6] POR ES TAN 
[2021:06:12-21:15:29]  (Global) -> CamiLo|Evg||: ._.
[2021:06:12-21:15:30]  (Global) -> #7F7F7F|ADM|#FF8C00SejimO|#9D12D1í ½í¸ˆ: Â¿Quien necesita ayuda?
[2021:06:12-21:15:36]  (Global) -> JuanitoAlcachofa|#CBFF00âœ˜ : cuanto el oceanic
[2021:06:12-21:15:40]  (Global) -> Pericles: donde es que estan
[2021:06:12-21:15:41]  (Local) -> (LOCAL)[10]Zeral8: solo q se descontrola mucho
[2021:06:12-21:15:44]  (Local) -> (LOCAL)[6]DARKAR[DARK]: suba
[2021:06:12-21:15:48]  (Local) -> (LOCAL)[2]FLOREZINHO|CDG|: oli Francine98
[2021:06:12-21:15:48]  (Local) -> (LOCAL)[1]tomas: oye
[2021:06:12-21:15:54]  (Local) -> (LOCAL)[2]FLOREZINHO|CDG|: mire
[2021:06:12-21:15:57]  (Global) -> elKRIS_CDG: semijO  aca un man que nos esta matando bugeados
[2021:06:12-21:16:02]  (Team - Unemployed) -> (TEAM)Bocato'AUC: /duelo randall
[2021:06:12-21:16:03]  (Global) -> Xx._GAMBOAxX/ELN/: si
[2021:06:12-21:16:04]  (Local) -> (LOCAL)[1]Celador'BancoCVR: eso noes asi
[2021:06:12-21:16:08]  (Global) -> alias_el_nene: oye xq
[2021:06:12-21:16:08]  (Local) -> (LOCAL)[1]Celador'BancoCVR: en mi casa
[2021:06:12-21:16:08]  (Local) -> (LOCAL)[2]JuanitoAlcachofa: ish
[2021:06:12-21:16:09]  (Local) -> (LOCAL)[2]FLOREZINHO|CDG|: acerquese a la rejilla
[2021:06:12-21:16:18]  (Local) -> (LOCAL)[2]JuanitoAlcachofa: ay mk
[2021:06:12-21:16:21]  (Local) -> (LOCAL)[2]JuanitoAlcachofa: que chimba
[2021:06:12-21:16:23]  (Local) -> (LOCAL)[7]MoraXXI: Eso es lo malo mano
[2021:06:12-21:16:25]  (Global) -> Gales: CAIGA A AERPUERTO
[2021:06:12-21:16:26]  (Global) -> Cosculluela!_______2cb|#9E016Cà¶ž:  lleguennn
[2021:06:12-21:16:29]  (Local) -> (LOCAL)[2]Zeral8: real
[2021:06:12-21:16:29]  (Global) -> XxH0laXx|#CBCBCBÐ¯N: Catre^[2] VEA WASAP
[2021:06:12-21:16:30]  (Global) -> alias_el_nene: perdon era jugando
[2021:06:12-21:16:31]  (Global) -> Gales: ME DOY 2.9m YA
[2021:06:12-21:16:34]  (Local) -> (LOCAL)[2]FLOREZINHO|CDG|: baje
[2021:06:12-21:16:38]  (Global) -> DANIELITA[CDG]|#CBFF00âœ˜ : LLEGUEEEN
[2021:06:12-21:16:39]  (Local) -> (LOCAL)[2]PericoHpta: vamos
[2021:06:12-21:16:40]  (Global) -> Ikaris'2cb: no estan bugeados q no saben sacar un carro es distinto
[2021:06:12-21:16:43]  (Global) -> Ikaris'2cb: í ½í±  
[2021:06:12-21:16:44]  (Local) -> (LOCAL)[7]MoraXXI: jajajajaj
