This file was generated by Console at 2021:04:12-00:00:00



[2021:04:12-00:00:00]  (Local) -> (LOCAL)[5]BUHODERMIA: 1
[2021:04:12-19:53:43]  (Global) -> #E20280dlnnnnnn'2cb|#E20280 ඞ:  ͜°ʖ°?
[2021:04:12-19:53:43]  (Local) -> (LOCAL)[4]SANTIAGO(ELN): vcatre
[2021:04:12-19:53:45]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: como asi
[2021:04:12-19:53:45]  (Local) -> (LOCAL)[2]Dilan|CDG|: se lo vendo a eso
[2021:04:12-19:53:53]  (Local) -> (LOCAL)[1]Berna2cB: Bajarse rapido asi como hizo ahorita
[2021:04:12-19:54:02]  (Local) -> (LOCAL)[1]Berna2cB: aja
[2021:04:12-19:54:02]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: asi?
[2021:04:12-19:54:02]  (Global) -> NicolasStark[CDG]: Por eso le consigno 500 me da el carro
[2021:04:12-19:54:05]  (Local) -> (LOCAL)[1]Berna2cB: si que uno no ruede
[2021:04:12-19:54:07]  (Global) -> NicolasStark[CDG]:  y le doy el resto
[2021:04:12-19:54:08]  (Local) -> (LOCAL)[2]Juanci/ZETAS: mi rey metale chancleta
[2021:04:12-19:54:08]  (Local) -> (LOCAL)[2]Dilan|CDG|: ale
[2021:04:12-19:54:10]  (Global) -> NicolasStark[CDG]: si
[2021:04:12-19:54:11]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: ps con el carr
[2021:04:12-19:54:15]  (Global) -> [Zetas]Jolousten: oj
[2021:04:12-19:54:18]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: creo q es el carro
[2021:04:12-19:54:20]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: y q voy rapido
[2021:04:12-19:54:27]  (Local) -> (LOCAL)[3]kevingSDVSF: eo
[2021:04:12-19:54:29]  (Local) -> (LOCAL)[1]Berna2cB: ash
[2021:04:12-19:54:32]  (Local) -> (LOCAL)[2]kevingSDVSF: mi millon
[2021:04:12-19:54:35]  (Local) -> (LOCAL)[1]SICARIO|AUC: hola
[2021:04:12-19:54:35]  (Local) -> (LOCAL)[1]Berna2cB: trate con otro
[2021:04:12-19:54:36]  (Global) -> ThanosKing/CDG/: lo 6tengo en contactos pa comprarle el camaro
[2021:04:12-19:54:39]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: hola
[2021:04:12-19:54:41]  (Global) -> Toloteli: JAAAAAAAAAAAAAA
[2021:04:12-19:54:43]  (Global) -> Toloteli: XD
[2021:04:12-19:54:44]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: paseme uno suyo
[2021:04:12-19:54:49]  (Local) -> (LOCAL)[1]SICARIO|AUC: PROD?
[2021:04:12-19:54:49]  (Local) -> (LOCAL)[2]Dilan|CDG|: de wpp?
[2021:04:12-19:54:52]  (Global) -> Toloteli: LLEVEME RAPIDO A LA CANA O LO REPORTO
[2021:04:12-19:54:56]  (Local) -> (LOCAL)[3]ThanosKing/CDG/: lesto
[2021:04:12-19:54:56]  (Global) -> Toloteli: ADMIN
[2021:04:12-19:54:57]  (Local) -> (LOCAL)[3]Dilan|CDG|: nicolas
[2021:04:12-19:54:59]  (Local) -> (LOCAL)[0]dlnnnnnn'2cb: aaa
[2021:04:12-19:54:59]  (Local) -> (LOCAL)[3]Dilan|CDG|: suba
[2021:04:12-19:55:02]  (Global) -> NicolasStark[CDG]: Ya saque por efecti?
[2021:04:12-19:55:03]  (Local) -> (LOCAL)[3]Dilan|CDG|: no me mande nada
[2021:04:12-19:55:03]  (Global) -> Toloteli: ADMIN
[2021:04:12-19:55:05]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: ya se pq
[2021:04:12-19:55:07]  (Local) -> (LOCAL)[3]Dilan|CDG|: suba
[2021:04:12-19:55:08]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: es por alto
[2021:04:12-19:55:08]  (Local) -> (LOCAL)[1]Berna2cB: es la altura
[2021:04:12-19:55:09]  (Local) -> (LOCAL)[1]SICARIO|AUC: VEA
[2021:04:12-19:55:09]  (Local) -> (LOCAL)[3]Dilan|CDG|: suban
[2021:04:12-19:55:10]  (Local) -> (LOCAL)[4]DistinctAcidrain37: oe
[2021:04:12-19:55:11]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: susas
[2021:04:12-19:55:11]  (Local) -> (LOCAL)[1]SICARIO|AUC: PARE
[2021:04:12-19:55:13]  (Local) -> (LOCAL)[1]Berna2cB: susas
[2021:04:12-19:55:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: ya
[2021:04:12-19:55:15]  (Local) -> (LOCAL)[1]Berna2cB: ash
[2021:04:12-19:55:15]  (Local) -> (LOCAL)[4]DistinctAcidrain37: quiere drogas f7
[2021:04:12-19:55:17]  (Global) -> [Tussi]: bna
[2021:04:12-19:55:18]  (Local) -> (LOCAL)[3]Dilan|CDG|: con g
[2021:04:12-19:55:18]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: 10k de puntos
[2021:04:12-19:55:18]  (Local) -> (LOCAL)[1]Berna2cB: pense que sabia
[2021:04:12-19:55:22]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: compre esmeralda
[2021:04:12-19:55:26]  (Local) -> (LOCAL)[1]Berna2cB: entonces enseñeme a soltarme
[2021:04:12-19:55:28]  (Global) -> [Zetas]Jolousten: oe
[2021:04:12-19:55:29]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: esa me la vendian xD
[2021:04:12-19:55:30]  (Local) -> (LOCAL)[2]Dilan|CDG|: los voy a llevar a la tienda alla son mas baratos
[2021:04:12-19:55:31]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: pero nah
[2021:04:12-19:55:34]  (Local) -> (LOCAL)[1]SICARIO|AUC: A
[2021:04:12-19:55:34]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: ps dele f5
[2021:04:12-19:55:34]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: pero vea
[2021:04:12-19:55:35]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: y ya
[2021:04:12-19:55:35]  (Local) -> (LOCAL)[1]Berna2cB: para que esmeralda si mi vip es de 3 años
[2021:04:12-19:55:36]  (Global) -> NicolasStark[CDG]: Espere que se bugueo
[2021:04:12-19:55:38]  (Local) -> (LOCAL)[1]SICARIO|AUC: :(
[2021:04:12-19:55:39]  (Global) -> NicolasStark[CDG]: :_:
[2021:04:12-19:55:43]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: pero no se suelta
[2021:04:12-19:55:44]  (Local) -> (LOCAL)[1]SICARIO|AUC: MELO
[2021:04:12-19:55:48]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: pero no de el todo
[2021:04:12-19:55:49]  (Local) -> (LOCAL)[1]CazaRatones: LLEGAMOS
[2021:04:12-19:55:51]  (Local) -> (LOCAL)[1]Berna2cB: f5?
[2021:04:12-19:55:54]  (Global) -> NicolasStark[CDG]: Recojamoslo
[2021:04:12-19:55:55]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: puede sacar carro y disparar
[2021:04:12-19:55:57]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: sisas
[2021:04:12-19:55:58]  (Global) -> MR-cabezaeverga{2cb]: joda CAZUMBA q falseda
[2021:04:12-19:55:59]  (Global) -> NicolasStark[CDG]:  ya se desbugueo
[2021:04:12-19:55:59]  (Local) -> (LOCAL)[2]Juanci/ZETAS: pero sin mi moto :/
[2021:04:12-19:55:59]  (Global) -> [Zetas]Jolousten: si
[2021:04:12-19:56:00]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: cojame
[2021:04:12-19:56:02]  (Local) -> (LOCAL)[1]Berna2cB: luego
[2021:04:12-19:56:03]  (Local) -> (LOCAL)[1]SICARIO|AUC: CUANTO HUBIERA DADO?
[2021:04:12-19:56:05]  (Local) -> (LOCAL)[1]Berna2cB: f5 para q sirve
[2021:04:12-19:56:08]  (Team - Criminals) -> (TEAM)Mnrpatecumbias'LPxELN: a?¿
[2021:04:12-19:56:11]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: cojame
[2021:04:12-19:56:13]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: por que?
[2021:04:12-19:56:14]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: listo
[2021:04:12-19:56:15]  (Local) -> (LOCAL)[1]SICARIO|AUC: POR LA LIMO
[2021:04:12-19:56:17]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: cuanto lo cojan
[2021:04:12-19:56:19]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: le da f5
[2021:04:12-19:56:20]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: 20
[2021:04:12-19:56:21]  (Local) -> (LOCAL)[1]SICARIO|AUC: NOS E REPONDA
[2021:04:12-19:56:23]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: listo
[2021:04:12-19:56:26]  (Local) -> (LOCAL)[1]Berna2cB: y eso pq esta bug
[2021:04:12-19:56:27]  (Local) -> (LOCAL)[1]SICARIO|AUC: ._.
[2021:04:12-19:56:31]  (Global) -> [Zetas]Jolousten: oe
[2021:04:12-19:56:34]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: ni idea
[2021:04:12-19:56:35]  (Local) -> (LOCAL)[1]SICARIO|AUC: DI 50 XD
[2021:04:12-19:56:37]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: pille
[2021:04:12-19:56:38]  (Local) -> (LOCAL)[1]Berna2cB: pero ahi no se solto
[2021:04:12-19:56:45]  (Local) -> (LOCAL)[1]Berna2cB: ahorita si se solto re makia
[2021:04:12-19:56:46]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: noo soltarse no
[2021:04:12-19:56:48]  (Local) -> (LOCAL)[1]SICARIO|AUC: A YA SABIA
[2021:04:12-19:56:51]  (Global) -> [Zetas]Jolousten: rrampaa
[2021:04:12-19:56:52]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: aaa es un bug
[2021:04:12-19:56:53]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: jajsjs
[2021:04:12-19:56:56]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: nose :v
[2021:04:12-19:56:56]  (Local) -> (LOCAL)[1]Berna2cB: por eso
[2021:04:12-19:57:00]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: no se
[2021:04:12-19:57:00]  (Local) -> (LOCAL)[2]Dilan|CDG|: aca son mas baratos
[2021:04:12-19:57:01]  (Local) -> (LOCAL)[1]Berna2cB: como izo sapo
[2021:04:12-19:57:02]  (Local) -> (LOCAL)[4]kevingSDVSF: jajaj
[2021:04:12-19:57:04]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: no se
[2021:04:12-19:57:07]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: pasa solo
[2021:04:12-19:57:07]  (Local) -> (LOCAL)[1]SICARIO|AUC: A PUTA
[2021:04:12-19:57:09]  (Local) -> (LOCAL)[1]Berna2cB: a
[2021:04:12-19:57:12]  (Local) -> (LOCAL)[1]SICARIO|AUC: DI MUCHO
[2021:04:12-19:57:21]  (Global) -> [Zetas]Jolousten: ojo te caes
[2021:04:12-19:57:22]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: lo de las skins
[2021:04:12-19:57:23]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: asi
[2021:04:12-19:57:26]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: es nuevo
[2021:04:12-19:57:29]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: es un comando
[2021:04:12-19:57:33]  (Global) -> _Garcia_: estoy sano
[2021:04:12-19:57:35]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: y lo tengo yo xD
[2021:04:12-19:57:39]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: vamos ammu
[2021:04:12-19:57:41]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: lo creo bala anoche
[2021:04:12-19:57:41]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: :C
[2021:04:12-19:57:42]  (Global) -> [Zetas]Jolousten: mi moto
[2021:04:12-19:57:43]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Gomita|Z: xD
[2021:04:12-19:57:53]  (Local) -> (LOCAL)[5]JuanPablo'Z: no muy lentos
[2021:04:12-19:57:58]  (Local) -> (LOCAL)[1]Gomita|Z: oe
[2021:04:12-19:58:03]  (Local) -> (LOCAL)[1]SICARIO|AUC: VOLVI
[2021:04:12-19:58:10]  (Local) -> (LOCAL)[1]SICARIO|AUC: YO DI MUCHO XD
[2021:04:12-19:58:10]  (Local) -> (LOCAL)[1]Gomita|Z: lo de las skins
[2021:04:12-19:58:10]  (Local) -> (LOCAL)[3]Berna2cB: q
[2021:04:12-19:58:11]  (Global) -> Mnrpatecumbias'LPxELN|#000000侍: A
[2021:04:12-19:58:11]  (Local) -> (LOCAL)[6]JuanPablo'Z: santi
[2021:04:12-19:58:13]  (Local) -> (LOCAL)[1]Gomita|Z: es nuevo
[2021:04:12-19:58:14]  (Global) -> 1011011001000IvanDuque: l
[2021:04:12-19:58:15]  (Local) -> (LOCAL)[1]SICARIO|AUC: A SI MELO
[2021:04:12-19:58:16]  (Local) -> (LOCAL)[5]SANTIAGO(ELN): que
[2021:04:12-19:58:18]  (Local) -> (LOCAL)[2]CazaRatones: SUBA
[2021:04:12-19:58:18]  (Global) -> [Zetas]Jolousten: mi moto
[2021:04:12-19:58:19]  (Local) -> (LOCAL)[1]Gomita|Z: es un comando
[2021:04:12-19:58:22]  (Local) -> (LOCAL)[1]Gomita|Z: y lo tengo yo xD
[2021:04:12-19:58:23]  (Local) -> (LOCAL)[2]Dilan|CDG|: comprello hay
[2021:04:12-19:58:23]  (Global) -> NicolasStark[CDG]: Los compro a ca
[2021:04:12-19:58:23]  (Local) -> (LOCAL)[4]JuanPablo'Z: me puedes soltar si te dy dinero?
[2021:04:12-19:58:26]  (Local) -> (LOCAL)[1]Gomita|Z: lo creo bala anoche
[2021:04:12-19:58:27]  (Local) -> (LOCAL)[2]CazaRatones: VAMOS
[2021:04:12-19:58:28]  (Local) -> (LOCAL)[1]SICARIO|AUC: COMO ES
[2021:04:12-19:58:28]  (Local) -> (LOCAL)[2]Berna2cB: qn es Unknown|2cB|
[2021:04:12-19:58:29]  (Local) -> (LOCAL)[1]Gomita|Z: xD
[2021:04:12-19:58:33]  (Local) -> (LOCAL)[0]Elpope|ELN|: taxi
[2021:04:12-19:58:34]  (Local) -> (LOCAL)[2]Dilan|CDG|: si compre el cloover ese es una chimba
[2021:04:12-19:58:36]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): pasa la plata
[2021:04:12-19:58:37]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: El primo
[2021:04:12-19:58:37]  (Local) -> (LOCAL)[7]JuanPablo'Z: 10k
[2021:04:12-19:58:38]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: de fabius
[2021:04:12-19:58:40]  (Local) -> (LOCAL)[7]JuanPablo'Z: revisa
[2021:04:12-19:58:40]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): si
[2021:04:12-19:58:41]  (Local) -> (LOCAL)[2]Berna2cB: aaa
[2021:04:12-19:58:43]  (Local) -> (LOCAL)[2]Berna2cB: xd
[2021:04:12-19:58:47]  (Global) -> NicolasStark[CDG]: messirve
[2021:04:12-19:58:49]  (Local) -> (LOCAL)[7]JuanPablo'Z: listo
[2021:04:12-19:58:50]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): uya
[2021:04:12-19:58:51]  (Local) -> (LOCAL)[3]dlnnnnnn'2cb: cuando vuelve a subir de nivel
[2021:04:12-19:58:51]  (Local) -> (LOCAL)[1]ALCapone|EVG|: parc
[2021:04:12-19:58:51]  (Global) -> NicolasStark[CDG]: gracias bro
[2021:04:12-19:58:52]  (Local) -> (LOCAL)[7]JuanPablo'Z: hay
[2021:04:12-19:58:52]  (Local) -> (LOCAL)[2]Dilan|CDG|: paseme 100k se lo tuneo pa que ande full
[2021:04:12-19:58:55]  (Local) -> (LOCAL)[2]ThanosKing/CDG/: gracias crak
[2021:04:12-19:58:55]  (Local) -> (LOCAL)[3]dlnnnnnn'2cb: q paila lvl1
[2021:04:12-19:58:57]  (Local) -> (LOCAL)[7]JuanPablo'Z: gracias
[2021:04:12-19:58:58]  (Local) -> (LOCAL)[2]Berna2cB: para que
[2021:04:12-19:59:01]  (Global) -> [Zetas]Jolousten: adonde estas
[2021:04:12-19:59:01]  (Global) -> _Garcia_: ??
[2021:04:12-19:59:03]  (Global) -> NicolasStark[CDG]: Pere
[2021:04:12-19:59:04]  (Local) -> (LOCAL)[6]crjs'2cb: uyy
[2021:04:12-19:59:06]  (Local) -> (LOCAL)[1]SICARIO|AUC: VEMOS
[2021:04:12-19:59:07]  (Local) -> (LOCAL)[0]MARIHUANO: d
[2021:04:12-19:59:07]  (Local) -> (LOCAL)[4]dlnnnnnn'2cb: ps para q moderes
[2021:04:12-19:59:07]  (Local) -> (LOCAL)[3]Berna2cB: Solo estoy entrando estos dias pq tengo covd
[2021:04:12-19:59:09]  (Local) -> (LOCAL)[2]Dilan|CDG|: hay un tuneo que es oa que ande melo caramelo
[2021:04:12-19:59:10]  (Global) -> NicolasStark[CDG]: voa a trabajar
[2021:04:12-19:59:12]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: ausausjajass
[2021:04:12-19:59:14]  (Local) -> (LOCAL)[1]Berna2cB: que paja moderar
[2021:04:12-19:59:23]  (Local) -> (LOCAL)[2]Berna2cB: a penas se me quite el covid y pueda salir
[2021:04:12-19:59:24]  (Local) -> (LOCAL)[3]Dilan|CDG|: suba arriba ThanosKing/CDG/
[2021:04:12-19:59:26]  (Global) -> ChespiDG: tiancrisss
[2021:04:12-19:59:28]  (Local) -> (LOCAL)[2]Berna2cB: ud cree que me voy a poner a moderar?
[2021:04:12-19:59:32]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: entonces ud ya no quiere volver a ser staff
[2021:04:12-19:59:34]  (Local) -> (LOCAL)[2]Berna2cB: a penas no tenga covid quedo inmune
[2021:04:12-19:59:39]  (Global) -> 1011011001000IvanDuque: TOMBOS MARICAS PIENSAN QUE ME VAN A AGARRAR
[2021:04:12-19:59:40]  (Local) -> (LOCAL)[1]Elpope|ELN|: otra vez re fan no
[2021:04:12-19:59:40]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: breve
[2021:04:12-19:59:40]  (Local) -> (LOCAL)[2]Berna2cB: eso quiere decir pura calle apa
[2021:04:12-19:59:44]  (Team - Criminals) -> (TEAM)Mnrpatecumbias'LPxELN: a
[2021:04:12-19:59:46]  (Global) -> Mnrpatecumbias'LPxELN|#000000侍: shito
[2021:04:12-19:59:47]  (Global) -> [Zetas]Jolousten: oe
[2021:04:12-19:59:48]  (Global) -> MR-Cazumba: Callese Porky hp
[2021:04:12-19:59:49]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: entonces ud ya no quiere volver a ser staff
[2021:04:12-19:59:50]  (Local) -> (LOCAL)[4]C|ogoying: que clan es
[2021:04:12-19:59:52]  (Local) -> (LOCAL)[2]Berna2cB: me gustaria si tuviera tiempo
[2021:04:12-19:59:52]  (Global) -> [Zetas]Jolousten: el socio
[2021:04:12-19:59:55]  (Local) -> (LOCAL)[2]Berna2cB: Pero no tengo
[2021:04:12-19:59:56]  (Local) -> (LOCAL)[5]|ADM|TOXICO: CDG
[2021:04:12-19:59:57]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: :(
[2021:04:12-19:59:57]  (Global) -> NicolasStark[CDG]: Thankiu dilan
[2021:04:12-19:59:57]  (Local) -> (LOCAL)[2]King: oe
[2021:04:12-19:59:58]  (Local) -> (LOCAL)[1]Berna2cB: Solo tengo por el covid
[2021:04:12-20:00:02]  (Global) -> NicolasStark[CDG]: sos un crack
[2021:04:12-20:00:04]  (Local) -> (LOCAL)[7]C|ogoying: pa que me dispara pues :v
[2021:04:12-20:00:05]  (Local) -> (LOCAL)[3]Dilan|CDG|: venga se lo tuneo
[2021:04:12-20:00:06]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: ai parce
[2021:04:12-20:00:07]  (Local) -> (LOCAL)[7]C|ogoying: soy uc
[2021:04:12-20:00:08]  (Local) -> (LOCAL)[1]dlnnnnnn'2cb: entonces
[2021:04:12-20:00:09]  (Local) -> (LOCAL)[7]|ADM|TOXICO: sorry
[2021:04:12-20:00:10]  (Local) -> (LOCAL)[8]C|ogoying: auc
[2021:04:12-20:00:11]  (Local) -> (LOCAL)[3]King: oe
[2021:04:12-20:00:12]  (Local) -> (LOCAL)[2]Berna2cB: ps nada
[2021:04:12-20:00:14]  (Local) -> (LOCAL)[8]|ADM|TOXICO: no tienes tag
[2021:04:12-20:00:15]  (Local) -> (LOCAL)[3]Dilan|CDG|: pa que ande mas rapido
[2021:04:12-20:00:17]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: ud va a decir q le quiten staff?
[2021:04:12-20:00:20]  (Local) -> (LOCAL)[8]|ADM|TOXICO: ah ya
[2021:04:12-20:00:20]  (Global) -> Tiancris: estoy en la terminal
[2021:04:12-20:00:21]  (Local) -> (LOCAL)[7]C|ogoying: na despues por que te matan santiago
[2021:04:12-20:00:23]  (Local) -> (LOCAL)[2]Berna2cB: na
[2021:04:12-20:00:24]  (Global) -> NicolasStark[CDG]: siganos
[2021:04:12-20:00:28]  (Local) -> (LOCAL)[8]SANTIAGO(ELN): aajaja
[2021:04:12-20:00:29]  (Local) -> (LOCAL)[3]Berna2cB: igual ni lo uso
[2021:04:12-20:00:30]  (Local) -> (LOCAL)[3]JuanPablo'Z: entonces
[2021:04:12-20:00:37]  (Local) -> (LOCAL)[3]Mnrpatecumbias'LPxELN: no fabius
[2021:04:12-20:00:39]  (Local) -> (LOCAL)[3]Mnrpatecumbias'LPxELN: joder
[2021:04:12-20:00:42]  (Local) -> (LOCAL)[3]ALCapone|EVG|: digalo nene
[2021:04:12-20:00:43]  (Global) -> Toloteli: EY Q
[2021:04:12-20:00:44]  (Local) -> (LOCAL)[3]Mnrpatecumbias'LPxELN: egh
[2021:04:12-20:00:45]  (Local) -> (LOCAL)[3]dlnnnnnn'2cb: vamo
[2021:04:12-20:00:46]  (Local) -> (LOCAL)[4]Mnrpatecumbias'LPxELN: fabius
[2021:04:12-20:00:47]  (Local) -> (LOCAL)[7]|ADM|TOXICO: cuanto quieres ?
[2021:04:12-20:00:49]  (Local) -> (LOCAL)[3]JuanPablo'Z: vamo
[2021:04:12-20:00:52]  (Local) -> (LOCAL)[3]Berna2cB: a odne
[2021:04:12-20:00:55]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: nose
[2021:04:12-20:00:57]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: turf
[2021:04:12-20:01:01]  (Local) -> (LOCAL)[9]SANTIAGO(ELN): 50k
[2021:04:12-20:01:01]  (Global) -> Toloteli: COMAN MIERDA TODOS
[2021:04:12-20:01:04]  (Local) -> (LOCAL)[2]JuanPablo'Z: i dont know
[2021:04:12-20:01:07]  (Global) -> Mnrpatecumbias'LPxELN|#000000侍: rico
[2021:04:12-20:01:08]  (Local) -> (LOCAL)[2]Berna2cB: ya turfiamos hoy
[2021:04:12-20:01:09]  (Global) -> Mnrpatecumbias'LPxELN|#000000侍: venga
[2021:04:12-20:01:10]  (Local) -> (LOCAL)[6]SANTIAGO(ELN): paga ya o pala cana tienes 1 minuto
[2021:04:12-20:01:11]  (Local) -> (LOCAL)[2]Berna2cB: mucho eln
[2021:04:12-20:01:12]  (Global) -> ChespiDG: voy
[2021:04:12-20:01:13]  (Local) -> (LOCAL)[8]|ADM|TOXICO: digale a su madre que se lo de
[2021:04:12-20:01:13]  (Local) -> (LOCAL)[8]1011011001000IvanDuque: VENDO BARETA AL POR MAYOR
[2021:04:12-20:01:13]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: pero
[2021:04:12-20:01:13]  (Global) -> Unknown|2cB|: tu papa
[2021:04:12-20:01:16]  (Local) -> (LOCAL)[2]JuanPablo'Z: presteme su ellegyu dlnnnnnn'2cb[1]
[2021:04:12-20:01:16]  (Local) -> (LOCAL)[8]|ADM|TOXICO: jajaja
[2021:04:12-20:01:17]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: ya casi no hay
[2021:04:12-20:01:21]  (Global) -> MR-Cazumba: Algun adin porfa?
[2021:04:12-20:01:22]  (Global) -> ChespiDG: me la chupa
[2021:04:12-20:01:22]  (Local) -> (LOCAL)[2]JuanPablo'Z: elegu
[2021:04:12-20:01:23]  (Local) -> (LOCAL)[5]|ADM|TOXICO: yo soy esmeralda
[2021:04:12-20:01:24]  (Global) -> MR-Cazumba: Admin*
[2021:04:12-20:01:25]  (Local) -> (LOCAL)[2]JuanPablo'Z: elegy
[2021:04:12-20:01:26]  (Local) -> (LOCAL)[2]CazaRatones: VAMOS A HACER ESE SALTO
[2021:04:12-20:01:26]  (Local) -> (LOCAL)[2]Berna2cB: mmm no se amigo
[2021:04:12-20:01:32]  (Local) -> (LOCAL)[2]JuanPablo'Z: yo copeo
[2021:04:12-20:01:34]  (Local) -> (LOCAL)[1]|ADM|TOXICO: duro 30 segundos
[2021:04:12-20:01:40]  (Local) -> (LOCAL)[0]Oreo^AUC: :(
[2021:04:12-20:01:50]  (Local) -> (LOCAL)[1]|ADM|TOXICO: tan marica
[2021:04:12-20:01:52]  (Local) -> (LOCAL)[1]SANTIAGO(ELN): pailas
[2021:04:12-20:01:52]  (Local) -> (LOCAL)[2]JuanPablo'Z: vamo
[2021:04:12-20:01:53]  (Local) -> (LOCAL)[1]Oreo^AUC: BENGA
[2021:04:12-20:01:56]  (Local) -> (LOCAL)[2]Berna2cB: ahora en 2cb somos muy pokitos que gono
[2021:04:12-20:01:58]  (Local) -> (LOCAL)[1]Hoka^AUC: a
[2021:04:12-20:01:58]  (Local) -> (LOCAL)[2]|ADM|TOXICO: la aliansa pa cuando
[2021:04:12-20:02:00]  (Global) -> kevingSDVSF: admin clogoying anda matando encanados
[2021:04:12-20:02:01]  (Local) -> (LOCAL)[3]SANTIAGO(ELN): marica su papa
[2021:04:12-20:02:01]  (Local) -> (LOCAL)[2]JuanPablo'Z: siobio
[2021:04:12-20:02:06]  (Local) -> (LOCAL)[2]JuanPablo'Z: y tusso q
[2021:04:12-20:02:14]  (Team - Law Enforcement) -> (TEAM)ALCapone|EVG|:  tombo
[2021:04:12-20:02:14]  (Local) -> (LOCAL)[2]dlnnnnnn'2cb: ban
[2021:04:12-20:02:14]  (Local) -> (LOCAL)[2]Berna2cB: nos
[2021:04:12-20:02:17]  (Local) -> (LOCAL)[4]Oreo^AUC: que ya lelgo el sapo ese
[2021:04:12-20:02:18]  (Local) -> (LOCAL)[2]ALCapone|EVG|: soy tomb
[2021:04:12-20:02:19]  (Local) -> (LOCAL)[2]JuanPablo'Z: cuanto tiempo?
