This file was generated by Console at 2021:05:03-00:00:00



[2021:05:03-00:00:00]  (Local) -> (LOCAL)[2]Dilan'CDG: a
[2021:05:03-23:11:21]  (Global) -> emanuel{CDG}: oe mk ya prfa
[2021:05:03-23:11:21]  (Local) -> (LOCAL)[1]DONOSO|4K: busque una guaracha bien aleta
[2021:05:03-23:11:23]  (Local) -> (LOCAL)[3]Peyeta'2cb: bno reportados los 2 por sapos
[2021:05:03-23:11:24]  (Local) -> (LOCAL)[1]>BocaChico'Auc: que haces?
[2021:05:03-23:11:26]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: ahorita estoy a 47
[2021:05:03-23:11:27]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: paro pa
[2021:05:03-23:11:28]  (Global) -> emanuel{CDG}: como salgoo
[2021:05:03-23:11:28]  (Local) -> (LOCAL)[2]Otto: jajajaja ruegueme
[2021:05:03-23:11:29]  (Global) -> Omar25.Zetas: que la cana le dura 10 segundos solo por que es vip
[2021:05:03-23:11:31]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: parce
[2021:05:03-23:11:31]  (Global) -> Dilangroserote'CDG|#F1F1F1ঔৣ☬: #00ff00 45 PALOS QUE OFRECEN
[2021:05:03-23:11:31]  (Local) -> (LOCAL)[4]Sanrub20: que va
[2021:05:03-23:11:32]  (Global) -> Topo|Z|: Dejelos peliar
[2021:05:03-23:11:33]  (Local) -> (LOCAL)[2]Otto: jajajaj
[2021:05:03-23:11:33]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: ._______________________________________.
[2021:05:03-23:11:34]  (Local) -> (LOCAL)[5]Diego_BUtifarraZ: sisas nea
[2021:05:03-23:11:35]  (Local) -> (LOCAL)[5]Sanrub20: uen quiere
[2021:05:03-23:11:36]  (Local) -> (LOCAL)[1]Luis|CDG|: ok
[2021:05:03-23:11:37]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: es que yo optimice la pc
[2021:05:03-23:11:37]  (Global) -> emanuel{CDG}: hoyga
[2021:05:03-23:11:37]  (Global) -> Omar25.Zetas: siga pagando nomas parce para que pueda matar al alguien
[2021:05:03-23:11:38]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: yo juego a 24
[2021:05:03-23:11:38]  (Global) -> Pirrih_lCDGl: OK
[2021:05:03-23:11:38]  (Local) -> (LOCAL)[1]>BocaChico'Auc: holaaaa
[2021:05:03-23:11:38]  (Local) -> (LOCAL)[5]Diego_BUtifarraZ: todos
[2021:05:03-23:11:38]  (Local) -> (LOCAL)[1]DONOSO|4K: ole roteme hay 20k todo bien
[2021:05:03-23:11:39]  (Global) -> Dylan22: yo me puse a trabajar arto y ya me faltan 80 viajes para ser un capitan
[2021:05:03-23:11:43]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: pero nadie colabora
[2021:05:03-23:11:45]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: desactivando muchas cosas y borrando basura
[2021:05:03-23:11:46]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: jajajaj que bellezaaa me salio como queria
[2021:05:03-23:11:47]  (Team - Emergency) -> (TEAM)POLAR: klkkkkkkkkkkkk
[2021:05:03-23:11:48]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: jsjsjsjsjsjsjss
[2021:05:03-23:11:51]  (Local) -> (LOCAL)[1]>BocaChico'Auc: que haces
[2021:05:03-23:11:51]  (Global) -> Topo|Z|: Es que alguien dura menos? Todos duran menos por el vip, aguevado
[2021:05:03-23:11:52]  (Global) -> Tochielaragan|AUC:  enseñe
[2021:05:03-23:11:52]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: epa
[2021:05:03-23:11:56]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: sisas
[2021:05:03-23:11:56]  (Global) -> Dylan22: no amigo perdon perpp son mis niñas jsjsjs
[2021:05:03-23:11:56]  (Local) -> (LOCAL)[1]2cb'Petito: uno como mira eso
[2021:05:03-23:11:57]  (Local) -> (LOCAL)[1]>BocaChico'Auc: esta es tu casa?
[2021:05:03-23:11:57]  (Local) -> (LOCAL)[2]Otto: jajajajajaj
[2021:05:03-23:11:57]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: ahora son 3, dañar produccion, abuso de MP y acoso jajajajaja
[2021:05:03-23:11:58]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: busque en yt
[2021:05:03-23:11:58]  (Global) -> Felipe's: Admin
[2021:05:03-23:11:59]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: e belleza
[2021:05:03-23:11:59]  (Local) -> (LOCAL)[1]jordanjesus: FINO
[2021:05:03-23:12:00]  (Global) -> JHAYCO14lZETASl: PARO DE CAMIONEROS YENDO PARA LAS VENTURAS
[2021:05:03-23:12:04]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: ajajajajaja
[2021:05:03-23:12:04]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: gracias por la ayuda
[2021:05:03-23:12:06]  (Global) -> Dylan22: con -F5
[2021:05:03-23:12:07]  (Local) -> (LOCAL)[1]2cb'Petito: eso si ns como se mira lo de capitan
[2021:05:03-23:12:08]  (Local) -> (LOCAL)[1]>BocaChico'Auc: acoso el que me tienen los dosebe
[2021:05:03-23:12:08]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: es borrar un poco de archivos basura
[2021:05:03-23:12:09]  (Local) -> (LOCAL)[1]>BocaChico'Auc: Bv
[2021:05:03-23:12:10]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: entre hasta alli si quiere
[2021:05:03-23:12:10]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: admin hpta
[2021:05:03-23:12:12]  (Team - Criminals) -> (TEAM)Topo|Z|: Maricon
[2021:05:03-23:12:14]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: y borrar datos q ya no usa
[2021:05:03-23:12:14]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: no mentiras jsjsjsjjss
[2021:05:03-23:12:18]  (Global) -> emanuel{CDG}: hola
[2021:05:03-23:12:19]  (Global) -> Dylan22: le dice que rango es y cuanto le falta para subirr de rango
[2021:05:03-23:12:20]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000VR38DETT: y eso le ayuda resto al pc nea
[2021:05:03-23:12:22]  (Local) -> (LOCAL)[5]Fetraq25: sali tombo
[2021:05:03-23:12:22]  (Global) -> JHAYCO14lZETASl: PARO DE CAMIONEROS YENDO PARA LAS VENTURAS
[2021:05:03-23:12:23]  (Global) -> Felipe's: jordanjesus esta molestando con job
[2021:05:03-23:12:23]  (Team - Unemployed) -> (TEAM)Otto: emman
[2021:05:03-23:12:24]  (Global) -> Felipe's: Admin
[2021:05:03-23:12:24]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#83FF00serp|#83FF00ʍđท: quien
[2021:05:03-23:12:24]  ([Msg] de Peyeta'2cb para VR38DETT: nea, hay unos manes con un bloque y no dejan trabajar, haga tp) -> nil
[2021:05:03-23:12:25]  (Local) -> (LOCAL)[3]DONOSO|4K: ole roteme hay 20k todo bien
[2021:05:03-23:12:28]  (Team - Unemployed) -> (TEAM)Otto: EMMA LOCAAA
[2021:05:03-23:12:28]  (Local) -> (LOCAL)[1]2cb'Petito: soy quisque aspirante
[2021:05:03-23:12:28]  (Local) -> (LOCAL)[1]>BocaChico'Auc: abuso de mp dice
[2021:05:03-23:12:30]  (Local) -> (LOCAL)[1]>BocaChico'Auc: ajajajaj
[2021:05:03-23:12:30]  (Global) -> BenitoCampos: adm
[2021:05:03-23:12:30]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00Buitre|Lag|2cB: q visaje
[2021:05:03-23:12:32]  (Global) -> RAFA:3: oarse pero ya boy yegando
[2021:05:03-23:12:33]  (Local) -> (LOCAL)[1]>BocaChico'Auc: ni que estuviera turfeando
[2021:05:03-23:12:35]  (Global) -> jordanjesus: MMMM JAJAJ MERA NIÑA
[2021:05:03-23:12:35]  (Local) -> (LOCAL)[6]Topo|Z|: CareGay
[2021:05:03-23:12:40]  (Global) -> BenitoCampos: como se mira quien necesita ser curado?
[2021:05:03-23:12:40]  (Global) -> Dylan22: apenas empzaste?
[2021:05:03-23:12:41]  (Local) -> (LOCAL)[5]Topo|Z|: Vamos al banco
[2021:05:03-23:12:44]  (Global) -> Dylan22: de piloto
[2021:05:03-23:12:45]  (Local) -> (LOCAL)[4]Topo|Z|: Y luego a pelar a esta loca
[2021:05:03-23:12:46]  (Local) -> (LOCAL)[4]Omar25.Zetas: oe caremazo
[2021:05:03-23:12:47]  (Local) -> (LOCAL)[4]CareCaldo'2cb: aq
[2021:05:03-23:12:48]  (Local) -> (LOCAL)[0]emanuel{CDG}: jola-fawhifa.wñf
[2021:05:03-23:12:50]  (Local) -> (LOCAL)[5]Omar25.Zetas: sal mrd
[2021:05:03-23:12:50]  (Local) -> (LOCAL)[1]2cb'Petito: no si no que me choco mucho pq
[2021:05:03-23:12:51]  (Global) -> Dilangroserote'CDG|#F1F1F1ঔৣ☬: #00ff00 45 PALOS QUE OFRECEN
[2021:05:03-23:12:52]  (Global) -> #7F7F7F|ADM|#FF0000#1D1D1DVR38DETT|#1D1D1D連EP合: y ustedes que hacen aqui atembaos
[2021:05:03-23:12:56]  (Global) -> Dylan22: ahh 
[2021:05:03-23:12:56]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: un paro
[2021:05:03-23:12:57]  (Local) -> (LOCAL)[5]Topo|Z|: A guardar una luka
[2021:05:03-23:12:58]  (Local) -> (LOCAL)[5]CareCaldo'2cb: salga usted ps
[2021:05:03-23:12:58]  (Local) -> (LOCAL)[1]2cb'Petito: el trabajo lo uso mas es de recocha jaajja
[2021:05:03-23:12:58]  (Global) -> #7F7F7F|DJ|#FF5C00Buitre|Lag|2cB|#E20280 ඞ: jsjsjsjsjsjsjss
[2021:05:03-23:13:01]  (Local) -> (LOCAL)[4]JHAYCO14lZETASl: ATEMBADOS?
[2021:05:03-23:13:01]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF0000Oconner|2cb: entre pa tomarle una fotico aca en las habitaciones tambien jajaaj
[2021:05:03-23:13:01]  (Global) -> jordanjesus: LE RAYE EL BUS Y YA CHILLA,SEVERA PERRA
[2021:05:03-23:13:01]  (Global) -> Felipe's: VR38DETT
[2021:05:03-23:13:02]  (Local) -> (LOCAL)[5]Topo|Z|: O espereme aca
[2021:05:03-23:13:02]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: paro ni que hptas
[2021:05:03-23:13:03]  (Global) -> |MONTOYA|Z|: lo llebo
[2021:05:03-23:13:04]  (Global) -> Dylan22: no sabes manejarlos?
[2021:05:03-23:13:06]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: nah ñero
[2021:05:03-23:13:06]  (Global) -> (MP)Finyty: holi soy nuevo me explican
[2021:05:03-23:13:07]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: BenitoCampos[1] ps al que tenga poquita vida
[2021:05:03-23:13:08]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: dejen camellar la gente
[2021:05:03-23:13:08]  (Global) -> Otto: AYUDO A SUBIR DE RANGO A CAMBIO DE DINERO.
[2021:05:03-23:13:08]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: deje rolear
[2021:05:03-23:13:10]  (Global) -> Felipe(Zetas): vendo helicotero barato
[2021:05:03-23:13:10]  (Local) -> (LOCAL)[1]2cb'Petito: si se
[2021:05:03-23:13:11]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: es un paro
[2021:05:03-23:13:13]  (Global) -> (MP)Finyty: goli soy nuevo me explican
[2021:05:03-23:13:13]  (Local) -> (LOCAL)[6]Omar25.Zetas: calle caremaso
[2021:05:03-23:13:13]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: no pues si
[2021:05:03-23:13:14]  (Local) -> (LOCAL)[4]JHAYCO14lZETASl: uy amor:(
[2021:05:03-23:13:14]  (Global) -> Felipe's: VR38DETT
[2021:05:03-23:13:18]  (Local) -> (LOCAL)[8]Dilangroserote'CDG: OE
[2021:05:03-23:13:19]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: roleo de 3 peludos tapando toda la via
[2021:05:03-23:13:21]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: para todo el server
[2021:05:03-23:13:21]  (Local) -> (LOCAL)[1]2cb'Petito: si no que yo me voy con el avion a 20 de vida
[2021:05:03-23:13:23]  (Global) -> emanuel{CDG}: aaaaaaaaaaaaaaaaaaaaaa
[2021:05:03-23:13:24]  (Local) -> (LOCAL)[9]Junior2004(CDG): que pasa
[2021:05:03-23:13:26]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: no pues que chimba de roleo
[2021:05:03-23:13:26]  (Local) -> (LOCAL)[1]2cb'Petito: con las 2 alas dañadas
[2021:05:03-23:13:27]  (Global) -> Raptpene2cb|#E20280 ඞ: VR38DETT
[2021:05:03-23:13:29]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: es un paro
[2021:05:03-23:13:29]  (Global) -> PRO: dilangroserin me regala un 1 palo porfa
[2021:05:03-23:13:30]  (Global) -> #7F7F7F|ADM|#FF0000#1D1D1DVR38DETT|#1D1D1D連EP合: Que paso
[2021:05:03-23:13:31]  (Local) -> (LOCAL)[4]Diego_BUtifarraZ: XD
[2021:05:03-23:13:31]  (Global) -> Raptpene2cb|#E20280 ඞ: podes venir donde estoy pls
[2021:05:03-23:13:32]  (Global) -> Felipe's: por darselas de chistoso hijueputa 
[2021:05:03-23:13:33]  (Local) -> (LOCAL)[8]Junior2004(CDG): que quieres carechimba
[2021:05:03-23:13:35]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF0000VR38DETT: nada, quiten eso
[2021:05:03-23:13:35]  (Global) -> Felipe's: jordanjesus esta molestando con job
[2021:05:03-23:13:37]  (Global) -> JHAYCO14lZETASl: VIVA EL PARO DE CAMIONEROS
[2021:05:03-23:13:42]  (Global) -> Dylan22: ppero como se te ocurre jsjsjs
[2021:05:03-23:13:47]  (Global) -> Dylan22: lo cambias 
[2021:05:03-23:13:47]  (Global) -> JHAYCO14lZETASl: CUANDO LA TIRANIA ES LEY LA REVOLUCION ES ORDEN
[2021:05:03-23:13:48]  (Global) -> jordanjesus: MERA LOQUITA
[2021:05:03-23:13:52]  (Local) -> (LOCAL)[2]CareCaldo'2cb: todos ps
[2021:05:03-23:13:53]  (Local) -> (LOCAL)[2]Valak!: correlon
[2021:05:03-23:13:53]  (Local) -> (LOCAL)[2]Juanma'ELN': RUN
[2021:05:03-23:13:54]  (Local) -> (LOCAL)[3]DONOSO|4K: no se escucha
[2021:05:03-23:13:54]  (Local) -> (LOCAL)[2]Juanma'ELN': PERRA
[2021:05:03-23:13:55]  (Global) -> RAFA:3:  ya yege
[2021:05:03-23:13:56]  (Local) -> (LOCAL)[2]Junior2cb: buenas
[2021:05:03-23:14:01]  (Global) -> braiderandres: buena jordan
[2021:05:03-23:14:02]  (Global) -> Diego_BUtifarraZ: bruh
[2021:05:03-23:14:03]  (Global) -> emanuel{CDG}: paren
[2021:05:03-23:14:04]  (Global) -> Dylan22: asi hago yo cjuando me estoy quedando sin gasolina
[2021:05:03-23:14:04]  (Local) -> (LOCAL)[2]Luis|CDG|: enserio?
[2021:05:03-23:14:04]  (Local) -> (LOCAL)[0]Carlos_Escobar[zetas]: u
[2021:05:03-23:14:04]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#83FF00serp|#83FF00ʍđท: BenitoCampos[1] mira en la barra de vida si le falta vida pegale con el objeto q te dan .
[2021:05:03-23:14:05]  (Local) -> (LOCAL)[1]Otto: canson
[2021:05:03-23:14:06]  (Local) -> (LOCAL)[3]Pirrih_lCDGl: propongo algo, seguimos el paro pero dejamos que pasen por un pequeño hueco
[2021:05:03-23:14:06]  (Local) -> (LOCAL)[1]DONOSO|4K: no se escucha
[2021:05:03-23:14:08]  (Local) -> (LOCAL)[2]Luis|CDG|: sea q se bigeao eso
[2021:05:03-23:14:08]  (Local) -> (LOCAL)[2]Junior2cb: buenas?
[2021:05:03-23:14:08]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: oe
[2021:05:03-23:14:10]  (Local) -> (LOCAL)[1]Topo|Z|: Curmee
[2021:05:03-23:14:11]  (Local) -> (LOCAL)[3]JHAYCO14lZETASl: UN CUY ASESINO
[2021:05:03-23:14:12]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#83FF00serp|#83FF00ʍđท:  y ya
[2021:05:03-23:14:13]  (Local) -> (LOCAL)[1]Topo|Z|: Curmee
[2021:05:03-23:14:15]  (Local) -> (LOCAL)[2]Luis|CDG|: por yo lo ecucho eso
[2021:05:03-23:14:16]  (Local) -> (LOCAL)[1]DONOSO|4K: nonas{uguardelo y lo saca
[2021:05:03-23:14:17]  (Global) -> Felipe(Zetas): vendo helicotero barato
[2021:05:03-23:14:17]  (Local) -> (LOCAL)[1]2cb'Petito: xd
[2021:05:03-23:14:19]  (Global) -> Raptpene2cb|#E20280 ඞ: q
[2021:05:03-23:14:22]  (Global) -> jordanjesus: AY ADMIN ADMIN ME ESTOY CAGANDO. BUENA FELIPE CATREHIJUEPUTA CHILLON
[2021:05:03-23:14:26]  (Local) -> (LOCAL)[3]2cb'Petito: tenes wasa o discord??
[2021:05:03-23:14:27]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF0000#83FF00serp|#83FF00ʍđท: qe
[2021:05:03-23:14:29]  (Local) -> (LOCAL)[2]Luis|CDG|: y ahora?
[2021:05:03-23:14:32]  (Global) -> Dylan22: whast
[2021:05:03-23:14:33]  (Local) -> (LOCAL)[2]DONOSO|4K: nonas
[2021:05:03-23:14:35]  (Global) -> CR25: ADMIN
[2021:05:03-23:14:36]  (Global) -> JHAYCO14lZETASl: PUROS LLOROS EN MTA
[2021:05:03-23:14:37]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: nah
[2021:05:03-23:14:37]  (Global) -> Raptpene2cb|#E20280 ඞ: VR38DETT 
[2021:05:03-23:14:40]  (Global) -> Topo|Z|: CareCaldo'2cb[1]
[2021:05:03-23:14:40]  (Global) -> Raptpene2cb|#E20280 ඞ: me podes dar jail
[2021:05:03-23:14:41]  (Global) -> Dylan22: porquie mi discord esta muy mal
[2021:05:03-23:14:41]  (Local) -> (LOCAL)[3]Otto: ajjajjajajaajja
[2021:05:03-23:14:42]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: q perezita
[2021:05:03-23:14:43]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF8C00VR38DETT: si van a hacer un paro
[2021:05:03-23:14:43]  (Local) -> (LOCAL)[3]2cb'Petito: habla con la u
[2021:05:03-23:14:43]  (Global) -> CareCaldo'2cb|#E20280 ඞ: oe
[2021:05:03-23:14:44]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF8C00VR38DETT: sean moderados
[2021:05:03-23:14:46]  (Local) -> (LOCAL)[4]Otto: jajajaj que paso amiguito
[2021:05:03-23:14:47]  (Global) -> Topo|Z|: Donde esta
[2021:05:03-23:14:48]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: almenos no tapen toda la vida
[2021:05:03-23:14:49]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: via
[2021:05:03-23:14:52]  (Global) -> CareCaldo'2cb|#E20280 ඞ: voy pa banco
[2021:05:03-23:14:53]  (Local) -> (LOCAL)[5]Soy|Z.SEMEN: farmeamos
[2021:05:03-23:14:54]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: o no tapen esta que es una principal
[2021:05:03-23:14:56]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: un paro en la vida real como es
[2021:05:03-23:14:56]  (Global) -> Omar25.Zetas: calla manco
[2021:05:03-23:14:56]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: de trabajo para lv
[2021:05:03-23:14:56]  (Local) -> (LOCAL)[3]Pirrih_lCDGl: propongo algo, seguimos el paro pero dejamos que pasen por un pequeño hueco
[2021:05:03-23:14:57]  (Global) -> Topo|Z|: Cual
[2021:05:03-23:14:57]  (Global) -> Dylan22: este maduro que
[2021:05:03-23:14:59]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: _._
[2021:05:03-23:15:00]  (Global) -> emanuel{CDG}: oe david
[2021:05:03-23:15:02]  (Global) -> BenitoCampos: Oe
[2021:05:03-23:15:02]  (Local) -> (LOCAL)[3]JHAYCO14lZETASl: pues hubiera dicho eso y no estallaba los camiones
[2021:05:03-23:15:05]  (Global) -> emanuel{CDG}: venga
[2021:05:03-23:15:07]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: parcero esto no es la vida real xd
[2021:05:03-23:15:10]  (Global) -> BenitoCampos: Flaco[6]
[2021:05:03-23:15:13]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: si quiere hacerlo salga y lo hace
[2021:05:03-23:15:14]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: sisas los hubieramos corrido
[2021:05:03-23:15:15]  (Local) -> (LOCAL)[5]Otto: jajajajajajaj
[2021:05:03-23:15:16]  (Global) -> emanuel{CDG}: acerquese}
[2021:05:03-23:15:17]  (Global) -> Topo|Z|: A cual banco
[2021:05:03-23:15:18]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: aqui hay otras reglas
[2021:05:03-23:15:18]  (Local) -> (LOCAL)[3]Pirrih_lCDGl: pero se rolea xd
[2021:05:03-23:15:21]  (Global) -> CR25: ADMIN
[2021:05:03-23:15:23]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: y hay gente trabajando
[2021:05:03-23:15:23]  (Local) -> (LOCAL)[3]JHAYCO14lZETASl: pues hubiera dicho eso y no estallaba los camiones
[2021:05:03-23:15:26]  (Local) -> (LOCAL)[3]Flaco: que creyeron
[2021:05:03-23:15:27]  (Local) -> (LOCAL)[2]ArmandoPleito.l4k: mi so
[2021:05:03-23:15:30]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: se rolea y se intenta disfrutar y ud viene a estallar todo
[2021:05:03-23:15:30]  (Local) -> (LOCAL)[3]Soy|Z.SEMEN: jaja
[2021:05:03-23:15:32]  (Global) -> Dilangroserote'CDG|#F1F1F1ঔৣ☬: #00ff00 45 PALOS QUE OFRECEN 
[2021:05:03-23:15:33]  (Global) -> emanuel{CDG}: como dalgo
[2021:05:03-23:15:34]  (Local) -> (LOCAL)[1]Flaco: me voy
[2021:05:03-23:15:34]  (Local) -> (LOCAL)[3]Soy|Z.SEMEN: farmeamos?
[2021:05:03-23:15:35]  (Local) -> (LOCAL)[8]Otto: salga ps emma ajjajajajajajajajaj
[2021:05:03-23:15:36]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: en lugar de decir corran los camiones
[2021:05:03-23:15:37]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: bna esa
[2021:05:03-23:15:38]  (Local) -> (LOCAL)[0]Soy|Z.SEMEN: aa
[2021:05:03-23:15:38]  (Global) -> Felipe(Zetas): vendo helicotero barato
[2021:05:03-23:15:38]  (Local) -> (LOCAL)[4]ArmandoPleito.l4k: oe
[2021:05:03-23:15:38]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: pues esta jodiendo la jugabilidad de los demas
[2021:05:03-23:15:39]  (Local) -> (LOCAL)[1]JHON.P_CDG: BRO
[2021:05:03-23:15:39]  (Local) -> (LOCAL)[4]JHAYCO14lZETASl: lo de trabajr también queda en lo que ud dijo, no es la vida real jajaja
[2021:05:03-23:15:40]  (Local) -> (LOCAL)[4]ArmandoPleito.l4k: veni te curo
[2021:05:03-23:15:42]  (Global) -> emanuel{CDG}: ya
[2021:05:03-23:15:43]  (Local) -> (LOCAL)[3]JHAYCO14lZETASl: pero sano admin
[2021:05:03-23:15:43]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: les dije corran camiones
[2021:05:03-23:15:46]  (Local) -> (LOCAL)[4](MP)Finyty: oe tombo
[2021:05:03-23:15:47]  (Global) -> Tezoray[CDG]: Que paso
[2021:05:03-23:15:50]  (Local) -> (LOCAL)[1]JHON.P_CDG: COMO ME AGO RAPPI
[2021:05:03-23:15:50]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: ud nunca dijo eso XD
[2021:05:03-23:15:52]  (Local) -> (LOCAL)[2]ArmandoPleito.l4k: oe
[2021:05:03-23:15:53]  (Global) -> #7F7F7F|DJ|#FF5C00Buitre|Lag|2cB|#E20280 ඞ: 48 y le doy el vicent Dilangroserote'CDG[6]
[2021:05:03-23:15:54]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: y empezaron a llevarme la contraria
[2021:05:03-23:15:55]  (Global) -> CR25: Felipe(Zetas) EN CUANTO?
[2021:05:03-23:15:57]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: pero bueno
[2021:05:03-23:15:57]  (Global) -> Tezoray[CDG]: sigame
[2021:05:03-23:15:58]  (Local) -> (LOCAL)[1]2cb'Petito: matemolo
[2021:05:03-23:15:59]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: revise la consola en F8 parcero
[2021:05:03-23:15:59]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: vaya a moderar
[2021:05:03-23:16:00]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: xd
[2021:05:03-23:16:01]  (Global) -> Topo|Z|: Donde esta CareCaldo'2cb[1]
[2021:05:03-23:16:01]  (Local) -> (LOCAL)[3](MP)Finyty: alv como tengo chat de voz
[2021:05:03-23:16:02]  (Global) -> Dilangroserote'CDG|#F1F1F1ঔৣ☬: Buitre|Lag|2cB[MP] tengo 46
[2021:05:03-23:16:04]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: oe
[2021:05:03-23:16:08]  (Global) -> CareCaldo'2cb|#E20280 ඞ: en banco
[2021:05:03-23:16:09]  (Local) -> (LOCAL)[1]ArmandoPleito.l4k: oe
[2021:05:03-23:16:09]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: xd
[2021:05:03-23:16:12]  (Local) -> (LOCAL)[3]Diego_BUtifarraZ: vemos
[2021:05:03-23:16:13]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF8C00VR38DETT: como boconsito el pana
[2021:05:03-23:16:13]  (Global) -> #7F7F7F|DJ|#FF5C00Buitre|Lag|2cB|#E20280 ඞ: llegue a bigear
[2021:05:03-23:16:14]  (Local) -> (LOCAL)[3]JHAYCO14lZETASl: vamos por otros xdxdxdxd
