This file was generated by Console at 2021:05:15-00:00:00



[2021:05:15-00:00:00]  (Local) -> (LOCAL)[7]Miguel-paraco: oe
[2021:05:15-22:27:45]  (Local) -> (LOCAL)[1]Raptus: la llevo oq
[2021:05:15-22:27:51]  (Local) -> (LOCAL)[1]AgathaX: a onde?
[2021:05:15-22:27:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: salte encima
[2021:05:15-22:27:52]  (Global) -> Sam: taxistas re lentos ;c
[2021:05:15-22:27:54]  (Local) -> (LOCAL)[4]Cuchacho: si quiero
[2021:05:15-22:27:54]  (Local) -> (LOCAL)[1]Raptus: ps nose
[2021:05:15-22:27:55]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: juanma duelo o q
[2021:05:15-22:27:58]  (Local) -> (LOCAL)[1]Raptus: a donde necesite
[2021:05:15-22:27:58]  (Local) -> (LOCAL)[1]vale: no losiento
[2021:05:15-22:27:58]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: deje de pagar
[2021:05:15-22:28:00]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: XDDDDDDDDD
[2021:05:15-22:28:00]  (Global) -> Sam: alguno viene o me retiro?
[2021:05:15-22:28:01]  (Local) -> (LOCAL)[1]elpanakris_pai: ya le escribi
[2021:05:15-22:28:02]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: Estoy de tombo no me dan estrellas jaj
[2021:05:15-22:28:02]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: hptaaa
[2021:05:15-22:28:03]  (Local) -> (LOCAL)[1]AgathaX: JAJJAJAJA quiere ir a bailar xd
[2021:05:15-22:28:04]  (Local) -> (LOCAL)[1]LuisJoseFM: VAMOS DE TOMBO
[2021:05:15-22:28:11]  (Local) -> (LOCAL)[1]elpanakris_pai: ya le escribi
[2021:05:15-22:28:11]  (Local) -> (LOCAL)[4]Paco-st: porque no me deja entrenar las recortadas?
[2021:05:15-22:28:12]  (Local) -> (LOCAL)[1]CALDERON|AUC|: pa la liga suya miamor
[2021:05:15-22:28:14]  (Local) -> (LOCAL)[7]Valak!: KKKKKKKKKKKKKKKKKKKKKKKKKKK
[2021:05:15-22:28:14]  (Local) -> (LOCAL)[2]Raptus: espere termino de camellar
[2021:05:15-22:28:17]  (Local) -> (LOCAL)[2]elpanakris_pai: pase foto
[2021:05:15-22:28:18]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: KING[ELN] Buena robada de kill mor
[2021:05:15-22:28:20]  (Local) -> (LOCAL)[2]Raptus: y le llego
[2021:05:15-22:28:21]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: noo
[2021:05:15-22:28:22]  (Global) -> BabyVenoml4Kl: sabonea47 lo espero aca en buseteros
[2021:05:15-22:28:22]  (Local) -> (LOCAL)[2]elpanakris_pai: de como se ve
[2021:05:15-22:28:24]  (Local) -> (LOCAL)[4]VirtuoXS|EVG: pq no se puede
[2021:05:15-22:28:25]  (Local) -> (LOCAL)[8]KING[ELN]: ajajajaa
[2021:05:15-22:28:26]  (Local) -> (LOCAL)[1]LuisJoseFM: LLEGUE
[2021:05:15-22:28:26]  (Global) -> #F2008EValak!|#F2008E卍: yo voy
[2021:05:15-22:28:26]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FFFF00Nicole: trabaje pa ud solito
[2021:05:15-22:28:27]  (Local) -> (LOCAL)[1]A|capone|Zcb|: usted conoce el carro de nando?
[2021:05:15-22:28:28]  (Local) -> (LOCAL)[2]AgathaX: vale lo espero en el hospital principal1!
[2021:05:15-22:28:28]  (Global) -> #F2008EValak!|#F2008E卍: espera
[2021:05:15-22:28:28]  (Local) -> (LOCAL)[1]LuisJoseFM: VAMOS
[2021:05:15-22:28:30]  (Local) -> (LOCAL)[4]Paco-st: a xd
[2021:05:15-22:28:30]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: Juanma paraco hp vuelvase tombo
[2021:05:15-22:28:32]  (Local) -> (LOCAL)[1]Raptus: bn
[2021:05:15-22:28:33]  (Local) -> (LOCAL)[1]elpanakris_pai: pase la foto
[2021:05:15-22:28:34]  (Local) -> (LOCAL)[7]Juanma-_-'ELN': nea
[2021:05:15-22:28:37]  (Local) -> (LOCAL)[8]Juanma-_-'ELN': me dejan coger
[2021:05:15-22:28:39]  (Local) -> (LOCAL)[1]vale: no
[2021:05:15-22:28:39]  (Local) -> (LOCAL)[1]Raptus: el que queda por la armeria?
[2021:05:15-22:28:41]  (Local) -> (LOCAL)[1]A|capone|Zcb|: en ese se va ir usted
[2021:05:15-22:28:45]  (Local) -> (LOCAL)[1]AgathaX: si alla
[2021:05:15-22:28:46]  (Local) -> (LOCAL)[1]vale: ok
[2021:05:15-22:28:46]  (Global) -> Santiago: cual eraç
[2021:05:15-22:28:48]  (Local) -> (LOCAL)[1]Raptus: epa
[2021:05:15-22:28:49]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: ez
[2021:05:15-22:28:50]  (Local) -> (LOCAL)[1]Raptus: chau reina
[2021:05:15-22:28:51]  (Local) -> (LOCAL)[1]A|capone|Zcb|: caminando por no darme el whatsapp
[2021:05:15-22:28:51]  (Local) -> (LOCAL)[4]camila:3cb: ajajaj
[2021:05:15-22:28:54]  (Local) -> (LOCAL)[1]AgathaX: chauu!
[2021:05:15-22:28:56]  (Local) -> (LOCAL)[4]Cuchacho: ...
[2021:05:15-22:28:56]  (Local) -> (LOCAL)[1]LuisJoseFM: LLEGUA
[2021:05:15-22:28:59]  (Global) -> #7F7F7F|ADM|#FF0000#9E016CJolyne'2cb|#9E016Cඞ: tan duro anda esto q Meguu~ se puso a trabajar
[2021:05:15-22:29:01]  (Local) -> (LOCAL)[3]nofuture: me boto pjjajaja
[2021:05:15-22:29:02]  (Local) -> (LOCAL)[1]Felipe(zetas): sapa
[2021:05:15-22:29:02]  (Local) -> (LOCAL)[3]JuanJuan'ELN: k
[2021:05:15-22:29:08]  (Local) -> (LOCAL)[7]FLOREZ_[CDG]: Carlos_Escobar5FPS[Z][1] Valla a jugar al maincraf ñero ni quieto me mato
[2021:05:15-22:29:08]  (Local) -> (LOCAL)[1]A|capone|Zcb|: venga lo lelvo
[2021:05:15-22:29:11]  (Global) -> Santiago: cual era 
[2021:05:15-22:29:14]  (Local) -> (LOCAL)[1]JuanJuan'ELN: no yo soy malo
[2021:05:15-22:29:14]  (Global) -> Juanma-_-'ELN'|#F2008E卍: cual era q
[2021:05:15-22:29:15]  (Global) -> Santiago: to baina
[2021:05:15-22:29:15]  (Global) -> #7F7F7F|ADM|#FFFF00Meguu~|#EB4E89ㅇㅅㅇ: XDDD
[2021:05:15-22:29:16]  (Local) -> (LOCAL)[1]A|capone|Zcb|: no suy malo
[2021:05:15-22:29:19]  (Local) -> (LOCAL)[7]Valak!: yo voy por un parcerito
[2021:05:15-22:29:22]  (Local) -> (LOCAL)[1]JuanJuan'ELN: mmmmm
[2021:05:15-22:29:22]  (Global) -> jarri_stunt_09: como trabajo?
[2021:05:15-22:29:23]  (Local) -> (LOCAL)[1]JuanJuan'ELN: ale
[2021:05:15-22:29:24]  (Global) -> Raptus: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021:05:15-22:29:25]  (Local) -> (LOCAL)[3]FLOREZ_[CDG]: de 1
[2021:05:15-22:29:28]  (Global) -> ReY|Rs: por no pagarme los 1800 no pirobo
[2021:05:15-22:29:28]  (Global) -> Santiago: eche me intento ir y vienes y me matas
[2021:05:15-22:29:28]  (Local) -> (LOCAL)[2]FLOREZ_[CDG]: lleve al amu
[2021:05:15-22:29:31]  (Global) -> DARKAR: #00FF00 VENDO BF-400
[2021:05:15-22:29:31]  (Local) -> (LOCAL)[2]FLOREZ_[CDG]: No tengo taiser xd
[2021:05:15-22:29:34]  (Global) -> Loca:(: admin me arrestaron
[2021:05:15-22:29:34]  (Global) -> Juanma-_-'ELN'|#F2008E卍:  /release Juanma-_-'ELN'
[2021:05:15-22:29:35]  (Global) -> Santiago: y denuevo me matas
[2021:05:15-22:29:36]  (Global) -> Brahianvelez: pero calmat
[2021:05:15-22:29:39]  (Team - Criminals) -> (TEAM)Juanma-_-'ELN':  asi somos amigos
[2021:05:15-22:29:39]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: #00ff00FLOREZ_[CDG] callese niño rata
[2021:05:15-22:29:43]  (Global) -> #7F7F7F|ADM|#FF5C00Mariana|#EB4E89ㅇㅅㅇ:  reporte
[2021:05:15-22:29:43]  (Local) -> (LOCAL)[2]CALDERON|AUC|: ud pq es tan linda?
[2021:05:15-22:29:45]  (Local) -> (LOCAL)[5]VirtuoXS|EVG: calmese sapo
[2021:05:15-22:29:47]  (Global) -> Loca:(: ya reporto
[2021:05:15-22:29:48]  (Local) -> (LOCAL)[2]Nitrex: me baje y subi tanto de su bus que me dejo sin plata
[2021:05:15-22:29:48]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: RETOXICO
[2021:05:15-22:29:49]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: solo falta ver a tussi trabajando
[2021:05:15-22:29:50]  (Local) -> (LOCAL)[3]Carlos_Escobar5FPS[Z]: llevelo
[2021:05:15-22:29:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||DJ|#FF0000Brahian: dime
[2021:05:15-22:29:52]  (Team - Unemployed) -> (TEAM)jarri_stunt_09: oye
[2021:05:15-22:29:53]  (Local) -> (LOCAL)[3]JuanJuan'ELN: ya?
[2021:05:15-22:29:53]  (Global) -> Loca:(: mera injusticia
[2021:05:15-22:29:55]  (Global) -> Santiago: xd
[2021:05:15-22:29:55]  (Local) -> (LOCAL)[3]TIMO|4K: lleguen que esta no es
[2021:05:15-22:29:55]  (Global) -> Brahianvelez: ya 
[2021:05:15-22:30:00]  (Global) -> ReY|Rs: del mio?
[2021:05:15-22:30:00]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Brahian: oe
[2021:05:15-22:30:03]  (Global) -> Santiago: si salgo me van a moler a tiro xd
[2021:05:15-22:30:06]  (Local) -> (LOCAL)[1]A|capone|Zcb|: va rechar al viejo alca?
[2021:05:15-22:30:07]  (Global) -> Valentina:3: SAMUEEEEEL
[2021:05:15-22:30:08]  (Global) -> jarri_stunt_09: coo trabajo?
[2021:05:15-22:30:08]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: DISQUE RANGO PARACO Y NI QUIETO LO MATA AA UNO XD
[2021:05:15-22:30:11]  (Global) -> Sam: valentina ;c
[2021:05:15-22:30:13]  (Global) -> LeeonerSP: ./aceptarduelo
[2021:05:15-22:30:15]  (Local) -> (LOCAL)[1]A|capone|Zcb|: rechazar
[2021:05:15-22:30:17]  (Global) -> #F2008EValak!|#F2008E卍: qn
[2021:05:15-22:30:18]  (Local) -> (LOCAL)[3]camila:3cb: estupidoo ajja}
[2021:05:15-22:30:20]  (Local) -> (LOCAL)[1]Nitrex: a no el de rogers xd
[2021:05:15-22:30:21]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: Carlos_Escobar5FPS[Z][1]
[2021:05:15-22:30:26]  (Global) -> #F2008EValak!|#F2008E卍: humildad
[2021:05:15-22:30:26]  (Local) -> (LOCAL)[1]Valentina:3: ME ABANDONASTE
[2021:05:15-22:30:27]  (Local) -> (LOCAL)[5]nofuture: montese jahjshdjahs
[2021:05:15-22:30:27]  (Local) -> (LOCAL)[1]vale: si
[2021:05:15-22:30:29]  (Local) -> (LOCAL)[1]LeeonerSP: /duelo
[2021:05:15-22:30:31]  (Local) -> (LOCAL)[2]JuanJuan'ELN: q no tengo duelo dice
[2021:05:15-22:30:32]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: Jajaj
[2021:05:15-22:30:33]  (Local) -> (LOCAL)[1]A|capone|Zcb|: jm
[2021:05:15-22:30:35]  (Local) -> (LOCAL)[3]elpanakris_pai: espere
[2021:05:15-22:30:39]  (Local) -> (LOCAL)[1]Sam: yo fui por un carro nuevo pa recojela
[2021:05:15-22:30:40]  (Global) -> jarri_stunt_09: bro
[2021:05:15-22:30:42]  (Local) -> (LOCAL)[1]Sam: llegue y no estabas
[2021:05:15-22:30:45]  (Local) -> (LOCAL)[5]elpanakris_pai: hable rey
[2021:05:15-22:30:47]  (Local) -> (LOCAL)[1]Sam: y aparte me dijo locota ;c
[2021:05:15-22:30:48]  (Global) -> jarri_stunt_09: soy nuevo
[2021:05:15-22:30:49]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: Tenia que ser zetin xd
[2021:05:15-22:30:49]  (Local) -> (LOCAL)[2]Miguel-paraco: ush
[2021:05:15-22:30:50]  (Local) -> (LOCAL)[3]nofuture: cuantos tienes?
[2021:05:15-22:30:52]  (Global) -> Valentina:3: jajsajajja
[2021:05:15-22:30:56]  (Local) -> (LOCAL)[1]A|capone|Zcb|: ahora si vallase a pie
[2021:05:15-22:30:56]  (Global) -> jarri_stunt_09: como trabajo?
[2021:05:15-22:30:56]  (Global) -> #F2008EValak!|#F2008E卍: sam
[2021:05:15-22:30:59]  (Local) -> (LOCAL)[3]camila:3cb: 17
[2021:05:15-22:31:00]  (Global) -> Valentina:3: djjss
[2021:05:15-22:31:01]  (Global) -> Santiago: juanma le hago u n favor
[2021:05:15-22:31:02]  (Local) -> (LOCAL)[2]JuanJuan'ELN: no dejaaaaa
[2021:05:15-22:31:03]  (Local) -> (LOCAL)[1]vale: ta weno
[2021:05:15-22:31:04]  (Global) -> BabyVenoml4Kl: xdon
[2021:05:15-22:31:06]  (Local) -> (LOCAL)[6]elpanakris_pai: aca es el trabajo de policia
[2021:05:15-22:31:09]  (Team - Criminals) -> (TEAM)Valentina:3: umrk me metí de criminal
[2021:05:15-22:31:10]  (Global) -> Santiago: xd
[2021:05:15-22:31:10]  (Local) -> (LOCAL)[2]FLOREZ_[CDG]: uy
[2021:05:15-22:31:10]  (Local) -> (LOCAL)[3]nofuture: como es como es
[2021:05:15-22:31:11]  (Local) -> (LOCAL)[2]Loca:(: pene
[2021:05:15-22:31:12]  (Local) -> (LOCAL)[3]Cuchacho: veo
[2021:05:15-22:31:12]  (Local) -> (LOCAL)[1]Valentina:3: y me mataron
[2021:05:15-22:31:14]  (Local) -> (LOCAL)[2]FLOREZ_[CDG]: esto q es xd
[2021:05:15-22:31:16]  (Local) -> (LOCAL)[3]Cuchacho: como me quito el trabajo de criminal
[2021:05:15-22:31:17]  (Local) -> (LOCAL)[1]SANTIAGO_04|CDG|: xd
[2021:05:15-22:31:20]  (Local) -> (LOCAL)[2]KING[ELN]: compren la segadora
[2021:05:15-22:31:20]  (Local) -> (LOCAL)[1]Valentina:3: vamos?
[2021:05:15-22:31:22]  (Local) -> (LOCAL)[1]Sam: F
[2021:05:15-22:31:22]  (Local) -> (LOCAL)[2]JuanJuan'ELN: que no tengo pendientes
[2021:05:15-22:31:23]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: #00ff00FLOREZ_[CDG] si paraco me falta 2 y pablo escobar vos ni el detective tenes
[2021:05:15-22:31:25]  (Local) -> (LOCAL)[4]TIMO|4K: /resign
[2021:05:15-22:31:29]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: hpta bobo
[2021:05:15-22:31:29]  (Local) -> (LOCAL)[1]Valentina:3: yo hago drogas y usted vigila que no me maten
[2021:05:15-22:31:29]  (Local) -> (LOCAL)[4]nofuture: dele a la t y coloque /resign
[2021:05:15-22:31:34]  (Local) -> (LOCAL)[6]Cuchacho: ah debo estar en tierra firme
[2021:05:15-22:31:35]  (Global) -> #F2008EValak!|#F2008E卍: xdd
[2021:05:15-22:31:36]  (Local) -> (LOCAL)[3]LeeonerSP: juanjkuajua
[2021:05:15-22:31:37]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF0000Brahian: xd
[2021:05:15-22:31:40]  (Global) -> Nitrex: afk
[2021:05:15-22:31:40]  (Global) -> #7F7F7F|ADM|#FF0000#9E016CJolyne'2cb|#9E016Cඞ: jarri_stunt_09 debes ir a los muñecos amarillos del mapa y tomar los trabajos
[2021:05:15-22:31:42]  (Local) -> (LOCAL)[3]Cuchacho: pa onde vamos
[2021:05:15-22:31:43]  (Global) -> A|capone|Zcb|: MUTE ADMIN ESO ES TOXICIDAD JM
[2021:05:15-22:31:44]  (Local) -> (LOCAL)[1]Miguel-paraco: se desconecto jjajjajaja
[2021:05:15-22:31:46]  (Global) -> Santiago: se salio
[2021:05:15-22:31:48]  (Local) -> (LOCAL)[5]Cuchacho: este viajecito me está mareando
[2021:05:15-22:31:48]  (Local) -> (LOCAL)[2]Nitrex: ustedes tienen activados los mods?
[2021:05:15-22:31:50]  (Global) -> FLOREZ_[CDG]|#1B2ABA������: Yo no arresto gente de tombo solo mato bobos como ud de tombo
[2021:05:15-22:31:50]  (Local) -> (LOCAL)[1]Cristian_silva94: oe
[2021:05:15-22:31:51]  (Global) -> TerriblePainting58: hola
[2021:05:15-22:31:55]  (Global) -> Santiago: que hijueputa
[2021:05:15-22:31:57]  (Local) -> (LOCAL)[1]Valentina:3: oeeeeeee
[2021:05:15-22:32:01]  (Local) -> (LOCAL)[1]Sam: no suelo trabajar con gente que me cambia por otros pero estos son drogas y hay ecepcion
[2021:05:15-22:32:02]  (Global) -> #7F7F7F|ADM|#FF0000#9E016CJolyne'2cb|#9E016Cඞ: dependiendo del que elijas tendras que hacer las cosas, te recomiendo bucetero
[2021:05:15-22:32:02]  (Local) -> (LOCAL)[1]A|capone|Zcb|: suba pues pa llevarla y no encartarme con los admins+
[2021:05:15-22:32:05]  (Local) -> (LOCAL)[1]Cristian_silva94: q hace
[2021:05:15-22:32:08]  (Global) -> #F2008EValak!|#F2008E卍: buceta
[2021:05:15-22:32:12]  (Global) -> #F2008EValak!|#F2008E卍: busq eso en google
[2021:05:15-22:32:15]  (Global) -> jarri_stunt_09: donde quda busetero bro?
[2021:05:15-22:32:15]  (Local) -> (LOCAL)[1]Valentina:3: JAJAJAJAJJAJAA
[2021:05:15-22:32:16]  (Global) -> #7F7F7F|ADM|#FF0000#9E016CJolyne'2cb|#9E016Cඞ: queda por el banco del sur de los santos
[2021:05:15-22:32:16]  (Global) -> Loca:(: sapo
[2021:05:15-22:32:18]  (Global) -> #7F7F7F|ADM|#FF0000Catre^AUC|#9800D1GDT!: ojo con eso florez
[2021:05:15-22:32:18]  (Global) -> TerriblePainting58: na recien soy nuevo en la city
[2021:05:15-22:32:19]  (Global) -> Santiago: cojase el carro
[2021:05:15-22:32:20]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: #00ff00FLOREZ_[CDG] /nollorar
[2021:05:15-22:32:21]  (Team - Criminals) -> (TEAM)Valentina:3: YO NO TE CAMBIE
[2021:05:15-22:32:26]  (Local) -> (LOCAL)[3]Cuchacho: u
[2021:05:15-22:32:27]  (Local) -> (LOCAL)[1]Valentina:3: ZZZZZZZZZZZZZZZZZZZZZZ
[2021:05:15-22:32:27]  (Global) -> Juanma-_-'ELN'|#F2008E卍: metale 200 minutos
[2021:05:15-22:32:30]  (Global) -> DARKAR: eche pero esos castigos de 1 minuto jaja
[2021:05:15-22:32:31]  (Global) -> Santiago: oiga
[2021:05:15-22:32:32]  (Global) -> Juanma-_-'ELN'|#F2008E卍: y igual a Carlos_Escobar5FPS[Z][1]
[2021:05:15-22:32:33]  (Global) -> laaweladeputin: como a rata
[2021:05:15-22:32:34]  (Global) -> jarri_stunt_09: tratare de buscarlos soy nuevo en todo :v
[2021:05:15-22:32:37]  (Local) -> (LOCAL)[1]Sam: aiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
[2021:05:15-22:32:37]  (Local) -> (LOCAL)[1]Miguel-paraco: que
[2021:05:15-22:32:38]  (Global) -> Richard: b
[2021:05:15-22:32:43]  (Global) -> Santiago: cual es el comando para quitarse esta eskin?
[2021:05:15-22:32:43]  (Local) -> (LOCAL)[1]Sam: me siento muerto por dentro nonono
[2021:05:15-22:32:48]  (Global) -> ROGERS: niltrex se le ve la panocha dos puntos uve 
[2021:05:15-22:32:51]  (Global) -> DARKAR: pailas mute por pacman
[2021:05:15-22:32:51]  (Local) -> (LOCAL)[0]Andres_Ramires||2cb||: s
[2021:05:15-22:32:51]  (Global) -> TIMO|4K: delen 
[2021:05:15-22:32:51]  (Global) -> Santiago: y para tener la camisa que tenia
[2021:05:15-22:32:54]  (Local) -> (LOCAL)[3]TIMO|4K: /entrar
[2021:05:15-22:32:54]  (Local) -> (LOCAL)[3]nofuture: vamos a hacer un gangbang
[2021:05:15-22:32:55]  (Global) -> #7F7F7F|ADM|#FF0000Catre^AUC|#9800D1GDT!: r y ferrari
[2021:05:15-22:32:56]  (Local) -> (LOCAL)[4]Valentina:3: :(
[2021:05:15-22:32:57]  (Local) -> (LOCAL)[2]Miguel-paraco: tiene que ir a una tienda de ropa
[2021:05:15-22:32:57]  (Global) -> BabyVenoml4Kl: ./ponerskin
[2021:05:15-22:32:58]  (Global) -> DARKAR: #00FF00 VENDO BF-400
[2021:05:15-22:32:59]  (Local) -> (LOCAL)[4]Valak!: buenas noches mis muchachos
[2021:05:15-22:32:59]  (Global) -> #7F7F7F|ADM|#FF0000Catre^AUC|#9800D1GDT!: ando con los ojos rojos
[2021:05:15-22:33:01]  (Global) -> #7F7F7F|ADM|#FF0000Catre^AUC|#9800D1GDT!: ooooooooo
[2021:05:15-22:33:01]  (Global) -> Santiago: ok gracias
[2021:05:15-22:33:01]  (Local) -> (LOCAL)[4]Valentina:3: NO POFAVO
[2021:05:15-22:33:04]  (Local) -> (LOCAL)[0]Cuchacho: go
[2021:05:15-22:33:04]  (Local) -> (LOCAL)[4]Valak!: yo soy el señor del uber
[2021:05:15-22:33:05]  (Local) -> (LOCAL)[4]Sam: creo que vienen por ti xd
[2021:05:15-22:33:06]  (Local) -> (LOCAL)[2]Brahian: sobelo
[2021:05:15-22:33:07]  (Local) -> (LOCAL)[2]Miguel-paraco: montese
[2021:05:15-22:33:08]  (Local) -> (LOCAL)[1]Alias/puerta: tobo mrika
[2021:05:15-22:33:08]  (Phone:SMS) -> From CARRANCHO | To: Mariana | Message: Quisiera ser tu tanga, para verte la burundanga
[2021:05:15-22:33:09]  (Global) -> JairSad: cuanto ?
[2021:05:15-22:33:10]  (Local) -> (LOCAL)[4]Valentina:3: BUENAS NOCHES SEÑOR :3
[2021:05:15-22:33:12]  (Local) -> (LOCAL)[4]FLOREZ_[CDG]: ola
[2021:05:15-22:33:13]  (Local) -> (LOCAL)[4]FLOREZ_[CDG]: volvi
[2021:05:15-22:33:14]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Catre^AUC: sobelo
[2021:05:15-22:33:17]  (Local) -> (LOCAL)[3]Brahian: como estas
[2021:05:15-22:33:19]  (Global) -> DARKAR: 20 lukas al que me diga cual es la id de la skin de paraco y motociclista
[2021:05:15-22:33:19]  (Local) -> (LOCAL)[4]Valak!: vamos q se mojan
[2021:05:15-22:33:20]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Catre^AUC: bien owo
[2021:05:15-22:33:23]  (Local) -> (LOCAL)[4]Sam: muy bonito el carrito
[2021:05:15-22:33:24]  (Local) -> (LOCAL)[1]Cuchacho: xdd
[2021:05:15-22:33:25]  ([Msg] de #00ff00FLOREZ_[CDG] para Catre^AUC: na ñero yo estaba sano ese mk empezo a insultar tambien bb) -> nil
[2021:05:15-22:33:26]  (Local) -> (LOCAL)[4]Sam: pero tengo que reconectar
[2021:05:15-22:33:26]  (Local) -> (LOCAL)[2]BrainyLap18: lkjl,n
[2021:05:15-22:33:28]  (Global) -> SeFiroT__.: Rey donde andan?
[2021:05:15-22:33:29]  (Local) -> (LOCAL)[4]Valentina:3: VAMOS?
[2021:05:15-22:33:29]  (Global) -> Carlos_Escobar5FPS[Z]|#EB4E89ㅇㅅㅇ: #00ff00
[2021:05:15-22:33:30]  (Global) -> DARKAR: en /mods
[2021:05:15-22:33:31]  (Local) -> (LOCAL)[2]Brahian: me alegro vemos
[2021:05:15-22:33:33]  (Local) -> (LOCAL)[5]Sam: nos vemos en 10 mins
[2021:05:15-22:33:33]  (Local) -> (LOCAL)[5]Valak!: esperamos
[2021:05:15-22:33:34]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000Catre^AUC: xau
[2021:05:15-22:33:37]  (Global) -> Raptus: nooooooo babyvenom pq lo matas
[2021:05:15-22:33:41]  (Global) -> Santiago: noo xd
[2021:05:15-22:33:41]  (Global) -> BabyVenoml4Kl: a
[2021:05:15-22:33:41]  (Global) -> Jonny_Culeo: QUE ASCO LA MUSICA DE DUKI
[2021:05:15-22:33:43]  (Global) -> BabyVenoml4Kl: no c
[2021:05:15-22:33:43]  (Local) -> (LOCAL)[3]Miguel-paraco: malparido
[2021:05:15-22:33:44]  (Local) -> (LOCAL)[2]MeekSofa25: PORQUE?
[2021:05:15-22:33:45]  (Global) -> ReY|Rs: #FF00FF Camelando pa
[2021:05:15-22:33:46]  (Global) -> CARRANCHO: sae
[2021:05:15-22:33:46]  (Global) -> BabyVenoml4Kl: lo siento
[2021:05:15-22:33:47]  (Local) -> (LOCAL)[4]ALFREDO[4K]: oe que me paso
[2021:05:15-22:33:48]  (Global) -> Santiago: quee
[2021:05:15-22:33:48]  (Local) -> (LOCAL)[2]MeekSofa25: Oe
[2021:05:15-22:33:50]  (Global) -> BabyVenoml4Kl: no sabia
[2021:05:15-22:33:50]  (Local) -> (LOCAL)[4]Valak!: xdd
[2021:05:15-22:33:52]  (Global) -> ReY|Rs: #FF00FF Camellando *
[2021:05:15-22:33:52]  (Local) -> (LOCAL)[4]Valentina:3: SAMUUUU
[2021:05:15-22:33:55]  (Local) -> (LOCAL)[4]Valak!: suba q para ud tambien hay puesto
[2021:05:15-22:33:57]  (Local) -> (LOCAL)[1]MeekSofa25: Una pregunta
[2021:05:15-22:33:57]  (Local) -> (LOCAL)[4]FLOREZ_[CDG]: xd
[2021:05:15-22:33:58]  (Local) -> (LOCAL)[4]KING[ELN]: q moriste
[2021:05:15-22:34:00]  (Global) -> Jonny_Culeo: QUE ASCO LA MUSICA DE DUKI
[2021:05:15-22:34:02]  (Local) -> (LOCAL)[4]FLOREZ_[CDG]: Ñero ese Carlos_Escobar5FPS[Z][1] es muy malo xd
[2021:05:15-22:34:04]  (Local) -> (LOCAL)[1]YoSoySair: me puyedes llevar por un autobus
[2021:05:15-22:34:04]  (Global) -> Andres_Ramires||2cb|||#5EF5F7������: DARKAR le sigo el de mor}tosiclista y me los manda
[2021:05:15-22:34:06]  (Local) -> (LOCAL)[1]A|capone|Zcb|: /sound
[2021:05:15-22:34:06]  (Local) -> (LOCAL)[1]SANTIAGO_04|CDG|: a
[2021:05:15-22:34:06]  (Global) -> BabyVenoml4Kl: hice mal en matarlo?
[2021:05:15-22:34:07]  (Local) -> (LOCAL)[4]Valak!: dele x
[2021:05:15-22:34:09]  (Global) -> BabyVenoml4Kl: no sabia pa
[2021:05:15-22:34:10]  (Global) -> alejo: claro
[2021:05:15-22:34:10]  (Global) -> ALFREDO[4K]: dele papi
[2021:05:15-22:34:13]  (Local) -> (LOCAL)[4]Valak!: alfredo
[2021:05:15-22:34:13]  (Local) -> (LOCAL)[4]FLOREZ_[CDG]: Yo soy malo pero no tanto xd
[2021:05:15-22:34:14]  (Global) -> DARKAR: andreas las 2
[2021:05:15-22:34:17]  (Local) -> (LOCAL)[1]YoSoySair: gracias hermano
