This file was generated by Console at 2021:06:14-00:00:02



[2021:06:14-00:00:02]  (Global) -> cacharrito.HP: PANTHER963(Z)
[2021:06:14-22:36:13]  (Local) -> (LOCAL)[1]Lavi: vale vale
[2021:06:14-22:36:14]  (Local) -> (LOCAL)[1]PericoHpta: xd
[2021:06:14-22:36:17]  (Global) -> freseomatabobos: oreo
[2021:06:14-22:36:18]  (Local) -> (LOCAL)[1]Lavi: pero es q no epxlica primero
[2021:06:14-22:36:19]  (Global) -> Oreo|#CBFF00âœ˜ : oe
[2021:06:14-22:36:19]  (Global) -> freseomatabobos: orreo
[2021:06:14-22:36:21]  (Local) -> (LOCAL)[1]Lavi: si ve lo q pasa
[2021:06:14-22:36:24]  (Global) -> CO]Alcapone: compro vicent yaayayya
[2021:06:14-22:36:26]  (Global) -> freseomatabobos: necesito rueda de camion
[2021:06:14-22:36:29]  (Local) -> (LOCAL)[2]R|aata~>|Z|: mas atras
[2021:06:14-22:36:31]  (Global) -> Oreo|#CBFF00âœ˜ : yo se la tengo pa
[2021:06:14-22:36:33]  (Global) -> youngble: JAJAJJAJAJAA
[2021:06:14-22:36:33]  (Local) -> (LOCAL)[2]R|aata~>|Z|: vea
[2021:06:14-22:36:34]  (Global) -> Oreo|#CBFF00âœ˜ : donde le llego
[2021:06:14-22:36:35]  (Global) -> freseomatabobos: llegue pa
[2021:06:14-22:36:35]  (Global) -> SOFFIA<3: PericoHpta DONDE ESTA?
[2021:06:14-22:36:36]  (Local) -> (LOCAL)[2]R|aata~>|Z|: ahi
[2021:06:14-22:36:37]  (Local) -> (LOCAL)[2]R|aata~>|Z|: quieto
[2021:06:14-22:36:38]  (Global) -> freseomatabobos: a comisaria pa
[2021:06:14-22:36:40]  (Global) -> freseomatabobos: ud sabe pa
[2021:06:14-22:36:41]  (Global) -> Oreo|#CBFF00âœ˜ : breve
[2021:06:14-22:36:43]  (Local) -> (LOCAL)[1]Oreo: vamo
[2021:06:14-22:36:44]  (Global) -> PericoHpta: SOFFIA<3[MP] donde esta ust
[2021:06:14-22:36:46]  (Global) -> freseomatabobos: mi mecanico de confianza
[2021:06:14-22:36:47]  (Local) -> (LOCAL)[1]Oreo: a comisaria
[2021:06:14-22:36:50]  (Global) -> Oreo|#CBFF00âœ˜ : ud sabe
[2021:06:14-22:36:52]  (Global) -> DANIELITA[CDG]|#CBFF00âœ˜ : OE EL PARCHE QUE ESTA CON SOFFIA<3[MP] LLEGUEN
[2021:06:14-22:36:53]  (Global) -> R|aata~>|Z||#BE15B9í µí³©: compro htr3
[2021:06:14-22:36:59]  (Local) -> (LOCAL)[2]HABLAME: jajajajajaja
[2021:06:14-22:37:02]  (Global) -> bblin^Z|#BE15B9í µí³©: compro algun hr pero serio
[2021:06:14-22:37:05]  (Local) -> (LOCAL)[1]Oreo: dejame aca
[2021:06:14-22:37:10]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: uy
[2021:06:14-22:37:12]  (Global) -> ThinkableManager95: como bailo?
[2021:06:14-22:37:13]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: c murio
[2021:06:14-22:37:14]  (Global) -> Randall...!|#9D12D1í ½í¸ˆ: tengo uno
[2021:06:14-22:37:16]  (Global) -> AUC|#9D12D1í ½í¸ˆ: bblin^Z el h2
[2021:06:14-22:37:17]  (Local) -> (LOCAL)[2]freseomatabobos: hola ol
[2021:06:14-22:37:18]  (Local) -> (LOCAL)[2]Oreo: listo pa
[2021:06:14-22:37:20]  (Local) -> (LOCAL)[1]Lavi: ayayayayay
[2021:06:14-22:37:22]  (Local) -> (LOCAL)[1]Lavi: nomepegues
[2021:06:14-22:37:26]  (Global) -> R|aata~>|Z||#BE15B9í µí³©: cuanto vende el 2?
[2021:06:14-22:37:27]  (Local) -> (LOCAL)[1]q2cb: tontin
[2021:06:14-22:37:29]  (Global) -> Randall...!|#9D12D1í ½í¸ˆ: HR1 BARATICO
[2021:06:14-22:37:30]  (Global) -> bblin^Z|#BE15B9í µí³©: deje pillarlo
[2021:06:14-22:37:30]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: Perdon pense que moristes
[2021:06:14-22:37:31]  (Local) -> (LOCAL)[3]Orion: locap
[2021:06:14-22:37:34]  (Local) -> (LOCAL)[1]Lavi: ush pero
[2021:06:14-22:37:37]  (Global) -> Racinger: me quede sin moto :v
[2021:06:14-22:37:38]  (Local) -> (LOCAL)[0]owen[2cb: oe
[2021:06:14-22:37:38]  (Global) -> SOFFIA<3: ESTOY DEBAJO DE LO DE TUNING DEL BANCO
[2021:06:14-22:37:39]  (Global) -> R|aata~>|Z||#BE15B9í µí³©: randal cuanto?
[2021:06:14-22:37:39]  (Local) -> (LOCAL)[1]Lavi: por que le pegaria a alguien muerto
[2021:06:14-22:37:40]  (Local) -> (LOCAL)[3]69KID: locapto?
[2021:06:14-22:37:40]  (Global) -> AUC|#9D12D1í ½í¸ˆ: bblin^Z donde anda
[2021:06:14-22:37:41]  (Local) -> (LOCAL)[4]69KID: xd
[2021:06:14-22:37:44]  (Local) -> (LOCAL)[0]owen[2cb: donde compro esa skin
[2021:06:14-22:37:45]  (Global) -> Randall...!|#9D12D1í ½í¸ˆ: DEME 7
[2021:06:14-22:37:48]  (Local) -> (LOCAL)[4]HABLAME: xd
[2021:06:14-22:37:49]  (Local) -> (LOCAL)[2]freseomatabobos: uy pirobo 150k
[2021:06:14-22:37:51]  (Local) -> (LOCAL)[2]R|aata~>|Z|: vamos a hacerle la vuelta
[2021:06:14-22:37:52]  (Local) -> (LOCAL)[2]freseomatabobos: isq 250
[2021:06:14-22:37:53]  (Local) -> (LOCAL)[2]Oreo: parce
[2021:06:14-22:37:54]  (Local) -> (LOCAL)[2]Oreo: eso vale
[2021:06:14-22:37:57]  (Global) -> CO]Alcapone: :vv
[2021:06:14-22:37:58]  (Local) -> (LOCAL)[2]Oreo: yo no soy
[2021:06:14-22:37:58]  (Local) -> (LOCAL)[3]PericoHpta: prefiere eso
[2021:06:14-22:37:59]  (Local) -> (LOCAL)[3]freseomatabobos: como q eso vale
[2021:06:14-22:37:59]  (Global) -> Randall...!|#9D12D1í ½í¸ˆ: TUNIAO
[2021:06:14-22:38:01]  (Local) -> (LOCAL)[3]Oreo: el q pongo el precio
[2021:06:14-22:38:01]  (Global) -> iFixl|CDG|: junior
[2021:06:14-22:38:01]  (Local) -> (LOCAL)[3]PericoHpta: o venderlo
[2021:06:14-22:38:03]  (Local) -> (LOCAL)[4]BeastBoy: a cuanto el carro
[2021:06:14-22:38:03]  (Local) -> (LOCAL)[2]freseomatabobos: agh
[2021:06:14-22:38:08]  (Local) -> (LOCAL)[2]freseomatabobos: bno tire otra vez
[2021:06:14-22:38:10]  (Local) -> (LOCAL)[0]Lavi: eyy
[2021:06:14-22:38:12]  (Global) -> elKRIS_CDG: :v
[2021:06:14-22:38:14]  (Local) -> (LOCAL)[2]Zoro059[Zetas]: listo
[2021:06:14-22:38:16]  (Global) -> Damian97: jaajaja
[2021:06:14-22:38:18]  (Local) -> (LOCAL)[2]freseomatabobos: nea esto me recuerda a un sv de samp
[2021:06:14-22:38:19]  (Local) -> (LOCAL)[2]HABLAME: huy
[2021:06:14-22:38:19]  (Global) -> Junior908: oel fix
[2021:06:14-22:38:19]  (Local) -> (LOCAL)[1]Orion: putaa
[2021:06:14-22:38:20]  (Local) -> (LOCAL)[1]HABLAME: amor
[2021:06:14-22:38:21]  (Local) -> (LOCAL)[2]freseomatabobos: XD
[2021:06:14-22:38:22]  (Local) -> (LOCAL)[2]Orion: ya llevs 2
[2021:06:14-22:38:23]  (Local) -> (LOCAL)[0]Lavi: mk ahora que hago
[2021:06:14-22:38:26]  (Local) -> (LOCAL)[0]Lavi: tape el baÃ±o
[2021:06:14-22:38:26]  (Global) -> #7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: UJAUIAUJAJUA
[2021:06:14-22:38:27]  (Global) -> 69KID: compro carro tengo 30M
[2021:06:14-22:38:28]  (Local) -> (LOCAL)[1]elKRIS_CDG: ole
[2021:06:14-22:38:28]  (Local) -> (LOCAL)[1]AUC: preste su carro lo arreglo
[2021:06:14-22:38:30]  (Global) -> ALEXIS|: ujajaja
[2021:06:14-22:38:30]  (Global) -> R|aata~>|Z||#BE15B9í µí³©: traigalo al ammu nuevo
[2021:06:14-22:38:30]  (Global) -> #7F7F7F|ADM|#FF0000#9800D1Catre^|#9800D1GDT!: XDDDDDDDDDDDDDDDDDD
[2021:06:14-22:38:31]  (Local) -> (LOCAL)[1]owen[2cb: q
[2021:06:14-22:38:31]  (Local) -> (LOCAL)[2]PericoHpta: quieres chamber oreo?
[2021:06:14-22:38:33]  (Global) -> SOFFIA<3: QUIEN ARREGLA CARROS
[2021:06:14-22:38:34]  (Global) -> R|aata~>|Z||#BE15B9í µí³©:  pa verlo
[2021:06:14-22:38:35]  (Local) -> (LOCAL)[1]AUC: q le falta 1 llanta
[2021:06:14-22:38:35]  (Global) -> #7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: XDDDDDDDDD
[2021:06:14-22:38:36]  (Local) -> (LOCAL)[2]Oreo: acepte pa
[2021:06:14-22:38:39]  (Local) -> (LOCAL)[2]CO]Alcapone: wtf
[2021:06:14-22:38:39]  (Local) -> (LOCAL)[4]freseomatabobos: no me sale nada
[2021:06:14-22:38:41]  (Local) -> (LOCAL)[3]elKRIS_CDG: cual es el numero de esa camiseta?
[2021:06:14-22:38:43]  (Global) -> Racinger: me das o me prestas una modo asi?
[2021:06:14-22:38:46]  (Global) -> ARETE: lavi
[2021:06:14-22:38:47]  (Local) -> (LOCAL)[4]freseomatabobos: q
[2021:06:14-22:38:49]  (Global) -> elKRIS_CDG: :v
[2021:06:14-22:38:49]  (Local) -> (LOCAL)[2]AUC: se lo arreglo?
[2021:06:14-22:38:54]  (Global) -> PericoHpta: ARREGLO CARRSo
[2021:06:14-22:38:55]  (Local) -> (LOCAL)[1]bblin^Z: ola zoro
[2021:06:14-22:38:55]  (Global) -> ALEXIS|: volvio alexis hptas
[2021:06:14-22:38:56]  (Global) -> #1D1D1DLavi|#1D1D1Dé€£EPåˆ: ARETE
[2021:06:14-22:38:57]  (Global) -> PericoHpta: CARROS
[2021:06:14-22:39:01]  (Global) -> ARETE: ontas
[2021:06:14-22:39:02]  (Local) -> (LOCAL)[2]Oreo: breve ps
[2021:06:14-22:39:03]  (Local) -> (LOCAL)[2]PericoHpta: coje el chamber
[2021:06:14-22:39:03]  (Local) -> (LOCAL)[3]owen[2cb: no tengo numero
[2021:06:14-22:39:05]  (Local) -> (LOCAL)[6]SOFFIA<3: UD NO ES MECANICO
[2021:06:14-22:39:06]  (Local) -> (LOCAL)[6]AUC: se lo arreglo?
[2021:06:14-22:39:06]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: q tal bro
[2021:06:14-22:39:06]  (Local) -> (LOCAL)[4]pene~>w<: xdd
[2021:06:14-22:39:07]  (Local) -> (LOCAL)[2]freseomatabobos: un laser
[2021:06:14-22:39:07]  (Global) -> #1D1D1DLavi|#1D1D1Dé€£EPåˆ: taba cagando
[2021:06:14-22:39:07]  (Local) -> (LOCAL)[5]pene~>w<: pene
[2021:06:14-22:39:09]  (Global) -> #1D1D1DLavi|#1D1D1Dé€£EPåˆ: ya voy para alla
[2021:06:14-22:39:13]  (Global) -> #7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: salga lavi
[2021:06:14-22:39:14]  (Global) -> R|aata~>|Z||#BE15B9í µí³©: compro htr
[2021:06:14-22:39:14]  (Local) -> (LOCAL)[7]AUC: mmmya
[2021:06:14-22:39:16]  (Local) -> (LOCAL)[1]bblin^Z: aki camellando
[2021:06:14-22:39:17]  (Global) -> Oreo|#CBFF00âœ˜ : arreglo carros barato
[2021:06:14-22:39:19]  (Local) -> (LOCAL)[1]bblin^Z: nooo
[2021:06:14-22:39:19]  (Local) -> (LOCAL)[8]69KID: suban
[2021:06:14-22:39:21]  (Local) -> (LOCAL)[1]bblin^Z: gono
[2021:06:14-22:39:21]  (Global) -> XxGAMBOAxX/CDG/: :VVVVVV
[2021:06:14-22:39:22]  (Global) -> freseomatabobos: mi mecanico de confianza me estafo
[2021:06:14-22:39:23]  (Local) -> (LOCAL)[1]Lavi: le tape el baÃ±o no se enoje
[2021:06:14-22:39:24]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: los dos nuevos les demora el login
[2021:06:14-22:39:25]  (Global) -> XxGAMBOAxX/CDG/: :vvv
[2021:06:14-22:39:26]  (Global) -> PericoHpta: xdd
[2021:06:14-22:39:26]  (Global) -> Oreo|#CBFF00âœ˜ : jjjjjj
[2021:06:14-22:39:26]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: xd
[2021:06:14-22:39:27]  (Team - Unemployed) -> (TEAM)Murdock:  dcr]
[2021:06:14-22:39:28]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: :'v
[2021:06:14-22:39:30]  (Global) -> youngble: pa donde es diana
[2021:06:14-22:39:33]  (Global) -> XxGAMBOAxX/CDG/: :v
[2021:06:14-22:39:35]  (Global) -> PericoHpta: ARREGLO CARROS
[2021:06:14-22:39:38]  (Local) -> (LOCAL)[5]HABLAME: xd
[2021:06:14-22:39:42]  (Global) -> freseomatabobos: pq vivo con 600k encima si no no le aceptaba un culo
[2021:06:14-22:39:43]  (Global) -> Yisus[CDG]: pene que no se tenote el doble daÃ±o
[2021:06:14-22:39:44]  (Local) -> (LOCAL)[4]Daianaxbuitrago: NO SE BRO jsajsa
[2021:06:14-22:39:46]  (Local) -> (LOCAL)[2]Acid2: bue
[2021:06:14-22:39:49]  (Local) -> (LOCAL)[5]Orion: oe a como el infernus?
[2021:06:14-22:39:51]  (Local) -> (LOCAL)[2]Lavi: severa conduxxion
[2021:06:14-22:39:53]  (Local) -> (LOCAL)[2]IllegalHostess20: k mucha envidia todavia
[2021:06:14-22:39:54]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: mk con un hr se hace 2 m
[2021:06:14-22:39:55]  (Local) -> (LOCAL)[5]DANIELITA[CDG]: que combo tan gonorrea aksdkjaskd
[2021:06:14-22:39:57]  (Local) -> (LOCAL)[5]Orion: XDDD
[2021:06:14-22:39:57]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00CuriosoGaming|CAPU: ayua
[2021:06:14-22:39:58]  (Global) -> LewdCadet9: oye
[2021:06:14-22:39:59]  (Local) -> (LOCAL)[4]pene~>w<: xddd
[2021:06:14-22:40:00]  (Local) -> (LOCAL)[5]DANIELITA[CDG]: pa onde
[2021:06:14-22:40:01]  (Local) -> (LOCAL)[5]Orion: Nos va dejar probarlo?
[2021:06:14-22:40:03]  (Local) -> (LOCAL)[5]SOFFIA<3: VAMOS A LO DE TORETO PA ARREGLAR EL CARRO
[2021:06:14-22:40:03]  (Local) -> (LOCAL)[5]69KID: JAJAJAJAJAJ
[2021:06:14-22:40:05]  (Local) -> (LOCAL)[1]bblin^Z: casi cojo uno
[2021:06:14-22:40:06]  (Global) -> Oreo|#CBFF00âœ˜ : arreglo carros barato
[2021:06:14-22:40:06]  (Global) -> Racinger: uis cuidado
[2021:06:14-22:40:06]  (Team - Services) -> (TEAM)LewdCadet9: como le pones las llantas asi
[2021:06:14-22:40:09]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: el catre me robo una llanta
[2021:06:14-22:40:10]  (Global) -> Racinger: la motoooooooo
[2021:06:14-22:40:14]  (Local) -> (LOCAL)[2]AUC: arrreglo carros
[2021:06:14-22:40:19]  (Local) -> (LOCAL)[3]HABLAME: amor
[2021:06:14-22:40:20]  (Local) -> (LOCAL)[1]bblin^Z: a catre le robamos las 4 de uno
[2021:06:14-22:40:22]  (Local) -> (LOCAL)[1]bblin^Z: jaj
[2021:06:14-22:40:22]  (Local) -> (LOCAL)[5]SOFFIA<3: VAMOS
[2021:06:14-22:40:23]  (Local) -> (LOCAL)[3]freseomatabobos: de q
[2021:06:14-22:40:23]  (Global) -> Damian97: pacman
[2021:06:14-22:40:23]  (Local) -> (LOCAL)[3]PericoHpta: xddd
[2021:06:14-22:40:24]  (Global) -> LewdCadet9: como?
[2021:06:14-22:40:25]  (Local) -> (LOCAL)[3]HABLAME: la freziza
[2021:06:14-22:40:25]  (Local) -> (LOCAL)[1]Zoro059[Zetas]: jaajajaj
[2021:06:14-22:40:27]  (Local) -> (LOCAL)[5]SOFFIA<3: RAPIDO
[2021:06:14-22:40:28]  (Local) -> (LOCAL)[3]freseomatabobos: pa q se cura XD
[2021:06:14-22:40:36]  (Local) -> (LOCAL)[3]PericoHpta: cea al mk
[2021:06:14-22:40:37]  (Local) -> (LOCAL)[3]AUC: ai
[2021:06:14-22:40:37]  (Local) -> (LOCAL)[1]freseomatabobos: dejao
[2021:06:14-22:40:40]  (Local) -> (LOCAL)[3]69KID: xd
[2021:06:14-22:40:41]  (Global) -> bblin^Z|#BE15B9í µí³©: compro algun hr pero serio
[2021:06:14-22:40:41]  (Local) -> (LOCAL)[4]Randall...!: mm
[2021:06:14-22:40:44]  (Local) -> (LOCAL)[3]AUC: perdon
[2021:06:14-22:40:44]  (Global) -> ALEXIS|: hajajja ame da risa isque 3 tombos contra mi
[2021:06:14-22:40:45]  (Global) -> bblin^Z|#BE15B9í µí³©: compro algun hr pero serio
[2021:06:14-22:40:47]  (Local) -> (LOCAL)[5]69KID: BREVE
[2021:06:14-22:40:49]  (Local) -> (LOCAL)[2]SOFFIA<3: ESAS RATAS FUERON LAS QUE ME ROBARON Y DETRAS DE MI CULO
[2021:06:14-22:40:52]  (Local) -> (LOCAL)[2]Lavi: noo pero como
[2021:06:14-22:40:57]  (Global) -> Murdock: hola mi viejo
[2021:06:14-22:40:57]  (Local) -> (LOCAL)[1]PericoHpta: ponelo con codigo de color
[2021:06:14-22:41:00]  ([Msg] de Lavi para CuriosoGaming|CAPU: como se va a morir asi) -> nil
[2021:06:14-22:41:03]  (Local) -> (LOCAL)[2]DANIELITA[CDG]: yo le quite una llanta pero me mataron
[2021:06:14-22:41:05]  ([Msg] de Lavi para CuriosoGaming|CAPU: JAJAJAJ) -> nil
[2021:06:14-22:41:08]  (Global) -> LewdCadet9: ai
[2021:06:14-22:41:09]  (Global) -> bblin^Z|#BE15B9í µí³©: compro algun hr pero serio
[2021:06:14-22:41:10]  (Local) -> (LOCAL)[5]DANIELITA[CDG]: y se le devolvio
[2021:06:14-22:41:11]  (Local) -> (LOCAL)[1]Acid2: ojo mai
[2021:06:14-22:41:11]  (Global) -> LewdCadet9: pa
[2021:06:14-22:41:12]  (Local) -> (LOCAL)[3]R|aata~>|Z|: AKI trabajando onestamente
[2021:06:14-22:41:13]  (Local) -> (LOCAL)[2]pene~>w<: uy
[2021:06:14-22:41:13]  (Global) -> LewdCadet9: perdon
[2021:06:14-22:41:14]  (Global) -> Oreo|#CBFF00âœ˜ : #ff22bb Arreglo Carros Baratos
[2021:06:14-22:41:14]  (Local) -> (LOCAL)[3]R|aata~>|Z|: xDD
[2021:06:14-22:41:16]  (Local) -> (LOCAL)[2]Randall...!: salga
[2021:06:14-22:41:17]  (Local) -> (LOCAL)[1]owen[2cb: epa
[2021:06:14-22:41:19]  (Local) -> (LOCAL)[1]pene~>w<: a traques lo mato
[2021:06:14-22:41:19]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FFFF00G-8|AUC: xdd
[2021:06:14-22:41:20]  (Local) -> (LOCAL)[1]Acid2: hgle la bna
[2021:06:14-22:41:20]  (Local) -> (LOCAL)[1]Randall...!: me tiene bravo
[2021:06:14-22:41:23]  (Local) -> (LOCAL)[1]pene~>w<: xddd
[2021:06:14-22:41:28]  (Local) -> (LOCAL)[2]PericoHpta: arreglasmo carros
[2021:06:14-22:41:30]  (Local) -> (LOCAL)[3]HABLAME: te lo iba
[2021:06:14-22:41:31]  (Local) -> (LOCAL)[3]Zoro059[Zetas]: como gente de bien
[2021:06:14-22:41:31]  (Local) -> (LOCAL)[3]HABLAME: a cuidar
[2021:06:14-22:41:32]  (Local) -> (LOCAL)[2]Randall...!: disparando isq de zona
[2021:06:14-22:41:34]  (Local) -> (LOCAL)[1]Randall...!: jum
[2021:06:14-22:41:36]  (Local) -> (LOCAL)[6]Lavi: ya no tiene nada eso
[2021:06:14-22:41:37]  (Local) -> (LOCAL)[1]pene~>w<: no
[2021:06:14-22:41:38]  (Local) -> (LOCAL)[3]freseomatabobos: pense q me estaba robando
[2021:06:14-22:41:39]  (Local) -> (LOCAL)[2]Randall...!: si
[2021:06:14-22:41:40]  (Local) -> (LOCAL)[2]pene~>w<: hiceesto
[2021:06:14-22:41:43]  (Local) -> (LOCAL)[1]Randall...!: pq vuelve y entra
[2021:06:14-22:41:44]  (Local) -> (LOCAL)[7]PericoHpta: arreglamos carros
[2021:06:14-22:41:44]  (Local) -> (LOCAL)[4]HABLAME: no ps como xd
[2021:06:14-22:41:44]  (Local) -> (LOCAL)[7]Oreo: le arrelgo el carrito
[2021:06:14-22:41:45]  (Local) -> (LOCAL)[1]SOFFIA<3: ME VOY A PONER ESE TRABAJO Y A ROBAR
[2021:06:14-22:41:49]  (Local) -> (LOCAL)[7]Yisus[CDG]: alexis
[2021:06:14-22:41:51]  (Local) -> (LOCAL)[7]Lavi: de qn es eso
[2021:06:14-22:41:52]  (Global) -> CO]Alcapone: compro vicent yaayayya
[2021:06:14-22:41:52]  (Global) -> bblin^Z|#BE15B9í µí³©: compro algun hr pero serio
[2021:06:14-22:41:54]  (Local) -> (LOCAL)[2]pene~>w<: xdd
[2021:06:14-22:41:54]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#FF0000CuriosoGaming|CAPU: no e smio
[2021:06:14-22:41:56]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#FF0000CuriosoGaming|CAPU: XD
[2021:06:14-22:41:58]  (Local) -> (LOCAL)[2]Randall...!: si ve
[2021:06:14-22:41:59]  (Global) -> AUC|#9D12D1í ½í¸ˆ: bblin^Z donde anda
[2021:06:14-22:42:00]  (Team - Services) -> (TEAM)SleepyWoofer81: oe le manejo
[2021:06:14-22:42:02]  (Local) -> (LOCAL)[7]Oreo: eso esta
[2021:06:14-22:42:02]  (Local) -> (LOCAL)[7]Yisus[CDG]: usted no va a dejar lo gay verdad
[2021:06:14-22:42:03]  (Global) -> freseomatabobos: XD
[2021:06:14-22:42:04]  (Local) -> (LOCAL)[7]PericoHpta: subite
[2021:06:14-22:42:04]  (Local) -> (LOCAL)[7]Oreo: botando hbumo
[2021:06:14-22:42:06]  (Global) -> 69KID: compro carro tengo 30M
[2021:06:14-22:42:06]  (Local) -> (LOCAL)[1]DANIELITA[CDG]: toca con el de drifter o criminal
[2021:06:14-22:42:08]  (Local) -> (LOCAL)[7]Lavi: yo lo alcanze a robar
[2021:06:14-22:42:08]  (Local) -> (LOCAL)[2]HABLAME: xd
[2021:06:14-22:42:08]  (Global) -> bblin^Z|#BE15B9í µí³©: a donde le caigo
[2021:06:14-22:42:10]  (Global) -> freseomatabobos: bblin hombre de confianza
[2021:06:14-22:42:11]  (Local) -> (LOCAL)[2]R|aata~>|Z|: Digale q en el ammu nuevo
[2021:06:14-22:42:12]  (Local) -> (LOCAL)[7]ALEXIS|: callese maricon mas gay usted
[2021:06:14-22:42:13]  (Local) -> (LOCAL)[7]Lavi: agh
[2021:06:14-22:42:14]  (Global) -> AUC|#9D12D1í ½í¸ˆ: central
[2021:06:14-22:42:14]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#FF0000CuriosoGaming|CAPU: F
[2021:06:14-22:42:15]  (Local) -> (LOCAL)[2]freseomatabobos: alejo bobte hijodeputa
[2021:06:14-22:42:16]  (Local) -> (LOCAL)[2]R|aata~>|Z|: y vaya en otro carro
[2021:06:14-22:42:17]  (Local) -> (LOCAL)[7]Yisus[CDG]: aja
[2021:06:14-22:42:19]  (Local) -> (LOCAL)[1]AUC: bala
[2021:06:14-22:42:19]  (Local) -> (LOCAL)[2]R|aata~>|Z|: y q le de una vuelta
[2021:06:14-22:42:19]  (Local) -> (LOCAL)[7]PericoHpta: es de orion
[2021:06:14-22:42:20]  (Global) -> Racinger: como me monto
[2021:06:14-22:42:20]  (Local) -> (LOCAL)[1]AUC: afk?
[2021:06:14-22:42:21]  (Local) -> (LOCAL)[7]Yisus[CDG]: mariquita desde atras
[2021:06:14-22:42:22]  (Local) -> (LOCAL)[1]CO]Alcapone: ESO
[2021:06:14-22:42:22]  (Local) -> (LOCAL)[7]Oreo: vamos lo arreglamo
[2021:06:14-22:42:23]  (Local) -> (LOCAL)[7]Lavi: JAJAJAJA
[2021:06:14-22:42:25]  (Global) -> q2cb|#9800D1GDT!: freseomatabobos[4] yo le arreglo eso
[2021:06:14-22:42:26]  (Global) -> PericoHpta: #00FFFFOrion[1]
[2021:06:14-22:42:26]  (Local) -> (LOCAL)[5]IllegalHostess20: dale a la g
[2021:06:14-22:42:27]  (Local) -> (LOCAL)[1]SOFFIA<3: Y AHORA
[2021:06:14-22:42:27]  (Local) -> (LOCAL)[2]Randall...!: veeeenga
[2021:06:14-22:42:27]  (Local) -> (LOCAL)[7]Oreo: perico
[2021:06:14-22:42:28]  (Local) -> (LOCAL)[3]owen[2cb: uoe
[2021:06:14-22:42:29]  (Local) -> (LOCAL)[1]ALEJO[ZETAS]: cual
[2021:06:14-22:42:30]  (Global) -> bblin^Z|#BE15B9í µí³©: llege al ammu nuevo
[2021:06:14-22:42:31]  (Global) -> freseomatabobos: qrreglar q
[2021:06:14-22:42:31]  (Global) -> Orion|#18AED9ã‚«ãƒ—ã‚¬ãƒ³: Oe
[2021:06:14-22:42:32]  (Local) -> (LOCAL)[7]Oreo: vamos lo arreglanmo
[2021:06:14-22:42:33]  (Global) -> CO]Alcapone: COMPRO CARROS TENGO 75 MILLONES.
[2021:06:14-22:42:33]  (Local) -> (LOCAL)[7]Lavi: agh que mamera ud otra vez
[2021:06:14-22:42:36]  (Local) -> (LOCAL)[7]Lavi: no deja hablar
[2021:06:14-22:42:36]  (Global) -> bblin^Z|#BE15B9í µí³©: en la parte de abajo
[2021:06:14-22:42:37]  (Local) -> (LOCAL)[1]SOFFIA<3: NESEITO UNAS PIEZAS
[2021:06:14-22:42:38]  (Local) -> (LOCAL)[1]Lavi: con la gente
[2021:06:14-22:42:39]  (Local) -> (LOCAL)[2]R|aata~>|Z|: vaya
[2021:06:14-22:42:39]  (Local) -> (LOCAL)[1]owen[2cb: como consigo esa ropa
[2021:06:14-22:42:40]  (Local) -> (LOCAL)[5]ALEXIS|: eso es lo que le gusta a usted que le den por atras su tio
[2021:06:14-22:42:40]  (Local) -> (LOCAL)[5]Oreo: suba
[2021:06:14-22:42:41]  (Local) -> (LOCAL)[2]ALEJO[ZETAS]: ese man que le tira a uno
[2021:06:14-22:42:43]  (Local) -> (LOCAL)[2]R|aata~>|Z|: ay mk
[2021:06:14-22:42:44]  (Local) -> (LOCAL)[2]bblin^Z: saodjhabdasbdsa+d
[2021:06:14-22:42:45]  (Local) -> (LOCAL)[3]Orion: oe
[2021:06:14-22:42:47]  (Local) -> (LOCAL)[2]Zoro059[Zetas]: uy
[2021:06:14-22:42:48]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FFFF00Isabella: oe
[2021:06:14-22:42:48]  (Local) -> (LOCAL)[2]R|aata~>|Z|: vayaaaa
