This file was generated by Console at 2021:03:24-00:00:00



[2021:03:24-00:00:00]  (Local) -> (LOCAL)[3]Niche~CaPu: quitese
[2021:03:24-18:50:32]  (Global) -> Maicol/AK/: yoo
[2021:03:24-18:50:32]  (Global) -> Don_Bazuco|AK||#1914D7í ½í¸ˆ: MANO TO BIEN}
[2021:03:24-18:50:33]  (Team - Unemployed) -> (TEAM)Dilan_Jimenez|AK|: to
[2021:03:24-18:50:34]  (Global) -> Rakuten!#: tp
[2021:03:24-18:50:35]  (Global) -> Dilan_Jimenez|AK||#0F7D64ï¼«ï¼°â†’å»¶: yo
[2021:03:24-18:50:35]  (Global) -> tayson/2cb: aqui estou yo
[2021:03:24-18:50:36]  (Global) -> Dilan_Jimenez|AK||#0F7D64ï¼«ï¼°â†’å»¶: yo
[2021:03:24-18:50:36]  (Global) -> Stivenv28~|ELN|#5EF5F7í ½í±»: yo
[2021:03:24-18:50:36]  (Global) -> COSCULLUELA"2cb|#E20280 à¶ž:  bala tp 
[2021:03:24-18:50:37]  (Global) -> aspiriina||2CB|||#83FF00ÊÄ‘à¸—: yo le ayudo si quiere
[2021:03:24-18:50:38]  (Local) -> (LOCAL)[5]kick: xd
[2021:03:24-18:50:39]  (Team - Unemployed) -> (TEAM)Dilan_Jimenez|AK|: yo
[2021:03:24-18:50:39]  (Global) -> SANTIAGO(ELN): como se llama ese rap
[2021:03:24-18:50:40]  (Global) -> Maracachafa|z|: yoooooooooo
[2021:03:24-18:50:40]  (Global) -> Soplapichas-AUC: yo
[2021:03:24-18:50:43]  (Global) -> FRANCOTIRADOR-AK|#1914D7í ½í¸ˆ: sobelo
[2021:03:24-18:50:45]  (Global) -> FRANCOTIRADOR-AK|#1914D7í ½í¸ˆ: sobelo
[2021:03:24-18:50:45]  (Global) -> Soplapichas-AUC: yo
[2021:03:24-18:50:46]  (Local) -> (LOCAL)[2]Randy[P]: vamos pa donde balaclava
[2021:03:24-18:50:47]  (Local) -> (LOCAL)[4]Arturo: si buenas
[2021:03:24-18:50:47]  (Global) -> tayson/2cb: yoooooo
[2021:03:24-18:50:50]  (Local) -> (LOCAL)[2]FRANCOTIRADOR-AK: vamos
[2021:03:24-18:50:51]  (Local) -> (LOCAL)[4]Ghost: yo
[2021:03:24-18:50:52]  (Global) -> Rakuten!#: tp
[2021:03:24-18:50:52]  (Global) -> #7F7F7F|ADM|#FF0000#5723FEBalaclava|#5723FEGDT!: bueno
[2021:03:24-18:50:53]  (Global) -> Rakuten!#: yoooo
[2021:03:24-18:50:54]  (Local) -> (LOCAL)[2]Randy[P]: lleveno
[2021:03:24-18:50:54]  (Team - Unemployed) -> (TEAM)Maracachafa|z|: yoooooooooo
[2021:03:24-18:50:57]  (Local) -> (LOCAL)[1]PANDEBONO"2CB": a ver
[2021:03:24-18:50:57]  (Local) -> (LOCAL)[4]Arturo: ya llegue
[2021:03:24-18:50:59]  (Local) -> (LOCAL)[1]aragan: yuy
[2021:03:24-18:51:00]  (Global) -> SANTIAGO(ELN): ok
[2021:03:24-18:51:02]  (Global) -> tayson/2cb: si nosotros colaboramos
[2021:03:24-18:51:03]  (Global) -> Toxic'Z|#E17DFFç›Š: YOOOOOOOOOOOOOOOOO
[2021:03:24-18:51:03]  (Global) -> SANTIAGO(ELN): yooooooooooooo
[2021:03:24-18:51:03]  (Global) -> Kapu|Zetas|: yoooo
[2021:03:24-18:51:04]  (Global) -> C4RL0S'2cb: balaclava
[2021:03:24-18:51:04]  (Global) -> YNW_Melly: a que cosas
[2021:03:24-18:51:06]  (Local) -> (LOCAL)[1]tayson/2cb: e paso
[2021:03:24-18:51:06]  (Global) -> SANTIAGO(ELN): yo
[2021:03:24-18:51:11]  (Global) -> SANTIAGO(ELN): bala yo
[2021:03:24-18:51:11]  (Global) -> Kapu|Zetas|: yoooo
[2021:03:24-18:51:12]  (Local) -> (LOCAL)[2]Maicol/AK/: dele
[2021:03:24-18:51:15]  (Global) -> SANTIAGO(ELN): yooo
[2021:03:24-18:51:23]  (Global) -> Maracachafa|z|: yoooooooooo
[2021:03:24-18:51:38]  (Local) -> (LOCAL)[7]C4RL0S'2cb: necesita ayuda editando o que?
[2021:03:24-18:51:39]  (Global) -> SANTIAGO(ELN): d
[2021:03:24-18:51:40]  (Global) -> Soplapichas-AUC: yo
[2021:03:24-18:51:41]  (Global) -> PANDEBONO"2CB"|#E20280 à¶ž: q hay q hacer 
[2021:03:24-18:51:45]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: a
[2021:03:24-18:51:46]  (Local) -> (LOCAL)[7]Rakuten!#: skin del swat :c
[2021:03:24-18:51:47]  (Global) -> Soplapichas-AUC:  /kill
[2021:03:24-18:51:47]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: no yo edito
[2021:03:24-18:51:48]  (Global) -> Maracachafa|z|: que paso bala no me llevo
[2021:03:24-18:51:50]  (Local) -> (LOCAL)[9]Carlos_Escobar(2cb): NAG
[2021:03:24-18:51:54]  (Local) -> (LOCAL)[7]C4RL0S'2cb: para actuar?
[2021:03:24-18:51:55]  (Global) -> Soplapichas-AUC: yo
[2021:03:24-18:51:55]  (Global) -> tayson/2cb: que hay que hacer
[2021:03:24-18:51:56]  (Local) -> (LOCAL)[4]Carlos_Escobar(2cb): 40K
[2021:03:24-18:51:58]  (Local) -> (LOCAL)[7]Arturo: que hay que hacr
[2021:03:24-18:51:59]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: si
[2021:03:24-18:51:59]  (Global) -> Kapu|Zetas|: ni ami
[2021:03:24-18:52:01]  (Local) -> (LOCAL)[4]Carlos_Escobar(2cb): Y ME SUELTA
[2021:03:24-18:52:02]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: alexis
[2021:03:24-18:52:03]  (Local) -> (LOCAL)[7]Ghost: diganos q hay q hacer
[2021:03:24-18:52:04]  (Local) -> (LOCAL)[7]C4RL0S'2cb: a listo pues
[2021:03:24-18:52:04]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: son 13 segundos
[2021:03:24-18:52:08]  (Global) -> SANTIAGO(ELN): pagame porfa bala
[2021:03:24-18:52:11]  (Local) -> (LOCAL)[4]Carlos_Escobar(2cb): 40K
[2021:03:24-18:52:11]  (Local) -> (LOCAL)[2]PANDEBONO"2CB": venga
[2021:03:24-18:52:17]  (Local) -> (LOCAL)[7]ElDuende: 13 millones _
[2021:03:24-18:52:20]  (Local) -> (LOCAL)[2]Randy[P]: quite a cristian nodal
[2021:03:24-18:52:22]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF0000Balaclava: hay 13 segundos palintro
[2021:03:24-18:52:26]  (Local) -> (LOCAL)[7]ElDuende: jsjsjs
[2021:03:24-18:52:28]  (Local) -> (LOCAL)[7]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: si
[2021:03:24-18:52:33]  (Local) -> (LOCAL)[7]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: creo que si nos da
[2021:03:24-18:52:40]  (Local) -> (LOCAL)[3]Carlos_Escobar(2cb): 40K Y ME SUELYA
[2021:03:24-18:52:40]  (Global) -> Toxic'Z|#E17DFFç›Š: que hay que hacer broooooooo
[2021:03:24-18:52:40]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000Balaclava: XD
[2021:03:24-18:52:42]  (Local) -> (LOCAL)[6]COSCULLUELA"2cb: ajajajaja
[2021:03:24-18:52:44]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000Balaclava: si quiere asÃ­ ps bno
[2021:03:24-18:52:46]  (Global) -> Daniels: bala donde yo le colaboro con mi presencia 
[2021:03:24-18:52:47]  (Global) -> C4RL0S'2cb: balaclava que paso
[2021:03:24-18:52:49]  (Global) -> Daniels: xd
[2021:03:24-18:52:49]  (Global) -> SANTIAGO(ELN): que pasa
[2021:03:24-18:52:50]  (Local) -> (LOCAL)[1]Carlos_Escobar(2cb): HPTA
[2021:03:24-18:52:50]  (Local) -> (LOCAL)[9]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: listo eso va
[2021:03:24-18:52:52]  (Local) -> (LOCAL)[1]Dilan_Jimenez|AK|: ya vuelvo
[2021:03:24-18:52:53]  (Local) -> (LOCAL)[1]Carlos_Escobar(2cb): MK
[2021:03:24-18:52:54]  (Local) -> (LOCAL)[9]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: mira al video que te mande
[2021:03:24-18:52:55]  (Local) -> (LOCAL)[5]SANTIAGO(ELN): nose le escucha
[2021:03:24-18:52:55]  (Local) -> (LOCAL)[1]Amnexxia: ok
[2021:03:24-18:52:56]  (Global) -> COPETON2cb: vendo sunrise full tuning
[2021:03:24-18:52:57]  (Global) -> Carlos_Escobar(2cb): ELN SON MARIKAS
[2021:03:24-18:52:57]  (Local) -> (LOCAL)[9]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: asi lo podemos hacer
[2021:03:24-18:52:59]  (Local) -> (LOCAL)[9]Rakuten!#: agg quiten eso
[2021:03:24-18:53:01]  (Global) -> Maracachafa|z|: yoooooooooo
[2021:03:24-18:53:02]  (Local) -> (LOCAL)[8]Ghost: ale
[2021:03:24-18:53:06]  (Global) -> Kapu|Zetas|: bala estoy pa lo que necesite
[2021:03:24-18:53:11]  (Local) -> (LOCAL)[4]AndresSanchezX: como hago?
[2021:03:24-18:53:14]  (Local) -> (LOCAL)[3]Oreo: uy jajajajaj
[2021:03:24-18:53:17]  (Local) -> (LOCAL)[10]FRANCOTIRADOR-AK: yo
[2021:03:24-18:53:19]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF0000Balaclava: pere hay ropa volando
[2021:03:24-18:53:22]  (Local) -> (LOCAL)[4]Oreo: no ajkajaj
[2021:03:24-18:53:22]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF0000Balaclava: voy a quitarle
[2021:03:24-18:53:27]  (Global) -> Arthur_Sidewalk|#4C4C4CRN: venga chupemelo un ratico Kapu, ya que estas tan ofrecida uvu 
[2021:03:24-18:53:30]  (Local) -> (LOCAL)[5]Oreo: Ã±ero xD
[2021:03:24-18:53:32]  (Local) -> (LOCAL)[4]aragan: vole
[2021:03:24-18:53:32]  (Local) -> (LOCAL)[10]Randy[P]: a donde vamos
[2021:03:24-18:53:35]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF0000Balaclava: deje de disparar ome
[2021:03:24-18:53:39]  (Local) -> (LOCAL)[10]Rakuten!#: bn
[2021:03:24-18:53:48]  (Global) -> #E20280Oreo|#E20280 à¶ž: aaaaaaaaaaaaaaaaaaaa
[2021:03:24-18:53:50]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF0000Balaclava: q pena estaba reiniciando la ropita
[2021:03:24-18:53:55]  (Global) -> SANTIAGO(ELN): wnmw
[2021:03:24-18:53:58]  (Local) -> (LOCAL)[3]aragan: uy q lagazo
[2021:03:24-18:54:03]  (Global) -> Kapu|Zetas|: dije arthur
[2021:03:24-18:54:04]  (Global) -> SANTIAGO(ELN): d
[2021:03:24-18:54:05]  (Local) -> (LOCAL)[9]PANDEBONO"2CB": uy
[2021:03:24-18:54:07]  (Local) -> (LOCAL)[9]Randy[P]: yish
[2021:03:24-18:54:09]  (Local) -> (LOCAL)[9]PANDEBONO"2CB": ahora si q
[2021:03:24-18:54:09]  (Global) -> zetassuawt|#E20280 à¶ž: q fluido va el server
[2021:03:24-18:54:11]  (Local) -> (LOCAL)[8]PANDEBONO"2CB": XD
[2021:03:24-18:54:13]  (Local) -> (LOCAL)[8]Maicol/AK/: perdon
[2021:03:24-18:54:13]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: sapo
[2021:03:24-18:54:21]  (Global) -> Juanda:2cb: confirmo
[2021:03:24-18:54:25]  (Local) -> (LOCAL)[11]Randy[P]: el elicoptero no deja escuchar
[2021:03:24-18:54:28]  (Global) -> COPETON2cb: vendo sunrise full tuning
[2021:03:24-18:54:30]  (Global) -> Don_Bazuco|AK||#1914D7í ½í¸ˆ: VE MANO
[2021:03:24-18:54:34]  (Local) -> (LOCAL)[11]Maicol/AK/: estoy morido
[2021:03:24-18:54:34]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: sapo
[2021:03:24-18:54:36]  (Global) -> COPETON2cb: vendo sunrise full tuning
[2021:03:24-18:54:36]  (Local) -> (LOCAL)[1]Fabius'2cB: oelo
[2021:03:24-18:54:36]  (Local) -> (LOCAL)[11]C4RL0S'2cb: que hay que hacer patron
[2021:03:24-18:54:36]  (Global) -> Don_Bazuco|AK||#1914D7í ½í¸ˆ: TE QUERIA PREGUNATR
[2021:03:24-18:54:39]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: catre hp
[2021:03:24-18:54:44]  (Global) -> Trituracucas3000: PONGAN UNA DE BAD BUNNY!!!!!
[2021:03:24-18:54:45]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: chupa verga
[2021:03:24-18:54:47]  (Local) -> (LOCAL)[5]SANTIAGO(ELN): salga nesesito plata
[2021:03:24-18:54:47]  (Global) -> Don_Bazuco|AK||#1914D7í ½í¸ˆ: COMO BAJO LA SENSIBILIDAD DE LA MIRA
[2021:03:24-18:54:47]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: gonorrea
[2021:03:24-18:54:49]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: callate
[2021:03:24-18:54:50]  (Local) -> (LOCAL)[11]Maicol/AK/: yo que hago
[2021:03:24-18:54:50]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: calla
[2021:03:24-18:54:51]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: bueno
[2021:03:24-18:54:53]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: q hago yo
[2021:03:24-18:54:53]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: callete
[2021:03:24-18:54:55]  (Local) -> (LOCAL)[11]Randy[P]: aca
[2021:03:24-18:54:56]  (Local) -> (LOCAL)[3]Oreo: no
[2021:03:24-18:54:58]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: sapo triple hp
[2021:03:24-18:55:04]  (Global) -> aragan|#E20280 à¶ž: q ta chendo
[2021:03:24-18:55:05]  (Local) -> (LOCAL)[1]Fabius'2cB: pues yo lo tengo por default lo bajo con los botones del mosue
[2021:03:24-18:55:05]  (Local) -> (LOCAL)[11]FRANCOTIRADOR-AK: lo reto a que me lo diga en la cara
[2021:03:24-18:55:06]  (Local) -> (LOCAL)[11]Ghost: no trate asi a la produccion
[2021:03:24-18:55:06]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: ha visto el video de GDT
[2021:03:24-18:55:07]  (Global) -> aragan|#E20280 à¶ž: ta chendo fio
[2021:03:24-18:55:13]  (Global) -> WolfUser'2cb: Randy[P][MP]
[2021:03:24-18:55:15]  (Global) -> Don_Bazuco|AK||#1914D7í ½í¸ˆ: AH BREVE MANO TO BIEN
[2021:03:24-18:55:15]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: puedo hacer que inicie desde la piscina
[2021:03:24-18:55:18]  (Global) -> SANTIAGO(ELN): ehy
[2021:03:24-18:55:19]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: y hacia el cielo
[2021:03:24-18:55:37]  (Local) -> (LOCAL)[11]Maicol/AK/: soy actriz porno
[2021:03:24-18:55:40]  (Global) -> DecisiveSpurs33: g
[2021:03:24-18:55:45]  (Local) -> (LOCAL)[11]Maicol/AK/: contrataciones al dm
[2021:03:24-18:55:53]  (Local) -> (LOCAL)[2]Juanda:2cb: nooo
[2021:03:24-18:55:55]  (Local) -> (LOCAL)[11]Rakuten!#: q
[2021:03:24-18:55:56]  (Local) -> (LOCAL)[2]Juanda:2cb: estoy trbajandowtf
[2021:03:24-18:56:00]  (Local) -> (LOCAL)[11]Maicol/AK/: que hago
[2021:03:24-18:56:02]  (Local) -> (LOCAL)[11]C4RL0S'2cb: entonces que hay que hacer
[2021:03:24-18:56:04]  (Local) -> (LOCAL)[1]mata: soy z
[2021:03:24-18:56:09]  (Local) -> (LOCAL)[1]Juanda:2cb: me pone estrtellas al curar a la gente ._.
[2021:03:24-18:56:10]  (Local) -> (LOCAL)[0]Maracachafa|z|: ah
[2021:03:24-18:56:14]  (Local) -> (LOCAL)[1]Barrilete|CAPU: ok
[2021:03:24-18:56:15]  (Local) -> (LOCAL)[12]Maicol/AK/: que hago
[2021:03:24-18:56:18]  (Local) -> (LOCAL)[1]AndresSanchezX: como hago pa volverme tombo?
[2021:03:24-18:56:22]  (Local) -> (LOCAL)[2]Juanda:2cb: yo q culpa
[2021:03:24-18:56:24]  (Local) -> (LOCAL)[12]Maicol/AK/: no le escuch
[2021:03:24-18:56:24]  (Global) -> DecisiveSpurs33: ya
[2021:03:24-18:56:26]  (Local) -> (LOCAL)[2]Juanda:2cb: gas
[2021:03:24-18:56:32]  (Local) -> (LOCAL)[1]AndresSanchezX: siempre ha sido mi sueÃ±o
[2021:03:24-18:56:33]  (Local) -> (LOCAL)[12]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: animacion de fumar bareta
[2021:03:24-18:56:38]  (Local) -> (LOCAL)[12]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: aqui en el carrro
[2021:03:24-18:56:45]  (Global) -> DecisiveSpurs33: jajaja la bna
[2021:03:24-18:56:46]  (Local) -> (LOCAL)[4]Oreo: ?
[2021:03:24-18:56:47]  (Global) -> Barrilete|CAPU|#5EF5F7í ½í±»: Gargajo|ELN
[2021:03:24-18:56:47]  (Local) -> (LOCAL)[4]Oreo: ajjajajaj
[2021:03:24-18:56:48]  (Local) -> (LOCAL)[4]aragan: uy kiten eso
[2021:03:24-18:56:53]  (Local) -> (LOCAL)[4]COSCULLUELA"2cb: equisde
[2021:03:24-18:56:54]  (Local) -> (LOCAL)[5]Oreo: q pasa valemia
[2021:03:24-18:57:05]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: mire guasa
[2021:03:24-18:57:17]  (Local) -> (LOCAL)[7]SANTIAGO(ELN): admi
[2021:03:24-18:57:22]  (Global) -> Mnrpatecumbias: a
[2021:03:24-18:57:24]  (Global) -> DecisiveSpurs33: hay
[2021:03:24-18:57:28]  (Local) -> (LOCAL)[5]aragan: uy gonorrea
[2021:03:24-18:57:29]  (Local) -> (LOCAL)[11]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: asi si
[2021:03:24-18:57:29]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: y eso cuantos segundos
[2021:03:24-18:57:31]  (Local) -> (LOCAL)[11]#7F7F7F|ADM|#FF0000Balaclava: o q
[2021:03:24-18:57:34]  (Global) -> DecisiveSpurs33: pegesele
[2021:03:24-18:57:41]  ([Msg] de Stivenv28~|ELN para Barrilete|CAPU: pq se fur para CAPU?) -> nil
[2021:03:24-18:57:42]  (Local) -> (LOCAL)[3]Oreo: el viejo sancaaaaaa
[2021:03:24-18:57:42]  (Local) -> (LOCAL)[11]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: antes del escribillo
[2021:03:24-18:57:42]  (Local) -> (LOCAL)[6]aragan: cosculluela
[2021:03:24-18:57:43]  (Local) -> (LOCAL)[11]tayson/2cb: alexis me hago aca
[2021:03:24-18:57:43]  (Local) -> (LOCAL)[2]Toxic'Z: noooooooooooo
[2021:03:24-18:57:45]  (Local) -> (LOCAL)[11]Balaclava: hay 13
[2021:03:24-18:57:47]  (Local) -> (LOCAL)[11]Balaclava: pere afk
[2021:03:24-18:57:48]  (Global) -> SANTIAGO(ELN): oreo me sta matando desde zona
[2021:03:24-18:57:49]  (Local) -> (LOCAL)[3]Toxic'Z: te lo pido no me lleves
[2021:03:24-18:57:50]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: ola dime
[2021:03:24-18:57:50]  (Local) -> (LOCAL)[11]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: breve
[2021:03:24-18:57:52]  (Local) -> (LOCAL)[5]aragan: tenemos alianza con auc
[2021:03:24-18:57:54]  (Local) -> (LOCAL)[11]Maicol/AK/: a alas 2 me desconeto
[2021:03:24-18:57:54]  (Local) -> (LOCAL)[11]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: si
[2021:03:24-18:57:56]  (Local) -> (LOCAL)[6]aragan: no los mate
[2021:03:24-18:57:59]  (Local) -> (LOCAL)[11]Maicol/AK/: rapidooo
[2021:03:24-18:58:03]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: aa pero ellos son contentos dandome bala
[2021:03:24-18:58:10]  (Local) -> (LOCAL)[5]aragan: ya si ellos le hacen algo
[2021:03:24-18:58:10]  (Global) -> SANTIAGO(ELN): mire me bajo
[2021:03:24-18:58:12]  (Local) -> (LOCAL)[5]aragan: matelos
[2021:03:24-18:58:13]  (Local) -> (LOCAL)[11]PANDEBONO"2CB": y de q se trata
[2021:03:24-18:58:14]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: szs
[2021:03:24-18:58:16]  (Local) -> (LOCAL)[11]PANDEBONO"2CB": }
[2021:03:24-18:58:17]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: ale
[2021:03:24-18:58:17]  (Local) -> (LOCAL)[5]aragan: pero si no dejelos sano
[2021:03:24-18:58:20]  (Local) -> (LOCAL)[3]Barrilete|CAPU: zeta muerto abono pa mi huerto
[2021:03:24-18:58:21]  (Local) -> (LOCAL)[11]Randy[P]: de soplar
[2021:03:24-18:58:22]  (Local) -> (LOCAL)[11]PANDEBONO"2CB": a
[2021:03:24-18:58:45]  (Global) -> COPETON2cb: vendo sunrise fulll tuning
[2021:03:24-18:58:47]  (Local) -> (LOCAL)[7]Oreo: mm
[2021:03:24-18:58:48]  (Local) -> (LOCAL)[12]Arturo: ya llegue
[2021:03:24-18:58:51]  (Local) -> (LOCAL)[1]#00146C|#A4B5FFPROD#00146C|#FF5C00spartan/AK47/: h
[2021:03:24-18:58:59]  (Local) -> (LOCAL)[13]#00146C|#A4B5FFPROD#00146C|#FF5C00alexispagedj-EVG: esperen afk
[2021:03:24-18:59:00]  (Global) -> DecisiveSpurs33: yo llevo cuatro dias es este server
[2021:03:24-18:59:04]  (Team - Criminals) -> (TEAM)RighteousManager65: cvb  fffff t
[2021:03:24-18:59:08]  (Local) -> (LOCAL)[6]COSCULLUELA"2cb: los eln son geis :"V
[2021:03:24-18:59:11]  (Global) -> #E20280Oreo|#E20280 à¶ž: #4000FF(â‰–á·†ï¸µï¸£â‰–)í ½í±Ž
[2021:03:24-18:59:11]  (Local) -> (LOCAL)[13]Arturo: puedo yo alexis mano
[2021:03:24-18:59:11]  (Global) -> SANTIAGO(ELN): hay
[2021:03:24-18:59:16]  (Global) -> SANTIAGO(ELN): admi lo coji 
[2021:03:24-18:59:19]  (Global) -> ALCapone|EVG|: donde esta el trabajo de camionero}
[2021:03:24-18:59:22]  (Global) -> DecisiveSpurs33: mejor escriba no lo escucho casi
[2021:03:24-18:59:23]  (Local) -> (LOCAL)[6]SANTIAGO(ELN): y se teletrasporto
[2021:03:24-18:59:24]  (Local) -> (LOCAL)[13]Arturo: se me salio el mta
[2021:03:24-18:59:27]  (Local) -> (LOCAL)[6]Carlos_Escobar(2cb): LLORE
[2021:03:24-18:59:29]  (Local) -> (LOCAL)[5]Oreo: xd?
[2021:03:24-18:59:29]  (Team - Law Enforcement) -> (TEAM)DecisiveSpurs33: o tengo el micro jodido
[2021:03:24-18:59:30]  (Local) -> (LOCAL)[5]COSCULLUELA"2cb: ajaja
[2021:03:24-18:59:31]  (Local) -> (LOCAL)[5]Carlos_Escobar(2cb): PUES
[2021:03:24-18:59:32]  (Local) -> (LOCAL)[5]SANTIAGO(ELN): calla
[2021:03:24-18:59:36]  (Global) -> DecisiveSpurs33: yo
[2021:03:24-18:59:36]  (Local) -> (LOCAL)[13]Randy[P]: asi estoy bien
[2021:03:24-18:59:38]  (Global) -> ALCapone|EVG|: donde esta el trabajo de camionero}
[2021:03:24-18:59:40]  (Team - Law Enforcement) -> (TEAM)AndresSanchezX: hagale pa
[2021:03:24-18:59:48]  (Local) -> (LOCAL)[5]Oreo: q hp tan bobo Ã±ero
[2021:03:24-18:59:54]  (Global) -> AndresSanchezX: como una asciende?
[2021:03:24-18:59:55]  (Local) -> (LOCAL)[13]PANDEBONO"2CB": las meras animaciones pa
[2021:03:24-18:59:56]  (Global) -> kick: 7sound
[2021:03:24-19:00:01]  (Local) -> (LOCAL)[1]WhiteGoon56: oe vamos
[2021:03:24-19:00:17]  (Local) -> (LOCAL)[3]Barrilete|CAPU: KKKK
[2021:03:24-19:00:20]  (Local) -> (LOCAL)[3]NullZ-cB: kkk
[2021:03:24-19:00:22]  (Global) -> Maracachafa|z|: VENDO 4x4 ALGUN INTERESADO
[2021:03:24-19:00:23]  (Local) -> (LOCAL)[5]Juanda:2cb: uy kieto casi me matan
[2021:03:24-19:00:27]  (Local) -> (LOCAL)[1]Barrilete|CAPU: HOLA TAMTAMRUMS
[2021:03:24-19:00:34]  (Local) -> (LOCAL)[1]NullZ-cB: qn sos?
[2021:03:24-19:00:38]  (Local) -> (LOCAL)[1]Barrilete|CAPU: chicofitness porque
[2021:03:24-19:00:38]  (Global) -> DidacticRider78: venga ome
[2021:03:24-19:00:41]  (Local) -> (LOCAL)[1]NullZ-cB: ah ya
[2021:03:24-19:00:42]  (Local) -> (LOCAL)[1]NullZ-cB: brebe
[2021:03:24-19:00:43]  (Local) -> (LOCAL)[1]kick: digamelo pa
[2021:03:24-19:00:45]  (Local) -> (LOCAL)[3]King: que pasa
[2021:03:24-19:00:49]  (Local) -> (LOCAL)[1]kick: no c le esucha
[2021:03:24-19:00:52]  (Local) -> (LOCAL)[2]kick: escriba
[2021:03:24-19:00:52]  (Local) -> (LOCAL)[12]Maicol/AK/: mire el humo de la bareta jajajajajajajajajaja
[2021:03:24-19:00:53]  (Global) -> DidacticRider78: yo otyyol e tiro para
[2021:03:24-19:01:02]  (Global) -> DidacticRider78: para la gaseosa
[2021:03:24-19:01:06]  (Local) -> (LOCAL)[12]Balaclava: yayegue
[2021:03:24-19:01:11]  (Local) -> (LOCAL)[4]COSCULLUELA"2cb: sali
[2021:03:24-19:01:13]  (Local) -> (LOCAL)[12]Arturo: ola
[2021:03:24-19:01:14]  (Local) -> (LOCAL)[12]Maicol/AK/: jajajajajjajajajajajajajjaajjajjajjajajjajjajajjajajjajaajjaajjajajajajajjjajajaajajaja
[2021:03:24-19:01:31]  (Local) -> (LOCAL)[12]Randy[P]: rapido Ã±ero
[2021:03:24-19:01:33]  (Local) -> (LOCAL)[12]Maicol/AK/: chao lks
[2021:03:24-19:01:42]  (Global) -> COPETON2cb: vendo sunrise fulll tuning
[2021:03:24-19:01:45]  (Local) -> (LOCAL)[11]Maicol/AK/: se le fue el wifi de movistar
[2021:03:24-19:01:55]  (Global) -> COPETON2cb: vendo sunrise fulll tuning
[2021:03:24-19:01:59]  (Local) -> (LOCAL)[10]PANDEBONO"2CB": ok
[2021:03:24-19:02:10]  (Local) -> (LOCAL)[1]Toxic'Z: agh que peresa hermano
[2021:03:24-19:02:13]  (Local) -> (LOCAL)[4]COSCULLUELA"2cb: curame
[2021:03:24-19:02:21]  (Local) -> (LOCAL)[1]aragan: epa
