This file was generated by Console at 2021:04:28-00:00:00



[2021:04:28-00:00:00]  (Local) -> (LOCAL)[1]DosCoronas|CAPU: f
[2021:04:28-20:52:36]  (Global) -> ANDRES=zeta=: quien me presta 1 palo? urgente
[2021:04:28-20:52:36]  (Global) -> KAMET(2cb): ud solito
[2021:04:28-20:52:39]  (Local) -> (LOCAL)[4]Juanci/ZETAS: de cali pai
[2021:04:28-20:52:44]  (Team - Services) -> (TEAM)ANDRES=zeta=: quien me presta 1 palo? urgente
[2021:04:28-20:52:45]  (Local) -> (LOCAL)[2]ROMPECUCAS3000: noo
[2021:04:28-20:52:45]  (Local) -> (LOCAL)[3]Berriondo: epa mano igual
[2021:04:28-20:52:46]  (Global) -> KAMET(2cb): 7sound
[2021:04:28-20:52:49]  (Local) -> (LOCAL)[2]judas: sapo
[2021:04:28-20:52:52]  (Local) -> (LOCAL)[6]Juanci/ZETAS: epaa
[2021:04:28-20:52:57]  ([Msg] de PARCERO_[CDG] para tussy'2cb: donde consigo esa macro jajaj) -> nil
[2021:04:28-20:52:57]  (Local) -> (LOCAL)[7]Juanci/ZETAS: como esta eso por all apor su parte
[2021:04:28-20:53:03]  (Local) -> (LOCAL)[7]Juanci/ZETAS: con lo de el paro
[2021:04:28-20:53:03]  (Global) -> Topo[Z]: Deje de estar pidiendo plata
[2021:04:28-20:53:05]  (Local) -> (LOCAL)[3]Berriondo: feisimo
[2021:04:28-20:53:10]  (Local) -> (LOCAL)[5]Juanci/ZETAS: aca tambien
[2021:04:28-20:53:13]  (Global) -> Reposao: Si canson mor
[2021:04:28-20:53:13]  (Local) -> (LOCAL)[4]Berriondo: robando al piso
[2021:04:28-20:53:15]  (Global) -> StevenHM: quiubo que se hizo ome
[2021:04:28-20:53:20]  (Phone:SMS) -> From #ff0000ANDRES=zeta= | To: nikolas_lopez | Message: F
[2021:04:28-20:53:23]  (Local) -> (LOCAL)[4]judas: ez
[2021:04:28-20:53:26]  (Local) -> (LOCAL)[3]Topo[Z]: JAJAJAJA
[2021:04:28-20:53:26]  (Local) -> (LOCAL)[3]popeyesad: tombo hpta
[2021:04:28-20:53:31]  (Global) -> alcashingon||ZETAS||: h
[2021:04:28-20:53:32]  (Local) -> (LOCAL)[4]Juanci/ZETAS: parala esa porfis escucha la mia
[2021:04:28-20:53:34]  (Local) -> (LOCAL)[3]Eusebio'2cb: joder
[2021:04:28-20:53:37]  (Global) -> CHOCORRAMO[AUC]: #EB10BF ( ͡ ͡°  ͜ ʖ ͡ ͡°)  ( ͡❛ - ͡❛)
[2021:04:28-20:53:38]  (Global) -> Berriondo: voy
[2021:04:28-20:53:45]  (Local) -> (LOCAL)[1]SecretiveThug47: ESPEREEEEEEEEE
[2021:04:28-20:53:45]  (Global) -> nikolas_lopez: JENTE SOY TAXISTA PROPIO ALGUIEN QUIERE QUE LO RECOJA
[2021:04:28-20:53:49]  (Local) -> (LOCAL)[4]Zaramay->AUC: agh ome judas ya no me amas
[2021:04:28-20:53:51]  (Local) -> (LOCAL)[5]Juanci/ZETAS: perame
[2021:04:28-20:53:51]  (Local) -> (LOCAL)[4]Zaramay->AUC: que me pones ez
[2021:04:28-20:53:53]  (Global) -> Topo[Z]: No
[2021:04:28-20:53:54]  (Local) -> (LOCAL)[4]Zaramay->AUC: ;V
[2021:04:28-20:53:55]  (Local) -> (LOCAL)[2]Berriondo: dale
[2021:04:28-20:53:58]  (Global) -> Topo[Z]: Nadie
[2021:04:28-20:54:01]  (Local) -> (LOCAL)[4]judas: qn putas sos
[2021:04:28-20:54:01]  (Global) -> KAMET(2cb): no
[2021:04:28-20:54:04]  (Global) -> KAMET(2cb): nadie
[2021:04:28-20:54:05]  (Local) -> (LOCAL)[4]Zaramay->AUC: F
[2021:04:28-20:54:09]  (Local) -> (LOCAL)[5]Juanci/ZETAS: no quiere escucharse :/
[2021:04:28-20:54:18]  (Local) -> (LOCAL)[1]SecretiveThug47: DONDE
[2021:04:28-20:54:20]  (Global) -> judas|#E20280 ඞ: facturando
[2021:04:28-20:54:23]  (Team - Services) -> (TEAM)SecretiveThug47:  Q LLEVAR LAS
[2021:04:28-20:54:23]  (Team - Criminals) -> (TEAM)Rakuten2cb: $$$$$$$$$$
[2021:04:28-20:54:24]  (Global) -> judas|#E20280 ඞ: ✘#2F2D30Não Toma #FFFFFFBanho Chora#e70106♕ش
[2021:04:28-20:54:24]  (Local) -> (LOCAL)[4]Berriondo: que tema mano lo busco
[2021:04:28-20:54:25]  (Local) -> (LOCAL)[5]Juanci/ZETAS: perame tantito ponte un cumbion hay mientras
[2021:04:28-20:54:29]  (Team - Criminals) -> (TEAM)Tryhard: /nick Tryhard/z
[2021:04:28-20:54:29]  ([Msg] de Zaramay->AUC para judas: chicocacorro Z) -> nil
[2021:04:28-20:54:30]  (Local) -> (LOCAL)[4]Berriondo: ahh breve
[2021:04:28-20:54:41]  ([Msg] de judas para Zaramay->AUC: noo me patan) -> nil
[2021:04:28-20:54:42]  (Global) -> AndresSanches47: 6465
[2021:04:28-20:54:49]  (Local) -> (LOCAL)[1]MarcelJose||Z||: oe
[2021:04:28-20:54:56]  ([Msg] de Zaramay->AUC para judas: que paso amorcito ;c) -> nil
[2021:04:28-20:55:00]  (Global) -> StevenHM: felipe
[2021:04:28-20:55:05]  ([Msg] de judas para Zaramay->AUC: pqse salio de cetas perra) -> nil
[2021:04:28-20:55:07]  (Global) -> Phoenix: OLIWIIIIIIIIS
[2021:04:28-20:55:16]  (Global) -> CHOCORRAMO[AUC]: #EB10BF ( ͡ ͡°  ͜ ʖ ͡ ͡°)  ( ͡❛ - ͡❛)
[2021:04:28-20:55:21]  ([Msg] de Zaramay->AUC para judas: matachivos me odia :c) -> nil
[2021:04:28-20:55:24]  (Local) -> (LOCAL)[6]Phoenix: SE ESCUCHA?
[2021:04:28-20:55:25]  (Global) -> Eusebio'2cb: veni asqerosa
[2021:04:28-20:55:26]  (Team - Criminals) -> (TEAM)SpivKyICDGI: Si se escucha
[2021:04:28-20:55:31]  (Global) -> NoiselessOrator18: ys
[2021:04:28-20:55:32]  ([Msg] de judas para Zaramay->AUC: gay) -> nil
[2021:04:28-20:55:40]  (Local) -> (LOCAL)[4]Juanci/ZETAS: ahora si a ver parala
[2021:04:28-20:55:41]  (Global) -> NoiselessOrator18: como se usa el micro
[2021:04:28-20:55:45]  (Global) -> LUCIFER.STARl4K: yina calderon no se la dejo meter doble
[2021:04:28-20:55:46]  (Local) -> (LOCAL)[1]ROMPECUCAS3000: hayuda
[2021:04:28-20:55:50]  (Global) -> nikolas_lopez: JENTE ALGUIEN NESESITA QE LO RECOJA Y LO LLEBE A CUALQUIER LADO SOLO LLAMEME NIKOO Y LE LLEGO
[2021:04:28-20:55:53]  (Local) -> (LOCAL)[8]Phoenix: oe
[2021:04:28-20:55:55]  (Global) -> Jhonatanmina: COMO DEJO DE TRABAJAR
[2021:04:28-20:55:57]  (Local) -> (LOCAL)[8]Phoenix: con la z
[2021:04:28-20:56:05]  (Global) -> NoiselessOrator18: tenks
[2021:04:28-20:56:05]  (Local) -> (LOCAL)[6]Berriondo: eppa
[2021:04:28-20:56:08]  (Local) -> (LOCAL)[3]ROMPECUCAS3000: ayudaaaaaaaaaaa
[2021:04:28-20:56:09]  (Local) -> (LOCAL)[6]Juanci/ZETAS: epaaaa
[2021:04:28-20:56:09]  (Global) -> nikolas_lopez: T CON /RESIGN
[2021:04:28-20:56:16]  (Global) -> Jhonatanmina: como dejo de trabajar
[2021:04:28-20:56:20]  (Global) -> nikolas_lopez: ALGUIEN NESESITA QUE LO RECOJA
[2021:04:28-20:56:21]  (Global) -> JUANDA-ZETASCALI: ./gc hola
[2021:04:28-20:56:24]  (Local) -> (LOCAL)[1]SpivKyICDGI: con que letra se prende el nitro???
[2021:04:28-20:56:24]  (Local) -> (LOCAL)[1]PARCERO_[CDG]: xd
[2021:04:28-20:56:29]  (Local) -> (LOCAL)[1]PARCERO_[CDG]: Usted juega mucho ñero ajkaja
[2021:04:28-20:56:31]  (Global) -> CRISTIANGAMING0.7: sobelo
[2021:04:28-20:56:32]  (Local) -> (LOCAL)[1]Phoenix: con control
[2021:04:28-20:56:34]  (Global) -> nikolas_lopez: SOLO DIGA YOO
[2021:04:28-20:56:35]  (Local) -> (LOCAL)[8]Berriondo: esoo!
[2021:04:28-20:56:38]  (Local) -> (LOCAL)[3]Phoenix: o con el click izquierdo
[2021:04:28-20:56:38]  (Global) -> CHOCORRAMO[AUC]: xde
[2021:04:28-20:56:40]  (Local) -> (LOCAL)[0]HushedJeep87: /mods
[2021:04:28-20:56:41]  (Global) -> Tryhard/z: aaaaaaaaaaa
[2021:04:28-20:56:43]  (Global) -> Tryhard/z: xd
[2021:04:28-20:56:44]  (Local) -> (LOCAL)[10]Juanci/ZETAS: suena rompompom
[2021:04:28-20:56:46]  (Global) -> nikolas_lopez: ALGUIEN SOY MUY VUENSERVISIO PLS
[2021:04:28-20:56:47]  (Global) -> JUANDA-ZETASCALI: ./gc hola
[2021:04:28-20:56:48]  (Global) -> Juanci/ZETAS: oeooooooooo
[2021:04:28-20:56:57]  (Local) -> (LOCAL)[4]Zaramay->AUC: nada por aqui
[2021:04:28-20:56:59]  (Local) -> (LOCAL)[4]Zaramay->AUC: nada por alla
[2021:04:28-20:57:01]  (Local) -> (LOCAL)[8]Charlyl4K: pique?
[2021:04:28-20:57:03]  (Local) -> (LOCAL)[7]Rakuten2cb: ez
[2021:04:28-20:57:06]  (Local) -> (LOCAL)[3]Zaramay->AUC: freseo se va a ir pa z
[2021:04:28-20:57:11]  (Global) -> Tochielaragan|AUC:  ola
[2021:04:28-20:57:14]  (Local) -> (LOCAL)[2]Domaploit~>2cb: Q
[2021:04:28-20:57:18]  (Local) -> (LOCAL)[3]PARCERO_[CDG]: re vendido xd
[2021:04:28-20:57:19]  (Global) -> Tochielaragan|AUC:   este prbo q
[2021:04:28-20:57:21]  (Local) -> (LOCAL)[8]Juanci/ZETAS: hayyy dale pablo escobar
[2021:04:28-20:57:25]  (Local) -> (LOCAL)[8]Juanci/ZETAS: sobelo
[2021:04:28-20:57:27]  (Local) -> (LOCAL)[1]Domaploit~>2cb: q
[2021:04:28-20:57:32]  (Local) -> (LOCAL)[8]MarcelJose||Z||: y hay se la pasan esos mlp bachilleres
[2021:04:28-20:57:35]  (Local) -> (LOCAL)[6]Topo[Z]: Pablo escobar chiviada
[2021:04:28-20:57:36]  (Local) -> (LOCAL)[6]MarcelJose||Z||: trabajen vagos
[2021:04:28-20:57:37]  (Global) -> SecretiveThug47: donde recojo los pasajeros siendo taxi?
[2021:04:28-20:57:38]  (Global) -> nikolas_lopez: ALGUIOEN NESESITA QUE LO RECOJA PA LLEBARLO A ALGUN LADO SOLO DIGA NIKO PLS ES MI TRABAJO SOY SU
[2021:04:28-20:57:40]  (Local) -> (LOCAL)[1]Zaramay->AUC: el man anda de amiguito con j word
[2021:04:28-20:57:43]  (Local) -> (LOCAL)[6]Juanci/ZETAS: JAJAJ ya va mijo
[2021:04:28-20:57:46]  (Local) -> (LOCAL)[7]MarcelJose||Z||: despues piden mas sueldos
[2021:04:28-20:57:47]  (Local) -> (LOCAL)[7]Berriondo: jaja+
[2021:04:28-20:57:48]  (Global) -> KAMET(2cb): NO
[2021:04:28-20:57:49]  (Local) -> (LOCAL)[1]Zaramay->AUC: se la pasa todo el dia con el
[2021:04:28-20:57:51]  (Local) -> (LOCAL)[11]Topo[Z]: Como?
[2021:04:28-20:57:53]  (Global) -> ANDRES=zeta=: niko pls
[2021:04:28-20:57:54]  (Local) -> (LOCAL)[1]Zaramay->AUC: en ese camion
[2021:04:28-20:57:55]  (Local) -> (LOCAL)[10]Juanci/ZETAS: JAJAJ que gonorrea
[2021:04:28-20:57:55]  (Local) -> (LOCAL)[1]Zaramay->AUC: negro
[2021:04:28-20:57:58]  (Local) -> (LOCAL)[1]Zaramay->AUC: matando capus
[2021:04:28-20:57:58]  (Global) -> nikolas_lopez: ANDRES DIME
[2021:04:28-20:57:59]  (Local) -> (LOCAL)[1]Topo[Z]: Yo llevo arrestando gente resto
[2021:04:28-20:58:01]  (Global) -> nikolas_lopez: DONDE TE LLEGO
[2021:04:28-20:58:02]  (Local) -> (LOCAL)[6]Berriondo: polombia
[2021:04:28-20:58:02]  (Global) -> ANDRES=zeta=: me prestas
[2021:04:28-20:58:07]  (Local) -> (LOCAL)[3]Rakuten2cb: yo tan God
[2021:04:28-20:58:08]  (Local) -> (LOCAL)[5]Domaploit~>2cb: aaaaa
[2021:04:28-20:58:10]  (Global) -> nikolas_lopez: TE PRESTO QUE
[2021:04:28-20:58:11]  (Local) -> (LOCAL)[3]Rakuten2cb: y estos tan ZzZZzz
[2021:04:28-20:58:14]  (Local) -> (LOCAL)[5]Juanci/ZETAS: epaaaa
[2021:04:28-20:58:16]  (Local) -> (LOCAL)[6]Berriondo: que viva polombia!
[2021:04:28-20:58:17]  (Local) -> (LOCAL)[1]Zaramay->AUC: ahorita puse chimbiando
[2021:04:28-20:58:17]  (Local) -> (LOCAL)[6]Juanci/ZETAS: locombia
[2021:04:28-20:58:18]  (Global) -> KAMET(2cb): 1 palo
[2021:04:28-20:58:21]  (Local) -> (LOCAL)[1]Zaramay->AUC: quien pa irse para z
[2021:04:28-20:58:24]  (Phone:SMS) -> From #ff0000ANDRES=zeta= | To: nikolas_lopez | Message: me prestas
[2021:04:28-20:58:27]  (Local) -> (LOCAL)[1]Zaramay->AUC: y el marica fue el primero que me dijo por prv
[2021:04:28-20:58:28]  (Local) -> (LOCAL)[2]Zaramay->AUC: vamonos
[2021:04:28-20:58:30]  (Global) -> nikolas_lopez: BALLA AL BOSQUE HAY SE LO DOY
[2021:04:28-20:58:30]  (Global) -> Tochielaragan|AUC:  copion
[2021:04:28-20:58:32]  (Global) -> Rolando_Motta"2cb: detodito estas?
[2021:04:28-20:58:32]  (Team - Services) -> (TEAM)DETODITO[CDG]: OE ROLANDO MOTA
[2021:04:28-20:58:34]  (Global) -> MouIsland: (mod
[2021:04:28-20:58:36]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Meguu~: XD
[2021:04:28-20:58:37]  (Local) -> (LOCAL)[1]miguelito|CDG|: su nona
[2021:04:28-20:58:37]  (Team - Services) -> (TEAM)DETODITO[CDG]: simon
[2021:04:28-20:58:40]  (Local) -> (LOCAL)[5]Berriondo: ooh eooo
[2021:04:28-20:58:40]  (Team - Services) -> (TEAM)DETODITO[CDG]: JASKJASK
[2021:04:28-20:58:41]  (Team - Services) -> (TEAM)Rolando_Motta"2cb: aca ando laborandola
[2021:04:28-20:58:42]  (Global) -> ANDRES=zeta=: llegue aca a cj
[2021:04:28-20:58:49]  (Local) -> (LOCAL)[1]popeyesad: que pena
[2021:04:28-20:58:50]  (Team - Services) -> (TEAM)DETODITO[CDG]: ya llegue es que se me cerro el mta
[2021:04:28-20:58:51]  (Local) -> (LOCAL)[1]AndresSanches47: OK
[2021:04:28-20:58:52]  (Global) -> nikolas_lopez: ALA CASA
[2021:04:28-20:58:55]  (Global) -> ANDRES=zeta=: niko si
[2021:04:28-20:58:56]  (Local) -> (LOCAL)[1]Zaramay->AUC: ojo con ese man
[2021:04:28-20:58:57]  (Global) -> Rolando_Motta"2cb: xdd sesincronizacion
[2021:04:28-20:58:59]  (Global) -> nikolas_lopez: OK
[2021:04:28-20:58:59]  (Phone:SMS) -> From StevenHM | To: Felipe's | Message: Que le paso
[2021:04:28-20:58:59]  (Local) -> (LOCAL)[1]Zaramay->AUC: no diga que yo dije algo
[2021:04:28-20:59:04]  (Local) -> (LOCAL)[1]Zaramay->AUC: confio en usted
[2021:04:28-20:59:06]  (Team - Services) -> (TEAM)Rolando_Motta"2cb: eso es normal
[2021:04:28-20:59:08]  (Local) -> (LOCAL)[6]Juanci/ZETAS: hay el CJ jajaj hayyyyyyy
[2021:04:28-20:59:12]  (Team - Services) -> (TEAM)DETODITO[CDG]: voy pal aeropuerto de los santos a laburar
[2021:04:28-20:59:14]  (Local) -> (LOCAL)[1]Topo[Z]: La gasofa
[2021:04:28-20:59:14]  (Team - Services) -> (TEAM)DETODITO[CDG]: ahh sis
[2021:04:28-20:59:18]  (Local) -> (LOCAL)[5]Berriondo: le mete re sabro
[2021:04:28-20:59:24]  (Local) -> (LOCAL)[1]MarcelJose||Z||: mrd
[2021:04:28-20:59:25]  (Local) -> (LOCAL)[5]Juanci/ZETAS: epaaaa
[2021:04:28-20:59:28]  (Team - Services) -> (TEAM)Rolando_Motta"2cb: erre en esas ando
[2021:04:28-20:59:31]  (Local) -> (LOCAL)[4]MarcelJose||Z||: ya te mando 30 k pa q tanquees
[2021:04:28-20:59:32]  (Local) -> (LOCAL)[5]Juanci/ZETAS: hay hay hay hay
[2021:04:28-20:59:35]  (Local) -> (LOCAL)[6]PARCERO_[CDG]: a
[2021:04:28-20:59:39]  (Global) -> ANDRES=zeta=: moto taxi a la orden
[2021:04:28-20:59:44]  (Local) -> (LOCAL)[5]Juanci/ZETAS: epaaaaaaaaaa
[2021:04:28-20:59:46]  (Global) -> CHOCORRAMO[AUC]: #EB10BF ( ͡ ͡°  ͜ ʖ ͡ ͡°)  ( ͡❛ - ͡❛)
[2021:04:28-20:59:46]  (Local) -> (LOCAL)[1]Eusebio'2cb: trampa
[2021:04:28-20:59:48]  (Local) -> (LOCAL)[2]Topo[Z]: Mande
[2021:04:28-20:59:53]  (Team - Services) -> (TEAM)Rolando_Motta"2cb: esperando que me salga ruta las vegas pero no quiere 
[2021:04:28-20:59:58]  (Team - Services) -> (TEAM)Rolando_Motta"2cb:  ah no ya
[2021:04:28-20:59:59]  (Local) -> (LOCAL)[4]Juanci/ZETAS: se acaboooooooooooo
[2021:04:28-21:00:02]  (Team - Services) -> (TEAM)DETODITO[CDG]: jajjajajja
[2021:04:28-21:00:03]  (Local) -> (LOCAL)[2]PasminollZetasll: oe
[2021:04:28-21:00:04]  (Global) -> Reposao: Si canson mor
[2021:04:28-21:00:05]  (Local) -> (LOCAL)[2]PARCERO_[CDG]: dime
[2021:04:28-21:00:09]  (Local) -> (LOCAL)[4]Berriondo: otro temita pue
[2021:04:28-21:00:14]  (Global) -> nikolas_lopez: NIKO PERE
[2021:04:28-21:00:17]  (Global) -> nikolas_lopez: BE DIGO
[2021:04:28-21:00:18]  (Local) -> (LOCAL)[3]Juanci/ZETAS: lo pongo?.. o pone
[2021:04:28-21:00:19]  (Local) -> (LOCAL)[2]Topo[Z]: A
[2021:04:28-21:00:22]  (Global) -> Juancho'2cb: JAJAJAJAJKJKJAKJA
[2021:04:28-21:00:25]  (Global) -> CHOCORRAMO[AUC]: #EB10BF ( ͡ ͡°  ͜ ʖ ͡ ͡°)  ( ͡❛ - ͡❛)
[2021:04:28-21:00:25]  (Local) -> (LOCAL)[2]Berriondo: ponete uno mano
[2021:04:28-21:00:25]  (Local) -> (LOCAL)[3]judas: topo sapo
[2021:04:28-21:00:26]  (Global) -> nikolas_lopez: ANDRES
[2021:04:28-21:00:26]  (Local) -> (LOCAL)[3]Domaploit~>2cb: q
[2021:04:28-21:00:29]  (Local) -> (LOCAL)[1]Zaramay->AUC: colombia
[2021:04:28-21:00:29]  (Local) -> (LOCAL)[4]Topo[Z]: Soltame
[2021:04:28-21:00:30]  (Global) -> Thean_Wolf|#F1F1F1ঔৣ☬: #0000ff✖#ff00ff‿#0000ff✖  
[2021:04:28-21:00:30]  (Local) -> (LOCAL)[2]Zaramay->AUC: le vendo
[2021:04:28-21:00:31]  (Local) -> (LOCAL)[1]PARCERO_[CDG]: Me hibaas a decir algo?
[2021:04:28-21:00:32]  (Local) -> (LOCAL)[2]judas: se la gano ud tmb
[2021:04:28-21:00:32]  (Local) -> (LOCAL)[8]Rakuten2cb: xdd
[2021:04:28-21:00:32]  (Local) -> (LOCAL)[2]Juanci/ZETAS: cual quiere pai?
[2021:04:28-21:00:33]  (Local) -> (LOCAL)[2]ColombiaHumana|AUC: q
[2021:04:28-21:00:38]  (Local) -> (LOCAL)[9]Rakuten2cb: ese man no se cansa de entrar y salir del ammun
[2021:04:28-21:00:40]  (Local) -> (LOCAL)[1]ColombiaHumana|AUC: cuanto
[2021:04:28-21:00:41]  (Local) -> (LOCAL)[2]MarcelJose||Z||: perro
[2021:04:28-21:00:43]  (Local) -> (LOCAL)[2]MarcelJose||Z||: ajajajajaa
[2021:04:28-21:00:43]  (Global) -> ANDRES=zeta=: dime
[2021:04:28-21:00:44]  (Local) -> (LOCAL)[1]Zaramay->AUC: cuanto da
[2021:04:28-21:00:44]  (Global) -> Jolyne'2cb|#E20280 ඞ: mi sosio el atleta
[2021:04:28-21:00:44]  (Local) -> (LOCAL)[3]BajaPantys420|4k: e loco
[2021:04:28-21:00:45]  (Local) -> (LOCAL)[3]Berriondo: lo que sea
[2021:04:28-21:00:46]  (Local) -> (LOCAL)[3]Juanci/ZETAS: una guaracha?...
[2021:04:28-21:00:49]  (Local) -> (LOCAL)[5]BajaPantys420|4k: eque pasa valemia
[2021:04:28-21:00:51]  (Local) -> (LOCAL)[1]ColombiaHumana|AUC: tengo 2 palos
[2021:04:28-21:00:53]  (Local) -> (LOCAL)[1]ColombiaHumana|AUC: klasgilgds
[2021:04:28-21:00:55]  (Local) -> (LOCAL)[1]Zaramay->AUC: jAjajAJ
[2021:04:28-21:00:55]  (Global) -> nikolas_lopez: CUANTOS AÑOS TIENES ANDRES
[2021:04:28-21:00:56]  (Global) -> TenseBirdcage3: una carrea o que
[2021:04:28-21:01:01]  (Local) -> (LOCAL)[1]ColombiaHumana|AUC: espere reconecto
[2021:04:28-21:01:03]  (Global) -> ANDRES=zeta=: 18
[2021:04:28-21:01:04]  (Global) -> Domaploit~>2cb: q
[2021:04:28-21:01:05]  (Local) -> (LOCAL)[1]Zaramay->AUC: BRE
[2021:04:28-21:01:05]  (Team - Criminals) -> (TEAM)Tryhard/z: t
[2021:04:28-21:01:06]  (Local) -> (LOCAL)[3]Juanci/ZETAS: o un vallenatico?
[2021:04:28-21:01:09]  (Local) -> (LOCAL)[3]Juanci/ZETAS: JAJAJ
[2021:04:28-21:01:10]  (Local) -> (LOCAL)[1]ANDRES=zeta=: de una
[2021:04:28-21:01:13]  (Local) -> (LOCAL)[3]Berriondo: valle
[2021:04:28-21:01:16]  (Local) -> (LOCAL)[4]Juanci/ZETAS: epaaa
[2021:04:28-21:01:17]  (Global) -> nikolas_lopez: ANDRES EN QUE PARTE DE CJ ESTAS
[2021:04:28-21:01:19]  (Local) -> (LOCAL)[4]Juanci/ZETAS: pere pues mijoi
[2021:04:28-21:01:26]  (Local) -> (LOCAL)[2]Berriondo: no voy a llorar
[2021:04:28-21:01:27]  (Local) -> (LOCAL)[3]CHOCORRAMO[AUC]: me dañate mi lambo
[2021:04:28-21:01:29]  (Global) -> ANDRES=zeta=: aca{
[2021:04:28-21:01:30]  (Local) -> (LOCAL)[3]CHOCORRAMO[AUC]: boff
[2021:04:28-21:01:31]  (Global) -> Eusebio'2cb: veni asqerosa
[2021:04:28-21:01:34]  (Local) -> (LOCAL)[3]Phoenix: xd
[2021:04:28-21:01:38]  (Local) -> (LOCAL)[2]ANDRES=zeta=: ole mor
[2021:04:28-21:01:39]  (Global) -> nikolas_lopez: A HOLA BRO
[2021:04:28-21:01:43]  (Local) -> (LOCAL)[2]Juancho'2cb: no se escucha pa
[2021:04:28-21:01:45]  (Global) -> Rakuten2cb|#E20280 ඞ: pal ammun de nuevo
[2021:04:28-21:01:47]  (Local) -> (LOCAL)[2]ANDRES=zeta=: me vas a prestas 1 palo
[2021:04:28-21:01:47]  (Local) -> (LOCAL)[2]eliseomeloneo||ZETAS||: quiere droga?
[2021:04:28-21:01:47]  (Global) -> Dominio[CDG]|#CBCBCBЯN: NO A LA REFORMA TRIBUTARIA SI A LAS KERATINAS DE EPA COLOMBIA!!!!!!!!!!!!!!!!!!!!!!
[2021:04:28-21:01:51]  (Local) -> (LOCAL)[2]Juancho'2cb: que tiene ahi
[2021:04:28-21:01:52]  (Global) -> Rakuten2cb|#E20280 ඞ: XDAADFDD
[2021:04:28-21:01:52]  (Global) -> #18AED9Zaramay->AUC|#18AED9カプガン: q
[2021:04:28-21:01:53]  (Local) -> (LOCAL)[2]Juancho'2cb: de f7
[2021:04:28-21:01:57]  (Team - Unemployed) -> (TEAM)nikolas_lopez:  BALLA AL BOSQUE ALLA HAY MILES
[2021:04:28-21:01:59]  (Global) -> KAMET(2cb): risa
[2021:04:28-21:02:02]  (Local) -> (LOCAL)[2]ANDRES=zeta=: jjajaja
[2021:04:28-21:02:04]  (Local) -> (LOCAL)[2]eliseomeloneo||ZETAS||: lsd y marijuana lo clasico barato
[2021:04:28-21:02:08]  (Local) -> (LOCAL)[2]Juancho'2cb: ah no pa
[2021:04:28-21:02:08]  (Local) -> (LOCAL)[2]ANDRES=zeta=: un millon
[2021:04:28-21:02:08]  (Local) -> (LOCAL)[1]Gomita|Z: uy fabius y esa agresividad?
[2021:04:28-21:02:10]  (Global) -> Dominio[CDG]|#CBCBCBЯN: BALA ES UN MACHO VIOLADORR!!!!!!!
[2021:04:28-21:02:11]  (Local) -> (LOCAL)[2]eliseomeloneo||ZETAS||: oe
[2021:04:28-21:02:13]  (Local) -> (LOCAL)[2]ANDRES=zeta=: en plata
[2021:04:28-21:02:15]  (Global) -> nikolas_lopez: NO NO TENGO EN ESTE MOMENTO SOLO TENGO 100K
[2021:04:28-21:02:17]  (Local) -> (LOCAL)[2]JUANDA-ZETASCALI: EO
[2021:04:28-21:02:19]  (Local) -> (LOCAL)[2]eliseomeloneo||ZETAS||: como consigo las dl f7?
[2021:04:28-21:02:20]  (Local) -> (LOCAL)[2]Juancho'2cb: puro popper perico tussi o bazuko
[2021:04:28-21:02:20]  (Local) -> (LOCAL)[2]Stivenv28!~ELN: ?
[2021:04:28-21:02:23]  (Local) -> (LOCAL)[2]ANDRES=zeta=: me los prestas
[2021:04:28-21:02:23]  (Global) -> nikolas_lopez: SOY BROBRE
[2021:04:28-21:02:25]  (Global) -> PARCERO_[CDG]|#F1F1F1ঔৣ☬: No a la reforma tributaria si a que Balaclava suba sueldos
[2021:04:28-21:02:28]  (Global) -> nikolas_lopez:  PARA
[2021:04:28-21:02:31]  (Local) -> (LOCAL)[2]Juancho'2cb: cada 45 min sale una pista
[2021:04:28-21:02:37]  (Local) -> (LOCAL)[2]Juancho'2cb: tiene que ir alla
[2021:04:28-21:02:39]  (Local) -> (LOCAL)[1]ColombiaHumana|AUC: yap
[2021:04:28-21:02:40]  (Local) -> (LOCAL)[2]Juancho'2cb: ponga /pista
[2021:04:28-21:02:40]  (Global) -> ANDRES=zeta=: te los pago al 10
[2021:04:28-21:02:41]  (Global) -> Dominio[CDG]|#CBCBCBЯN: NO MAS ADMIN QUE NO AYUDANFUERAAAAAAAAAAAAAAAAAAAAAAA
[2021:04:28-21:02:47]  (Global) -> ANDRES=zeta=: un carrito
[2021:04:28-21:02:54]  (Local) -> (LOCAL)[1]Stivenv28!~ELN: a
[2021:04:28-21:02:55]  (Global) -> nikolas_lopez: CUAL MUESTRALO
[2021:04:28-21:02:56]  (Local) -> (LOCAL)[1]ANDRES=zeta=: o le trabajo?
[2021:04:28-21:02:56]  (Local) -> (LOCAL)[2]PARCERO_[CDG]: jijiji xd
[2021:04:28-21:02:58]  (Team - Law Enforcement) -> (TEAM)MarcelJose||Z||: Topo[Z] onde estas?
[2021:04:28-21:03:04]  (Global) -> nikolas_lopez: A VER SI BALE LA PENA
[2021:04:28-21:03:07]  (Local) -> (LOCAL)[3]Stivenv28!~ELN: cojones
[2021:04:28-21:03:07]  (Global) -> Domaploit~>2cb:  
