This file was generated by Console at 2021:03:29-00:00:12



[2021:03:29-00:00:12]  (Local) -> (LOCAL)[3]KiraOwO~Capu: agh
[2021:03:29-22:20:59]  (Global) -> Carlos_Escobar(2cb): UNA NRG
[2021:03:29-22:20:59]  (Local) -> (LOCAL)[1]mata: hoy hay cw en ze?
[2021:03:29-22:21:00]  (Local) -> (LOCAL)[1]PericoHpta|AUC: vale 5 palos
[2021:03:29-22:21:02]  (Local) -> (LOCAL)[1]PericoHpta|AUC: compreselo
[2021:03:29-22:21:06]  (Global) -> SUPAPA: un logan
[2021:03:29-22:21:06]  (Local) -> (LOCAL)[1]PericoHpta|AUC: este no lo puedo vender
[2021:03:29-22:21:07]  (Global) -> Carlos_Escobar(2cb): LE OFRESCO
[2021:03:29-22:21:08]  (Local) -> (LOCAL)[1]PericoHpta|AUC: literal
[2021:03:29-22:21:10]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: me faltan 4 jajaj
[2021:03:29-22:21:12]  (Local) -> (LOCAL)[4]General'palomino: recluta
[2021:03:29-22:21:13]  (Team - Criminals) -> (TEAM)Carlos_Escobar(2cb): O UNA SAKING
[2021:03:29-22:21:15]  (Local) -> (LOCAL)[1]PericoHpta|AUC: jjjjjjj
[2021:03:29-22:21:16]  (Local) -> (LOCAL)[0]ALCapone|EVG|: supapa cuanto
[2021:03:29-22:21:21]  (Global) -> ALCapone|EVG|: supapa cuanto
[2021:03:29-22:21:21]  (Global) -> daniel: jajajajajaj
[2021:03:29-22:21:22]  (Global) -> Pinachan: el server se esta cayendo 
[2021:03:29-22:21:25]  (Global) -> SUPAPA: logan es rare, no esta en la ciudad
[2021:03:29-22:21:25]  (Local) -> (LOCAL)[7]General'palomino: xdddd
[2021:03:29-22:21:27]  (Local) -> (LOCAL)[1]JuanKa|z: dispare se
[2021:03:29-22:21:28]  (Local) -> (LOCAL)[1]sks: bobolon
[2021:03:29-22:21:30]  (Global) -> SUPAPA: 3.6 palos
[2021:03:29-22:21:33]  (Local) -> (LOCAL)[1]PericoHpta|AUC: esta hand
[2021:03:29-22:21:33]  (Local) -> (LOCAL)[7]General'palomino: vamos mani
[2021:03:29-22:21:35]  (Local) -> (LOCAL)[1]PericoHpta|AUC: con esmeralda
[2021:03:29-22:21:37]  (Local) -> (LOCAL)[1]PericoHpta|AUC: y no deja
[2021:03:29-22:21:37]  (Global) -> daniel: 6zcomo es que como seria
[2021:03:29-22:21:40]  (Global) -> ALIAS_CABO[2cb]: escriba perro hp
[2021:03:29-22:21:44]  (Global) -> #7F7F7F|LG|#FF0000tussy'2cb|#E20280 ඞ: #cc0099( ͡ ͡°  ͜ ʖ ͡ ͡°)
[2021:03:29-22:21:45]  (Global) -> Carlos_Escobar(2cb): ALCAPONE 5 PALOS POR LA SANKING
[2021:03:29-22:21:47]  (Global) -> ALCapone|EVG|: ahora hablamos estoy
[2021:03:29-22:21:52]  (Global) -> SUPAPA: breve
[2021:03:29-22:21:53]  (Global) -> 000000dilan'2cb|#FF8CE7✿:  ᴠᴀɪ ᴘʀᴀ ᴏɴᴅᴇ ᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋᴋ
[2021:03:29-22:21:53]  (Global) -> ALCapone|EVG|: camellando
[2021:03:29-22:21:54]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: yo tuve el esmeralda
[2021:03:29-22:21:57]  (Global) -> SUPAPA: lo mismo sjjs
[2021:03:29-22:21:59]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: comprando el bundle
[2021:03:29-22:22:02]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: como la ve
[2021:03:29-22:22:02]  (Local) -> (LOCAL)[1]PericoHpta|AUC: poreso
[2021:03:29-22:22:02]  (Global) -> Pinachan: loco subase
[2021:03:29-22:22:06]  (Global) -> 000000dilan'2cb|#FF8CE7✿: si o no walter
[2021:03:29-22:22:07]  (Global) -> 000000dilan'2cb|#FF8CE7✿: hp
[2021:03:29-22:22:14]  (Global) -> Chancleta|#FF8CE7✿: deje la bulla
[2021:03:29-22:22:15]  (Local) -> (LOCAL)[2]PericoHpta|AUC: ya esta en la radio?
[2021:03:29-22:22:21]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: ya se acabo el bundle
[2021:03:29-22:22:25]  (Global) -> 000000dilan'2cb|#FF8CE7✿: chupemelo mas bn hp tonto
[2021:03:29-22:22:25]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: ?
[2021:03:29-22:22:26]  (Local) -> (LOCAL)[1]PericoHpta|AUC: sisas
[2021:03:29-22:22:28]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: f
[2021:03:29-22:22:29]  (Global) -> 000000dilan'2cb|#FF8CE7✿: walter
[2021:03:29-22:22:30]  (Local) -> (LOCAL)[1]sks: ez
[2021:03:29-22:22:30]  (Global) -> ElLopez: el que no tenga los mods activados es gay
[2021:03:29-22:22:30]  (Global) -> Chancleta|#FF8CE7✿: jjjajajjjajj
[2021:03:29-22:22:31]  (Global) -> sks|#012F7AＫＰ→延: voy
[2021:03:29-22:22:32]  (Global) -> Zeze*Z: al hospital porfavor
[2021:03:29-22:22:33]  (Local) -> (LOCAL)[4]KiraOwO~Capu: q pasa camilo
[2021:03:29-22:22:35]  (Local) -> (LOCAL)[4]ROLO|ELN: mk usd era capu
[2021:03:29-22:22:39]  (Global) -> Nico[AK47]: ash+
[2021:03:29-22:22:41]  (Local) -> (LOCAL)[5]ROLO|ELN: na n
[2021:03:29-22:22:44]  (Global) -> kevinkiller720: con que letra coloco el mapa 
[2021:03:29-22:22:48]  (Local) -> (LOCAL)[5]ROLO|ELN: ni mire
[2021:03:29-22:22:49]  (Local) -> (LOCAL)[5]KiraOwO~Capu: si obvio
[2021:03:29-22:22:54]  (Local) -> (LOCAL)[5]ROLO|ELN: ando en ali con uusd
[2021:03:29-22:22:54]  (Global) -> Carlos_Escobar(2cb): OE
[2021:03:29-22:22:55]  ([Msg] de TartarusZcB para ElViejoJuancho'2cb: portesse serio) -> nil
[2021:03:29-22:22:55]  (Global) -> ALCapone|EVG|: SUPAPA llegue a central y em muestra}
[2021:03:29-22:22:56]  (Global) -> Nico[AK47]: sky mpl
[2021:03:29-22:23:00]  (Local) -> (LOCAL)[3]Carlos_Escobar(2cb): 30K
[2021:03:29-22:23:02]  (Local) -> (LOCAL)[5]Zeze*Z: gracias
[2021:03:29-22:23:03]  (Local) -> (LOCAL)[1]PericoHpta|AUC: Touge O miedo?
[2021:03:29-22:23:03]  (Local) -> (LOCAL)[3]ROLO|ELN: oe+
[2021:03:29-22:23:04]  (Local) -> (LOCAL)[1]Carlos_Escobar(2cb): Y ME SUELTA
[2021:03:29-22:23:06]  (Global) -> SUPAPA: estoy por santa maria pa
[2021:03:29-22:23:06]  (Local) -> (LOCAL)[1]Exi_Brr: wili pu
[2021:03:29-22:23:08]  (Local) -> (LOCAL)[4]ROLO|ELN: vamos a matar tombos
[2021:03:29-22:23:11]  (Global) -> SUPAPA: espere y ya le llego
[2021:03:29-22:23:12]  (Local) -> (LOCAL)[0]General'palomino: JAJAJAJ
[2021:03:29-22:23:14]  (Local) -> (LOCAL)[1]braiderandres: buena mai
[2021:03:29-22:23:15]  (Local) -> (LOCAL)[5]JuanPablo: uy por un momento las huevas estaban en la nica
[2021:03:29-22:23:15]  (Global) -> SUPAPA:  a banco
[2021:03:29-22:23:17]  (Local) -> (LOCAL)[5]JuanPablo: nuca
[2021:03:29-22:23:19]  (Local) -> (LOCAL)[1]PericoHpta|AUC: ?
[2021:03:29-22:23:24]  (Local) -> (LOCAL)[5]Sky#!|ELN: xD
[2021:03:29-22:23:25]  (Global) -> ALCapone|EVG|: r
[2021:03:29-22:23:33]  (Local) -> (LOCAL)[7]sks: YA
[2021:03:29-22:23:34]  (Local) -> (LOCAL)[7]sks: pase
[2021:03:29-22:23:38]  (Local) -> (LOCAL)[7]000000dilan'2cb: /stopanim
[2021:03:29-22:23:44]  ([Msg] de #DDA0DDKiraOwO~Capu para mamlo'2cb: re malparida faricea) -> nil
[2021:03:29-22:23:49]  (Global) -> #7F7F7F|DJ|#FF5C00RUIZ[ELN]: DJ RUIZ EN VIVO RADIO CVR
[2021:03:29-22:23:49]  (Global) -> Elkakas: donde va?
[2021:03:29-22:23:52]  (Global) -> ElLopez: uy kieto
[2021:03:29-22:23:53]  (Local) -> (LOCAL)[1]Exi_Brr: oe
[2021:03:29-22:23:53]  (Local) -> (LOCAL)[1]Drogba22: uoe
[2021:03:29-22:23:53]  (Local) -> (LOCAL)[1]PericoHpta|AUC: Bre
[2021:03:29-22:23:56]  (Local) -> (LOCAL)[1]Exi_Brr: adonde va
[2021:03:29-22:23:57]  (Local) -> (LOCAL)[1]Drogba22: le vendo esta moto
[2021:03:29-22:23:59]  (Local) -> (LOCAL)[3]Sky#!|ELN: naaaa
[2021:03:29-22:24:00]  (Global) -> Pinachan: pues al hospital 
[2021:03:29-22:24:01]  (Local) -> (LOCAL)[6]ROLO|ELN: A SISAS
[2021:03:29-22:24:01]  (Local) -> (LOCAL)[1]Exi_Brr: a cuanto
[2021:03:29-22:24:03]  (Local) -> (LOCAL)[1]PericoHpta|AUC: hay verga
[2021:03:29-22:24:04]  (Global) -> MARIN: uy
[2021:03:29-22:24:04]  (Local) -> (LOCAL)[6]ROLO|ELN: MUY FALTON
[2021:03:29-22:24:04]  (Global) -> Elkakas: okd
[2021:03:29-22:24:05]  (Local) -> (LOCAL)[1]Drogba22: 1 palo
[2021:03:29-22:24:06]  (Local) -> (LOCAL)[6]mamlo'2cb: q
[2021:03:29-22:24:07]  (Global) -> ElLopez: salude
[2021:03:29-22:24:08]  (Local) -> (LOCAL)[1]PericoHpta|AUC: Borre la Url del celular
[2021:03:29-22:24:09]  (Local) -> (LOCAL)[1]PericoHpta|AUC: jjjjjjjjjjj
[2021:03:29-22:24:10]  (Local) -> (LOCAL)[6]ROLO|ELN: PA FUMAMARMELO
[2021:03:29-22:24:11]  (Local) -> (LOCAL)[1]JuanPablo: oe todo bien
[2021:03:29-22:24:12]  (Local) -> (LOCAL)[5]sks: rapidooooooooooo
[2021:03:29-22:24:12]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: F
[2021:03:29-22:24:14]  (Local) -> (LOCAL)[6]sks: que entro ojos
[2021:03:29-22:24:16]  (Global) -> Pinachan: soy paramedico 
[2021:03:29-22:24:16]  (Local) -> (LOCAL)[6]sks: aaaaaa
[2021:03:29-22:24:16]  (Local) -> (LOCAL)[1]Exi_Brr: dejame verla
[2021:03:29-22:24:16]  (Local) -> (LOCAL)[1]JuanPablo: suelteme y yo le tiro los pesos
[2021:03:29-22:24:17]  (Local) -> (LOCAL)[6]mamlo'2cb: usted se curo y se puso chaleco
[2021:03:29-22:24:18]  (Global) -> KiraOwO~Capu|#5723FEGDT!: omjoms
[2021:03:29-22:24:19]  (Local) -> (LOCAL)[1]Drogba22: ok
[2021:03:29-22:24:20]  (Local) -> (LOCAL)[1]JuanPablo: y lo dejo re sano
[2021:03:29-22:24:21]  (Local) -> (LOCAL)[6]el_monolZETAS: oe
[2021:03:29-22:24:24]  (Local) -> (LOCAL)[1]JuanKa|z: te caalas putaw
[2021:03:29-22:24:25]  (Local) -> (LOCAL)[6]Camilo[ELN]: a
[2021:03:29-22:24:28]  (Local) -> (LOCAL)[1]JuanPablo: todo bien pa
[2021:03:29-22:24:30]  (Local) -> (LOCAL)[5]PabloOwO~ELN: jjjjjjjjja
[2021:03:29-22:24:30]  (Global) -> braiderandres: ADMIN
[2021:03:29-22:24:30]  (Global) -> SUPAPA: estoy en banco pa
[2021:03:29-22:24:31]  (Global) -> Nico[AK47]: sea ho ,bre tussy+
[2021:03:29-22:24:34]  (Local) -> (LOCAL)[9]el_monolZETAS: quiere mari o tripi
[2021:03:29-22:24:37]  (Global) -> SANTIAGO: 7soundç
[2021:03:29-22:24:37]  (Local) -> (LOCAL)[2]JuanPablo: hagale pao
[2021:03:29-22:24:39]  ([Msg] de #DDA0DDKiraOwO~Capu para mamlo'2cb: re malparida faricea) -> nil
[2021:03:29-22:24:39]  (Local) -> (LOCAL)[9]Camilo[ELN]: ninguna
[2021:03:29-22:24:42]  (Local) -> (LOCAL)[9]el_monolZETAS: le doy muestra
[2021:03:29-22:24:44]  (Global) -> MARIACHI: alca
[2021:03:29-22:24:47]  (Global) -> ALCapone|EVG|: oe
[2021:03:29-22:24:47]  (Global) -> Pinachan: gracias loco
[2021:03:29-22:24:47]  (Local) -> (LOCAL)[8]Camilo[ELN]: ok
[2021:03:29-22:24:48]  (Local) -> (LOCAL)[6]sks: 0210310 0 30 horas
[2021:03:29-22:24:49]  (Local) -> (LOCAL)[1]JuanKa|z: no te tengo miedo sapa
[2021:03:29-22:24:54]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: VAMOS A SORTEAR
[2021:03:29-22:24:54]  (Global) -> Elkakas: ok bro
[2021:03:29-22:24:55]  (Local) -> (LOCAL)[6]el_monolZETAS: toma tripi
[2021:03:29-22:24:55]  (Global) -> Pinachan: en la buena
[2021:03:29-22:24:56]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: 1 PALO
[2021:03:29-22:24:58]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: SERA
[2021:03:29-22:24:59]  (Local) -> (LOCAL)[5]ROLO|ELN: SS
[2021:03:29-22:25:00]  (Local) -> (LOCAL)[5]mamlo'2cb: fumarmelo
[2021:03:29-22:25:02]  (Local) -> (LOCAL)[1]PericoHpta|AUC: vamos a ver
[2021:03:29-22:25:03]  (Global) -> SUPAPA: bueno
[2021:03:29-22:25:03]  (Local) -> (LOCAL)[4]sks: veni
[2021:03:29-22:25:04]  (Global) -> MARIACHI: lllegue por mi al aeropuerto abandonado plis
[2021:03:29-22:25:05]  (Local) -> (LOCAL)[4]000000dilan'2cb: listo
[2021:03:29-22:25:05]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: BANCO
[2021:03:29-22:25:07]  (Local) -> (LOCAL)[1]SUPAPA: mucho gusto
[2021:03:29-22:25:07]  (Local) -> (LOCAL)[6]Sky#!|ELN: xD
[2021:03:29-22:25:09]  (Local) -> (LOCAL)[8]Camilo[ELN]: ...
[2021:03:29-22:25:11]  (Local) -> (LOCAL)[1]Drogba22: que dice
[2021:03:29-22:25:13]  (Local) -> (LOCAL)[8]sks: una carrera
[2021:03:29-22:25:13]  (Local) -> (LOCAL)[1]ALCapone|EVG|: muestre muestre+
[2021:03:29-22:25:14]  (Local) -> (LOCAL)[8]Camilo[ELN]: como me la fumo
[2021:03:29-22:25:16]  (Local) -> (LOCAL)[2]Exi_Brr: pille le deje gasofa completa
[2021:03:29-22:25:16]  (Local) -> (LOCAL)[7]000000dilan'2cb: na
[2021:03:29-22:25:18]  (Global) -> braiderandres: ADMIN PA UN FAVORSITO PAIW
[2021:03:29-22:25:20]  (Local) -> (LOCAL)[8]sks: mireme
[2021:03:29-22:25:20]  (Local) -> (LOCAL)[8]000000dilan'2cb: tengo ganas de paja
[2021:03:29-22:25:21]  (Global) -> Stivenv28~ELN|#5EF5F7������: jugada ELN :)
[2021:03:29-22:25:24]  (Local) -> (LOCAL)[2]Drogba22: gracias manin
[2021:03:29-22:25:24]  (Local) -> (LOCAL)[2]SUPAPA: me paga bus
[2021:03:29-22:25:27]  (Global) -> Pinachan: venga pa curarlo
[2021:03:29-22:25:29]  (Local) -> (LOCAL)[2]Exi_Brr: estamos hablando
[2021:03:29-22:25:29]  (Global) -> TartarusZcB|#FF8CE7✿: jugada eln
[2021:03:29-22:25:30]  (Local) -> (LOCAL)[5]el_monolZETAS: pruebela duque
[2021:03:29-22:25:31]  (Global) -> TartarusZcB|#FF8CE7✿: soy un pro
[2021:03:29-22:25:32]  (Local) -> (LOCAL)[2]Drogba22: vea
[2021:03:29-22:25:33]  (Local) -> (LOCAL)[3]ElLopez: OEEEE
[2021:03:29-22:25:33]  (Local) -> (LOCAL)[2]JUANDA_9017_Zcb: QUIEREN MARI
[2021:03:29-22:25:33]  (Local) -> (LOCAL)[2]Exi_Brr: todo bn
[2021:03:29-22:25:34]  (Local) -> (LOCAL)[2]Drogba22: entonces?
[2021:03:29-22:25:35]  (Global) -> #7F7F7F|DJ|#FF5C00RUIZ[ELN]: DJ RUIZ EN LA RADIO CVR
[2021:03:29-22:25:37]  (Global) -> 000000dilan'2cb|#FF8CE7✿: tartarus
[2021:03:29-22:25:39]  (Global) -> 000000dilan'2cb|#FF8CE7✿: basado
[2021:03:29-22:25:43]  (Local) -> (LOCAL)[2]Drogba22: hablamos
[2021:03:29-22:25:45]  (Global) -> KiraOwO~Capu|#5723FEGDT!: vendo carro de nacional millonarios o tolima
[2021:03:29-22:25:47]  (Local) -> (LOCAL)[6]Camilo[ELN]: con que comando la fumo
[2021:03:29-22:25:48]  (Local) -> (LOCAL)[1]Drogba22: oe le vendo esta moto
[2021:03:29-22:25:50]  (Global) -> SUPAPA: este es
[2021:03:29-22:25:51]  (Local) -> (LOCAL)[3]ALCapone|EVG|: lo voy a PROBAR
[2021:03:29-22:25:53]  (Local) -> (LOCAL)[5]Chancleta: ola
[2021:03:29-22:25:53]  (Global) -> braiderandres: KIRA A COMO
[2021:03:29-22:25:54]  (Global) -> SANTIAGO: que hace
[2021:03:29-22:25:55]  (Global) -> el_monolZETAS: con f6
[2021:03:29-22:25:57]  (Local) -> (LOCAL)[5]sks: q gono
[2021:03:29-22:26:00]  (Local) -> (LOCAL)[5]el_monolZETAS: la busca
[2021:03:29-22:26:01]  (Local) -> (LOCAL)[1]SUPAPA: pongase mp
[2021:03:29-22:26:02]  (Local) -> (LOCAL)[1]PericoHpta|AUC: de a 500k?
[2021:03:29-22:26:05]  (Global) -> #00146C|#A4B5FFPROD#00146C|#0064FFIvan_Duque(2cb):  meresa 
[2021:03:29-22:26:06]  (Local) -> (LOCAL)[4]el_monolZETAS: le gusto?
[2021:03:29-22:26:06]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: SIKAS 1 PALO
[2021:03:29-22:26:07]  (Local) -> (LOCAL)[1]SUPAPA: para que no lo dañe
[2021:03:29-22:26:08]  (Global) -> KiraOwO~Capu|#5723FEGDT!: donde esta braiderandres[MP]
[2021:03:29-22:26:10]  (Local) -> (LOCAL)[3]Drogba22: hablamos pues
[2021:03:29-22:26:10]  (Local) -> (LOCAL)[1]000000dilan'2cb: ok ora de la paja
[2021:03:29-22:26:10]  (Local) -> (LOCAL)[3]JUANDA_9017_Zcb: CARRERA
[2021:03:29-22:26:10]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: SIKAS
[2021:03:29-22:26:13]  (Global) -> #7F7F7F|DJ|#FF5C00RUIZ[ELN]: ADMIN
[2021:03:29-22:26:17]  (Local) -> (LOCAL)[1]SUPAPA: tiene nitro
[2021:03:29-22:26:18]  (Local) -> (LOCAL)[1]Juana: ñero
[2021:03:29-22:26:18]  (Global) -> Palomo$'2cb: oe kira a como
[2021:03:29-22:26:20]  (Local) -> (LOCAL)[1]Juana: q puta vaina tan fea
[2021:03:29-22:26:23]  (Global) -> #7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes|#18AED9カプガン: ?
[2021:03:29-22:26:23]  (Local) -> (LOCAL)[5]Camilo[ELN]: no me aparece
[2021:03:29-22:26:23]  (Local) -> (LOCAL)[1]Juana: a 600
[2021:03:29-22:26:24]  (Global) -> braiderandres: CONTAME EL PRECIO KIRA
[2021:03:29-22:26:25]  (Local) -> (LOCAL)[1]JUANDA_9017_Zcb: PERE
[2021:03:29-22:26:26]  (Local) -> (LOCAL)[6]Gauss|ELN: a
[2021:03:29-22:26:27]  (Local) -> (LOCAL)[2]sks: xd
[2021:03:29-22:26:29]  (Local) -> (LOCAL)[2]sks: me voy
[2021:03:29-22:26:30]  (Local) -> (LOCAL)[1]Mari: szs parece la cara de matachivos
[2021:03:29-22:26:32]  (Global) -> #00146C|#A4B5FFPROD#00146C|#0064FFIvan_Duque(2cb):  mera chimba de barerta 
[2021:03:29-22:26:34]  (Local) -> (LOCAL)[1]braiderandres: OE PAPI COMO ES ESTO
[2021:03:29-22:26:34]  (Local) -> (LOCAL)[1]Juana: la plena
[2021:03:29-22:26:36]  (Local) -> (LOCAL)[3]el_monolZETAS: ajaja
[2021:03:29-22:26:39]  (Local) -> (LOCAL)[1]Mari: /anti-lag
[2021:03:29-22:26:39]  (Local) -> (LOCAL)[9]Sky#!|ELN: uy
[2021:03:29-22:26:40]  (Local) -> (LOCAL)[1]MARIACHI: llegue hasta el final
[2021:03:29-22:26:43]  (Local) -> (LOCAL)[9]algaretiao|CApu: ojos
[2021:03:29-22:26:43]  (Local) -> (LOCAL)[1]SUPAPA: que tal
[2021:03:29-22:26:43]  (Global) -> ElLopez: SALUDEEE
[2021:03:29-22:26:46]  (Local) -> (LOCAL)[2]ALCapone|EVG|: ESTA PIDIENDO MUCHO MANO
[2021:03:29-22:26:47]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes: dime
[2021:03:29-22:26:48]  (Local) -> (LOCAL)[4]Camilo[ELN]: deme un poquito
[2021:03:29-22:26:49]  (Local) -> (LOCAL)[1]General'palomino: que pasa recluta
[2021:03:29-22:26:51]  (Local) -> (LOCAL)[1]ALCapone|EVG|: NO ANDA CASI
[2021:03:29-22:26:51]  (Local) -> (LOCAL)[1]KiraOwO~Capu: agh estos fans
[2021:03:29-22:26:52]  (Local) -> (LOCAL)[5]algaretiao|CApu: ust puede poner vips
[2021:03:29-22:26:55]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes: si
[2021:03:29-22:26:57]  (Global) -> Nico[AK47]: jajaja
[2021:03:29-22:26:57]  (Global) -> #00146C|#A4B5FFPROD#00146C|#0064FFIvan_Duque(2cb):  vea
[2021:03:29-22:26:58]  (Local) -> (LOCAL)[1]General'palomino: xddd
[2021:03:29-22:27:00]  (Local) -> (LOCAL)[1]SUPAPA: pa es un rare
[2021:03:29-22:27:01]  (Local) -> (LOCAL)[6]algaretiao|CApu: me pones el mio
[2021:03:29-22:27:03]  (Local) -> (LOCAL)[1]Mari: vamos pa cataclismo
[2021:03:29-22:27:03]  (Local) -> (LOCAL)[6]algaretiao|CApu: ai suabe
[2021:03:29-22:27:05]  (Global) -> Nico[AK47]: que recluta mire a este inbesil
[2021:03:29-22:27:06]  (Local) -> (LOCAL)[1]Mari: que esto es una puta mrd aca
[2021:03:29-22:27:07]  (Local) -> (LOCAL)[0]JuanKa|z: A UD NI SU MMA LO QUIERE
[2021:03:29-22:27:07]  (Local) -> (LOCAL)[2]ALCapone|EVG|: CUANTO ES LO ULTIMO
[2021:03:29-22:27:08]  (Local) -> (LOCAL)[2]SUPAPA: no existeb más en la ciudad
[2021:03:29-22:27:10]  (Local) -> (LOCAL)[1]Juana: encima
[2021:03:29-22:27:11]  ([Msg] de #DDA0DDKiraOwO~Capu para braiderandres: 2 palos) -> nil
[2021:03:29-22:27:13]  (Local) -> (LOCAL)[1]Juana: no me coge bien
[2021:03:29-22:27:14]  (Local) -> (LOCAL)[1]SUPAPA: mire y lo pongo a andar
[2021:03:29-22:27:15]  (Local) -> (LOCAL)[5]#7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes: aun no me dan permiso al excel
[2021:03:29-22:27:15]  (Global) -> Nico[AK47]: que paso?
[2021:03:29-22:27:15]  (Local) -> (LOCAL)[1]SUPAPA: suba
[2021:03:29-22:27:17]  (Global) -> #7F7F7F|DJ|#FF5C00RUIZ[ELN]: LLEGA LIDER
[2021:03:29-22:27:20]  (Local) -> (LOCAL)[5]algaretiao|CApu: :'v
[2021:03:29-22:27:20]  (Local) -> (LOCAL)[1]ALCapone|EVG|: NONO
[2021:03:29-22:27:22]  (Local) -> (LOCAL)[1]Exi_Brr: dejame subir
[2021:03:29-22:27:23]  (Local) -> (LOCAL)[1]Mari: si va a 60 ?
[2021:03:29-22:27:25]  (Local) -> (LOCAL)[1]Juana: no
[2021:03:29-22:27:25]  (Local) -> (LOCAL)[3]el_monolZETAS: vea tengo 1500 de tripis y 3400 de mari
[2021:03:29-22:27:25]  (Local) -> (LOCAL)[1]SUPAPA: suba
[2021:03:29-22:27:26]  (Local) -> (LOCAL)[1]Juana: JAJAJA
[2021:03:29-22:27:28]  (Local) -> (LOCAL)[2]SUPAPA: haga caso mano
[2021:03:29-22:27:29]  (Local) -> (LOCAL)[2]ALCapone|EVG|: LE DOY 2.5 NO PASO
[2021:03:29-22:27:30]  (Local) -> (LOCAL)[1]Mari: desactive todo lo del f3
[2021:03:29-22:27:32]  (Global) -> Nico[AK47]: esta bloqeada
[2021:03:29-22:27:32]  (Local) -> (LOCAL)[2]ALCapone|EVG|: USTED ME DIRA
[2021:03:29-22:27:33]  (Local) -> (LOCAL)[1]Juana: 48-49 estables
[2021:03:29-22:27:33]  (Local) -> (LOCAL)[2]PericoHpta|AUC: ahag
[2021:03:29-22:27:33]  (Local) -> (LOCAL)[2]SUPAPA: suba y mira
[2021:03:29-22:27:34]  (Local) -> (LOCAL)[2]PericoHpta|AUC: cbug
[2021:03:29-22:27:35]  ([Msg] de #DDA0DDKiraOwO~Capu para braiderandres: 2 palos) -> nil
[2021:03:29-22:27:36]  (Local) -> (LOCAL)[2]SUPAPA: suba
[2021:03:29-22:27:36]  (Global) -> Pinachan: tes estoy curando loco
[2021:03:29-22:27:36]  (Local) -> (LOCAL)[5]Camilo[ELN]: ooo
[2021:03:29-22:27:37]  (Global) -> #00146C|#A4B5FFPROD#00146C|#0064FFIvan_Duque(2cb):  nomuy cara  que  dijo blue berry  oq 
[2021:03:29-22:27:38]  (Local) -> (LOCAL)[5]Camilo[ELN]: re mela
[2021:03:29-22:27:39]  (Global) -> ElLopez: uy bro como asiw
[2021:03:29-22:27:41]  (Local) -> (LOCAL)[2]Exi_Brr: pero si es tulla
[2021:03:29-22:27:42]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: para hacer event
[2021:03:29-22:27:44]  (Local) -> (LOCAL)[1]Juana: q es todo
[2021:03:29-22:27:45]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes: No
[2021:03:29-22:27:49]  (Local) -> (LOCAL)[1]Mari: todo lo del f3
[2021:03:29-22:27:49]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LiderCelacho|#FF8C00Ojostristes: Ando ocapudo
[2021:03:29-22:27:50]  (Global) -> Nico[AK47]: si pero dejal
[2021:03:29-22:27:51]  (Local) -> (LOCAL)[1]Mari: menos lo de ver fps
[2021:03:29-22:27:51]  (Local) -> (LOCAL)[5]el_monolZETAS: no te estoy diciendo la cantidad mkon
[2021:03:29-22:27:52]  (Local) -> (LOCAL)[3]santi|ZETAS: curese
[2021:03:29-22:27:53]  (Local) -> (LOCAL)[3]PericoHpta|AUC: ._.
[2021:03:29-22:27:53]  (Local) -> (LOCAL)[5]Camilo[ELN]: uuff
[2021:03:29-22:27:55]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00RUIZ[ELN]: gracias
[2021:03:29-22:27:56]  (Local) -> (LOCAL)[3]Exi_Brr: ok
