This file was generated by Console at 2020:10:12-00:00:00



[2020:10:12-00:00:00]  (Local) -> (LOCAL)[17][EVG]Orgalor: Chys
[2020:10:12-22:28:16]  (Global) -> 2cb'JuanPablo: yo hice tp cuando decia ya no estas tazeado
[2020:10:12-22:28:17]  (Local) -> (LOCAL)[3]$oltec: bnas
[2020:10:12-22:28:18]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: JAJAJAJAJ
[2020:10:12-22:28:19]  (Global) -> CARRANCHO: sanpatricio
[2020:10:12-22:28:21]  (Global) -> 2cB^Buitre: odo bien
[2020:10:12-22:28:22]  (Global) -> 2cb'JuanPablo: quiero ver las pruenas
[2020:10:12-22:28:22]  (Team - Services) -> (TEAM)vegetta777: buenas
[2020:10:12-22:28:24]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: ya
[2020:10:12-22:28:26]  (Local) -> (LOCAL)[1]DraconianSniper68: tu pato sale el culo abajo de carro jajaja
[2020:10:12-22:28:28]  (Local) -> (LOCAL)[3]$oltec: pa donde?
[2020:10:12-22:28:31]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: XD
[2020:10:12-22:28:36]  (Team - Services) -> (TEAM)vegetta777: hacemos polis
[2020:10:12-22:28:37]  (Global) -> Tribilin: cuanto lo jailearon juanpablo
[2020:10:12-22:28:37]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: sisas en todos los carros
[2020:10:12-22:28:40]  (Global) -> #7F7F7F|CVR|#1F00FFOjosTristes: Como quieras
[2020:10:12-22:28:40]  (Local) -> (LOCAL)[1]2cB^Buitre: suelteme y le doy heal packs
[2020:10:12-22:28:42]  (Global) -> 2cb'JuanPablo: 600
[2020:10:12-22:28:47]  (Local) -> (LOCAL)[1]DraconianSniper68: ohhhh vale
[2020:10:12-22:28:52]  (Global) -> 2cb'JuanPablo: ya te escribo al discord
[2020:10:12-22:28:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: hey eso se ve chimb
[2020:10:12-22:28:57]  (Local) -> (LOCAL)[1]2cB^Buitre: hagame el favor
[2020:10:12-22:29:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 Francine98: le pongo neon?
[2020:10:12-22:29:07]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: cuanta plata tiene
[2020:10:12-22:29:07]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Quiero intentarlo
[2020:10:12-22:29:13]  (Local) -> (LOCAL)[2]DraconianSniper68: 19000
[2020:10:12-22:29:16]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#A9A9A9 Khausu: como quieras, igual esta dsactivao xD
[2020:10:12-22:29:27]  (Local) -> (LOCAL)[3]2cB^Buitre: sueltem todo bn
[2020:10:12-22:29:30]  (Global) -> #7F7F7F|CVR|#1F00FFOjosTristes: Ok
[2020:10:12-22:29:32]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: noo
[2020:10:12-22:29:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 Khausu: Mejor asi
[2020:10:12-22:29:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 Khausu: sin neo
[2020:10:12-22:29:36]  (Global) -> CARRANCHO: vendo camioneta land cruiser mela
[2020:10:12-22:29:36]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: el enano
[2020:10:12-22:29:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#A9A9A9 Francine98: sis
[2020:10:12-22:29:37]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: JAJAJSJASJASJ
[2020:10:12-22:29:37]  (Global) -> [ZETA]Henrry: xd
[2020:10:12-22:29:43]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: vamos a comprarle una skin
[2020:10:12-22:29:48]  (Local) -> (LOCAL)[1]DraconianSniper68: shi
[2020:10:12-22:29:49]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Pobre gordo
[2020:10:12-22:29:58]  (Global) -> CARRANCHO: vendo camioneta land cruiser mela
[2020:10:12-22:30:02]  (Team - Services) -> (TEAM)vegetta777: hola oficial
[2020:10:12-22:30:07]  (Global) -> dilan: CVR RADIO PRENDIDA F3>RADIO NUEVA CVR>DJ DILAN
[2020:10:12-22:30:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Patches: capu gang ser como
[2020:10:12-22:30:12]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: JAJAJJAJA
[2020:10:12-22:30:17]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: pere le mando plata
[2020:10:12-22:30:20]  (Local) -> (LOCAL)[1]DraconianSniper68: quiero arma
[2020:10:12-22:30:21]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: enviame mi plata yo woa a convertime en soldado depronto este bug
[2020:10:12-22:30:24]  (Local) -> (LOCAL)[1]DraconianSniper68: bueño
[2020:10:12-22:30:31]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Noooooooo
[2020:10:12-22:30:37]  (Global) -> CARRANCHO: ¿
[2020:10:12-22:30:38]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: vamos
[2020:10:12-22:30:38]  (Local) -> (LOCAL)[1]DraconianSniper68: quiero de otaku
[2020:10:12-22:30:40]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Que dolor tan sapo
[2020:10:12-22:30:42]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: cuanta plata tiene ahora
[2020:10:12-22:30:49]  (Local) -> (LOCAL)[1]DraconianSniper68: 36000
[2020:10:12-22:30:52]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: bn
[2020:10:12-22:30:53]  (Local) -> (LOCAL)[1]Amber: telecinecolombia
[2020:10:12-22:30:58]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: sube
[2020:10:12-22:30:58]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: ahora se para en el marcador rojo
[2020:10:12-22:30:59]  (Local) -> (LOCAL)[1]Amber: a
[2020:10:12-22:31:02]  (Global) -> PablitoPai..: carrancho cuanto la vende
[2020:10:12-22:31:05]  (Local) -> (LOCAL)[1]DraconianSniper68: listo
[2020:10:12-22:31:09]  (Global) -> CARRANCHO: 750
[2020:10:12-22:31:09]  (Team - Law Enforcement) -> (TEAM)vegetta777: encienda las alarmas
[2020:10:12-22:31:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Patches: XDD
[2020:10:12-22:31:10]  (Global) -> PapiChamberUwU: ADMIN ME PUEDEN ARRESTAR DE MILITAR??
[2020:10:12-22:31:13]  (Global) -> PablitoPai..: k?
[2020:10:12-22:31:16]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: y se las va probando
[2020:10:12-22:31:16]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: si
[2020:10:12-22:31:16]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: puedes manejar tu esque toy cansada
[2020:10:12-22:31:17]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Auch
[2020:10:12-22:31:21]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: PapiChamberUwU[5] si
[2020:10:12-22:31:21]  (Global) -> #7F7F7F|CVR|#1F00FFOjosTristes: Si
[2020:10:12-22:31:21]  (Global) -> PapiChamberUwU: ah gracias
[2020:10:12-22:31:22]  (Global) -> CARRANCHO: hableme al whatsapp
[2020:10:12-22:31:25]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: cuando encuentre una q le guste le da a comprar skin
[2020:10:12-22:31:26]  (Local) -> (LOCAL)[2][ZETAS]pablito: voy a salir, y entro enseguida, tengo los fps lindos
[2020:10:12-22:31:27]  (Global) -> [S.A.S][G]Daniels: paulo donde anda
[2020:10:12-22:31:28]  (Global) -> PablitoPai..: donde se ubica
[2020:10:12-22:31:28]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: si
[2020:10:12-22:31:30]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: si
[2020:10:12-22:31:32]  (Local) -> (LOCAL)[2][ZETAS]pablito: en 9
[2020:10:12-22:31:32]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: gracias
[2020:10:12-22:31:36]  (Phone:SMS) -> From CARRANCHO | To: PablitoPai.. | Message: oe
[2020:10:12-22:31:36]  (Local) -> (LOCAL)[1]DraconianSniper68: jajajajjaja
[2020:10:12-22:31:39]  (Local) -> (LOCAL)[2]CW|Brainy63|Ak: jabon
[2020:10:12-22:31:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: wat
[2020:10:12-22:31:43]  (Global) -> CAPU|~CapuCurioso~|: si
[2020:10:12-22:31:45]  (Global) -> [S.A.S][G]Daniels: paulo
[2020:10:12-22:31:46]  (Global) -> CARRANCHO: pablito bigear
[2020:10:12-22:31:48]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: ya vengo voy apor coca cola
[2020:10:12-22:31:50]  (Local) -> (LOCAL)[1]DraconianSniper68: jajajjaja
[2020:10:12-22:31:51]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: quieres dinero
[2020:10:12-22:31:51]  (Local) -> (LOCAL)[1]Amber: bno
[2020:10:12-22:31:54]  (Global) -> PablitoPai..: ?????????
[2020:10:12-22:31:55]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: gas
[2020:10:12-22:31:56]  (Local) -> (LOCAL)[4]CW|Brainy63|Ak: si me sueltas
[2020:10:12-22:31:57]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: hey que le paso
[2020:10:12-22:31:59]  (Global) -> #7F7F7F|CVR|#FF7C00 Patches: XD
[2020:10:12-22:32:00]  (Global) -> [S.A.S][G]Daniels: usted no
[2020:10:12-22:32:04]  (Global) -> DearCeilingfan44: trinilin gonorrea hp matando trabajadores
[2020:10:12-22:32:05]  (Local) -> (LOCAL)[1]DraconianSniper68: ajjajajajja barrista
[2020:10:12-22:32:07]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: como te lo mando
[2020:10:12-22:32:08]  (Global) -> [S.A.S][G]Daniels: es otro paulo
[2020:10:12-22:32:09]  (Local) -> (LOCAL)[1]Jabon: dame 30k
[2020:10:12-22:32:10]  (Team - Law Enforcement) -> (TEAM)vegetta777: compro una pistola
[2020:10:12-22:32:10]  (Global) -> CARRANCHO: pablito llegue a grove
[2020:10:12-22:32:11]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: JAJAJAJSJS
[2020:10:12-22:32:12]  (Local) -> (LOCAL)[2]CW|Brainy63|Ak: ok
[2020:10:12-22:32:12]  (Global) -> Tribilin: ñero fue sin culp
[2020:10:12-22:32:14]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Patches: XDDDDDDDDDDDDD
[2020:10:12-22:32:15]  (Local) -> (LOCAL)[1]Jabon: f3
[2020:10:12-22:32:21]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: aja
[2020:10:12-22:32:22]  (Local) -> (LOCAL)[1]Jabon: efecty
[2020:10:12-22:32:22]  (Global) -> dilan: CVR RADIO PRENDIDA F3>RADIO NUEVA CVR>DJ DILAN TEMITAS VIEJOS AÑAÑAI
[2020:10:12-22:32:24]  (Local) -> (LOCAL)[1]DraconianSniper68: jajajajajjajajaja
[2020:10:12-22:32:25]  (Global) -> ARETE: mejor eñ teaser
[2020:10:12-22:32:26]  (Local) -> (LOCAL)[1]Jabon: busca mi nombre
[2020:10:12-22:32:33]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: espera
[2020:10:12-22:32:35]  (Global) -> (CAPU)Carneconyuca: qn me presta 30 lukas
[2020:10:12-22:32:42]  (Local) -> (LOCAL)[1]Jabon: y pone la cantidad
[2020:10:12-22:32:43]  (Global) -> (CAPU)Carneconyuca: y se las pago ahora 
[2020:10:12-22:32:43]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: ya
[2020:10:12-22:32:49]  (Global) -> 2cB''$elTrakegunz: guatefok dilan dj
[2020:10:12-22:32:50]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: no abia cocacola ay petsi sera que la compro?
[2020:10:12-22:32:50]  (Global) -> 2cb'JuanPablo: veo estoy bugueado
[2020:10:12-22:32:54]  (Global) -> 2cb'JuanPablo: ayuda
[2020:10:12-22:32:55]  (Local) -> (LOCAL)[1]DraconianSniper68: jajjaja listo
[2020:10:12-22:32:58]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: bno ya?
[2020:10:12-22:32:59]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: mela
[2020:10:12-22:33:00]  (Local) -> (LOCAL)[1]Amber: nose creo q si xd
[2020:10:12-22:33:01]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: sueltame
[2020:10:12-22:33:07]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: vamos a camellar
[2020:10:12-22:33:08]  (Local) -> (LOCAL)[1]Jabon: bajese
[2020:10:12-22:33:08]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: argumentos+pruebas?
[2020:10:12-22:33:11]  (Local) -> (LOCAL)[1]DraconianSniper68: shi
[2020:10:12-22:33:11]  (Local) -> (LOCAL)[1]CARRANCHO: oe
[2020:10:12-22:33:14]  (Local) -> (LOCAL)[1]CW|Brainy63|Ak: espera
[2020:10:12-22:33:14]  (Global) -> 2cb'JuanPablo: apareci en otra dimension con numeros de el canazo
[2020:10:12-22:33:14]  (Global) -> CAPU|~CapuCurioso~|: lea f1
[2020:10:12-22:33:15]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: o q quiere q le enseñe
[2020:10:12-22:33:16]  (Local) -> (LOCAL)[1]DraconianSniper68: culear
[2020:10:12-22:33:20]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: bn ya vengo la woa acomprar
[2020:10:12-22:33:21]  (Global) -> PablitoPai..: saquela
[2020:10:12-22:33:22]  (Local) -> (LOCAL)[1]DraconianSniper68: siip
[2020:10:12-22:33:22]  (Global) -> dilan: CVR RADIO PRENDIDA F3>RADIO NUEVA CVR>DJ DILAN TEMITAS VIEJOS AÑAÑAI
[2020:10:12-22:33:24]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: ya lo quitaron
[2020:10:12-22:33:24]  (Local) -> (LOCAL)[1]Amber: bn
[2020:10:12-22:33:25]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: cuando acaben vas a la estaciom
[2020:10:12-22:33:27]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: :c
[2020:10:12-22:33:29]  (Global) -> dilan: claro
[2020:10:12-22:33:29]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: no te preocupes
[2020:10:12-22:33:30]  (Global) -> 2cb'JuanPablo: ahh ya
[2020:10:12-22:33:30]  (Global) -> juanjopapi: ´PERDON
[2020:10:12-22:33:35]  (Global) -> S.A.S[CAD]Jhon[1]: como hp se mequita la borrachera??
[2020:10:12-22:33:36]  (Global) -> PadreChucho: Argumento: Fransin usuario se ve mejor
[2020:10:12-22:33:38]  (Global) -> PablitoPai..: 750k
[2020:10:12-22:33:42]  (Global) -> PadreChucho: Pruebas: perdio la humilda
[2020:10:12-22:33:43]  (Local) -> (LOCAL)[1]DraconianSniper68: ajajjajshaj tiene huevo
[2020:10:12-22:33:49]  (Local) -> (LOCAL)[1]CARRANCHO: sisas
[2020:10:12-22:33:56]  (Global) -> PablitoPai..: na no me trama
[2020:10:12-22:33:57]  (Global) -> PablitoPai..: gracias
[2020:10:12-22:33:59]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: PAtches hablamos ahorita
[2020:10:12-22:34:00]  (Local) -> (LOCAL)[3]$oltec: ope
[2020:10:12-22:34:02]  (Local) -> (LOCAL)[1]2CB'TU'DIOSA: ya ya
[2020:10:12-22:34:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Patches: breve
[2020:10:12-22:34:03]  (Local) -> (LOCAL)[3]$oltec: cojame
[2020:10:12-22:34:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: ey
[2020:10:12-22:34:05]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: Voy a hacer almuerzo
[2020:10:12-22:34:05]  (Local) -> (LOCAL)[3]Jabon: a
[2020:10:12-22:34:07]  (Local) -> (LOCAL)[1]Amber: bn
[2020:10:12-22:34:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 Patches: same asjdlas
[2020:10:12-22:34:08]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: pa hacer los bailes es
[2020:10:12-22:34:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: voy a robar
[2020:10:12-22:34:11]  (Local) -> (LOCAL)[1]Amber: tele bigear
[2020:10:12-22:34:12]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000_SEMDS_: moleston
[2020:10:12-22:34:12]  (Local) -> (LOCAL)[3]Jabon: aaa
[2020:10:12-22:34:16]  (Local) -> (LOCAL)[1]DraconianSniper68: sip como es
[2020:10:12-22:34:18]  (Local) -> (LOCAL)[3]$oltec: arresteme
[2020:10:12-22:34:21]  (Global) -> CARRANCHO: vendo camioneta land cruiser mela
[2020:10:12-22:34:21]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: /baile1 o un numero hasta el 14 creo
[2020:10:12-22:34:24]  (Local) -> (LOCAL)[3]Jabon: se me bugueo el bolillo xddd
[2020:10:12-22:34:25]  (Local) -> (LOCAL)[3]$oltec: pa poder trabajar
[2020:10:12-22:34:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: veo deme todo vampiro hpta
[2020:10:12-22:34:32]  (Local) -> (LOCAL)[1]DraconianSniper68: /baile
[2020:10:12-22:34:33]  (Local) -> (LOCAL)[2]Jabon: ven
[2020:10:12-22:34:33]  (Local) -> (LOCAL)[2]$oltec: xddd
[2020:10:12-22:34:36]  (Global) -> [ZETA]Henrry: ola amigo
[2020:10:12-22:34:36]  (Local) -> (LOCAL)[1]DraconianSniper68: jajajaja
[2020:10:12-22:34:37]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: nononno
[2020:10:12-22:34:41]  (Local) -> (LOCAL)[2]Jabon: voy por otro
[2020:10:12-22:34:41]  (Global) -> [ZETA]Henrry:  vamos a matar
[2020:10:12-22:34:45]  (Local) -> (LOCAL)[1]DraconianSniper68: enton
[2020:10:12-22:34:48]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: tiene q escribir baile en la t
[2020:10:12-22:34:48]  (Local) -> (LOCAL)[1]DraconianSniper68: jajajaja
[2020:10:12-22:34:54]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: pero ponga /baile6
[2020:10:12-22:34:54]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: E
[2020:10:12-22:34:56]  (Global) -> [ZETA]Henrry: arranqueee
[2020:10:12-22:35:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: pen
[2020:10:12-22:35:00]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: con el numero pegado
[2020:10:12-22:35:01]  (Global) -> dilan: CVR RADIO PRENDIDA F3>RADIO NUEVA CVR>DJ DILAN TEMITAS VIEJOS AÑAÑAI
[2020:10:12-22:35:02]  (Local) -> (LOCAL)[2]2cb'pablitopai: hptas tremendo operativo
[2020:10:12-22:35:15]  (Local) -> (LOCAL)[1]DraconianSniper68: ohhhhh jajaja
[2020:10:12-22:35:17]  (Local) -> (LOCAL)[2]2cb_LILPUSSY: y mis lukas que
[2020:10:12-22:35:17]  (Local) -> (LOCAL)[2]Amber: dele
[2020:10:12-22:35:24]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: tambien hay otros tipos de bailes
[2020:10:12-22:35:27]  (Local) -> (LOCAL)[2]Amber: ei sive
[2020:10:12-22:35:27]  (Local) -> (LOCAL)[1]2cb'pablitopai: lo voy a reportar
[2020:10:12-22:35:28]  (Local) -> (LOCAL)[3]$oltec: oe
[2020:10:12-22:35:29]  (Local) -> (LOCAL)[1]2cb'pablitopai: a su amigo
[2020:10:12-22:35:32]  (Local) -> (LOCAL)[1]2cb'pablitopai: por matarme
[2020:10:12-22:35:32]  (Local) -> (LOCAL)[2]{CAPU}DONpenecabezon: sapo
[2020:10:12-22:35:32]  (Local) -> (LOCAL)[2]Amber: nole da50 milñ
[2020:10:12-22:35:33]  (Global) -> 2cb'pablitopai: admin
[2020:10:12-22:35:34]  (Local) -> (LOCAL)[2]$oltec: esoo
[2020:10:12-22:35:34]  (Local) -> (LOCAL)[4]Jabon: oe
[2020:10:12-22:35:34]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: /dance1
[2020:10:12-22:35:35]  (Local) -> (LOCAL)[1]DraconianSniper68: espera cambio de name
[2020:10:12-22:35:36]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: disparame
[2020:10:12-22:35:36]  (Global) -> 2cb'pablitopai: admin
[2020:10:12-22:35:39]  (Local) -> (LOCAL)[1](CAPU)Carneconyuca: hasta el 14
[2020:10:12-22:35:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: ya jugaste holow?
[2020:10:12-22:35:42]  (Global) -> 2cB^Buitre: admin mate al pepe porque me estaba disparando
[2020:10:12-22:35:43]  (Local) -> (LOCAL)[7]Rastacuando: ey y si me compro el cargabob
[2020:10:12-22:35:44]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: q pasa
[2020:10:12-22:35:45]  (Global) -> 2cb'pablitopai: admin
[2020:10:12-22:35:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: nada
[2020:10:12-22:35:51]  (Global) -> S.A.S[CAD]Jhon[1]: matenme pls
[2020:10:12-22:35:54]  (Local) -> (LOCAL)[2]$oltec: alo
[2020:10:12-22:35:56]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: pablitopai q pasa
[2020:10:12-22:35:58]  (Global) -> [GT]Anndrew[LR]: san patricio disparando a trabajadores
[2020:10:12-22:35:58]  (Local) -> (LOCAL)[3]CARRANCHO: se la dejo en 700
[2020:10:12-22:36:03]  (Local) -> (LOCAL)[2]Amber: le dan 5mil
[2020:10:12-22:36:06]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: matamos tombos?
[2020:10:12-22:36:08]  (Global) -> PablitoPai..: pa pero bajele las llantas
[2020:10:12-22:36:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: sis
[2020:10:12-22:36:10]  (Global) -> [GT]Anndrew[LR]: el muy imbecil se suicido cuando me intento matar
[2020:10:12-22:36:11]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: si es verda porque :V?
[2020:10:12-22:36:12]  (Global) -> 2cb'pablitopai: (SMAD)krueger me mato cuando me arresto
[2020:10:12-22:36:13]  (Global) -> PablitoPai..: y se las cambia de color
[2020:10:12-22:36:14]  (Local) -> (LOCAL)[2]Amber: na no vale lapena
[2020:10:12-22:36:17]  (Global) -> PablitoPai..: y ya
[2020:10:12-22:36:18]  (Global) -> 2cb'pablitopai: (SMAD)krueger me mato cuando me arresto
[2020:10:12-22:36:20]  (Local) -> (LOCAL)[2]Amber: mandeme mis 120mil
[2020:10:12-22:36:25]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: oe
[2020:10:12-22:36:30]  (Local) -> (LOCAL)[2]$oltec: reporte en el discord
[2020:10:12-22:36:32]  (Local) -> (LOCAL)[4](CAPU)Carneconyuca: bn
[2020:10:12-22:36:32]  (Global) -> 2cb'pablitopai: admin
[2020:10:12-22:36:38]  (Local) -> (LOCAL)[2]2cb'pablitopai: me banearon el dc
[2020:10:12-22:36:39]  (Local) -> (LOCAL)[2]Amber: mandeme mis 120mil
[2020:10:12-22:36:40]  (Local) -> (LOCAL)[5](CAPU)Carneconyuca: estos se hacen con /dance 1
[2020:10:12-22:36:40]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: quieto
[2020:10:12-22:36:41]  (Local) -> (LOCAL)[5]DerlyxD: LISTO JAJAJA
[2020:10:12-22:36:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: caete a ropita
[2020:10:12-22:36:42]  (Global) -> Tribilin: que paso jabon quedo ardido o que
[2020:10:12-22:36:43]  (Local) -> (LOCAL)[0]2cb'ELpepe: f
[2020:10:12-22:36:44]  (Local) -> (LOCAL)[2]2cb'pablitopai: f
[2020:10:12-22:36:45]  (Local) -> (LOCAL)[5](CAPU)Carneconyuca: el numero separado
[2020:10:12-22:36:45]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: con m4?
[2020:10:12-22:36:45]  (Local) -> (LOCAL)[2]$oltec: ._-
[2020:10:12-22:36:45]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: perate
[2020:10:12-22:36:47]  (Local) -> (LOCAL)[2]$oltec: f
[2020:10:12-22:36:48]  (Global) -> (ESMAD)Krueger: yo no lo arreste 
[2020:10:12-22:36:48]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: ven
[2020:10:12-22:36:50]  (Global) -> Jabon: claro
[2020:10:12-22:36:51]  (Local) -> (LOCAL)[2]Amber: esono sirve
[2020:10:12-22:36:52]  (Global) -> 2cb'pablitopai: si
[2020:10:12-22:36:52]  (Global) -> vegetta777: menga+
[2020:10:12-22:36:54]  (Global) -> DJ_ANDROS: ahashashas
[2020:10:12-22:36:55]  (Local) -> (LOCAL)[4](CAPU)Carneconyuca: hey tribi calmao
[2020:10:12-22:36:57]  (Global) -> 2cb'pablitopai: creo q si
[2020:10:12-22:36:58]  (Global) -> Tribilin: deje de ser ardido so
[2020:10:12-22:36:58]  (Local) -> (LOCAL)[4]dilan: /gc VEO SAPOS PRANDAN PS LA RADIOOOOOOOOOOOOOOOOOOO
[2020:10:12-22:36:59]  (Local) -> (LOCAL)[4](CAPU)Carneconyuca: q le estoy enseñando el sv
[2020:10:12-22:37:00]  (Global) -> (ESMAD)Krueger: a la mierda hijo de puta
[2020:10:12-22:37:02]  (Local) -> (LOCAL)[2]2cb_LILPUSSY: hey aja usted que socios
[2020:10:12-22:37:03]  (Local) -> (LOCAL)[2]2CB'TU'DIOSA: veni la ultima ves
[2020:10:12-22:37:05]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: aa
[2020:10:12-22:37:05]  (Local) -> (LOCAL)[4]Tribilin: que
[2020:10:12-22:37:05]  (Global) -> dilan: CVR RADIO PRENDIDA F3>RADIO NUEVA CVR>DJ DILAN TEMITAS VIEJOS AÑAÑAI
[2020:10:12-22:37:05]  (Global) -> GT|Depreda: xdddd
[2020:10:12-22:37:05]  (Local) -> (LOCAL)[3][Zetas]Matachivos: nocopeo
[2020:10:12-22:37:07]  (Global) -> #7F7F7F|CVR|#FF0000_SEMDS_: malnacido
[2020:10:12-22:37:07]  (Local) -> (LOCAL)[4]DerlyxD: jajajaja
[2020:10:12-22:37:07]  (Global) -> DJ_ANDROS: xdxdxd
[2020:10:12-22:37:14]  (Global) -> (ESMAD)Krueger: a llorar 
[2020:10:12-22:37:15]  (Local) -> (LOCAL)[6](CAPU)Carneconyuca: para pausar le da /stopanim
[2020:10:12-22:37:16]  (Global) -> Jabon: si pa perdon 
[2020:10:12-22:37:17]  (Local) -> (LOCAL)[2]$oltec: oe
[2020:10:12-22:37:19]  (Global) -> 2cb'pablitopai: bueno hagan algo
[2020:10:12-22:37:19]  (Local) -> (LOCAL)[2]2cb_LILPUSSY: demen mis lukas psss nea
