This file was generated by Console at 2020:10:09-00:00:00



[2020:10:09-00:00:00]  (Global) -> [GT]AndresCanson: okampo¿
[2020:10:09-21:24:59]  (Local) -> (LOCAL)[1][GT]CARRANCHO: cual
[2020:10:09-21:25:00]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: BUENAS TARDES
[2020:10:09-21:25:03]  (Local) -> (LOCAL)[2]2cb'YeSiD: buenas
[2020:10:09-21:25:05]  (Global) -> HangingPainting23: hola 
[2020:10:09-21:25:07]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: como me le va
[2020:10:09-21:25:11]  (Local) -> (LOCAL)[1][GT]AndresCanson: cuando me morí xd
[2020:10:09-21:25:14]  (Local) -> (LOCAL)[2]2cb'YeSiD: bien y a ustedes?
[2020:10:09-21:25:15]  (Global) -> [GT]LEANDRO: ese camioneta corre mucho
[2020:10:09-21:25:17]  (Local) -> (LOCAL)[1][GT]CARRANCHO: no la encontre
[2020:10:09-21:25:19]  (Local) -> (LOCAL)[1][GT]AndresCanson: pues boté como10k
[2020:10:09-21:25:19]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: me permite los papeles del bus
[2020:10:09-21:25:20]  (Local) -> (LOCAL)[1]LOKILLO: yo al tuve
[2020:10:09-21:25:21]  (Local) -> (LOCAL)[1][GT]CARRANCHO: jajaja
[2020:10:09-21:25:22]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: quitese el tombo
[2020:10:09-21:25:24]  (Local) -> (LOCAL)[1]LOKILLO: corre 208
[2020:10:09-21:25:27]  (Global) -> [GT]~$Fabio_vidal69$:): jajajajja
[2020:10:09-21:25:27]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: ey gran pirobo
[2020:10:09-21:25:30]  (Local) -> (LOCAL)[1]2cb[MAURO]: ya
[2020:10:09-21:25:32]  (Global) -> [GT]LEANDRO: huis demasiado
[2020:10:09-21:25:34]  (Local) -> (LOCAL)[1]2cb[MAURO]: ya lo suelto
[2020:10:09-21:25:36]  (Local) -> (LOCAL)[2]SkyMask: suba
[2020:10:09-21:25:36]  (Local) -> (LOCAL)[1]2cb[MAURO]: disculpe
[2020:10:09-21:25:37]  (Global) -> [GT]~$Fabio_vidal69$:): #0000ff ganamosss
[2020:10:09-21:25:38]  (Local) -> (LOCAL)[1][GT]AndresCanson: ooe
[2020:10:09-21:25:38]  (Local) -> (LOCAL)[3]2cb'YeSiD: entre
[2020:10:09-21:25:39]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: quitese el job
[2020:10:09-21:25:40]  (Local) -> (LOCAL)[1]LOKILLO: yo tneog mejores carros
[2020:10:09-21:25:41]  (Local) -> (LOCAL)[1][GT]CARRANCHO: si
[2020:10:09-21:25:42]  (Local) -> (LOCAL)[1]2cb[MAURO]: sçno sabia que era admin
[2020:10:09-21:25:42]  (Local) -> (LOCAL)[1]SkyMask: a donde pa
[2020:10:09-21:25:43]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: si esta en sf
[2020:10:09-21:25:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: haga lo mismo que ahorita
[2020:10:09-21:25:45]  (Local) -> (LOCAL)[1]LOKILLO: si noq eu estan rotso
[2020:10:09-21:25:45]  (Local) -> (LOCAL)[3]2cb'YeSiD: y revise los papeles
[2020:10:09-21:25:48]  (Local) -> (LOCAL)[1][GT]CARRANCHO: que
[2020:10:09-21:25:52]  (Global) -> [ZARCO]Daniel.Agosto: era esta la via
[2020:10:09-21:25:53]  (Local) -> (LOCAL)[1]La_Loli: done estan todos
[2020:10:09-21:25:54]  (Local) -> (LOCAL)[1][Z]DanielFly: aca
[2020:10:09-21:25:55]  (Global) -> [ZARCO]Daniel.Agosto: pta madre
[2020:10:09-21:25:58]  (Local) -> (LOCAL)[1][GT]AndresCanson: solo que en vez de bajarle lo de la escala de dibujado
[2020:10:09-21:26:00]  (Global) -> 2cb*sumadre: AAJSSJSJ
[2020:10:09-21:26:00]  (Local) -> (LOCAL)[1]LOKILLO: devolmanos mejor
[2020:10:09-21:26:01]  (Local) -> (LOCAL)[1]LOKILLO: suba
[2020:10:09-21:26:01]  (Local) -> (LOCAL)[7]>UWU<: haski
[2020:10:09-21:26:03]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: quitese el tombo
[2020:10:09-21:26:06]  (Local) -> (LOCAL)[1][GT]AndresCanson: quite lo del humo de las ruedas
[2020:10:09-21:26:06]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: o me toca llevarlo pa ls
[2020:10:09-21:26:11]  (Local) -> (LOCAL)[1][GT]CARRANCHO: bueno
[2020:10:09-21:26:12]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: muy amable todo en orden tenga buen turno
[2020:10:09-21:26:18]  (Local) -> (LOCAL)[1]LOKILLO: djemlo rpobar vmaos pa la tineda de carros
[2020:10:09-21:26:21]  (Local) -> (LOCAL)[3]2cb'YeSiD: gracias señor
[2020:10:09-21:26:22]  (Global) -> [GT]~$Fabio_vidal69$:): #0000ff ganamosss le gane lokilloo
[2020:10:09-21:26:26]  (Local) -> (LOCAL)[1][GT]CARRANCHO: listo
[2020:10:09-21:26:34]  (Local) -> (LOCAL)[1][GT]AndresCanson: eso no se xd
[2020:10:09-21:26:38]  (Global) -> [GT]~$Fabio_vidal69$:): #0000ff se devolvieron hps jasjsj
[2020:10:09-21:26:43]  (Global) -> SkyMask: tombo en turf
[2020:10:09-21:26:43]  (Local) -> (LOCAL)[1][GT]CARRANCHO: jajaja
[2020:10:09-21:26:44]  (Global) -> HangingPainting23: garsioas}
[2020:10:09-21:26:47]  (Global) -> LOKILLO: XD
[2020:10:09-21:26:48]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: gracias doc
[2020:10:09-21:26:48]  (Global) -> (CAPU)Jutsu-Milplones: q me recomiendan comprar
[2020:10:09-21:26:51]  (Local) -> (LOCAL)[1][GT]AndresCanson: hay otra forma xd
[2020:10:09-21:26:51]  (Global) -> [GT]LEANDRO: huis cuadado con el agua
[2020:10:09-21:26:51]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ahora me anda bien
[2020:10:09-21:26:55]  (Global) -> (CAPU)Jutsu-Milplones: un helicptero o el shamal
[2020:10:09-21:26:56]  (Local) -> (LOCAL)[1][GT]AndresCanson: como a cuanto?
[2020:10:09-21:26:56]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ojala no me sauqe
[2020:10:09-21:26:57]  (Global) -> LOKILLO: fabio suetd ya nso habia dejado botados ahce ratos
[2020:10:09-21:27:05]  (Local) -> (LOCAL)[2]La_Loli: los llevo
[2020:10:09-21:27:07]  (Local) -> (LOCAL)[1][GT]CARRANCHO: 12
[2020:10:09-21:27:09]  (Global) -> [GT]~$Fabio_vidal69$:): #0000ff ya me lo alcanzo
[2020:10:09-21:27:09]  (Global) -> 2cb[MAURO]: POR QUE?
[2020:10:09-21:27:11]  (Local) -> (LOCAL)[1][GT]AndresCanson: :____.
[2020:10:09-21:27:11]  (Global) -> LOKILLO: esa cmaioenta no corre arto al suya encmabio corre 208
[2020:10:09-21:27:13]  (Local) -> (LOCAL)[2]La_Loli: suban
[2020:10:09-21:27:14]  (Local) -> (LOCAL)[2]lLRlAustinlGTl: porfa
[2020:10:09-21:27:16]  (Global) -> [GT]LEANDRO: pisele
[2020:10:09-21:27:16]  (Global) -> HangingPainting23: que pas
[2020:10:09-21:27:22]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahorita le voy a pasar unos archivos xd
[2020:10:09-21:27:26]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: COMPAÑERO
[2020:10:09-21:27:27]  (Global) -> HangingPainting23: ba,mos
[2020:10:09-21:27:28]  (Local) -> (LOCAL)[2][GT]AndresCanson: en teoria eso debe ayudar
[2020:10:09-21:27:32]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ale
[2020:10:09-21:27:32]  (Global) -> NullClarinet88: dele
[2020:10:09-21:27:33]  (Global) -> HangingPainting23: si
[2020:10:09-21:27:33]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: VA A PATRULLAR CON NOSOTROS?
[2020:10:09-21:27:35]  (Global) -> LOKILLO: ya venimos
[2020:10:09-21:27:38]  (Local) -> (LOCAL)[1]lLRlAustinlGTl: mero estilo de limo
[2020:10:09-21:27:41]  (Local) -> (LOCAL)[2][GT]~$Fabio_vidal69$:): trampa
[2020:10:09-21:27:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: pues a mi me subio como 10 fps
[2020:10:09-21:27:45]  (Global) -> [GT]LEANDRO: vamos a ver carros
[2020:10:09-21:27:47]  (Local) -> (LOCAL)[2][ZETAS]Petrosky: muevaseeeeeee
[2020:10:09-21:27:50]  (Global) -> CuriousTatamimat74: wW
[2020:10:09-21:27:51]  (Global) -> 2cb*sumadre: A
[2020:10:09-21:27:51]  (Global) -> [ZARCO]Daniel.Agosto: pana miguel
[2020:10:09-21:27:51]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ubueno
[2020:10:09-21:27:53]  (Global) -> [ZARCO]Daniel.Agosto: se le ve fresco
[2020:10:09-21:27:54]  (Local) -> (LOCAL)[5][GT]~$Fabio_vidal69$:): quien pa correr?
[2020:10:09-21:27:54]  (Local) -> (LOCAL)[0]2cb[MAURO]: OLA
[2020:10:09-21:27:58]  (Local) -> (LOCAL)[1][GT]CARRANCHO: a usted lo sacab o no ?
[2020:10:09-21:27:58]  (Local) -> (LOCAL)[1][GT]AndresCanson: estando en ciudad con arta gente
[2020:10:09-21:27:59]  (Local) -> (LOCAL)[0](GT)MIGUEL1450: ajaj
[2020:10:09-21:28:03]  (Local) -> (LOCAL)[1][GT]AndresCanson: xdd
[2020:10:09-21:28:07]  (Global) -> [GT]LEANDRO: soy yo o usted lleva lag
[2020:10:09-21:28:15]  (Local) -> (LOCAL)[1]LOKILLO: no es que tlodo el server va lag
[2020:10:09-21:28:19]  (Global) -> [GT]~$Fabio_vidal69$:): hasta la meta
[2020:10:09-21:28:24]  (Global) -> [GT]LEANDRO: ahh
[2020:10:09-21:28:26]  (Local) -> (LOCAL)[1][GT]CARRANCHO: a usted lo sacab o no ?
[2020:10:09-21:28:27]  (Global) -> [GT]~$Fabio_vidal69$:): si no es trampa
[2020:10:09-21:28:32]  (Local) -> (LOCAL)[1][GT]AndresCanson: no
[2020:10:09-21:28:37]  (Global) -> [GT]LEANDRO: el server se cayo en estos dias verdad
[2020:10:09-21:28:38]  (Local) -> (LOCAL)[1][GT]AndresCanson: antes si
[2020:10:09-21:28:39]  (Local) -> (LOCAL)[1]LOKILLO: yo a usted lo veo andar tres metros pa antras que pa alandte
[2020:10:09-21:28:41]  (Local) -> (LOCAL)[1][GT]AndresCanson: peero
[2020:10:09-21:28:44]  (Global) -> [GT]~$Fabio_vidal69$:): siks
[2020:10:09-21:28:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: es todo raro
[2020:10:09-21:28:49]  (Local) -> (LOCAL)[1]Yandrixito: cure,e
[2020:10:09-21:28:49]  (Local) -> (LOCAL)[1]LOKILLO: si parce haibo mucho alg
[2020:10:09-21:28:51]  (Local) -> (LOCAL)[1]Yandrixito: cure
[2020:10:09-21:28:51]  (Global) -> [GT]~$Fabio_vidal69$:): pero no se cae lo apagan
[2020:10:09-21:28:52]  (Global) -> (CAPU)Jutsu-Milplones: q no pagaron el host
[2020:10:09-21:28:53]  (Local) -> (LOCAL)[1][GT]AndresCanson: como que el mta me crasheaba y me salia un mensaje
[2020:10:09-21:28:57]  (Global) -> (CAPU)Jutsu-Milplones: xd
[2020:10:09-21:28:57]  (Local) -> (LOCAL)[1]LOKILLO: pero yo casi nov oy alg
[2020:10:09-21:28:58]  (Local) -> (LOCAL)[1]Yandrixito: eso
[2020:10:09-21:29:05]  (Global) -> [GT]~$Fabio_vidal69$:): #0000ff ganamosss
[2020:10:09-21:29:07]  (Local) -> (LOCAL)[1]LOKILLO: yo muy pocasa personas las veo lag
[2020:10:09-21:29:14]  (Local) -> (LOCAL)[3]La_Loli: fuera
[2020:10:09-21:29:15]  (Local) -> (LOCAL)[1][GT]AndresCanson: dos vuelo mas
[2020:10:09-21:29:16]  (Local) -> (LOCAL)[1][GT]~$Fabio_vidal69$:): jueputaaa
[2020:10:09-21:29:17]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ami me sacaba cuando lo instale y despues busque en youtube y se me arreglo pero ahora volvio a
[2020:10:09-21:29:17]  (Local) -> (LOCAL)[5][ZETAS]Petrosky: el es de nosostros
[2020:10:09-21:29:20]  (Global) -> #7F7F7F|CVR|#FF0000[COSTELAND]SEMDS: eyeyey
[2020:10:09-21:29:24]  (Local) -> (LOCAL)[3]La_Loli: precio
[2020:10:09-21:29:24]  (Local) -> (LOCAL)[1][GT]AndresCanson: aah xd
[2020:10:09-21:29:24]  (Local) -> (LOCAL)[1][GT]~$Fabio_vidal69$:): oigan
[2020:10:09-21:29:26]  (Local) -> (LOCAL)[4][ZETAS]tinoasprila: añañai
[2020:10:09-21:29:30]  (Local) -> (LOCAL)[3]lLRlAustinlGTl: 7m
[2020:10:09-21:29:30]  (Local) -> (LOCAL)[5][ZETAS]Petrosky: es con nosotros
[2020:10:09-21:29:31]  (Local) -> (LOCAL)[1][GT]~$Fabio_vidal69$:): parchen una lancha
[2020:10:09-21:29:31]  (Local) -> (LOCAL)[1][GT]CARRANCHO: si a mi me saca y sale un aviso
[2020:10:09-21:29:32]  (Local) -> (LOCAL)[1]2cb'pablitopai: ya no lo vuelvo a llamar
[2020:10:09-21:29:33]  (Local) -> (LOCAL)[3]La_Loli: uffa
[2020:10:09-21:29:35]  (Local) -> (LOCAL)[1][GT]AndresCanson: sisisis
[2020:10:09-21:29:36]  (Local) -> (LOCAL)[3]La_Loli: me interesa
[2020:10:09-21:29:38]  (Global) -> HangingPainting23: hola
[2020:10:09-21:29:39]  (Global) -> (CAPU)Jutsu-Milplones: por eso friki
[2020:10:09-21:29:42]  (Local) -> (LOCAL)[3]La_Loli: precio
[2020:10:09-21:29:42]  (Global) -> (CAPU)Jutsu-Milplones: frik
[2020:10:09-21:29:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: a mi me pasa eso de vez en cuando
[2020:10:09-21:29:44]  (Local) -> (LOCAL)[1][GT]Carding999: maneje
[2020:10:09-21:29:46]  (Global) -> (CAPU)Jutsu-Milplones: frkitona
[2020:10:09-21:29:47]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: pare
[2020:10:09-21:29:48]  (Global) -> [Zetas]Eldiego: xdddddddddddddddddddd
[2020:10:09-21:29:54]  (Local) -> (LOCAL)[1][GT]Carding999: voy a almorzar
[2020:10:09-21:29:54]  (Global) -> [GT]LEANDRO: que le parese el clover
[2020:10:09-21:29:55]  (Local) -> (LOCAL)[1][GT]~$Fabio_vidal69$:): corrase jasjsaj
[2020:10:09-21:29:56]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: BUENAS TARDES
[2020:10:09-21:29:58]  (Local) -> (LOCAL)[1][GT]CARRANCHO: ami por hay 7 veces al dia
[2020:10:09-21:29:58]  (Local) -> (LOCAL)[3][BGW]Reklian: dígame, agente.
[2020:10:09-21:29:59]  (Local) -> (LOCAL)[1][GT]~$Fabio_vidal69$:): no se salga
[2020:10:09-21:30:01]  (Local) -> (LOCAL)[3][BGW]Reklian: qué necesita.
[2020:10:09-21:30:01]  (Global) -> [ZARCO]Daniel.Agosto: ADMIN
[2020:10:09-21:30:03]  (Local) -> (LOCAL)[6]2cb'pablitopai: no lo vuelvo a llamar
[2020:10:09-21:30:06]  (Local) -> (LOCAL)[1]LOKILLO: el green goo o la solair me trman
[2020:10:09-21:30:07]  (Global) -> [ZARCO]Daniel.Agosto: NO ME RECIBE EL TRAILER
[2020:10:09-21:30:09]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: ME PERMITE LOS PAPELES DEL CAMION
[2020:10:09-21:30:12]  (Global) -> NullClarinet88: bajece
[2020:10:09-21:30:13]  (Global) -> [GT]LEANDRO: q
[2020:10:09-21:30:16]  (Local) -> (LOCAL)[1][GT]AndresCanson: me cuenta si ya no le cierra tanto
[2020:10:09-21:30:18]  (Local) -> (LOCAL)[4][BGW]Reklian: claro.
[2020:10:09-21:30:20]  (Local) -> (LOCAL)[2]SkyMask: suba
[2020:10:09-21:30:23]  (Local) -> (LOCAL)[5][BGW]Reklian: Todo al día.
[2020:10:09-21:30:23]  (Local) -> (LOCAL)[1]LOKILLO: el gren wood o la solair
[2020:10:09-21:30:24]  (Local) -> (LOCAL)[1][GT]AndresCanson: usted activa los mods??
[2020:10:09-21:30:26]  (Local) -> (LOCAL)[1][GT]CARRANCHO: bueno
[2020:10:09-21:30:27]  (Global) -> [GT]~$Fabio_vidal69$:): los veo al principio me cai
[2020:10:09-21:30:30]  (Global) -> 2cB'Beltran: Xd
[2020:10:09-21:30:30]  (Global) -> [ZARCO]Daniel.Agosto: ADMIN
[2020:10:09-21:30:32]  (Local) -> (LOCAL)[1][GT]CARRANCHO: no se como
[2020:10:09-21:30:33]  (Local) -> (LOCAL)[5]Jabon: JSAKJSAK
[2020:10:09-21:30:33]  (Global) -> [GT]LEANDRO: dejeme verlos
[2020:10:09-21:30:34]  (Global) -> LOKILLO: XD
[2020:10:09-21:30:34]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: MUY AMABLE TENGA BUEN TURNO
[2020:10:09-21:30:36]  (Global) -> [ZARCO]Daniel.Agosto: COLABOREME  HERMANO
[2020:10:09-21:30:36]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: Loli carrera
[2020:10:09-21:30:37]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahh XDDDDDDDDDDDDDDDDDDDD
[2020:10:09-21:30:37]  (Global) -> Tetranutra~2cB: EY NO MATEN A SEMDS
[2020:10:09-21:30:41]  (Global) -> NullClarinet88: bajece del behiculo
[2020:10:09-21:30:43]  (Local) -> (LOCAL)[4]2cb'Ju4n4gu4c4te: bno
[2020:10:09-21:30:46]  (Local) -> (LOCAL)[1][GT]AndresCanson: no lo haga
[2020:10:09-21:30:47]  (Local) -> (LOCAL)[3]La_Loli: no puedo sacar carros
[2020:10:09-21:30:51]  (Local) -> (LOCAL)[1][GT]AndresCanson: eso si explota xdd
[2020:10:09-21:30:51]  (Local) -> (LOCAL)[3]La_Loli: esta bug
[2020:10:09-21:30:54]  (Global) -> [GT]~$Fabio_vidal69$:): cuanto vale la lancha?
[2020:10:09-21:30:54]  (Local) -> (LOCAL)[1][GT]CARRANCHO: a ya se como
[2020:10:09-21:30:57]  (Local) -> (LOCAL)[1][GT]CARRANCHO: jajajajja
[2020:10:09-21:31:02]  (Global) -> [ZETAS]JUAN-AA-51: semds?? :(
[2020:10:09-21:31:02]  (Local) -> (LOCAL)[1][GT]AndresCanson: tal vez el de un carro
[2020:10:09-21:31:04]  (Local) -> (LOCAL)[3][BGW]Reklian: agente
[2020:10:09-21:31:05]  (Global) -> [ZETAS]JUAN-AA-51: semds?? :(
[2020:10:09-21:31:07]  (Local) -> (LOCAL)[1][GT]AndresCanson: pero las skins ni loco
[2020:10:09-21:31:07]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: vea
[2020:10:09-21:31:07]  (Local) -> (LOCAL)[1][GT]CARRANCHO: sisas
[2020:10:09-21:31:09]  (Global) -> [ZARCO]Daniel.Agosto: AUXILIO ADMIN
[2020:10:09-21:31:09]  (Local) -> (LOCAL)[1]LOKILLO: ñor
[2020:10:09-21:31:11]  (Global) -> NullClarinet88: diga
[2020:10:09-21:31:11]  (Team - Law Enforcement) -> (TEAM)GlisteningDeer96: digame
[2020:10:09-21:31:12]  (Local) -> (LOCAL)[3]La_Loli: jajaj
[2020:10:09-21:31:13]  (Global) -> [ZARCO]Daniel.Agosto: ADMIN
[2020:10:09-21:31:14]  (Local) -> (LOCAL)[3][BGW]Reklian: ¿me permite su número de placa?
[2020:10:09-21:31:16]  (Local) -> (LOCAL)[3]La_Loli: eso no corre na
[2020:10:09-21:31:17]  (Local) -> (LOCAL)[1]LOKILLO: qeu pasho
[2020:10:09-21:31:21]  (Local) -> (LOCAL)[2][GT]CARRANCHO: na vez lo active pero lo desactive de una
[2020:10:09-21:31:22]  (Local) -> (LOCAL)[1]LOKILLO: shi los vio
[2020:10:09-21:31:25]  (Local) -> (LOCAL)[1]LOKILLO: como los ve
[2020:10:09-21:31:28]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahh xd
[2020:10:09-21:31:30]  (Global) -> [GT]LEANDRO: sson una mierda la erdad
[2020:10:09-21:31:30]  (Global) -> HangingPainting23: para
[2020:10:09-21:31:31]  (Global) -> #7F7F7F|CVR|#FF7C00 [COSTELAND]Khausu: Que sucede
[2020:10:09-21:31:38]  (Global) -> [ZARCO]Daniel.Agosto: EL TRAILER S EME VOLVIO DAMIER
[2020:10:09-21:31:38]  (Local) -> (LOCAL)[1]LOKILLO: proque erda
[2020:10:09-21:31:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: usted juega con google abieto?
[2020:10:09-21:31:44]  (Global) -> #7F7F7F|CVR|#FF7C00 [COSTELAND]Khausu: ?
[2020:10:09-21:31:49]  (Local) -> (LOCAL)[1][GT]CARRANCHO: no
[2020:10:09-21:31:50]  (Local) -> (LOCAL)[2][GT]HumanColombia: y si se quita
[2020:10:09-21:31:51]  (Global) -> 2cb*sumadre: TIROFIJO DAÑANDO CARRO DE TRABAJADRO
[2020:10:09-21:31:56]  (Local) -> (LOCAL)[1][GT]AndresCanson: o alguna aolicacion??
[2020:10:09-21:31:56]  (Global) -> [GT]LEANDRO: no corren yo los tuve
[2020:10:09-21:31:57]  (Global) -> [ZARCO]Daniel.Agosto: NO HERMANO SE MEDAÑO LO PRODUCIDO
[2020:10:09-21:32:03]  (Local) -> (LOCAL)[1][GT]CARRANCHO: no
[2020:10:09-21:32:05]  (Local) -> (LOCAL)[1]LOKILLO: entonces cuales corre
[2020:10:09-21:32:06]  (Local) -> (LOCAL)[1][GT]AndresCanson: ok
[2020:10:09-21:32:10]  (Local) -> (LOCAL)[1]LOKILLO: y que sean bonitos
[2020:10:09-21:32:11]  (Local) -> (LOCAL)[3][GT]Jhojan: friki friki
[2020:10:09-21:32:13]  (Local) -> (LOCAL)[2][GT]LEANDRO: dejeme ver
[2020:10:09-21:32:13]  (Local) -> (LOCAL)[1][GT]CARRANCHO: solo lo prendo pa jugar mta
[2020:10:09-21:32:15]  (Local) -> (LOCAL)[1][GT]CARRANCHO: jajajaja
[2020:10:09-21:32:19]  (Local) -> (LOCAL)[1][GT]AndresCanson: sisa JSDJADJ
[2020:10:09-21:32:23]  (Local) -> (LOCAL)[1][GT]CARRANCHO: es que me gusta arto
[2020:10:09-21:32:26]  (Local) -> (LOCAL)[1][GT]AndresCanson: es de pc?
[2020:10:09-21:32:28]  (Global) -> NullClarinet88: porque me atropello
[2020:10:09-21:32:29]  (Local) -> (LOCAL)[3][GT]~$Fabio_vidal69$:): cho loco
[2020:10:09-21:32:30]  (Local) -> (LOCAL)[1][GT]AndresCanson: es de mesa*
[2020:10:09-21:32:34]  (Local) -> (LOCAL)[1][GT]AndresCanson: sisas, por dos
[2020:10:09-21:32:35]  (Global) -> [BGW]Reklian: Por qué mondá me dañaron las llantas del hpta camión.
[2020:10:09-21:32:38]  (Global) -> [GT]LEANDRO: el clover le parece
[2020:10:09-21:32:39]  (Local) -> (LOCAL)[1][GT]CARRANCHO: pero me aburre que cada rato me saca
[2020:10:09-21:32:39]  (Global) -> [BGW]Reklian: Sopla vergas es que son.
[2020:10:09-21:32:43]  (Global) -> [GT]LEANDRO: biem
[2020:10:09-21:32:44]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahh
[2020:10:09-21:32:46]  (Global) -> (CAPU)Jutsu-Milplones: tiro fijo canson
[2020:10:09-21:32:47]  (Local) -> (LOCAL)[1]LOKILLO: ya lo tnego xd
[2020:10:09-21:32:48]  (Local) -> (LOCAL)[5][GT]~$Fabio_vidal69$:): quieren perder?
[2020:10:09-21:32:48]  (Local) -> (LOCAL)[5]La_Loli: llego mi novio
[2020:10:09-21:32:51]  (Local) -> (LOCAL)[1][EVG]-[ROQUE]: que pao?
[2020:10:09-21:32:52]  (Local) -> (LOCAL)[1][GT]CARRANCHO: mi pc es de mesa
[2020:10:09-21:32:53]  (Global) -> TIROFIJO420: QUE OME 
[2020:10:09-21:32:54]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 [COSTELAND]Khausu: Pa llevarte
[2020:10:09-21:32:55]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahorita si instala lo que le digo puede que ayude
[2020:10:09-21:32:55]  (Local) -> (LOCAL)[1]LOKILLO: lo tnego en engro
[2020:10:09-21:32:56]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: Bueno
[2020:10:09-21:32:59]  (Global) -> [GT]LEANDRO: es bueno????
[2020:10:09-21:32:59]  (Local) -> (LOCAL)[1]LOKILLO: XD
[2020:10:09-21:33:01]  (Global) -> TIROFIJO420: A VOS NO TE HE HECHO NAFA
[2020:10:09-21:33:02]  (Local) -> (LOCAL)[5]lLRlAustinlGTl: xd
[2020:10:09-21:33:03]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: Me quedo con el 2do puesto jajajaja
[2020:10:09-21:33:03]  (Local) -> (LOCAL)[5]La_Loli: Jjajajajaja
[2020:10:09-21:33:03]  (Local) -> (LOCAL)[1][GT]CARRANCHO: bueno
[2020:10:09-21:33:03]  (Local) -> (LOCAL)[1]LOKILLO: si pai
[2020:10:09-21:33:04]  (Local) -> (LOCAL)[1][EVG]-[ROQUE]: ne voy a trabajar
[2020:10:09-21:33:05]  (Local) -> (LOCAL)[5]La_Loli: JAJAJAJJAJAJA
[2020:10:09-21:33:05]  (Global) -> (CAPU)Jutsu-Milplones: me queria totear el avion :c
[2020:10:09-21:33:08]  (Local) -> (LOCAL)[1][GT]AndresCanson: ahh ya tengo la plata xd
[2020:10:09-21:33:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF7C00 [COSTELAND]Khausu: Aja
[2020:10:09-21:33:11]  (Local) -> (LOCAL)[5]La_Loli: QUIERE PERDER FABIO?
[2020:10:09-21:33:12]  (Local) -> (LOCAL)[2]LOKILLO: si no que toca arreglarle uan cosa par aque no derrape
[2020:10:09-21:33:13]  (Local) -> (LOCAL)[1][GT]CARRANCHO: jajaja
[2020:10:09-21:33:15]  (Global) -> [BGW]Reklian: ¿Hay mecánicos conectados?
[2020:10:09-21:33:15]  (Global) -> (CAPU)Jutsu-Milplones: le vi la intension
[2020:10:09-21:33:15]  (Local) -> (LOCAL)[5][GT]~$Fabio_vidal69$:): listos
[2020:10:09-21:33:16]  (Global) -> TIROFIJO420: ESTABA DISPARANDOLE A OTRO Y LO PUSISTE AL FRENTE
[2020:10:09-21:33:17]  (Local) -> (LOCAL)[2]pipo: quedese aca
[2020:10:09-21:33:17]  (Local) -> (LOCAL)[5][GT]~$Fabio_vidal69$:): aver
[2020:10:09-21:33:17]  (Global) -> TIROFIJO420: PENDEJO
[2020:10:09-21:33:20]  (Global) -> (CAPU)Jutsu-Milplones: aaaa
[2020:10:09-21:33:22]  (Local) -> (LOCAL)[1][GT]AndresCanson: f
[2020:10:09-21:33:22]  (Local) -> (LOCAL)[2]LOKILLO: hay mariachis
[2020:10:09-21:33:23]  (Local) -> (LOCAL)[5][GT]~$Fabio_vidal69$:): nooooo
[2020:10:09-21:33:24]  (Local) -> (LOCAL)[2]2cB'Beltran: afk
