This file was generated by Console at 2020:12:16-00:00:03



[2020:12:16-00:00:03]  (Local) -> (LOCAL)[1]2cb'ratix: oe
[2020:12:16-22:14:13]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: cosas de la vida
[2020:12:16-22:14:15]  (Local) -> (LOCAL)[7]LocaHp: q linda camioneta
[2020:12:16-22:14:17]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: uyy, claro que si
[2020:12:16-22:14:19]  (Local) -> (LOCAL)[7]LocaHp: me llevas al banco?
[2020:12:16-22:14:19]  (Global) -> [MZ]PabloEscobar: Jimenez donde anda
[2020:12:16-22:14:21]  (Local) -> (LOCAL)[1]2cb'Jolyne: bn
[2020:12:16-22:14:21]  (Local) -> (LOCAL)[3]IZI_Omar25: francine mateme tengo poca vida
[2020:12:16-22:14:21]  (Local) -> (LOCAL)[6]2cb*ARETE: gracias
[2020:12:16-22:14:24]  (Local) -> (LOCAL)[1]Speartick: Cuánto es?
[2020:12:16-22:14:26]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: Cambiemos de lado
[2020:12:16-22:14:34]  (Local) -> (LOCAL)[1]2cb'Jolyne: bno
[2020:12:16-22:14:34]  (Local) -> (LOCAL)[2]LocaHp: esta es la q vale 7 palos sio q
[2020:12:16-22:14:37]  (Local) -> (LOCAL)[1]2cb'Jolyne: cuente
[2020:12:16-22:14:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pero q riko
[2020:12:16-22:14:38]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: vaya uno de 19 y se topa con una de ellas,. lo emboban y listo
[2020:12:16-22:14:40]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: pa la cana
[2020:12:16-22:14:41]  (Local) -> (LOCAL)[1]Speartick: hola de nuevo
[2020:12:16-22:14:41]  (Local) -> (LOCAL)[2]2cb*ARETE: sisas
[2020:12:16-22:14:42]  (Global) -> Kopycat_1: chimba de tombos
[2020:12:16-22:14:43]  (Local) -> (LOCAL)[1]Speartick: xD
[2020:12:16-22:14:44]  (Local) -> (LOCAL)[2]LocaHp: joder es ocampo
[2020:12:16-22:14:44]  (Global) -> Sancocho-kun: XD
[2020:12:16-22:14:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: asjajsajsja
[2020:12:16-22:14:47]  (Local) -> (LOCAL)[2]LocaHp: pere
[2020:12:16-22:14:48]  (Global) -> [MZ]PabloEscobar: Jimenez donde anda
[2020:12:16-22:14:48]  (Local) -> (LOCAL)[2]LocaHp: XD
[2020:12:16-22:14:50]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Llanerito: a
[2020:12:16-22:14:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: szs
[2020:12:16-22:14:55]  (Local) -> (LOCAL)[3]#7F7F7F|CVR||DJ|#FF5C00KevinOcampo: me das una vuelta
[2020:12:16-22:14:56]  (Local) -> (LOCAL)[3]LocaHp: olaocampo
[2020:12:16-22:15:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: caja no?
[2020:12:16-22:15:05]  (Local) -> (LOCAL)[1]2cb'Jolyne: asjajs
[2020:12:16-22:15:05]  (Global) -> oscarrodriguez: pablo puedo trabajar con ud
[2020:12:16-22:15:07]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: pero, las de 18 o 19 también son lindas jajaja
[2020:12:16-22:15:09]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: me extraña
[2020:12:16-22:15:11]  (Global) -> #7F7F7F|CVR|#FF0000Seb: mero totazo
[2020:12:16-22:15:12]  (Local) -> (LOCAL)[2][MZ]PabloEscobar: buenas
[2020:12:16-22:15:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: a pero
[2020:12:16-22:15:17]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: hay de donde agarrarse al menos
[2020:12:16-22:15:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: men
[2020:12:16-22:15:18]  (Local) -> (LOCAL)[2][MZ]PabloEscobar: otra vezz
[2020:12:16-22:15:20]  (Global) -> [ak]jimenez: oe
[2020:12:16-22:15:21]  (Local) -> (LOCAL)[2][MZ]PabloEscobar: no no mas
[2020:12:16-22:15:25]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: aca en el pueblo
[2020:12:16-22:15:26]  (Global) -> Tribilon: ey
[2020:12:16-22:15:27]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: si
[2020:12:16-22:15:28]  (Local) -> (LOCAL)[2][MZ]PabloEscobar: aaaa
[2020:12:16-22:15:28]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: naa
[2020:12:16-22:15:33]  (Global) -> [ak]jimenez: perdon
[2020:12:16-22:15:34]  (Local) -> (LOCAL)[2][MZ]PabloEscobar: no joda padre
[2020:12:16-22:15:34]  (Team - Law Enforcement) -> (TEAM)Tribilon: como hptas tenes la skin de millos con job
[2020:12:16-22:15:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: qe
[2020:12:16-22:15:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ud
[2020:12:16-22:15:38]  (Local) -> (LOCAL)[3][MZ]PabloEscobar: pageme
[2020:12:16-22:15:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: se come
[2020:12:16-22:15:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: admin tricks
[2020:12:16-22:15:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: a la q ya se comio
[2020:12:16-22:15:44]  (Local) -> (LOCAL)[2]|Z|Skippers: jejej
[2020:12:16-22:15:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: su pana
[2020:12:16-22:15:47]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: como asi jajaja
[2020:12:16-22:15:50]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: ahh
[2020:12:16-22:15:52]  (Local) -> (LOCAL)[3][MZ]PabloEscobar: aa esta gonorrea
[2020:12:16-22:15:54]  (Team - Law Enforcement) -> (TEAM)Tribilon: loca hpta es admin entonces ?
[2020:12:16-22:15:55]  (Local) -> (LOCAL)[2]LocaHp: atras
[2020:12:16-22:15:59]  (Global) -> #7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: es como tomarse una pola entre 16
[2020:12:16-22:15:59]  (Local) -> (LOCAL)[2]LocaHp: q hay un man solo XD
[2020:12:16-22:16:01]  (Team - Law Enforcement) -> (TEAM)#7F7F7F|CVR|#0064FFFrancine98: no
[2020:12:16-22:16:04]  (Global) -> [ak]jimenez: perdon
[2020:12:16-22:16:05]  (Team - Law Enforcement) -> (TEAM)#7F7F7F|CVR|#0064FFFrancine98: es un truco
[2020:12:16-22:16:07]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: uyyy jjajaa
[2020:12:16-22:16:09]  (Local) -> (LOCAL)[2][Perico]: VAMOS A CENTRAL
[2020:12:16-22:16:11]  (Global) -> #7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: na 
[2020:12:16-22:16:11]  (Local) -> (LOCAL)[4]Sancocho-kun: por no pagarle al patron
[2020:12:16-22:16:12]  (Global) -> [ak]jimenez: sancocho
[2020:12:16-22:16:15]  (Team - Law Enforcement) -> (TEAM)Tribilon: enseñalo pues sapotron
[2020:12:16-22:16:15]  (Global) -> [MZ]PabloEscobar: por bobo jiemenes ya me hiba matar
[2020:12:16-22:16:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: muy gonorrea
[2020:12:16-22:16:19]  (Local) -> (LOCAL)[2]LocaHp: a
[2020:12:16-22:16:23]  (Team - Law Enforcement) -> (TEAM)Tribilon: >:(
[2020:12:16-22:16:26]  (Global) -> [ak]jimenez: ese no es el patron es otro
[2020:12:16-22:16:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no c
[2020:12:16-22:16:29]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: nea
[2020:12:16-22:16:31]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: y ellas es quye son muy brinconas o que
[2020:12:16-22:16:31]  (Local) -> (LOCAL)[2]LocaHp: se le tosto el pc
[2020:12:16-22:16:32]  (Team - Law Enforcement) -> (TEAM)Sancocho-kun: w
[2020:12:16-22:16:33]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: Hagamos persecucion
[2020:12:16-22:16:33]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: uyy man
[2020:12:16-22:16:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: si
[2020:12:16-22:16:35]  (Local) -> (LOCAL)[2]LocaHp: al man ese
[2020:12:16-22:16:35]  (Global) -> [ak]jimenez: es un traidor
[2020:12:16-22:16:36]  (Local) -> (LOCAL)[2]2cb'Jolyne: hasta olvidado estoy :c
[2020:12:16-22:16:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: por eswo
[2020:12:16-22:16:37]  (Local) -> (LOCAL)[2]2cb*ARETE: ajajja
[2020:12:16-22:16:39]  (Local) -> (LOCAL)[1]Sancocho-kun: jumm
[2020:12:16-22:16:39]  (Local) -> (LOCAL)[2]2cb'Jolyne: como
[2020:12:16-22:16:41]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: xdd
[2020:12:16-22:16:41]  (Local) -> (LOCAL)[2]2cb'Jolyne: twin?
[2020:12:16-22:16:42]  (Global) -> [MZ]PabloEscobar: no me cambie el tema loka
[2020:12:16-22:16:43]  (Local) -> (LOCAL)[2]Sancocho-kun: ya hablo con e
[2020:12:16-22:16:46]  (Global) -> [ak]jimenez: s
[2020:12:16-22:16:47]  (Global) -> [MZ]PabloEscobar: usted me debe 100 palos 
[2020:12:16-22:16:47]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: pero, me imagino que hay unas que son santas
[2020:12:16-22:16:48]  (Local) -> (LOCAL)[1]LocaHp: q dice
[2020:12:16-22:16:49]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: no se qué es twin
[2020:12:16-22:16:50]  (Global) -> [MZ]PabloEscobar:  me los paga marico
[2020:12:16-22:16:51]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: Osea
[2020:12:16-22:16:53]  (Local) -> (LOCAL)[1]LocaHp: es mejor esta mionca o el carro este
[2020:12:16-22:16:58]  (Local) -> (LOCAL)[2]2cBPrexto: no me jodas
[2020:12:16-22:16:59]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Seb: Uno sigue al otro
[2020:12:16-22:17:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ps unas pero muy cajas
[2020:12:16-22:17:00]  (Local) -> (LOCAL)[2]2cb'Jolyne: a ya me buguie
[2020:12:16-22:17:02]  (Global) -> [ak]jimenez: oeeee
[2020:12:16-22:17:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Hasta que lo pasa
[2020:12:16-22:17:05]  (Local) -> (LOCAL)[1]2cb'Jolyne: si entiendo
[2020:12:16-22:17:06]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Si lo pasa gana
[2020:12:16-22:17:08]  (Local) -> (LOCAL)[1]2cb'Jolyne: en sincrinia
[2020:12:16-22:17:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no c
[2020:12:16-22:17:11]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: aro, man
[2020:12:16-22:17:12]  (Local) -> (LOCAL)[2]2cb'Jolyne: sincronia
[2020:12:16-22:17:16]  (Local) -> (LOCAL)[2]2cb'Jolyne: a no
[2020:12:16-22:17:17]  (Local) -> (LOCAL)[1]2cBPrexto: te dije que no me jodas
[2020:12:16-22:17:18]  (Global) -> [2cb]kpinto12: ya perdio
[2020:12:16-22:17:19]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: yo por ejemplo ando tragado de una
[2020:12:16-22:17:20]  (Local) -> (LOCAL)[2]2cb'Jolyne: hagale ps
[2020:12:16-22:17:20]  (Local) -> (LOCAL)[1]2cb*ARETE: pues este me gusta
[2020:12:16-22:17:21]  (Local) -> (LOCAL)[1]LocaHp: este carrito corre a 230 km
[2020:12:16-22:17:23]  (Local) -> (LOCAL)[1]Apu_N'2cb: Ok pelion
[2020:12:16-22:17:24]  (Local) -> (LOCAL)[1]2cBPrexto: no quiero problemas
[2020:12:16-22:17:24]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: si?
[2020:12:16-22:17:28]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: la pelá se ve como santa y todo
[2020:12:16-22:17:29]  (Global) -> [MZ]PabloEscobar: me va pagar o no 
[2020:12:16-22:17:31]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Ponemos lo de traspasar?
[2020:12:16-22:17:33]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: pero a veces ni me contesta
[2020:12:16-22:17:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: si asi son
[2020:12:16-22:17:37]  (Local) -> (LOCAL)[1]2cb'Jolyne: pues si
[2020:12:16-22:17:37]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: pasan semanas y nada
[2020:12:16-22:17:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: eso es lo caja
[2020:12:16-22:17:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: uno le caee
[2020:12:16-22:17:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pero a
[2020:12:16-22:17:48]  (Local) -> (LOCAL)[1]Speartick: hey
[2020:12:16-22:17:49]  (Local) -> (LOCAL)[9]CAPU'Julian_SkiGg: hablama
[2020:12:16-22:17:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: jasjajs
[2020:12:16-22:17:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: y ademas
[2020:12:16-22:17:53]  (Global) -> LocaHp: escapando de la ley si sr
[2020:12:16-22:17:57]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: en cuarenta
[2020:12:16-22:17:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: q f
[2020:12:16-22:18:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no c
[2020:12:16-22:18:04]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: es que no se si es que se olvidan rápido de uno o que
[2020:12:16-22:18:08]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: tambien
[2020:12:16-22:18:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: debera ser
[2020:12:16-22:18:17]  (Local) -> (LOCAL)[4]CAPU'Julian_SkiGg: q vamos hacer
[2020:12:16-22:18:17]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: eso es otro
[2020:12:16-22:18:19]  (Local) -> (LOCAL)[2]2cBPrexto: ya mejor vete
[2020:12:16-22:18:23]  (Local) -> (LOCAL)[2]2cBPrexto: solo estorbas
[2020:12:16-22:18:24]  (Local) -> (LOCAL)[11]2cb*ARETE: esto pstina mucho
[2020:12:16-22:18:25]  (Local) -> (LOCAL)[1]2cb'Jolyne: bn
[2020:12:16-22:18:26]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: yo estoy melo
[2020:12:16-22:18:27]  (Local) -> (LOCAL)[7][MZ]PabloEscobar: eh
[2020:12:16-22:18:27]  (Local) -> (LOCAL)[2][AK]Nvxlss: XD
[2020:12:16-22:18:30]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: y por ejemplo ella demuestra interés y después nada
[2020:12:16-22:18:33]  (Local) -> (LOCAL)[1]2cb'Jolyne: arranque ud
[2020:12:16-22:18:34]  (Local) -> (LOCAL)[2]2cBPrexto: por mi puuedo seguir farmeanddo contigo
[2020:12:16-22:18:36]  (Local) -> (LOCAL)[2][AK]Nvxlss: yo namas quiero pevepear que me aburri
[2020:12:16-22:18:37]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: ni saluda ni nada
[2020:12:16-22:18:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: Breve
[2020:12:16-22:18:38]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: raro
[2020:12:16-22:18:41]  (Local) -> (LOCAL)[2]2cBPrexto: bueno
[2020:12:16-22:18:42]  (Local) -> (LOCAL)[10][MZ]PabloEscobar: y ahora que
[2020:12:16-22:18:43]  (Local) -> (LOCAL)[2]2cBPrexto: sal
[2020:12:16-22:18:46]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no eso es paials
[2020:12:16-22:18:47]  (Local) -> (LOCAL)[10]2cb*ARETE: impostor
[2020:12:16-22:18:57]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: uno no entiende
[2020:12:16-22:19:00]  (Local) -> (LOCAL)[2][AK]Nvxlss: XD
[2020:12:16-22:19:06]  (Global) -> #7F7F7F|CVR|#FF0000Seb: xdd
[2020:12:16-22:19:10]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: mejor conseguir novia por aquí jaja
[2020:12:16-22:19:15]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ajsjasjas
[2020:12:16-22:19:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: men
[2020:12:16-22:19:24]  (Global) -> IZI_Omar25: ja ja jaj ja
[2020:12:16-22:19:25]  (Local) -> (LOCAL)[2][AK]Nvxlss: 2 mas y me voy
[2020:12:16-22:19:30]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pero
[2020:12:16-22:19:33]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: si
[2020:12:16-22:19:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ca als vieaqjs
[2020:12:16-22:19:37]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: quieren es a alguien
[2020:12:16-22:19:38]  (Local) -> (LOCAL)[11][MZ]PabloEscobar: entonces que hacemos
[2020:12:16-22:19:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no c
[2020:12:16-22:19:41]  (Global) -> Sancocho-kun: que
[2020:12:16-22:19:42]  (Local) -> (LOCAL)[12]CAPU'Julian_SkiGg: patron q la mama no lo deja
[2020:12:16-22:19:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: de esos arrastadoos
[2020:12:16-22:19:47]  (Global) -> [ak]jimenez: marlon
[2020:12:16-22:19:50]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: sin future
[2020:12:16-22:19:51]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: ahhh, esa es otra
[2020:12:16-22:19:53]  (Local) -> (LOCAL)[10]CAPU'Julian_SkiGg: patron q la mama no lo deja
[2020:12:16-22:19:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: y na
[2020:12:16-22:19:59]  (Local) -> (LOCAL)[12]CAPU'Julian_SkiGg: la mama no lo deja habalr
[2020:12:16-22:20:04]  (Local) -> (LOCAL)[11][MZ]PabloEscobar: no le escucho hay mucho parlante
[2020:12:16-22:20:05]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: uno universitario así con pudor y tal, y salen con unos gamines
[2020:12:16-22:20:09]  (Local) -> (LOCAL)[2]IZI_Omar25: jajajajaja
[2020:12:16-22:20:10]  (Global) -> #7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: epa
[2020:12:16-22:20:11]  (Global) -> Tribilon: ya encana a ese sapo
[2020:12:16-22:20:11]  (Global) -> 2cb_Parolo.: le pegan
[2020:12:16-22:20:11]  (Local) -> (LOCAL)[2]IZI_Omar25: pero que carajo
[2020:12:16-22:20:14]  (Global) -> #7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: solo buscan gamines
[2020:12:16-22:20:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: mk
[2020:12:16-22:20:27]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: preñadas a los 15
[2020:12:16-22:20:29]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: no man
[2020:12:16-22:20:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no men
[2020:12:16-22:20:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: q caaja
[2020:12:16-22:20:41]  (Local) -> (LOCAL)[1]2cb'Jolyne: comienzo yo o q
[2020:12:16-22:20:42]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: q estudia ud
[2020:12:16-22:20:44]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: sisa
[2020:12:16-22:20:45]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: cagada
[2020:12:16-22:20:47]  (Local) -> (LOCAL)[3]|AK|pancho: COMO HAS SUBIDO
[2020:12:16-22:20:48]  (Local) -> (LOCAL)[8][MZ]PabloEscobar: relejao entonces
[2020:12:16-22:20:49]  (Local) -> (LOCAL)[8]CAPU'Julian_SkiGg: metalo ahi patron
[2020:12:16-22:20:52]  (Global) -> [AK]Nvxlss: bueno ya me voy XD
[2020:12:16-22:20:54]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: yo estudio ing. de sistemas
[2020:12:16-22:20:56]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: y tu?
[2020:12:16-22:21:01]  (Local) -> (LOCAL)[1]|AK|pancho: QUIERO HIR
[2020:12:16-22:21:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ps
[2020:12:16-22:21:06]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: ando viendo
[2020:12:16-22:21:08]  (Local) -> (LOCAL)[1]2cBPrexto: breve
[2020:12:16-22:21:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: q estudirr men
[2020:12:16-22:21:12]  (Local) -> (LOCAL)[9][MZ]PabloEscobar: que quiere que le diga
[2020:12:16-22:21:13]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: quiten los helicópteros
[2020:12:16-22:21:16]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: melo
[2020:12:16-22:21:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: digamos
[2020:12:16-22:21:17]  (Local) -> (LOCAL)[1]2cBPrexto: coma mrd gonorrea
[2020:12:16-22:21:20]  (Local) -> (LOCAL)[1]Apu_N'2cb: ud
[2020:12:16-22:21:20]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: me gustan los sistemas
[2020:12:16-22:21:23]  (Local) -> (LOCAL)[2]*/$%Daniel_OMG%$\*: y qué te atrae?
[2020:12:16-22:21:24]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pero
[2020:12:16-22:21:25]  (Global) -> 2cb_Parolo.: usted quien se cree?
[2020:12:16-22:21:26]  (Local) -> (LOCAL)[12][MZ]PabloEscobar: callen esa musicaa
[2020:12:16-22:21:28]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: los sistem,as
[2020:12:16-22:21:28]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: eso es lo mejor que hay
[2020:12:16-22:21:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pero
[2020:12:16-22:21:37]  (Local) -> (LOCAL)[13][MZ]PabloEscobar: que me creo de que o que
[2020:12:16-22:21:37]  (Global) -> (CAPU)Arnulfo_Punketo: su papa
[2020:12:16-22:21:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: en donde le sale camello a uno
[2020:12:16-22:21:42]  (Global) -> LocaHp: uhhhh
[2020:12:16-22:21:46]  (Local) -> (LOCAL)[13][MZ]PabloEscobar: acaso sabia que habia un doble mio
[2020:12:16-22:21:46]  (Global) -> [ak]jimenez: ptron
[2020:12:16-22:21:48]  (Global) -> LocaHp: lo sentaro
[2020:12:16-22:21:50]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: no c ahi
[2020:12:16-22:21:52]  (Global) -> LocaHp: sentaron*
[2020:12:16-22:21:54]  (Global) -> [ak]jimenez: patron
[2020:12:16-22:21:56]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: eso es lo de menos
[2020:12:16-22:22:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: pq
[2020:12:16-22:22:07]  (Global) -> [ak]jimenez: este decarado
[2020:12:16-22:22:08]  (Global) -> Kopycat_1: hpta
[2020:12:16-22:22:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FFFF00Venezuela|Orgalor|: vamos por gasolina
[2020:12:16-22:22:11]  (Global) -> [ak]jimenez: sierto
[2020:12:16-22:22:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Llanerito: que mas
[2020:12:16-22:22:15]  (Global) -> [ak]jimenez: pablo
[2020:12:16-22:22:19]  (Global) -> 2cb_Parolo.: ahora todos son pablo pues
[2020:12:16-22:22:20]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: te preparas full, y cuando salgas te haces conocer, por ejemplo en mi U el camello es rela
[2020:12:16-22:22:24]  (Global) -> [ak]jimenez: es un traidor
[2020:12:16-22:22:25]  (Global) -> LilWilly: Cuando tú quieras me das un call
[2020:12:16-22:22:28]  (Local) -> (LOCAL)[1]*/$%Daniel_OMG%$\*: eso se consigue por añadidura por así decirlo
[2020:12:16-22:22:30]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Seb: que gonorrea
[2020:12:16-22:22:31]  (Global) -> [ak]jimenez: si
