This file was generated by Console at 2020:09:11-00:00:02



[2020:09:11-00:00:02]  (Global) -> BurlyPlate49: perdon
[2020:09:11-21:56:37]  (Local) -> (LOCAL)[1]MY*Lil_King: Ole
[2020:09:11-21:56:39]  (Local) -> (LOCAL)[2](CT.S).Elcapo$$: dale
[2020:09:11-21:56:42]  (Local) -> (LOCAL)[5]dilan: XD
[2020:09:11-21:56:43]  (Local) -> (LOCAL)[7]TomHanks: pendejo
[2020:09:11-21:56:43]  (Local) -> (LOCAL)[2][DV]EsthebanGZ: por?
[2020:09:11-21:56:45]  (Local) -> (LOCAL)[2]TomHanks: soy policia
[2020:09:11-21:56:47]  (Local) -> (LOCAL)[2][CT-S]bray: gg
[2020:09:11-21:56:47]  (Local) -> (LOCAL)[1]TomHanks: que le pasa
[2020:09:11-21:56:52]  (Global) -> Haski: pq oiga este
[2020:09:11-21:56:52]  (Local) -> (LOCAL)[1]Crash_Foster: Que?
[2020:09:11-21:56:53]  (Local) -> (LOCAL)[1]TomHanks: que s enos metieron los uribistas?
[2020:09:11-21:56:54]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 Kaicer: ¿Que me dijiste Sancocho?
[2020:09:11-21:56:56]  (Local) -> (LOCAL)[1]MY*Lil_King: Me va a llevar al hospital
[2020:09:11-21:56:57]  (Global) -> Haski: oe gustavo petro
[2020:09:11-21:57:00]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: naaaaah
[2020:09:11-21:57:00]  (Local) -> (LOCAL)[6]dilan: Berna el staff turfeador
[2020:09:11-21:57:01]  (Global) -> Haski: pagueme ps hpota
[2020:09:11-21:57:02]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 Kaicer: Estaba atendiendo un reporte
[2020:09:11-21:57:03]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Ya nada
[2020:09:11-21:57:03]  (Local) -> (LOCAL)[1]Crash_Foster: Por que?
[2020:09:11-21:57:06]  (Global) -> (RCA)GustavoPetro: oe ya va
[2020:09:11-21:57:07]  (Local) -> (LOCAL)[6][CT-S]bray: f
[2020:09:11-21:57:08]  (Local) -> (LOCAL)[4]JuanPablo: dele
[2020:09:11-21:57:10]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Ya no nos apareamos
[2020:09:11-21:57:10]  (Local) -> (LOCAL)[5]dilan: XD
[2020:09:11-21:57:11]  (Local) -> (LOCAL)[1]JuanPablo: sapa perra
[2020:09:11-21:57:12]  (Global) -> SapoCerdoBLETRIPLEHPTA: oilo disque robo esto es calidad pura
[2020:09:11-21:57:15]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 Kaicer: Como que no
[2020:09:11-21:57:15]  (Global) -> #7F7F7F|CVR|#FF0000DonBerni: tiene como lag
[2020:09:11-21:57:16]  (Local) -> (LOCAL)[10][CAPU]Changua-Tropeler: aaaaaa
[2020:09:11-21:57:17]  (Local) -> (LOCAL)[5]<2cb>Macintosh: banco
[2020:09:11-21:57:18]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#A9A9A9 Kaicer: Yo vere cuando
[2020:09:11-21:57:19]  (Local) -> (LOCAL)[1]MY*Lil_King: Para que uno va al hospital
[2020:09:11-21:57:20]  (Global) -> Haski: esto es full calidad
[2020:09:11-21:57:22]  (Global) -> [GT]Bonicedeguarapo: manco
[2020:09:11-21:57:22]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#A9A9A9 Kaicer: Voy a revisar F8
[2020:09:11-21:57:23]  (Global) -> DOTA|Andres|LOL: como me quito estrellas?
[2020:09:11-21:57:23]  (Local) -> (LOCAL)[11](L.E)EL_TOPOLLIYO: taxi!
[2020:09:11-21:57:24]  (Global) -> Haski: HASKI TRACKTOR´S EL MEJOR SERVICIO DE LA CIUDAD
[2020:09:11-21:57:28]  (Global) -> TomHanks: donde estan los ñeros¡
[2020:09:11-21:57:29]  (Local) -> (LOCAL)[12](L.E)EL_TOPOLLIYO: bajese la nea
[2020:09:11-21:57:31]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Pues yo también vere cuando
[2020:09:11-21:57:34]  (Local) -> (LOCAL)[3]RomanPearce: soltame
[2020:09:11-21:57:34]  (Global) -> TomHanks: pa darles plomo?
[2020:09:11-21:57:34]  (Local) -> (LOCAL)[3]dilan: sii
[2020:09:11-21:57:34]  (Local) -> (LOCAL)[1]Crash_Foster: y pedi taxi que pensas que soy .-.
[2020:09:11-21:57:38]  (Global) -> Haski: oe subite ps
[2020:09:11-21:57:42]  (Global) -> Haski: presiona x
[2020:09:11-21:57:44]  (Local) -> (LOCAL)[1]RomanPearce: le doy la liga
[2020:09:11-21:57:44]  (Local) -> (LOCAL)[4]dilan: nooo
[2020:09:11-21:57:45]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: BN YA VI QUE DIJO
[2020:09:11-21:57:45]  (Local) -> (LOCAL)[4]dilan: bernaaa
[2020:09:11-21:57:49]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: APAREMONOS PUES
[2020:09:11-21:57:55]  (Local) -> (LOCAL)[3]dilan: XD
[2020:09:11-21:57:57]  (Global) -> [DV]EsthebanGZ: con estilo
[2020:09:11-21:58:00]  (Local) -> (LOCAL)[4]SapoCerdoBLETRIPLEHPTA: x?
[2020:09:11-21:58:01]  (Local) -> (LOCAL)[1]RomanPearce: perro
[2020:09:11-21:58:01]  (Global) -> (RCA)GustavoPetro: vendo semen
[2020:09:11-21:58:08]  (Local) -> (LOCAL)[3]dilan: Yandrix
[2020:09:11-21:58:10]  (Global) -> [CT-S]bray: NO MATEN LOS CTS
[2020:09:11-21:58:10]  (Local) -> (LOCAL)[1]TomHanks: que?
[2020:09:11-21:58:11]  (Global) -> DOTA|Andres|LOL: oe
[2020:09:11-21:58:11]  (Global) -> Twister: mano
[2020:09:11-21:58:11]  (Local) -> (LOCAL)[9](CT.S).Elcapo$$: ven twister
[2020:09:11-21:58:17]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: Sancocho no me ignores
[2020:09:11-21:58:18]  (Local) -> (LOCAL)[1]Gustavo-lopez: JUAN
[2020:09:11-21:58:19]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: :(
[2020:09:11-21:58:19]  (Global) -> DOTA|Andres|LOL: me podes arrestar
[2020:09:11-21:58:21]  (Local) -> (LOCAL)[1]RomanPearce: pie
[2020:09:11-21:58:23]  (Global) -> SapoCerdoBLETRIPLEHPTA: oe los staff q hacen
[2020:09:11-21:58:25]  (Local) -> (LOCAL)[1]TomHanks: qu equiere?
[2020:09:11-21:58:25]  (Global) -> DOTA|Andres|LOL: tengo 6 estrellas queres dinero
[2020:09:11-21:58:27]  (Local) -> (LOCAL)[1]Gustavo-lopez: JUAN
[2020:09:11-21:58:30]  (Local) -> (LOCAL)[1]RomanPearce: de que o que
[2020:09:11-21:58:31]  (Local) -> (LOCAL)[1]JUAN: que
[2020:09:11-21:58:33]  (Local) -> (LOCAL)[1]TomHanks: o que?
[2020:09:11-21:58:37]  (Local) -> (LOCAL)[6](CT.S).Elcapo$$: vamos
[2020:09:11-21:58:38]  (Local) -> (LOCAL)[1]RomanPearce: o que
[2020:09:11-21:58:39]  (Local) -> (LOCAL)[1]TomHanks: se le perdio uno igualito?
[2020:09:11-21:58:39]  (Global) -> EL_PATRON: gustavo petro acuanto mirrey
[2020:09:11-21:58:45]  (Local) -> (LOCAL)[2]Gustavo-lopez: EN QUE PARTE SALE EL TEIZER
[2020:09:11-21:58:49]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Qué me dijo Kaicer
[2020:09:11-21:58:49]  (Local) -> (LOCAL)[3]YandrixOfYisus(ENP): que?
[2020:09:11-21:58:52]  (Local) -> (LOCAL)[1]RomanPearce: se le perdio uno igualito
[2020:09:11-21:58:52]  (Local) -> (LOCAL)[1]TomHanks: que quiere ñero?
[2020:09:11-21:58:57]  (Local) -> (LOCAL)[7]dilan: metete a discord
[2020:09:11-21:58:59]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: Te habia dicho que me perdones
[2020:09:11-21:59:00]  (Global) -> DOTA|Andres|LOL: ve ve ve
[2020:09:11-21:59:00]  (Local) -> (LOCAL)[1]JUAN: 9 mm
[2020:09:11-21:59:02]  (Local) -> (LOCAL)[6]dilan: olave
[2020:09:11-21:59:03]  (Local) -> (LOCAL)[3][CT-S]bray: wtf
[2020:09:11-21:59:05]  (Local) -> (LOCAL)[5]darknestoilet98: q
[2020:09:11-21:59:05]  (Local) -> (LOCAL)[2]Gustavo-lopez: ok
[2020:09:11-21:59:06]  (Local) -> (LOCAL)[7][Z]DanielFly: añañai
[2020:09:11-21:59:12]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: N0
[2020:09:11-21:59:13]  (Global) -> elTrakegunz: uff clientes satisfechos
[2020:09:11-21:59:13]  (Local) -> (LOCAL)[4]SapoCerdoBLETRIPLEHPTA: jajjsja amor de admins
[2020:09:11-21:59:15]  (Local) -> (LOCAL)[13](CT.S)MAURO: oe
[2020:09:11-21:59:19]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#A9A9A9 Kaicer: Mi gente me voy triste
[2020:09:11-21:59:19]  (Global) -> [DV]EsthebanGZ: eo
[2020:09:11-21:59:23]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Ahora si me disculpas procedo a ignorarte
[2020:09:11-21:59:25]  (Global) -> Haski: oe
[2020:09:11-21:59:25]  (Global) -> TomHanks: como puedo vender una pistola?
[2020:09:11-21:59:26]  (Local) -> (LOCAL)[9]Jedalo: PA ONDE SEA
[2020:09:11-21:59:27]  (Local) -> (LOCAL)[8][DV]EsthebanGZ: digalo curso
[2020:09:11-21:59:28]  (Local) -> (LOCAL)[7](CT.S)MAURO: usted sabe cual es el discord?
[2020:09:11-21:59:30]  (Global) -> Haski: pero no se vaya sin pagar kaicer
[2020:09:11-21:59:31]  (Global) -> (RCA)GustavoPetro: que pasa si no apgo
[2020:09:11-21:59:32]  (Global) -> Haski: son 10k
[2020:09:11-21:59:36]  (Local) -> (LOCAL)[2]dilan: a
[2020:09:11-21:59:36]  (Local) -> (LOCAL)[2][CAPU]Changua-Tropeler: no
[2020:09:11-21:59:37]  (Global) -> #7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Ahora si me disculpas procedo a ignorarte
[2020:09:11-21:59:38]  (Local) -> (LOCAL)[8][DV]EsthebanGZ: el del server?
[2020:09:11-21:59:38]  (Local) -> (LOCAL)[2]Jabon: estos mks
[2020:09:11-21:59:40]  (Local) -> (LOCAL)[8](CT.S)MAURO: sisa
[2020:09:11-21:59:42]  (Global) -> DOTA|Andres|LOL: y la moto? oe vo sos como que bobo no? 
[2020:09:11-21:59:44]  (Global) -> (RCA)SingleChamber: DONDE ESTA ESA PTA CHIVA
[2020:09:11-21:59:44]  (Local) -> (LOCAL)[1][Z]DanielFly: añañai
[2020:09:11-21:59:46]  (Global) -> Haski: ese pirobo se fue sin pagar
[2020:09:11-21:59:46]  (Global) -> elTrakegunz: trankilo que no le cobro
[2020:09:11-21:59:48]  (Global) -> Haski: ofendido
[2020:09:11-21:59:48]  (Global) -> UnequaledHamster77: como es quemar un cai?
[2020:09:11-21:59:50]  (Local) -> (LOCAL)[1]Jedalo: ah? se le escucha bajito nea
[2020:09:11-21:59:51]  (Global) -> [DV]EsthebanGZ: pero por donde se lo paso.-.
[2020:09:11-21:59:53]  (Global) -> (RCA)GustavoPetro: oe haski q pasa si no pago??
[2020:09:11-21:59:55]  (Local) -> (LOCAL)[1]Kepler: Todo bien xd
[2020:09:11-21:59:55]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: JAJAJAJAJAJ
[2020:09:11-21:59:57]  (Local) -> (LOCAL)[5](CT.S)MAURO: por whstasapp
[2020:09:11-21:59:58]  (Local) -> (LOCAL)[1]Menorpatecumbias: subale el volumen
[2020:09:11-22:00:01]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Qué pasa si no pago x2
[2020:09:11-22:00:02]  (Global) -> Haski: le doy bala el resto de tu vida en este sv
[2020:09:11-22:00:05]  (Local) -> (LOCAL)[5]TomHanks: que perro
[2020:09:11-22:00:05]  (Local) -> (LOCAL)[2]Jedalo: lo tenga al 100
[2020:09:11-22:00:09]  (Global) -> [DV]EsthebanGZ: oe
[2020:09:11-22:00:09]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Bno
[2020:09:11-22:00:10]  (Local) -> (LOCAL)[3]bosnian: xd
[2020:09:11-22:00:11]  (Global) -> Haski: activo el haski maton
[2020:09:11-22:00:11]  (Local) -> (LOCAL)[5]TomHanks: me daño la troca
[2020:09:11-22:00:12]  (Global) -> [CAPU]Changua-Tropeler: aaaaaaaaaaaaaaaaa srry kepler
[2020:09:11-22:00:13]  (Local) -> (LOCAL)[10][DV]EsthebanGZ: dele f1
[2020:09:11-22:00:14]  (Global) -> [CAPU]Changua-Tropeler: aaaaaaaaaaaaaaaaa srry kepler
[2020:09:11-22:00:17]  (Global) -> SapoCerdoBLETRIPLEHPTA: nos morimos de hambre
[2020:09:11-22:00:18]  (Local) -> (LOCAL)[1]Jedalo: frene
[2020:09:11-22:00:19]  (Global) -> #7F7F7F|CVR|#A9A9A9 Kaicer: Que lag
[2020:09:11-22:00:19]  (Local) -> (LOCAL)[1]Jabon: a
[2020:09:11-22:00:20]  (Global) -> DOTA|Andres|LOL: oe me decis cuanto ganaras porfa
[2020:09:11-22:00:22]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Si me disculpa
[2020:09:11-22:00:23]  (Global) -> Haski: bueno gustavo petro en la lista
[2020:09:11-22:00:23]  (Local) -> (LOCAL)[10][DV]EsthebanGZ: en informacion esta el discord
[2020:09:11-22:00:29]  (Local) -> (LOCAL)[1]MY*Lil_King: Deje la maricada
[2020:09:11-22:00:29]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Procedo a retirarme sin pga
[2020:09:11-22:00:29]  (Global) -> Pana_Miguel: kio
[2020:09:11-22:00:31]  (Local) -> (LOCAL)[1](CT.S)Buitre: listo
[2020:09:11-22:00:40]  (Local) -> (LOCAL)[1]_Liso_: pa onde
[2020:09:11-22:00:42]  (Local) -> (LOCAL)[6]TomHanks: hey calmados
[2020:09:11-22:00:46]  (Local) -> (LOCAL)[5]TomHanks: Policia nacional
[2020:09:11-22:00:47]  (Local) -> (LOCAL)[10]Gustavo-lopez: COMO ME QUITO EL UNIFOEME_[
[2020:09:11-22:00:47]  (Local) -> (LOCAL)[1]Haski: perate mato a ese aragan
[2020:09:11-22:00:51]  (Local) -> (LOCAL)[1]SapoCerdoBLETRIPLEHPTA: nos dieron porl a cabeza
[2020:09:11-22:00:55]  (Local) -> (LOCAL)[11][Z]DanielFly: no c puede
[2020:09:11-22:00:57]  (Local) -> (LOCAL)[1]Jedalo: nunca he entendido este trabajo como son vueltas?
[2020:09:11-22:01:03]  (Local) -> (LOCAL)[9]Gustavo-lopez: NO ME DIGAS ESO
[2020:09:11-22:01:06]  (Local) -> (LOCAL)[9]Menorpatecumbias: mate tombos y le dan plata
[2020:09:11-22:01:08]  (Local) -> (LOCAL)[12]Gustavo-lopez: verga
[2020:09:11-22:01:11]  (Local) -> (LOCAL)[8][CT-S]bray: NO LO MATEN
[2020:09:11-22:01:13]  (Global) -> (CT.S)LOKILLO: quien necesita vender un carro que yto quiero comprar un carro interesado en vender un carro en 
[2020:09:11-22:01:15]  (Local) -> (LOCAL)[12]MIGUEL14501: /resign
[2020:09:11-22:01:17]  (Local) -> (LOCAL)[3]Jabon: aaa
[2020:09:11-22:01:17]  (Local) -> (LOCAL)[10]Gustavo-lopez: nojoda
[2020:09:11-22:01:22]  (Local) -> (LOCAL)[1](L.E)EL_TOPOLLIYO: hp
[2020:09:11-22:01:23]  (Local) -> (LOCAL)[12]StealthyTuningfork34: Vamos a matar cerdos
[2020:09:11-22:01:26]  (Local) -> (LOCAL)[2]ElMillor: Que paso tombo?
[2020:09:11-22:01:28]  (Local) -> (LOCAL)[3]GT|~[ToxiSoplado]~: malparido cagon hijo de tu gran puta madre
[2020:09:11-22:01:28]  (Phone:SMS) -> From (CT.S).Elcapo$$ | To: PACHECO | Message: bro
[2020:09:11-22:01:29]  (Local) -> (LOCAL)[13][Z]DanielFly: n0000000
[2020:09:11-22:01:35]  (Local) -> (LOCAL)[3]ElMillor: Oe que chch
[2020:09:11-22:01:35]  (Local) -> (LOCAL)[3]GT|~[ToxiSoplado]~: sali maricon de mierda
[2020:09:11-22:01:36]  (Local) -> (LOCAL)[14]TomHanks: oe una pregunta ñeros
[2020:09:11-22:01:40]  (Local) -> (LOCAL)[3][CAPU]Changua-Tropeler: a
[2020:09:11-22:01:40]  (Local) -> (LOCAL)[12]Menorpatecumbias: por el frente
[2020:09:11-22:01:41]  (Local) -> (LOCAL)[15]TomHanks: como consigo plata?
[2020:09:11-22:01:42]  (Local) -> (LOCAL)[14]Gustavo-lopez: como era
[2020:09:11-22:01:43]  (Local) -> (LOCAL)[4]ElMillor: Loco que hablas
[2020:09:11-22:01:44]  (Local) -> (LOCAL)[14]StealthyTuningfork34: los miyoz los defienden
[2020:09:11-22:01:45]  (Global) -> Haski: el que no pague se muere
[2020:09:11-22:01:47]  (Local) -> (LOCAL)[15]Gustavo-lopez: escribanlo
[2020:09:11-22:01:47]  (Global) -> SapoCerdoBLETRIPLEHPTA: haski locura
[2020:09:11-22:01:49]  (Local) -> (LOCAL)[15]MIGUEL14501: /resign
[2020:09:11-22:01:49]  (Local) -> (LOCAL)[15][Z]DanielFly: /resign
[2020:09:11-22:01:50]  (Local) -> (LOCAL)[4]GT|~[ToxiSoplado]~: cagon hpta
[2020:09:11-22:01:51]  (Global) -> Eldiomedazo: oe donde esta?
[2020:09:11-22:01:54]  (Global) -> Haski: en peces
[2020:09:11-22:01:55]  (Global) -> (CT.S).Elcapo$$: lokillo yo
[2020:09:11-22:01:57]  (Local) -> (LOCAL)[3]Menorpatecumbias: tiene m4_
[2020:09:11-22:01:59]  (Global) -> Eldiomedazo: no lo veo
[2020:09:11-22:02:01]  (Global) -> |DV|Prexto: lokillow
[2020:09:11-22:02:01]  (Local) -> (LOCAL)[2](L.E)EL_TOPOLLIYO: hp
[2020:09:11-22:02:04]  (Global) -> |DV|Prexto: lokillo
[2020:09:11-22:02:04]  (Global) -> (RCA)GustavoPetro: haski relajado 
[2020:09:11-22:02:04]  (Local) -> (LOCAL)[10]Gustavo-lopez: no me sale nada
[2020:09:11-22:02:05]  (Local) -> (LOCAL)[2](L.E)EL_TOPOLLIYO: hp
[2020:09:11-22:02:06]  (Global) -> |DV|Prexto: venga
[2020:09:11-22:02:08]  (Global) -> GT|~Beltran: disque 30 peces y solo 20k nah:(
[2020:09:11-22:02:09]  (Global) -> Haski: no cuales pirobo
[2020:09:11-22:02:12]  (Local) -> (LOCAL)[2]JuanPablo: demen vendas
[2020:09:11-22:02:12]  (Local) -> (LOCAL)[2](L.E)EL_TOPOLLIYO: pablo hp
[2020:09:11-22:02:14]  (Global) -> Haski: le di un haski paseo y no pago
[2020:09:11-22:02:18]  (Local) -> (LOCAL)[2]Haski: oe
[2020:09:11-22:02:20]  (Local) -> (LOCAL)[13](CT.S)MAURO: subase
[2020:09:11-22:02:21]  (Global) -> ratix86: tombos cerdos
[2020:09:11-22:02:21]  (Global) -> #7F7F7F|CVR|#A9A9A9 SancochoPermaBanAFK: Haski te vas a pegar de 10k
[2020:09:11-22:02:22]  (Local) -> (LOCAL)[12](CT.S)LOKILLO: yonga esepre
[2020:09:11-22:02:23]  (Local) -> (LOCAL)[3]TomHanks: persigalos
[2020:09:11-22:02:23]  (Local) -> (LOCAL)[11]Hir0: uy yogan
[2020:09:11-22:02:26]  (Local) -> (LOCAL)[2]Eldiomedazo: oe
[2020:09:11-22:02:26]  (Local) -> (LOCAL)[2](CT.S)pablito2100: buenas
[2020:09:11-22:02:26]  (Local) -> (LOCAL)[2]SapoCerdoBLETRIPLEHPTA: jajajsj k?
[2020:09:11-22:02:27]  (Local) -> (LOCAL)[6]Jabon: sajsajkska
[2020:09:11-22:02:30]  (Local) -> (LOCAL)[11]Gustavo-lopez: muaro
[2020:09:11-22:02:30]  (Local) -> (LOCAL)[3]Haski: es la gasolina
[2020:09:11-22:02:31]  (Local) -> (LOCAL)[3]Eldiomedazo: nea no tengo armas otra vez
[2020:09:11-22:02:32]  (Global) -> (RCA)GustavoPetro: haski ya le voy a pagar pa q vea mi honestidad
[2020:09:11-22:02:34]  (Local) -> (LOCAL)[12]Hir0: algo asi xd
[2020:09:11-22:02:34]  (Local) -> (LOCAL)[5]Eldiomedazo: que maricada
[2020:09:11-22:02:36]  (Local) -> (LOCAL)[12](CT.S)MAURO: oe
[2020:09:11-22:02:37]  (Local) -> (LOCAL)[12](CT.S)LOKILLO: ñor prexto
[2020:09:11-22:02:37]  (Local) -> (LOCAL)[8]Eldiomedazo: y sin plata
[2020:09:11-22:02:38]  (Global) -> |DV|Prexto: oe
[2020:09:11-22:02:38]  (Local) -> (LOCAL)[13]Gustavo-lopez: como me quito el uniforme
[2020:09:11-22:02:39]  (Local) -> (LOCAL)[11]Haski: xd
[2020:09:11-22:02:40]  (Global) -> |DV|Prexto: mire
[2020:09:11-22:02:44]  (Global) -> GT|~[ToxiSoplado]~: pa qeu respeten a lo medicos
[2020:09:11-22:02:44]  (Global) -> Haski: bueno aqui lo espero
[2020:09:11-22:02:44]  (Local) -> (LOCAL)[3]Judas?Islamic: oye
[2020:09:11-22:02:46]  (Local) -> (LOCAL)[14](CT.S)MAURO: /resign
[2020:09:11-22:02:46]  (Global) -> SapoCerdoBLETRIPLEHPTA: }
[2020:09:11-22:02:48]  (Global) -> |DV|Prexto: CT.S que vea
[2020:09:11-22:02:49]  (Global) -> ratix86: gustavo lopez
[2020:09:11-22:02:50]  (Global) -> |DV|Prexto: CT.S
[2020:09:11-22:02:52]  (Global) -> |DV|Prexto: quue mato
[2020:09:11-22:02:53]  (Global) -> |DV|Prexto: suerte
[2020:09:11-22:02:54]  (Global) -> ratix86: pone ./quit
[2020:09:11-22:02:54]  (Global) -> #7F7F7F|CVR|#FF0000DonBerni: Volvimos al ruedo
[2020:09:11-22:02:56]  (Local) -> (LOCAL)[1]GT|~[ToxiSoplado]~: dale
[2020:09:11-22:02:57]  (Global) -> (RCA)SingleChamber: haski lloron
[2020:09:11-22:02:57]  (Local) -> (LOCAL)[14]Eldiomedazo: oe saca el haski crucero
[2020:09:11-22:03:00]  (Local) -> (LOCAL)[2]Judas?Islamic: como
[2020:09:11-22:03:00]  (Local) -> (LOCAL)[14]Haski: sjajsajasjsa
[2020:09:11-22:03:03]  (Local) -> (LOCAL)[14]Haski: ya voy
[2020:09:11-22:03:03]  (Local) -> (LOCAL)[14](CT.S)MAURO: quien se monta?
[2020:09:11-22:03:04]  (Global) -> Jabon: Volvimos al ruedo kasska
[2020:09:11-22:03:07]  (Local) -> (LOCAL)[14]Haski: como ve el haski tracktor
[2020:09:11-22:03:13]  (Local) -> (LOCAL)[3]YandrixOfYisus(ENP): empujame
[2020:09:11-22:03:15]  (Local) -> (LOCAL)[3]JuanPablo: papiados
[2020:09:11-22:03:17]  (Team - Unemployed) -> (TEAM)Eldiomedazo: que paso con el scot?
[2020:09:11-22:03:20]  (Local) -> (LOCAL)[13](CT.S)LOKILLO: aprce si
[2020:09:11-22:03:21]  (Global) -> SapoCerdoBLETRIPLEHPTA: y el sapobarco
[2020:09:11-22:03:22]  (Global) -> #7F7F7F|CVR|#FF0000DonBerni: lit, solo lei este graffiti
[2020:09:11-22:03:23]  (Local) -> (LOCAL)[13](CT.S)LOKILLO: pero espere
[2020:09:11-22:03:24]  (Global) -> SapoCerdoBLETRIPLEHPTA: jajsjaj
[2020:09:11-22:03:24]  (Local) -> (LOCAL)[13]Haski: me lo kite ahorita me lo pongo
[2020:09:11-22:03:25]  (Local) -> (LOCAL)[13]Eldiomedazo: ta melito jajajaja
[2020:09:11-22:03:25]  (Local) -> (LOCAL)[3]Judas?Islamic: ya?
[2020:09:11-22:03:25]  (Global) -> (RCA)GustavoPetro: #haskilloron
[2020:09:11-22:03:26]  (Local) -> (LOCAL)[14](CT.S)MAURO: oe
[2020:09:11-22:03:28]  (Global) -> Jabon: xd
[2020:09:11-22:03:29]  (Local) -> (LOCAL)[7][Z]DanielFly: oe
[2020:09:11-22:03:30]  (Local) -> (LOCAL)[14](CT.S)LOKILLO: yonga
[2020:09:11-22:03:32]  (Global) -> Haski: Xd
[2020:09:11-22:03:35]  (Local) -> (LOCAL)[7][CT-S]bray: NEA
[2020:09:11-22:03:37]  (Global) -> Haski: ta melo
[2020:09:11-22:03:37]  (Global) -> (RCA)SingleChamber: HASKILLORON
[2020:09:11-22:03:37]  (Local) -> (LOCAL)[8][Z]DanielFly: no me vaya a capturar
[2020:09:11-22:03:37]  (Local) -> (LOCAL)[8](CT.S)LOKILLO: amuiroe
[2020:09:11-22:03:37]  (Local) -> (LOCAL)[7](CT.S)Buitre: hola
[2020:09:11-22:03:38]  (Global) -> ratix86: solo humildad
[2020:09:11-22:03:39]  (Local) -> (LOCAL)[8][CT-S]bray: no dispare
[2020:09:11-22:03:42]  (Local) -> (LOCAL)[7][CT-S]bray: quitese el job
[2020:09:11-22:03:43]  (Local) -> (LOCAL)[1]Jedalo: pai yo la hago
[2020:09:11-22:03:44]  (Local) -> (LOCAL)[14]Eldiomedazo: cada vez que entro este marica esta con algo nuevo
[2020:09:11-22:03:45]  (Local) -> (LOCAL)[3](CT.S)MAURO: panja
[2020:09:11-22:03:46]  (Local) -> (LOCAL)[1]Jedalo: todo bien
[2020:09:11-22:03:47]  (Local) -> (LOCAL)[3](L.E)EL_TOPOLLIYO: hp
[2020:09:11-22:03:48]  (Local) -> (LOCAL)[14]Eldiomedazo: dizque haski maton
[2020:09:11-22:03:49]  (Global) -> Haski: JAJAJAJJAJAJAA
[2020:09:11-22:03:50]  (Local) -> (LOCAL)[13]Eldiomedazo: ajajajajajaja
[2020:09:11-22:03:51]  (Local) -> (LOCAL)[2](L.E)EL_TOPOLLIYO: hp
[2020:09:11-22:03:52]  (Local) -> (LOCAL)[9](CT.S)Buitre: todo bien
[2020:09:11-22:03:52]  (Local) -> (LOCAL)[1](CT.S)LOKILLO: buque a el capo que me esta vendiendo un carro
[2020:09:11-22:03:53]  (Local) -> (LOCAL)[4]ElMillor: QUE PASO TOMVO¿
[2020:09:11-22:03:54]  (Local) -> (LOCAL)[1](CT.S)MAURO: sabe como es el discord?
[2020:09:11-22:03:56]  (Global) -> ratix86: montense
[2020:09:11-22:03:56]  (Global) -> UnequaledHamster77: usted
[2020:09:11-22:03:58]  (Global) -> (RCA)SingleChamber: #haskilloron
[2020:09:11-22:03:58]  (Local) -> (LOCAL)[9][Z]DanielFly: pero serio
[2020:09:11-22:03:58]  (Global) -> Haski: ratix
[2020:09:11-22:03:58]  (Local) -> (LOCAL)[3]JuanPablo: ya tenemos todos los turfs
[2020:09:11-22:03:59]  (Local) -> (LOCAL)[3]bosnian: xd
