This file was generated by Console at 2021:02:12-00:00:00



[2021:02:12-00:00:00]  (Global) -> AttractiveDunebuggy54: socio
[2021:02:12-23:48:52]  (Local) -> (LOCAL)[1]JACK: OE
[2021:02:12-23:48:52]  (Global) -> Juanito_Rodriguez: r
[2021:02:12-23:48:52]  (Local) -> (LOCAL)[3]Drogba22: bajese
[2021:02:12-23:48:56]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: uu dale
[2021:02:12-23:48:56]  (Local) -> (LOCAL)[4]manuuwu: a
[2021:02:12-23:49:00]  (Local) -> (LOCAL)[3]Drogba22: venga
[2021:02:12-23:49:01]  (Local) -> (LOCAL)[8]Cristina-2cb: JAJAJAJAJA
[2021:02:12-23:49:01]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:49:02]  (Local) -> (LOCAL)[4]Juanda2cB: a este hp tombo tna sapo
[2021:02:12-23:49:02]  (Local) -> (LOCAL)[4]manuuwu: tombo de mierda
[2021:02:12-23:49:03]  (Local) -> (LOCAL)[4]Loca.I.|2cb|: manca
[2021:02:12-23:49:03]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: como se agarran o como se donde estan
[2021:02:12-23:49:05]  (Local) -> (LOCAL)[0]G|don|jimenez|: l
[2021:02:12-23:49:06]  ([Msg] de sebastian[2cb] para KevinOcampo|GDT: hay alguna posibilidad de que puedan covertir mi faggio en una pizza boy ?) -> nil
[2021:02:12-23:49:07]  (Global) -> G|don|jimenez|: llanerito
[2021:02:12-23:49:08]  (Local) -> (LOCAL)[1](Z)Polo: what is this shit
[2021:02:12-23:49:08]  (Global) -> Danilo: si se escuchan bien los temas
[2021:02:12-23:49:09]  (Local) -> (LOCAL)[2]Drogba22: parese ahi
[2021:02:12-23:49:09]  (Team - Criminals) -> (TEAM)camilozxc: na me hice criminal
[2021:02:12-23:49:11]  (Local) -> (LOCAL)[1]Fabius'2cB: son escazas entonces usalo cuando sea tipo turf o estes re caliente con varios tipos xD
[2021:02:12-23:49:11]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito'ELN': dime
[2021:02:12-23:49:13]  (Local) -> (LOCAL)[4]manuuwu: que leden piroav de mierda
[2021:02:12-23:49:14]  (Global) -> G|don|jimenez|: me haces tp a pabl0
[2021:02:12-23:49:16]  (Local) -> (LOCAL)[3]Drogba22: ahora f3
[2021:02:12-23:49:16]  (Global) -> DJMiguelM|GT: r pues
[2021:02:12-23:49:19]  (Global) -> G|don|jimenez|: por favor
[2021:02:12-23:49:21]  (Local) -> (LOCAL)[2]Drogba22: en f
[2021:02:12-23:49:24]  (Global) -> DJMiguelM|GT: a mi se me escuchaban raros
[2021:02:12-23:49:26]  (Local) -> (LOCAL)[1](Z)Polo: quiere drogarse
[2021:02:12-23:49:28]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: dale
[2021:02:12-23:49:29]  (Local) -> (LOCAL)[1]Drogba22: le das mostrar
[2021:02:12-23:49:33]  (Global) -> DJMiguelM|GT: pero es problema mio creo
[2021:02:12-23:49:34]  (Global) -> camilozxc: XD si
[2021:02:12-23:49:34]  (Global) -> sebastian[2cb]: kevin
[2021:02:12-23:49:37]  (Local) -> (LOCAL)[1]Drogba22: y luego traerlo
[2021:02:12-23:49:39]  (Local) -> (LOCAL)[12]manuuwu: na
[2021:02:12-23:49:40]  (Local) -> (LOCAL)[1]Fabius'2cB: de poper compra todas y de perica solo compra 5, no seas abusivo :v
[2021:02:12-23:49:41]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:49:42]  (Global) -> manuuwu: ra vez
[2021:02:12-23:49:44]  (Local) -> (LOCAL)[1]Drogba22: asi
[2021:02:12-23:49:45]  (Local) -> (LOCAL)[14]manuuwu: manco
[2021:02:12-23:49:46]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:49:48]  (Local) -> (LOCAL)[2]ADRIAN(RCA): gracias
[2021:02:12-23:49:54]  (Local) -> (LOCAL)[9]IamSamuels[AK]: hola
[2021:02:12-23:49:57]  (Global) -> Loca.I.|2cb|: ( ͠; ᴥ ͠;)
[2021:02:12-23:49:59]  (Local) -> (LOCAL)[12]Cristina-2cb: sisis
[2021:02:12-23:50:00]  (Global) -> Oreo|ELN:  ������������ ������������
[2021:02:12-23:50:01]  (Local) -> (LOCAL)[12]G|don|jimenez|: ya
[2021:02:12-23:50:02]  (Local) -> (LOCAL)[8]Loca.I.|2cb|: joder con razon
[2021:02:12-23:50:02]  (Global) -> DJFABIAN421"2CB: uqien pa turfear
[2021:02:12-23:50:03]  (Local) -> (LOCAL)[9]Loca.I.|2cb|: si tenia sp
[2021:02:12-23:50:04]  (Local) -> (LOCAL)[6]Juanda2cB: hp tomob tan sapo no le hicieron ni mierda
[2021:02:12-23:50:06]  (Local) -> (LOCAL)[12]G|don|jimenez|: voy por el volumen
[2021:02:12-23:50:08]  (Local) -> (LOCAL)[1](Z)Polo: sque su carro
[2021:02:12-23:50:11]  (Global) -> DJMiguelM|GT: nadie
[2021:02:12-23:50:12]  (Local) -> (LOCAL)[12]G|don|jimenez|: no escucho bien
[2021:02:12-23:50:12]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): VEO LLVESE LA MOTO Y PERSIGAME
[2021:02:12-23:50:12]  (Global) -> Torres: medico, puede venir al aeropuerto?
[2021:02:12-23:50:13]  (Global) -> camilozxc: sitve para aterrisar bien
[2021:02:12-23:50:14]  (Local) -> (LOCAL)[11]Cristina-2cb: patron
[2021:02:12-23:50:14]  (Local) -> (LOCAL)[10]Colombiahumana|ELN: YA
[2021:02:12-23:50:19]  (Local) -> (LOCAL)[1]Fabius'2cB: compra ps
[2021:02:12-23:50:20]  (Local) -> (LOCAL)[4]ART[AK]: dry
[2021:02:12-23:50:20]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:50:21]  (Local) -> (LOCAL)[9]IamSamuels[AK]: les ofrecemos un servidio de taxi pero por medio de helicoptero
[2021:02:12-23:50:21]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: las poper
[2021:02:12-23:50:23]  (Local) -> (LOCAL)[1]Fabius'2cB: de poper todas
[2021:02:12-23:50:23]  (Local) -> (LOCAL)[10]Cristina-2cb: ya estoy uniformada
[2021:02:12-23:50:24]  (Global) -> SALCHIPAPERO(RCA): como asi turfear
[2021:02:12-23:50:24]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: valen un huevo
[2021:02:12-23:50:25]  (Local) -> (LOCAL)[1]Fabius'2cB: y perica solo 5
[2021:02:12-23:50:27]  (Local) -> (LOCAL)[1](Z)Polo: saque el carro
[2021:02:12-23:50:28]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: 3M
[2021:02:12-23:50:28]  (Local) -> (LOCAL)[1]ADRIAN(RCA): no me aparece mi carro jajaj
[2021:02:12-23:50:29]  (Local) -> (LOCAL)[1]ART[AK]: ey
[2021:02:12-23:50:31]  (Local) -> (LOCAL)[10]IamSamuels[AK]: servicio*
[2021:02:12-23:50:32]  (Local) -> (LOCAL)[1]Drogba22: pero
[2021:02:12-23:50:32]  (Local) -> (LOCAL)[1]Fabius'2cB: hay unas que son 3
[2021:02:12-23:50:35]  (Local) -> (LOCAL)[1]Fabius'2cB: compra todas esas
[2021:02:12-23:50:38]  (Local) -> (LOCAL)[10]G4(2cB): que vrga
[2021:02:12-23:50:39]  (Local) -> (LOCAL)[2]ART[AK]: espere
[2021:02:12-23:50:40]  (Local) -> (LOCAL)[1]Drogba22: tiene que seleccionarlo
[2021:02:12-23:50:40]  (Global) -> Torres: medico
[2021:02:12-23:50:42]  (Local) -> (LOCAL)[2]ART[AK]: es nuevo?
[2021:02:12-23:50:43]  (Global) -> Juanda2cB: q le da somos de la misma gang loca
[2021:02:12-23:50:44]  (Local) -> (LOCAL)[2]Drogba22: luego le da mostrar
[2021:02:12-23:50:45]  (Local) -> (LOCAL)[13]IamSamuels[AK]: les interesa?
[2021:02:12-23:50:46]  (Local) -> (LOCAL)[1]Fabius'2cB: y h ay otras que son 35 y de esas compra 5 :v
[2021:02:12-23:50:47]  (Local) -> (LOCAL)[1]Drogba22: luego traer
[2021:02:12-23:50:48]  (Local) -> (LOCAL)[1](Z)Polo: vamos al banco
[2021:02:12-23:50:50]  (Local) -> (LOCAL)[2]ART[AK]: quiere skin?
[2021:02:12-23:50:53]  (Global) -> NixersTK: manao y puedo jugar sim activar los mods?
[2021:02:12-23:50:54]  (Local) -> (LOCAL)[5]koky28|2cB|: sos tombo ?
[2021:02:12-23:50:55]  (Local) -> (LOCAL)[2]ART[AK]: vengale regalo
[2021:02:12-23:50:59]  (Global) -> SALCHIPAPERO(RCA): el travieso escot
[2021:02:12-23:51:00]  (Local) -> (LOCAL)[7]Juanda11(RCA): no pana
[2021:02:12-23:51:02]  (Local) -> (LOCAL)[2]manuuwu: mk una año
[2021:02:12-23:51:04]  (Local) -> (LOCAL)[5]koky28|2cB|: ok
[2021:02:12-23:51:05]  (Local) -> (LOCAL)[1]ADRIAN(RCA): mk no me aparece mi carro
[2021:02:12-23:51:05]  (Local) -> (LOCAL)[11]JUAN-DIEGO-CR-(2cB): jsjs
[2021:02:12-23:51:07]  (Local) -> (LOCAL)[1](Z)Polo: si ve a alguien lo matamos
[2021:02:12-23:51:08]  (Local) -> (LOCAL)[3]ART[AK]: ya?
[2021:02:12-23:51:08]  (Local) -> (LOCAL)[2]Juanda2cB: como asi
[2021:02:12-23:51:09]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: las popper no me deja
[2021:02:12-23:51:10]  (Local) -> (LOCAL)[1]Drogba22: uy ´pri
[2021:02:12-23:51:10]  (Local) -> (LOCAL)[2]manuuwu: casi q no nos mete jajaaja
[2021:02:12-23:51:12]  (Local) -> (LOCAL)[2]Juanda2cB: cuanto tiempo le sale?'
[2021:02:12-23:51:13]  (Local) -> (LOCAL)[1]ADRIAN(RCA): nose que paso
[2021:02:12-23:51:15]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: tienen valor
[2021:02:12-23:51:15]  (Local) -> (LOCAL)[2]Juanda2cB: ahh siza
[2021:02:12-23:51:16]  (Global) -> PeriodicPetal81: faltan3
[2021:02:12-23:51:18]  (Local) -> (LOCAL)[1]Fabius'2cB: a ver
[2021:02:12-23:51:18]  (Local) -> (LOCAL)[2]Juanda2cB: una dia jaaja
[2021:02:12-23:51:18]  (Local) -> (LOCAL)[11]Cristina-2cb: el barrilete ese que patron
[2021:02:12-23:51:20]  (Global) -> PeriodicPetal81: ya esta
[2021:02:12-23:51:22]  (Local) -> (LOCAL)[1]Loca.I.|2cb|: cooomo
[2021:02:12-23:51:24]  (Local) -> (LOCAL)[1]Drogba22: no le aparece ni para seleccionarlo?
[2021:02:12-23:51:26]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: ñero
[2021:02:12-23:51:27]  (Global) -> NixersTK: JAJAJJAjAJA el travieso escoot
[2021:02:12-23:51:28]  (Local) -> (LOCAL)[3]ART[AK]: ok activalas
[2021:02:12-23:51:29]  (Local) -> (LOCAL)[10]JACK: PANTER
[2021:02:12-23:51:30]  (Local) -> (LOCAL)[2]DIPOL|Sendobeta: usted pq es tan loka
[2021:02:12-23:51:32]  (Local) -> (LOCAL)[10]JUAN-DIEGO-CR-(2cB): demosle 5 minutos a juan
[2021:02:12-23:51:34]  (Global) -> Carlos_Escobar: DE BAJA
[2021:02:12-23:51:36]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: ñero ñeor
[2021:02:12-23:51:39]  (Local) -> (LOCAL)[3]DIPOL|Sendobeta: digame
[2021:02:12-23:51:39]  (Local) -> (LOCAL)[1]ADRIAN(RCA): pareciera como si no tuviera ninguno
[2021:02:12-23:51:39]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: lleveme lejos para activar mods
[2021:02:12-23:51:40]  (Local) -> (LOCAL)[8]G4(2cB): deje las mkdas compatriota
[2021:02:12-23:51:41]  (Local) -> (LOCAL)[8]JUAN-DIEGO-CR-(2cB): esta comiendo
[2021:02:12-23:51:42]  (Global) -> NixersTK: klk ñeroooo
[2021:02:12-23:51:43]  (Global) -> PeriodicPetal81: ya
[2021:02:12-23:51:45]  (Local) -> (LOCAL)[5]koky28|2cB|: chupalo
[2021:02:12-23:51:45]  (Local) -> (LOCAL)[1]Drogba22: jumm
[2021:02:12-23:51:46]  (Local) -> (LOCAL)[9]G4(2cB): colombia nos necesita
[2021:02:12-23:51:46]  (Local) -> (LOCAL)[3]DIPOL|Sendobeta: pq tiene que ser tan cagado
[2021:02:12-23:51:49]  (Local) -> (LOCAL)[1]Drogba22: ahi si no se
[2021:02:12-23:51:50]  (Local) -> (LOCAL)[1]ADRIAN(RCA): hpta
[2021:02:12-23:51:51]  (Local) -> (LOCAL)[3]DIPOL|Sendobeta: le compro pañal?
[2021:02:12-23:51:54]  (Local) -> (LOCAL)[1]ADRIAN(RCA): jajaa
[2021:02:12-23:51:56]  (Local) -> (LOCAL)[3]DIPOL|Sendobeta: loka
[2021:02:12-23:51:58]  (Local) -> (LOCAL)[3]ART[AK]: ok vaya en el circulo rojo y elija alguno que le gusta sin importar precio
[2021:02:12-23:51:59]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: la bebe
[2021:02:12-23:52:03]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:52:07]  (Local) -> (LOCAL)[9]JUAN-DIEGO-CR-(2cB): esta comiendo mn
[2021:02:12-23:52:09]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: pere activo mods ppaaaa
[2021:02:12-23:52:09]  (Local) -> (LOCAL)[1]Fabius'2cB: las 3
[2021:02:12-23:52:13]  (Local) -> (LOCAL)[1]Fabius'2cB: creo q es bazuko
[2021:02:12-23:52:17]  (Local) -> (LOCAL)[1]Fabius'2cB: se cambian los nombres
[2021:02:12-23:52:18]  (Local) -> (LOCAL)[4]Loca.I.|2cb|: XD
[2021:02:12-23:52:19]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:52:20]  (Local) -> (LOCAL)[9]G|don|jimenez|: ojoo
[2021:02:12-23:52:22]  (Local) -> (LOCAL)[1](Z)Polo: doble kill
[2021:02:12-23:52:24]  (Local) -> (LOCAL)[9]G|don|jimenez|: quietosss
[2021:02:12-23:52:25]  (Local) -> (LOCAL)[9]JUAN-DIEGO-CR-(2cB): o esperemoslo
[2021:02:12-23:52:27]  (Local) -> (LOCAL)[1]Drogba22: necesita ir a algun lado?
[2021:02:12-23:52:27]  (Local) -> (LOCAL)[11]Pablito'ELN': omla
[2021:02:12-23:52:30]  (Local) -> (LOCAL)[2]ADRIAN(RCA): buena gracias lo intentamos
[2021:02:12-23:52:34]  (Local) -> (LOCAL)[5]IamJuancho|Ak|: se cayo?
[2021:02:12-23:52:35]  (Local) -> (LOCAL)[1]Fabius'2cB: las unicas q estan baratas
[2021:02:12-23:52:46]  (Local) -> (LOCAL)[2]ADRIAN(RCA): no todo bien voy a reiniciar a ver gracias
[2021:02:12-23:52:49]  (Local) -> (LOCAL)[10]Cristina-2cb: me van a matar
[2021:02:12-23:52:52]  (Local) -> (LOCAL)[10]MINI/2CB: peron
[2021:02:12-23:52:54]  (Global) -> JUAN-AA'ELN': uy q
[2021:02:12-23:52:58]  (Local) -> (LOCAL)[9](Z)Polo: nimodo
[2021:02:12-23:53:00]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: sigue sin dejarme
[2021:02:12-23:53:00]  (Local) -> (LOCAL)[9]casio: jaj
[2021:02:12-23:53:00]  (Local) -> (LOCAL)[9]G|don|jimenez|: q ricoo
[2021:02:12-23:53:02]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: bofffffffff
[2021:02:12-23:53:03]  (Local) -> (LOCAL)[1]Fabius'2cB: ya
[2021:02:12-23:53:06]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: valen 3m las pericas
[2021:02:12-23:53:06]  (Local) -> (LOCAL)[6](Z)Polo: subite
[2021:02:12-23:53:06]  (Local) -> (LOCAL)[3]Drogba22: bn
[2021:02:12-23:53:07]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: su nabe paa
[2021:02:12-23:53:11]  (Local) -> (LOCAL)[1]Fabius'2cB: ya eso era todo
[2021:02:12-23:53:12]  (Local) -> (LOCAL)[1]Fabius'2cB: mira f7
[2021:02:12-23:53:15]  (Local) -> (LOCAL)[1]Fabius'2cB: tenes 5 de perico
[2021:02:12-23:53:16]  (Global) -> DJMiguelM|GT: AHJAJAJAJAJAJ XD
[2021:02:12-23:53:17]  (Local) -> (LOCAL)[1]Fabius'2cB: y 3 de poper
[2021:02:12-23:53:20]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:53:20]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: pilel
[2021:02:12-23:53:21]  (Local) -> (LOCAL)[9]koky28|2cB|: JAJA
[2021:02:12-23:53:24]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: como raya el piso
[2021:02:12-23:53:24]  (Global) -> Barrilete: Porque me mataron
[2021:02:12-23:53:24]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: a quien se lo compró
[2021:02:12-23:53:25]  (Global) -> Barrilete: Groseros
[2021:02:12-23:53:25]  (Global) -> PeriodicPetal81: quiero la de travis
[2021:02:12-23:53:29]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: a popper
[2021:02:12-23:53:30]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: 4 palos
[2021:02:12-23:53:31]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: xddddddd
[2021:02:12-23:53:31]  (Global) -> DIPOL|Sendobeta: por loka
[2021:02:12-23:53:31]  (Global) -> DJMiguelM|GT: CUAL??
[2021:02:12-23:53:32]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: boff
[2021:02:12-23:53:34]  (Local) -> (LOCAL)[2]ART[AK]: travis scott?
[2021:02:12-23:53:36]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: a tenes razon
[2021:02:12-23:53:39]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:53:39]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: si tengo
[2021:02:12-23:53:39]  (Local) -> (LOCAL)[1](Z)Polo: q
[2021:02:12-23:53:43]  (Global) -> Drogba22: admin
[2021:02:12-23:53:46]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: pense que no me habia dejado sacar
[2021:02:12-23:53:48]  (Global) -> PeriodicPetal81: si
[2021:02:12-23:53:48]  (Global) -> SALCHIPAPERO(RCA): EPAAAAAAAAA
[2021:02:12-23:53:52]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: gracias pibe
[2021:02:12-23:53:53]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): AVMOS OTRAVEZ PARA EL SERRO
[2021:02:12-23:53:54]  (Local) -> (LOCAL)[2]ART[AK]: mire bien y elija.. entre todas quiere esa?
[2021:02:12-23:53:57]  (Local) -> (LOCAL)[1][RCA]Omar: ale
[2021:02:12-23:53:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: llegue al discord
[2021:02:12-23:54:03]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: y ese hombrecito morado
[2021:02:12-23:54:04]  (Global) -> PeriodicPetal81: si
[2021:02:12-23:54:05]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: que vende
[2021:02:12-23:54:08]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: voy ñero
[2021:02:12-23:54:10]  (Local) -> (LOCAL)[1]Fabius'2cB: nada
[2021:02:12-23:54:11]  (Local) -> (LOCAL)[7]Pablito'ELN': omla
[2021:02:12-23:54:12]  (Local) -> (LOCAL)[7]Pablito'ELN': omla
[2021:02:12-23:54:13]  (Local) -> (LOCAL)[1](Z)Polo: OE TOMBOS
[2021:02:12-23:54:14]  (Local) -> (LOCAL)[7]Pablito'ELN': omla
[2021:02:12-23:54:15]  (Local) -> (LOCAL)[7]Pablito'ELN': omla
[2021:02:12-23:54:15]  (Global) -> camilozxc: ni modo
[2021:02:12-23:54:17]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): PRIMER PAGO
[2021:02:12-23:54:17]  (Local) -> (LOCAL)[2]Fabius'2cB: oe
[2021:02:12-23:54:18]  (Global) -> UbiquitousPad99: k
[2021:02:12-23:54:20]  (Local) -> (LOCAL)[1]Cristina-2cb: TU SABES DONDE QUEDA?
[2021:02:12-23:54:20]  (Local) -> (LOCAL)[1][RCA]Omar: gracias
[2021:02:12-23:54:21]  (Global) -> Carlos_Escobar: RAPIDO
[2021:02:12-23:54:21]  (Local) -> (LOCAL)[1]Fabius'2cB: usalas cuando tengas chaleco
[2021:02:12-23:54:21]  (Local) -> (LOCAL)[1]Cagaleto|EVG|: ni modo
[2021:02:12-23:54:22]  (Local) -> (LOCAL)[1](Z)Polo: CHUPEME EL CHIMBO
[2021:02:12-23:54:24]  (Global) -> G|don|jimenez|: llanerito me haces tp a pabl0}
[2021:02:12-23:54:35]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): VAMOS AL BANCO PRIMERO
[2021:02:12-23:54:35]  (Local) -> (LOCAL)[3]Loca.I.|2cb|: joder
[2021:02:12-23:54:37]  (Local) -> (LOCAL)[11](Z)Polo: costeño 70 jijueputa
[2021:02:12-23:54:39]  (Local) -> (LOCAL)[1]Fabius'2cB: asi la aprovechas al max
[2021:02:12-23:54:41]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||DJ|#FF5C00Doki: papi no va como raspando
[2021:02:12-23:54:43]  (Local) -> (LOCAL)[1]Fabius'2cB: y no 5s pq te matan
[2021:02:12-23:54:44]  (Global) -> Kevin_Gonzales: h
[2021:02:12-23:54:47]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: suabe
[2021:02:12-23:54:51]  (Local) -> (LOCAL)[2]Fabius'2cB: igual si te matan
[2021:02:12-23:54:52]  (Local) -> (LOCAL)[8](Z)Polo: cuantos segundos le dieron
[2021:02:12-23:54:55]  (Local) -> (LOCAL)[3]IamJuancho|Ak|: oe
[2021:02:12-23:54:56]  (Local) -> (LOCAL)[1]Fabius'2cB: el efecto sigue
[2021:02:12-23:54:56]  (Local) -> (LOCAL)[1]G|don|jimenez|: jja
[2021:02:12-23:54:57]  (Local) -> (LOCAL)[3]Radial'2cb: q
[2021:02:12-23:55:00]  (Local) -> (LOCAL)[3]IamSamuels[AK]: oe
[2021:02:12-23:55:02]  (Local) -> (LOCAL)[1]Fabius'2cB: pero toca llegar rapido donde los manes
[2021:02:12-23:55:02]  ([Msg] de #ffaaffAsario para Balaclava|GDT: oe) -> nil
[2021:02:12-23:55:03]  (Local) -> (LOCAL)[3]Radial'2cb: q
[2021:02:12-23:55:05]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: uh buenisimo
[2021:02:12-23:55:06]  (Local) -> (LOCAL)[5]Loca.I.|2cb|: omla
[2021:02:12-23:55:06]  (Local) -> (LOCAL)[3]IamJuancho|Ak|: quiere ir en helicopetro?
[2021:02:12-23:55:10]  (Local) -> (LOCAL)[2]Radial'2cb: yo tengo
[2021:02:12-23:55:12]  (Local) -> (LOCAL)[1]Fabius'2cB: pero no dura tanto tiempo
[2021:02:12-23:55:14]  (Global) -> G|don|jimenez|: llanerito
[2021:02:12-23:55:14]  (Local) -> (LOCAL)[3]IamJuancho|Ak|: tenemos un servicio de taxi
[2021:02:12-23:55:14]  (Local) -> (LOCAL)[3]IamSamuels[AK]: le damos un viaje
[2021:02:12-23:55:19]  (Local) -> (LOCAL)[2]ART[AK]: espereme voy por plata me falta un 2k jaja
[2021:02:12-23:55:21]  (Local) -> (LOCAL)[1]Cristina-2cb: tengo sanchez
[2021:02:12-23:55:23]  (Local) -> (LOCAL)[2]Radial'2cb: si?? ahhhh bno
[2021:02:12-23:55:23]  (Global) -> G|don|jimenez|: me haces tp a pabl0 la ultima vez
[2021:02:12-23:55:24]  (Local) -> (LOCAL)[2]ART[AK]: espereme y vuelvo
[2021:02:12-23:55:25]  (Local) -> (LOCAL)[5]Daniel^NoCopying: haahahaha cachaco malparido tu no sabe q es aprecionarle esa chochita a esa burra
[2021:02:12-23:55:25]  (Local) -> (LOCAL)[1]Cristina-2cb: es mejor
[2021:02:12-23:55:25]  (Local) -> (LOCAL)[3]IamSamuels[AK]: es que es un emprendimiento
[2021:02:12-23:55:28]  (Global) -> Daniel^NoCopying: haahahaha cachaco malparido tu no sabe q es aprecionarle esa chochita a esa burra 
[2021:02:12-23:55:30]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:55:30]  (Local) -> (LOCAL)[3]Radial'2cb: q les vaya mu bn
[2021:02:12-23:55:33]  (Global) -> Daniel^NoCopying: haahahaha cachaco malparido tu no sabe q es aprecionarle esa chochita a esa burra 
[2021:02:12-23:55:37]  (Local) -> (LOCAL)[3]IamSamuels[AK]: gracias
[2021:02:12-23:55:42]  (Local) -> (LOCAL)[3]IamSamuels[AK]: quiere ser un cliente?
[2021:02:12-23:55:42]  (Local) -> (LOCAL)[3]Skippers|ELN: unm un ban
[2021:02:12-23:55:45]  (Local) -> (LOCAL)[3]Radial'2cb: si
[2021:02:12-23:55:46]  (Local) -> (LOCAL)[6](Z)Polo: CALLESE COSTEÑO 70 HIJUEPUTA
[2021:02:12-23:55:49]  (Local) -> (LOCAL)[1]Colpatria: quieto ghpta
[2021:02:12-23:55:52]  (Global) -> DJMiguelM|GT: ADMIN MOMENT
[2021:02:12-23:55:52]  (Local) -> (LOCAL)[4]Daniel^NoCopying: ajajsjsjsjsj
[2021:02:12-23:55:54]  (Local) -> (LOCAL)[1]ColombianRobot[2cb]: demalas
[2021:02:12-23:55:56]  (Local) -> (LOCAL)[4]Fabius'2cB: noo
[2021:02:12-23:55:57]  (Local) -> (LOCAL)[3]PIPETA: HEY BRO DE QUE TRABAJAN USTEDES
[2021:02:12-23:55:57]  (Local) -> (LOCAL)[1]Colpatria: hpta
[2021:02:12-23:55:57]  (Local) -> (LOCAL)[3]Maracachafa_(RCA): E
[2021:02:12-23:55:58]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:55:59]  (Local) -> (LOCAL)[1]G|don|jimenez|: oe
[2021:02:12-23:56:00]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF0000MenteMaestra|GDT: ñero a q hroas van a hacer el stream
[2021:02:12-23:56:01]  (Global) -> ~>[H]ermano<~.2cb: [LOCAL] D|x~>Siah: un dia es amor y al dia siguiente ya la quiero tener hasta el cuello deeeeaaa
[2021:02:12-23:56:02]  (Global) -> Daniel^NoCopying: jasjjasjsa
[2021:02:12-23:56:05]  (Local) -> (LOCAL)[2]Maracachafa_(RCA): OE DANIEL
[2021:02:12-23:56:06]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: 7
[2021:02:12-23:56:06]  (Local) -> (LOCAL)[1]JUAN-DIEGO-CR-(2cB): sjsj buena
[2021:02:12-23:56:09]  ([Msg] de #ffaaffAsario para Balaclava|GDT: me va dar esa skin) -> nil
