This file was generated by Console at 2020:09:23-00:00:00



[2020:09:23-00:00:00]  (Local) -> (LOCAL)[4]GT|~Beltran: osi
[2020:09:23-19:47:16]  (Global) -> CARRANCHO: venga lo curo
[2020:09:23-19:47:20]  (Global) -> JuanLasso: BUSETAS
[2020:09:23-19:47:26]  (Local) -> (LOCAL)[12]2CB_+WALTER+: SI QUIERO
[2020:09:23-19:47:27]  (Global) -> Uribe: oe
[2020:09:23-19:47:27]  (Local) -> (LOCAL)[12]2cb'elpablitopai: salga
[2020:09:23-19:47:30]  (Local) -> (LOCAL)[0][Z]Dominic: ya
[2020:09:23-19:47:30]  (Local) -> (LOCAL)[2]CamiloSZ_: si me das un millon , no
[2020:09:23-19:47:32]  (Global) -> Uribe: de quie nes el carro
[2020:09:23-19:47:34]  (Local) -> (LOCAL)[14]2cb'elpablitopai: pa papiarlo
[2020:09:23-19:47:43]  (Global) -> santiagohptA:  vrga ;(
[2020:09:23-19:47:49]  (Global) -> ESMAD/cejon: sapo
[2020:09:23-19:47:55]  (Local) -> (LOCAL)[7]CharmingTongue32: no vega
[2020:09:23-19:47:56]  (Global) -> [EVG]Avalencia: OE DJ HISTORIA DE TAXI RICARDO ARJONA
[2020:09:23-19:47:57]  (Global) -> JuanLasso: DONDE ESTA NICOLAS
[2020:09:23-19:48:01]  (Local) -> (LOCAL)[13]2cB'ratix86: haski remolcador
[2020:09:23-19:48:01]  (Local) -> (LOCAL)[14]2cb'elpablitopai: poco de sapos
[2020:09:23-19:48:01]  (Local) -> (LOCAL)[13]Jasqui_Scott: guardelos
[2020:09:23-19:48:02]  (Local) -> (LOCAL)[7]CharmingTongue32: venga hablemos
[2020:09:23-19:48:02]  (Global) -> santiagohptA:  cuanto le costo el camion?
[2020:09:23-19:48:06]  (Local) -> (LOCAL)[12]Jasqui_Scott: asjasjasjas
[2020:09:23-19:48:09]  (Local) -> (LOCAL)[14]2cb'elpablitopai: salga sebas
[2020:09:23-19:48:09]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: JAJAJAJAJJAAJ
[2020:09:23-19:48:10]  (Local) -> (LOCAL)[11]2cB'ratix86: hp este+
[2020:09:23-19:48:13]  (Global) -> CamiloSZ_: 900ka
[2020:09:23-19:48:14]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: patron calmese
[2020:09:23-19:48:14]  (Local) -> (LOCAL)[14]2cb'elpablitopai: sapo hp
[2020:09:23-19:48:17]  (Global) -> Chirretico: Algún mod me saca de la dimensión 0
[2020:09:23-19:48:18]  (Global) -> Chirretico: Algún mod me saca de la dimensión 0
[2020:09:23-19:48:19]  (Local) -> (LOCAL)[1]CharmingTongue32: no era con utt
[2020:09:23-19:48:21]  (Local) -> (LOCAL)[12][$BABY$]C4rtex: XDDDDDDDDDDDDD
[2020:09:23-19:48:21]  (Global) -> santiagohptA: ay :((
[2020:09:23-19:48:24]  (Local) -> (LOCAL)[12]2cb'elpablitopai: jaajajajajaj
[2020:09:23-19:48:24]  (Global) -> Uribe: quieto 
[2020:09:23-19:48:27]  (Local) -> (LOCAL)[12][$BABY$]C4rtex: parce ajaKJSKAJJAKJASJAJAJAJAJ
[2020:09:23-19:48:30]  (Local) -> (LOCAL)[12]2cb'elpablitopai: escuche este bobo
[2020:09:23-19:48:31]  (Local) -> (LOCAL)[13]2CB_+WALTER+: DEJELOS
[2020:09:23-19:48:33]  (Local) -> (LOCAL)[2]CamiloSZ_: harol tambien lo tiene
[2020:09:23-19:48:33]  (Local) -> (LOCAL)[12][$BABY$]C4rtex: grande patron
[2020:09:23-19:48:33]  (Local) -> (LOCAL)[13]2cB'ratix86: voy a impedirlo
[2020:09:23-19:48:33]  (Local) -> (LOCAL)[1][Z]El_keki: ey podemos pescar aqui
[2020:09:23-19:48:40]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: ajaskjjajajajajajaja
[2020:09:23-19:48:42]  (Global) -> santiagohptA: :,(
[2020:09:23-19:48:42]  (Local) -> (LOCAL)[14]2cb'elpablitopai: jaajajaj
[2020:09:23-19:48:47]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: mi ñero es mi idolo
[2020:09:23-19:48:48]  (Global) -> +el_titi+: carrancho ya me uni
[2020:09:23-19:48:49]  (Local) -> (LOCAL)[14]2cb'elpablitopai: hp man tan charro
[2020:09:23-19:48:50]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: rolea muy bien
[2020:09:23-19:48:57]  (Global) -> [ZETAS]Cris: oi
[2020:09:23-19:48:58]  (Global) -> Chirretico: Algún mod me saca de la dimensión 0
[2020:09:23-19:49:03]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: ajajajajaja
[2020:09:23-19:49:04]  (Local) -> (LOCAL)[13]2cB'ratix86: aaaaa
[2020:09:23-19:49:04]  (Local) -> (LOCAL)[13]2cb'elpablitopai: llamelos
[2020:09:23-19:49:06]  (Local) -> (LOCAL)[13]2cb'elpablitopai: yo solo me los papeo
[2020:09:23-19:49:09]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: JAJAJAJAJA
[2020:09:23-19:49:13]  (Local) -> (LOCAL)[14]2cb'elpablitopai: hp haski
[2020:09:23-19:49:14]  (Team - Services) -> (TEAM)XxANDRESxX: veo como se hbla con la voz?
[2020:09:23-19:49:20]  (Global) -> Jasqui_Scott: jasqui estuvo aki
[2020:09:23-19:49:21]  (Global) -> cris_cortes: 7lock
[2020:09:23-19:49:21]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: jaskiiiii
[2020:09:23-19:49:22]  (Local) -> (LOCAL)[13]LUNCHIZ: JAJAJAJ
[2020:09:23-19:49:26]  (Local) -> (LOCAL)[1][Z]Dominic: lol
[2020:09:23-19:49:30]  (Global) -> ESMAD/cejon: jajaa
[2020:09:23-19:49:31]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: oe mano
[2020:09:23-19:49:32]  (Local) -> (LOCAL)[2]CamiloSZ_: el que primero llegue
[2020:09:23-19:49:32]  (Local) -> (LOCAL)[14]Jasqui_Scott: oes
[2020:09:23-19:49:37]  (Team - Services) -> (TEAM)XxANDRESxX: pablo
[2020:09:23-19:49:39]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: como es lo de la gasolina infinita?
[2020:09:23-19:49:40]  (Local) -> (LOCAL)[12]2cb'elpablitopai: ratix
[2020:09:23-19:49:42]  (Local) -> (LOCAL)[10]2cB'ratix86: x2
[2020:09:23-19:49:44]  (Local) -> (LOCAL)[3][$BABY$]Royal: alto
[2020:09:23-19:49:45]  (Local) -> (LOCAL)[3][Zetas]MAJACA: al es tu rabia
[2020:09:23-19:49:45]  (Local) -> (LOCAL)[10]Jasqui_Scott: aaa
[2020:09:23-19:49:48]  (Local) -> (LOCAL)[11]Jasqui_Scott: hablenme en discord
[2020:09:23-19:49:48]  (Local) -> (LOCAL)[11]2cb'Andrestp: uy como axi
[2020:09:23-19:49:50]  (Local) -> (LOCAL)[11]Jasqui_Scott: les explico
[2020:09:23-19:49:51]  (Local) -> (LOCAL)[3][$BABY$]Royal: yo hago la cuenta xd
[2020:09:23-19:49:55]  (Local) -> (LOCAL)[11]2cb'elpablitopai: ratix
[2020:09:23-19:49:55]  (Team - Services) -> (TEAM)XxANDRESxX: hay chat de voz?
[2020:09:23-19:49:56]  (Local) -> (LOCAL)[10][$BABY$]C4rtex: ale ya le hablo
[2020:09:23-19:49:57]  (Global) -> santiagohptA: tsmwwmn
[2020:09:23-19:50:00]  (Local) -> (LOCAL)[10]2cB'ratix86: decilo
[2020:09:23-19:50:01]  (Local) -> (LOCAL)[10]Jasqui_Scott: Drakmord#6905
[2020:09:23-19:50:08]  (Local) -> (LOCAL)[11]2cb'Andrestp: brves
[2020:09:23-19:50:08]  (Global) -> JuanLasso: CAMINEE
[2020:09:23-19:50:09]  (Global) -> Uribe: momento  barranquilla
[2020:09:23-19:50:11]  (Local) -> (LOCAL)[11]2cb'elpablitopai: disque ese man de alla ese sebas nos gana a nosotros
[2020:09:23-19:50:12]  (Global) -> [ZETAS]Cris: oi
[2020:09:23-19:50:13]  (Team - Services) -> (TEAM)XxANDRESxX: como?
[2020:09:23-19:50:16]  (Local) -> (LOCAL)[12][$BABY$]C4rtex: ajajajaja
[2020:09:23-19:50:17]  (Local) -> (LOCAL)[12]2cB'ratix86: jajaja mero pato
[2020:09:23-19:50:18]  (Global) -> Londono: como salgo del trabajo?
[2020:09:23-19:50:19]  (Local) -> (LOCAL)[12][$BABY$]C4rtex: oe
[2020:09:23-19:50:21]  (Global) -> Uribe: vea
[2020:09:23-19:50:24]  (Team - Unemployed) -> (TEAM)2cb'elpablitopai: disque nos enseña a respetar hp man tan bobo
[2020:09:23-19:50:24]  (Local) -> (LOCAL)[13]2cB'ratix86: donde esta
[2020:09:23-19:50:25]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: prb me mato en 3 s
[2020:09:23-19:50:25]  (Global) -> Uribe: montese aca
[2020:09:23-19:50:27]  (Local) -> (LOCAL)[3][$BABY$]Royal: severo lag
[2020:09:23-19:50:29]  (Local) -> (LOCAL)[13]2cb'elpablitopai: lla
[2020:09:23-19:50:29]  (Local) -> (LOCAL)[13]2cB'ratix86: pa levantarlo
[2020:09:23-19:50:30]  (Global) -> [C.D.S]LuigiBendetta: gonorrea
[2020:09:23-19:50:30]  (Local) -> (LOCAL)[13]2cb'elpablitopai: aal
[2020:09:23-19:50:33]  (Local) -> (LOCAL)[13]2cB'ratix86: vamos
[2020:09:23-19:50:35]  (Global) -> Chirretico: Zllanerito me podes sacar de la dimensión 0
[2020:09:23-19:50:35]  (Global) -> [ESMAD]JuanchoRois: comida bro
[2020:09:23-19:50:35]  (Local) -> (LOCAL)[1][chatarrasolorojo]Z: su cucha
[2020:09:23-19:50:35]  (Local) -> (LOCAL)[14]2cb'Andrestp: xd
[2020:09:23-19:50:36]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: patron
[2020:09:23-19:50:38]  (Global) -> ||2.c.B||$DanBrz$: tombos maricas
[2020:09:23-19:50:39]  (Local) -> (LOCAL)[14]2cb'elpablitopai: aala
[2020:09:23-19:50:41]  (Global) -> santiagohptA: sisas
[2020:09:23-19:50:42]  (Global) -> ||2.c.B||$DanBrz$: tombos ongolicos
[2020:09:23-19:50:42]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: hoy si vamos a su finquita?
[2020:09:23-19:50:45]  (Global) -> CamiloSZ_: el punto amarrilo?
[2020:09:23-19:50:46]  (Local) -> (LOCAL)[1][Z]Dominic: Vamos me pongo crimi
[2020:09:23-19:50:50]  (Global) -> santiagohptA: rojo
[2020:09:23-19:50:51]  (Local) -> (LOCAL)[14]2cb'elpablitopai: mire es el bobo de hay
[2020:09:23-19:50:51]  (Local) -> (LOCAL)[3]CamiloSZ_: ale el que llegue primero+
[2020:09:23-19:50:52]  (Global) -> [C.D.S]LuigiBendetta: la suya le dicen cuca loka
[2020:09:23-19:50:52]  (Local) -> (LOCAL)[16]2cB'ratix86: sebas venga marica
[2020:09:23-19:50:55]  (Local) -> (LOCAL)[3][chatarrasolorojo]Z: ie mano
[2020:09:23-19:50:56]  (Local) -> (LOCAL)[17]2cb'Andrestp: uy
[2020:09:23-19:50:57]  (Local) -> (LOCAL)[17]2cB'ratix86: a ver cual es su bulla
[2020:09:23-19:50:57]  (Local) -> (LOCAL)[3][chatarrasolorojo]Z: espreme
[2020:09:23-19:51:01]  (Local) -> (LOCAL)[3][Zetas]MAJACA: ajjajaja
[2020:09:23-19:51:01]  (Global) -> Chirretico: Algún mod me saca de la dimensión 0
[2020:09:23-19:51:04]  (Local) -> (LOCAL)[16]2cb'Andrestp: es sebas?
[2020:09:23-19:51:09]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: patron cuanto paga por tombo muerto?
[2020:09:23-19:51:11]  (Local) -> (LOCAL)[16]2cb'elpablitopai: si
[2020:09:23-19:51:13]  (Local) -> (LOCAL)[1][chatarrasolorojo]Z: me le mandas saludos a la suya
[2020:09:23-19:51:15]  (Local) -> (LOCAL)[16]2cB'ratix86: salga bobo mk
[2020:09:23-19:51:21]  (Global) -> [C.D.S]LuigiBendetta: buena 
[2020:09:23-19:51:31]  (Local) -> (LOCAL)[17]2cb'elpablitopai: disque paga man tan pobre
[2020:09:23-19:51:32]  (Local) -> (LOCAL)[17]2cB'ratix86: o es que al patron se le arruga el asterisco
[2020:09:23-19:51:34]  (Local) -> (LOCAL)[17]GT|~Diegonorreas: sali pues ajajajja
[2020:09:23-19:51:34]  (Local) -> (LOCAL)[17][$BABY$]C4rtex: respete
[2020:09:23-19:51:34]  (Global) -> santiagohptA:  mk que hago ._.
[2020:09:23-19:51:35]  (Local) -> (LOCAL)[18]|GT|~[ArturoCortez]~: jajajjaja, 5 2cb bobitos acosando a un man
[2020:09:23-19:51:36]  (Local) -> (LOCAL)[18][$BABY$]C4rtex: al patron
[2020:09:23-19:51:37]  (Local) -> (LOCAL)[18]|GT|~[ArturoCortez]~: JAJAJAJAJJAJA
[2020:09:23-19:51:37]  (Global) -> [C.D.S]LuigiBendetta: oe
[2020:09:23-19:51:38]  (Local) -> (LOCAL)[1]CharmingTongue32: buena
[2020:09:23-19:51:38]  (Global) -> ||2.c.B||$DanBrz$: bobos maricas
[2020:09:23-19:51:40]  (Local) -> (LOCAL)[1][Z]Dominic: oe keki
[2020:09:23-19:51:43]  (Local) -> (LOCAL)[1]CharmingTongue32: oeee
[2020:09:23-19:51:44]  (Local) -> (LOCAL)[5][chatarrasolorojo]Z: vamos mano
[2020:09:23-19:51:45]  (Global) -> santiagohptA: shi
[2020:09:23-19:51:45]  (Local) -> (LOCAL)[1][C.D.S]LuigiBendetta: bien o que?
[2020:09:23-19:51:45]  (Local) -> (LOCAL)[1][CAPU]Gallo_Pepe: hola
[2020:09:23-19:51:48]  (Local) -> (LOCAL)[21][$BABY$]C4rtex: ajajajajajajaj
[2020:09:23-19:51:49]  (Local) -> (LOCAL)[21]2cB'ratix86: sali marica
[2020:09:23-19:51:51]  (Local) -> (LOCAL)[22][$BABY$]C4rtex: ese mk
[2020:09:23-19:51:51]  (Local) -> (LOCAL)[1]CharmingTongue32: bien loko
[2020:09:23-19:51:51]  (Local) -> (LOCAL)[2]CamiloSZ_: PERE LASSO
[2020:09:23-19:51:51]  (Global) -> ||2.c.B||$DanBrz$: se parecio a su madre
[2020:09:23-19:51:52]  (Local) -> (LOCAL)[1][$BABY$]Royal: hola
[2020:09:23-19:51:53]  (Local) -> (LOCAL)[22]|GT|~[ArturoCortez]~: jajajjaja, 5 2cb bobitos acosando a un man
[2020:09:23-19:51:54]  (Local) -> (LOCAL)[2]CharmingTongue32: vemos
[2020:09:23-19:51:55]  (Global) -> [C.D.S]LuigiBendetta: epa
[2020:09:23-19:51:56]  (Local) -> (LOCAL)[21]GT|~[Orgalor]: OE
[2020:09:23-19:51:56]  (Local) -> (LOCAL)[21]2cb'elpablitopai: salga marikon
[2020:09:23-19:51:56]  (Global) -> ||2.c.B||$DanBrz$: y su madre esta rica
[2020:09:23-19:51:56]  (Local) -> (LOCAL)[2][CAPU]Gallo_Pepe: como vas
[2020:09:23-19:51:58]  (Local) -> (LOCAL)[21]Jasqui_Scott: q
[2020:09:23-19:52:00]  (Local) -> (LOCAL)[19][$BABY$]C4rtex: jJAJAJAJAJAJAJA
[2020:09:23-19:52:01]  (Local) -> (LOCAL)[19]LUNCHIZ: MONTESE PATRON
[2020:09:23-19:52:01]  (Local) -> (LOCAL)[2][$BABY$]Royal: bien y vos?
[2020:09:23-19:52:05]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: mi ñero es mi idolo
[2020:09:23-19:52:05]  (Global) -> ||2.c.B||$DanBrz$: su papa que le dio el apelldio
[2020:09:23-19:52:05]  (Local) -> (LOCAL)[5]GT|~[Orgalor]: ESO LE DIGO Q
[2020:09:23-19:52:05]  (Local) -> (LOCAL)[16][Z]Dominic: SAPO
[2020:09:23-19:52:07]  (Local) -> (LOCAL)[2][CAPU]Gallo_Pepe: bien bien
[2020:09:23-19:52:07]  (Global) -> ||2.c.B||$DanBrz$: maricon
[2020:09:23-19:52:07]  (Local) -> (LOCAL)[16][Z]Dominic: SOLO Z
[2020:09:23-19:52:08]  (Local) -> (LOCAL)[16]GT|~Diegonorreas: siempren anada en madana estos mamiferos insipidos
[2020:09:23-19:52:08]  (Local) -> (LOCAL)[5]Jasqui_Scott: de q
[2020:09:23-19:52:09]  (Local) -> (LOCAL)[2][CAPU]Gallo_Pepe: oye
[2020:09:23-19:52:10]  (Local) -> (LOCAL)[3]CamiloSZ_: EL QUE LLEGUE PRIMERO LE DOY 100K
[2020:09:23-19:52:11]  (Local) -> (LOCAL)[5][Zetas]MAJACA: cojamos a ese mk
[2020:09:23-19:52:11]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: firmeme una nalga
[2020:09:23-19:52:12]  (Global) -> Uribe: oe
[2020:09:23-19:52:12]  (Local) -> (LOCAL)[2][CAPU]Gallo_Pepe: hubo roleo?
[2020:09:23-19:52:14]  (Global) -> Uribe: que mierda
[2020:09:23-19:52:16]  (Local) -> (LOCAL)[16]2cB'ratix86: metanse la z por el culo
[2020:09:23-19:52:17]  (Local) -> (LOCAL)[16]|GT|~[ArturoCortez]~: jajajjaja, 5 2cb bobitos acosando a un man
[2020:09:23-19:52:17]  (Local) -> (LOCAL)[16]2cb'elpablitopai: z care monda solo 2cb
[2020:09:23-19:52:18]  (Global) -> Uribe: no puede arrestar medicos
[2020:09:23-19:52:18]  (Global) -> ||2.c.B||$DanBrz$:  no jugo con muñecos cuando pequeño por eso ahora se siente pablo aca
[2020:09:23-19:52:18]  (Local) -> (LOCAL)[3]CamiloSZ_: PERE
[2020:09:23-19:52:21]  (Local) -> (LOCAL)[1][$BABY$]Royal: cuando o q
[2020:09:23-19:52:21]  (Global) -> ||2.c.B||$DanBrz$: bobo marica
[2020:09:23-19:52:23]  (Global) -> Uribe: LISTO PIROBO REPORTADO
[2020:09:23-19:52:24]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: XD
[2020:09:23-19:52:27]  (Global) -> CamiloSZ_: lassoooo
[2020:09:23-19:52:30]  (Global) -> Jasqui_Scott: dsds
[2020:09:23-19:52:31]  (Global) -> Uribe: Tombo hpta
[2020:09:23-19:52:33]  (Local) -> (LOCAL)[1][CAPU]Gallo_Pepe: lo de los guardaespaldas jajaja
[2020:09:23-19:52:34]  (Global) -> CamiloSZ_: ya q
[2020:09:23-19:52:35]  (Local) -> (LOCAL)[17][$BABY$]C4rtex: patron acepte el duelo
[2020:09:23-19:52:36]  (Global) -> Nicolas_94: Dj pongase que putas del Feid porfis
[2020:09:23-19:52:38]  (Local) -> (LOCAL)[1][$BABY$]Royal: si pero nadie asistio
[2020:09:23-19:52:38]  (Global) -> 2cb'Chirretico: Algún mod me saca de la dimensión 0
[2020:09:23-19:52:40]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: /aceptarduelo
[2020:09:23-19:52:42]  (Global) -> [ZETAS]Cris: oe pana
[2020:09:23-19:52:43]  (Local) -> (LOCAL)[1][CAPU]Gallo_Pepe: ahhhh
[2020:09:23-19:52:44]  (Local) -> (LOCAL)[16][$BABY$]C4rtex: eeee respete
[2020:09:23-19:52:46]  (Local) -> (LOCAL)[4][Zetas]MAJACA: hablemos por wwp
[2020:09:23-19:52:47]  (Local) -> (LOCAL)[16]GT|~Diegonorreas: chimba de nmax
[2020:09:23-19:52:51]  (Global) -> [ZETAS]Cris: yo
[2020:09:23-19:52:57]  (Global) -> JuanLasso: quee
[2020:09:23-19:52:57]  (Global) -> [EVG]Avalencia: OE CHIRRETICO /kill
[2020:09:23-19:52:58]  (Local) -> (LOCAL)[15][Z]Dominic: Onde esta el mejor staff del juego
[2020:09:23-19:52:59]  (Local) -> (LOCAL)[15][$BABY$]C4rtex: patron
[2020:09:23-19:53:01]  (Local) -> (LOCAL)[15][Z]Dominic: xd
[2020:09:23-19:53:03]  (Global) -> 2cb'Chirretico: Tengo 1 palo encima
[2020:09:23-19:53:04]  (Local) -> (LOCAL)[13][$BABY$]C4rtex: hagamos un duelo
[2020:09:23-19:53:06]  (Global) -> 2cb'Chirretico: XD
[2020:09:23-19:53:07]  (Local) -> (LOCAL)[4][chatarrasolorojo]Z: quepaso cris?
[2020:09:23-19:53:07]  (Global) -> CARRANCHO: oe
[2020:09:23-19:53:07]  (Local) -> (LOCAL)[4][Zetas]MAJACA: hablamos por discord o wwp?
[2020:09:23-19:53:07]  (Global) -> JuanLasso: me devuelvo?
[2020:09:23-19:53:09]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#A9A9A9 Zllanerito: como estas
[2020:09:23-19:53:09]  (Local) -> (LOCAL)[3]CharmingTongue32: bien o no
[2020:09:23-19:53:10]  (Local) -> (LOCAL)[0]2cb'ratix86: aaaa que es esto xd
[2020:09:23-19:53:10]  (Local) -> (LOCAL)[14]GT|~Diegonorreas: un gei mobil
[2020:09:23-19:53:11]  (Global) -> CamiloSZ_: no
[2020:09:23-19:53:13]  (Local) -> (LOCAL)[14]2cb'elpablitopai: vamos
[2020:09:23-19:53:13]  (Local) -> (LOCAL)[14][Z]Dominic: Yo bien y tu?
[2020:09:23-19:53:13]  (Local) -> (LOCAL)[14]YandrixOfYisus(ENP): nj patron
[2020:09:23-19:53:14]  (Global) -> [GT]INVICTUS: muy chistoso dañando la moto
[2020:09:23-19:53:15]  (Global) -> CamiloSZ_: HAGALE
[2020:09:23-19:53:17]  (Global) -> Uribe: Pirobo tan guevon
[2020:09:23-19:53:17]  (Local) -> (LOCAL)[14]2cb'elpablitopai: persigamoslos
[2020:09:23-19:53:18]  (Global) -> [ZETAS]Cris: amos
[2020:09:23-19:53:18]  (Local) -> (LOCAL)[4][chatarrasolorojo]Z: es que ando escuchano musica XD
[2020:09:23-19:53:19]  (Local) -> (LOCAL)[14]GT|~Diegonorreas: yo quiero
[2020:09:23-19:53:19]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#A9A9A9 Zllanerito: bien pana
[2020:09:23-19:53:21]  (Global) -> Uribe: dizque arrestando medicos
[2020:09:23-19:53:21]  (Local) -> (LOCAL)[14][Z]Dominic: Le voy a dar plomo a es abanda
[2020:09:23-19:53:22]  (Global) -> [EVG]Avalencia: usted puede vovler al sitio y ah ivan aestar sus 100k
[2020:09:23-19:53:24]  (Local) -> (LOCAL)[2][Zetas]MAJACA: ste men
[2020:09:23-19:53:25]  (Local) -> (LOCAL)[14]||2.c.B||$DanBrz$: PATRON MIS PELOTAS
[2020:09:23-19:53:25]  (Global) -> CARRANCHO: cuanto le valio
[2020:09:23-19:53:26]  (Local) -> (LOCAL)[14][Z]Dominic: De malos
[2020:09:23-19:53:26]  (Local) -> (LOCAL)[1][CAPU]Gallo_Pepe: vas a hacer?
[2020:09:23-19:53:27]  (Local) -> (LOCAL)[0]2cb'ratix86: aaaa
[2020:09:23-19:53:27]  (Local) -> (LOCAL)[14]||2.c.B||$DanBrz$: ESE ES UN MARICA
[2020:09:23-19:53:28]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#A9A9A9 Zllanerito: ajjajaa
[2020:09:23-19:53:28]  (Local) -> (LOCAL)[3][chatarrasolorojo]Z: ahora lo llamo por wpp
[2020:09:23-19:53:29]  (Global) -> 2cb'Chirretico: jum
[2020:09:23-19:53:31]  (Local) -> (LOCAL)[3][Zetas]MAJACA: r
[2020:09:23-19:53:32]  (Global) -> [GT]INVICTUS: 250mil
[2020:09:23-19:53:33]  (Local) -> (LOCAL)[0]2cb'ratix86: ajajjaa rturo usted sie s bueno
[2020:09:23-19:53:34]  (Global) -> Uribe: tombo que vea tombo que mato
[2020:09:23-19:53:37]  (Local) -> (LOCAL)[3]CharmingTongue32: oo loko
[2020:09:23-19:53:38]  (Local) -> (LOCAL)[14]2cb'elpablitopai: suba mk
[2020:09:23-19:53:39]  (Global) -> CARRANCHO: listo gracias
[2020:09:23-19:53:40]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: ajajajajaj
[2020:09:23-19:53:43]  (Global) -> [GT]INVICTUS: ok
[2020:09:23-19:53:43]  (Global) -> 2cb'Chirretico: bno
[2020:09:23-19:53:46]  (Local) -> (LOCAL)[2][Z]El_keki: curemeeeeeeee}
[2020:09:23-19:53:48]  (Local) -> (LOCAL)[0]2cb'ratix86: aaaa
[2020:09:23-19:53:49]  (Local) -> (LOCAL)[14][$BABY$]C4rtex: patron+ pa la finquita
[2020:09:23-19:53:50]  (Local) -> (LOCAL)[14][Z]Dominic: la otra vez yo solo me les baje media banda
[2020:09:23-19:53:56]  (Local) -> (LOCAL)[0]2cb'ratix86: hey arturo usted me culea xd
[2020:09:23-19:53:57]  (Global) -> ||2.c.B||$DanBrz$: BOBO MARICA
[2020:09:23-19:54:00]  (Local) -> (LOCAL)[15]2cb'Andrestp: lag
[2020:09:23-19:54:04]  (Global) -> Uribe: por andar haciendo mi hijueputa trabajo me arrestan
[2020:09:23-19:54:07]  (Local) -> (LOCAL)[15][$BABY$]C4rtex: respete
[2020:09:23-19:54:07]  (Global) -> Uribe: no que maricada
[2020:09:23-19:54:10]  (Local) -> (LOCAL)[1][Z]El_keki: no cure a ese mlp
[2020:09:23-19:54:13]  (Local) -> (LOCAL)[0]2cb'ratix86: xd
[2020:09:23-19:54:19]  (Global) -> (CTA)POPI(BORRACHO): uy jaja
[2020:09:23-19:54:20]  (Global) -> TUERTO: necesito un uber o taxi
[2020:09:23-19:54:23]  (Global) -> ||2.c.B||$DanBrz$: JAJAUJA
[2020:09:23-19:54:23]  (Local) -> (LOCAL)[4]CharmingTongue32: pere
[2020:09:23-19:54:31]  (Local) -> (LOCAL)[16]2cb'elpablitopai: wow tussy anda conectado
[2020:09:23-19:54:40]  (Local) -> (LOCAL)[17]2cb'Andrestp: wao
[2020:09:23-19:54:44]  (Local) -> (LOCAL)[5][Zetas]MAJACA: no dispare
[2020:09:23-19:54:45]  (Global) -> Uribe: jm
[2020:09:23-19:54:49]  (Global) -> CARRANCHO: oe
[2020:09:23-19:54:51]  (Local) -> (LOCAL)[19]2cb'elpablitopai: salga mk
[2020:09:23-19:54:52]  (Global) -> Uribe: y esos admin nada
[2020:09:23-19:54:54]  (Global) -> [ZETAS]Cris: bno
[2020:09:23-19:54:55]  (Local) -> (LOCAL)[19]2cb'ratix86: arturo
[2020:09:23-19:54:56]  (Global) -> TUERTO: necesito un uber o taxi
[2020:09:23-19:54:57]  (Global) -> [$BABY$]Royal: RADIO ACTIVA CON ROYALDJ > PIDAN SUS TEMAS
[2020:09:23-19:54:58]  (Global) -> Uribe: oe
[2020:09:23-19:54:58]  (Local) -> (LOCAL)[5][Zetas]MAJACA: los otros tombos se lo llevan
[2020:09:23-19:55:00]  (Global) -> [GT]INVICTUS: oe
[2020:09:23-19:55:00]  (Local) -> (LOCAL)[20]2cb'elpablitopai: salga
[2020:09:23-19:55:02]  (Global) -> santiagohptA: mk necesito gasolina
[2020:09:23-19:55:06]  (Local) -> (LOCAL)[20]|GT|~[ArturoCortez]~: Oe
[2020:09:23-19:55:06]  (Team - Criminals) -> (TEAM)2cb'Orion:  una pregunta, con quienes estamos aliados y eso?
[2020:09:23-19:55:07]  (Global) -> Uribe: si se quiebra a tu diosa le doy 100 palos
[2020:09:23-19:55:07]  (Local) -> (LOCAL)[20]2cb'ratix86: oe
[2020:09:23-19:55:10]  (Global) -> CARRANCHO: que hay pa hacer
[2020:09:23-19:55:13]  (Local) -> (LOCAL)[19]2cb'ratix86: ajjaja usted es muy makia mis respetos
[2020:09:23-19:55:14]  (Local) -> (LOCAL)[5][Z]Dominic: mano
[2020:09:23-19:55:16]  (Local) -> (LOCAL)[21]LUNCHIZ: vamos pa otra parte
