This file was generated by Console at 2020:10:11-00:00:00



[2020:10:11-00:00:00]  (Global) -> |2cb|dilan: a
[2020:10:11-22:25:39]  (Local) -> (LOCAL)[1]2cb'LILPUSSY: dime
[2020:10:11-22:25:41]  (Global) -> PapiCaliche: godplan
[2020:10:11-22:25:41]  (Local) -> (LOCAL)[4][Zetas]LartPopper: oee
[2020:10:11-22:25:43]  (Local) -> (LOCAL)[2]2cb'LILPUSSY: so va
[2020:10:11-22:25:45]  (Local) -> (LOCAL)[2]2cb'JuanPablo: todo bien
[2020:10:11-22:25:48]  (Local) -> (LOCAL)[5]Wilthor: holis
[2020:10:11-22:25:48]  (Local) -> (LOCAL)[5]DeathSoulx: hole
[2020:10:11-22:25:49]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: solo gente con 1 mes acumulado
[2020:10:11-22:25:57]  (Local) -> (LOCAL)[4]Tino_Asprilla: oe
[2020:10:11-22:25:59]  (Team - Law Enforcement) -> (TEAM)ClammyFireengine32: ddsddddddddddw
[2020:10:11-22:26:00]  (Local) -> (LOCAL)[4]Tino_Asprilla: subdito
[2020:10:11-22:26:02]  (Global) -> PapiCaliche: #873BF9Francine98[6]
[2020:10:11-22:26:05]  (Global) -> PapiCaliche: donde estas
[2020:10:11-22:26:05]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: si?
[2020:10:11-22:26:06]  (Global) -> manuelrivera34: yo tambien soy nuevo pero aprendi a jugar solo
[2020:10:11-22:26:08]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: pq
[2020:10:11-22:26:11]  (Global) -> Wilthor: como entrono las armas?
[2020:10:11-22:26:14]  (Local) -> (LOCAL)[1]2cb'LILPUSSY: ya
[2020:10:11-22:26:17]  (Global) -> PapiCaliche: te quiero mostrar mi nueva adquisision de carro
[2020:10:11-22:26:18]  (Local) -> (LOCAL)[7][CAPU]AlgaretePai: cuak
[2020:10:11-22:26:18]  (Local) -> (LOCAL)[2]2cb'LILPUSSY: ya?
[2020:10:11-22:26:20]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: si???
[2020:10:11-22:26:20]  (Local) -> (LOCAL)[4]Tino_Asprilla: nea el rare q estas vendiendo es el bandito?
[2020:10:11-22:26:20]  (Local) -> (LOCAL)[6]M19|Barry-Seal|GT: quieto que somo0s de la misma gang
[2020:10:11-22:26:21]  (Local) -> (LOCAL)[2]2cb'JuanPablo: sii
[2020:10:11-22:26:22]  (Global) -> diegovp21: perros donde compro carro
[2020:10:11-22:26:23]  (Local) -> (LOCAL)[1]2cB*Buitre: buena
[2020:10:11-22:26:24]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: este
[2020:10:11-22:26:26]  (Local) -> (LOCAL)[1]2cB*Buitre: ajajajajajaj
[2020:10:11-22:26:27]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: no
[2020:10:11-22:26:28]  (Local) -> (LOCAL)[1]2cb'LILPUSSY: le di 50k
[2020:10:11-22:26:29]  (Local) -> (LOCAL)[4]GT|~SubditoDeSatanas: este mire
[2020:10:11-22:26:29]  (Global) -> themateo: algun admin     
[2020:10:11-22:26:32]  (Local) -> (LOCAL)[4]Tino_Asprilla: aaa
[2020:10:11-22:26:32]  (Global) -> themateo: algun admin     
[2020:10:11-22:26:33]  (Local) -> (LOCAL)[1]2cb'LILPUSSY: pa que vaya reposado
[2020:10:11-22:26:34]  (Local) -> (LOCAL)[4]|GT|~Omar25~: no beo sus gt
[2020:10:11-22:26:35]  (Local) -> (LOCAL)[7][CAPU]AlgaretePai: cuak
[2020:10:11-22:26:35]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: yo q pasa
[2020:10:11-22:26:36]  (Global) -> DanielAgosto: buenas tardes
[2020:10:11-22:26:38]  (Local) -> (LOCAL)[1]2cB*Buitre: llameme
[2020:10:11-22:26:43]  (Local) -> (LOCAL)[8]DeathSoulx: a
[2020:10:11-22:26:48]  (Local) -> (LOCAL)[1][Zetas]LartPopper: oe
[2020:10:11-22:26:54]  (Local) -> (LOCAL)[1][Zetas]LartPopper: subite
[2020:10:11-22:26:56]  (Global) -> [Z]XhnGuaracha: :o
[2020:10:11-22:26:57]  (Local) -> (LOCAL)[1]themateo: en las armas pago paque salgan los muñecos y desaparecen
[2020:10:11-22:26:58]  (Local) -> (LOCAL)[9][CAPU]AlgaretePai: cuak
[2020:10:11-22:26:58]  (Global) -> manuelrivera34: tengo 6 delitos jaja xd
[2020:10:11-22:27:02]  (Local) -> (LOCAL)[7]DeathSoulx: jaja
[2020:10:11-22:27:03]  (Global) -> ProductiveDagger70: porque me mataron
[2020:10:11-22:27:04]  (Local) -> (LOCAL)[7]DeathSoulx: muy facha
[2020:10:11-22:27:09]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2020:10:11-22:27:09]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Khausu: a xD
[2020:10:11-22:27:10]  (Local) -> (LOCAL)[2]Q'Piskero: ola
[2020:10:11-22:27:10]  (Local) -> (LOCAL)[8]|GT|~Omar25~: holas
[2020:10:11-22:27:11]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Khausu: XDD
[2020:10:11-22:27:11]  (Global) -> DanielAgosto: ese eskin es del gang?
[2020:10:11-22:27:14]  (Local) -> (LOCAL)[1][Zetas]LartPopper: ttenes gang?
[2020:10:11-22:27:14]  (Global) -> vegetta777: QUE LINDO CARRO
[2020:10:11-22:27:15]  (Local) -> (LOCAL)[7][CAPU]AlgaretePai: sikas
[2020:10:11-22:27:15]  (Local) -> (LOCAL)[1][Z]XhnGuaracha: soy un teletubbie juicioso
[2020:10:11-22:27:16]  (Local) -> (LOCAL)[1]|GT|ArturoCortez: te lo dio bala?
[2020:10:11-22:27:19]  (Local) -> (LOCAL)[1][Zetas]LartPopper: gracias
[2020:10:11-22:27:20]  (Local) -> (LOCAL)[1]M19|Barry-Seal|GT: oe
[2020:10:11-22:27:21]  (Local) -> (LOCAL)[1]2cb|YandrixOfYisus|ENP: mal plan
[2020:10:11-22:27:22]  (Local) -> (LOCAL)[1][Zetas]LartPopper: bb
[2020:10:11-22:27:22]  (Local) -> (LOCAL)[1]CAPU|~CapuCurioso~|: SI
[2020:10:11-22:27:23]  (Global) -> [M19]arete[GT]: q
[2020:10:11-22:27:23]  (Team - Criminals) -> (TEAM)Q'Piskero: XD
[2020:10:11-22:27:23]  (Local) -> (LOCAL)[1]|GT|ArturoCortez: A
[2020:10:11-22:27:24]  (Local) -> (LOCAL)[7]DeathSoulx: no les estorba esa skin?
[2020:10:11-22:27:25]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: portate mal conmigo shi?
[2020:10:11-22:27:30]  (Local) -> (LOCAL)[2]M19|Barry-Seal|GT: hagamos algo para subir de nivel
[2020:10:11-22:27:32]  (Local) -> (LOCAL)[9]|GT|~Omar25~: unrato
[2020:10:11-22:27:32]  (Local) -> (LOCAL)[9][CAPU]AlgaretePai: no
[2020:10:11-22:27:35]  (Local) -> (LOCAL)[1][Z]XhnGuaracha: shi?
[2020:10:11-22:27:36]  (Local) -> (LOCAL)[1]|GT|ArturoCortez: A
[2020:10:11-22:27:38]  (Local) -> (LOCAL)[1][Z]XhnGuaracha: sucio?
[2020:10:11-22:27:39]  (Global) -> diegovp21: hola
[2020:10:11-22:27:40]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: shi
[2020:10:11-22:27:41]  (Local) -> (LOCAL)[7]DeathSoulx: jaja esta mela
[2020:10:11-22:27:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: llamada?
[2020:10:11-22:27:43]  (Global) -> ProductiveDagger70: perdon
[2020:10:11-22:27:44]  (Local) -> (LOCAL)[1]M19|Barry-Seal|GT: usted se deja matar artas veces y despues yo
[2020:10:11-22:27:44]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: mucho
[2020:10:11-22:27:45]  (Local) -> (LOCAL)[7]Wilthor: HOLA
[2020:10:11-22:27:46]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: no puedo
[2020:10:11-22:27:46]  (Local) -> (LOCAL)[1]ChockysYT: xd
[2020:10:11-22:27:47]  (Local) -> (LOCAL)[1][Z]XhnGuaracha: buenu
[2020:10:11-22:27:47]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: nooo
[2020:10:11-22:27:48]  (Global) -> [M19]arete[GT]: se amos policias para ser detectives
[2020:10:11-22:27:48]  (Global) -> PapiCaliche: Khausu
[2020:10:11-22:27:48]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Khausu: Dale
[2020:10:11-22:27:49]  (Global) -> DanielAgosto: oiga pero el skin solo es el pato
[2020:10:11-22:27:50]  (Global) -> [GT]Speedrun: yo queria un gallo con zapatos
[2020:10:11-22:27:50]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: me pones nervioso
[2020:10:11-22:27:50]  (Local) -> (LOCAL)[7][CAPU]AlgaretePai: donald guarachero
[2020:10:11-22:27:51]  (Global) -> DanielAgosto: como tal no?
[2020:10:11-22:27:51]  (Local) -> (LOCAL)[1]GT|~SubditoDeSatanas: >.<
[2020:10:11-22:27:53]  (Local) -> (LOCAL)[1][Z]XhnGuaracha: pero no me excites
[2020:10:11-22:27:53]  (Global) -> PapiCaliche: Te tengo la moto perfecta
[2020:10:11-22:27:54]  (Local) -> (LOCAL)[8]Wilthor: holis
[2020:10:11-22:27:54]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Francine98: literal no puedo hablar xd
[2020:10:11-22:27:54]  (Global) -> DanielAgosto: sin el sombrero
[2020:10:11-22:27:55]  (Global) -> diegovp21: hola
[2020:10:11-22:27:56]  (Global) -> (ZETA)michael-giovanny: VENDO CAMIONETA TOTALMENTE TUNEADA
[2020:10:11-22:27:56]  (Global) -> ProductiveDagger70: esque espiche mal el boton
[2020:10:11-22:27:59]  (Global) -> 2cb'LILPUSSY: 7tele
[2020:10:11-22:27:59]  (Global) -> PapiCaliche: Handleada por balaclava
[2020:10:11-22:28:00]  (Local) -> (LOCAL)[2]M19|Barry-Seal|GT: no esa mierda es muy aburrida
[2020:10:11-22:28:01]  (Local) -> (LOCAL)[1](CAPU)Namiaz: BUENAS
[2020:10:11-22:28:02]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: jaajaj
[2020:10:11-22:28:03]  (Local) -> (LOCAL)[7][CAPU]AlgaretePai: si
[2020:10:11-22:28:03]  (Global) -> JuanEstrada: severa skin pai
[2020:10:11-22:28:04]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: se fueron xd
[2020:10:11-22:28:07]  (Local) -> (LOCAL)[6]Wilthor: hola
[2020:10:11-22:28:09]  (Local) -> (LOCAL)[2]M19|Barry-Seal|GT: hay que hacer 150 arestos
[2020:10:11-22:28:09]  (Global) -> DanielAgosto: venga como s eponen accesorios
[2020:10:11-22:28:12]  (Global) -> (ZETA)michael-giovanny: VENDO CAMIONETA TOTALMENTE TUNEADA
[2020:10:11-22:28:14]  (Global) -> DanielAgosto: con q comando
[2020:10:11-22:28:21]  (Global) -> JuanEstrada: neas donde me pongo lo de criminal
[2020:10:11-22:28:21]  (Local) -> (LOCAL)[2][Zetas]LartPopper: peratte
[2020:10:11-22:28:24]  (Local) -> (LOCAL)[3][Z]XhnGuaracha: vamos a comer algo
[2020:10:11-22:28:25]  (Local) -> (LOCAL)[10]Wilthor: soy nuevo me ayudan porfa
[2020:10:11-22:28:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Khausu: Vamos por curioso?
[2020:10:11-22:28:32]  (Local) -> (LOCAL)[1]|GT|~Selfmade: que mas pai
[2020:10:11-22:28:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Francine98: R
[2020:10:11-22:28:33]  (Local) -> (LOCAL)[3]GT|~SubditoDeSatanas: vamos a frisby
[2020:10:11-22:28:36]  (Global) -> (ZETA)michael-giovanny: VENDO CAMIONETA TOTALMENTE TUNEADA
[2020:10:11-22:28:36]  (Local) -> (LOCAL)[1]|GT|~Selfmade: como la trata la vida
[2020:10:11-22:28:40]  (Global) -> PapiCaliche: #873BF9Francine98
[2020:10:11-22:28:42]  (Local) -> (LOCAL)[3]|GT|ArturoCortez: Yo quiero comer pato
[2020:10:11-22:28:43]  (Global) -> PapiCaliche: llegue al banco
[2020:10:11-22:28:43]  (Global) -> ProductiveDagger70: bien parse
[2020:10:11-22:28:44]  (Local) -> (LOCAL)[3]|GT|ArturoCortez: c:
[2020:10:11-22:28:48]  (Global) -> #7F7F7F|CVR|#FF0000Francine98: a bno
[2020:10:11-22:28:52]  (Global) -> PapiCaliche: de ls
[2020:10:11-22:28:53]  (Local) -> (LOCAL)[7]Wilthor: hola
[2020:10:11-22:28:58]  (Global) -> DanielAgosto: pirobos 2cb
[2020:10:11-22:29:00]  (Local) -> (LOCAL)[1][Zetas]LartPopper: peratte
[2020:10:11-22:29:00]  (Local) -> (LOCAL)[7]DeathSoulx: holli
[2020:10:11-22:29:00]  (Local) -> (LOCAL)[1]|GT|~Selfmade: soy nuevo el server ta melo
[2020:10:11-22:29:02]  (Global) -> (ZETA)michael-giovanny: VENDO CAMIONETA TOTALMENTE TUNEADA
[2020:10:11-22:29:04]  (Global) -> ProductiveDagger70: le pegue al tombo
[2020:10:11-22:29:05]  (Global) -> 2cb'SingleChamber: xD
[2020:10:11-22:29:06]  (Local) -> (LOCAL)[9]DeathSoulx: yaa
[2020:10:11-22:29:07]  (Local) -> (LOCAL)[8]Wilthor: soy nuevo
[2020:10:11-22:29:09]  (Local) -> (LOCAL)[1][Zetas]LartPopper: vemiiiiii
[2020:10:11-22:29:11]  (Local) -> (LOCAL)[2]themateo: que mierdaaaaaaaaaaaaa
[2020:10:11-22:29:12]  (Local) -> (LOCAL)[5]CAPU|~CapuCurioso~|: JAJAJAJ
[2020:10:11-22:29:13]  (Global) -> ProductiveDagger70: a
[2020:10:11-22:29:14]  (Local) -> (LOCAL)[8]DeathSoulx: canson
[2020:10:11-22:29:16]  (Local) -> (LOCAL)[2]themateo: desaparecen
[2020:10:11-22:29:18]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: quieto
[2020:10:11-22:29:19]  (Local) -> (LOCAL)[5]Wilthor: soy nuevo
[2020:10:11-22:29:19]  (Global) -> CAPU|~CapuCurioso~|:  (　-_･) ︻デ═一 ▸ 2cB
[2020:10:11-22:29:20]  (Local) -> (LOCAL)[1][Zetas]LartPopper: espereee
[2020:10:11-22:29:20]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: mi juego de salas
[2020:10:11-22:29:21]  (Local) -> (LOCAL)[6]Wilthor: me ayudan
[2020:10:11-22:29:22]  (Local) -> (LOCAL)[1]|GT|~Selfmade: me faltan 20s, me metierno 600 segundos
[2020:10:11-22:29:22]  (Local) -> (LOCAL)[1][Zetas]LartPopper: eh ome
[2020:10:11-22:29:24]  (Team - Law Enforcement) -> (TEAM)vegetta777: PERDON
[2020:10:11-22:29:26]  (Local) -> (LOCAL)[5]DeathSoulx: en que te ayudo?
[2020:10:11-22:29:28]  (Global) -> JuanEstrada: donde me pongo lo de criminal perros
[2020:10:11-22:29:28]  (Local) -> (LOCAL)[1]|GT|~Selfmade: chao tqm bro
[2020:10:11-22:29:29]  (Global) -> [ZETA]Henrry: eres legal?
[2020:10:11-22:29:30]  (Local) -> (LOCAL)[1][Zetas]LartPopper: vengaaa
[2020:10:11-22:29:31]  (Local) -> (LOCAL)[5]Wilthor: en todo
[2020:10:11-22:29:33]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Francine98: wat
[2020:10:11-22:29:35]  (Global) -> DanielAgosto: PELEN AL CB
[2020:10:11-22:29:35]  (Local) -> (LOCAL)[1][Zetas]LartPopper: presteme atencion
[2020:10:11-22:29:37]  (Global) -> DanielAgosto: AL 2CB
[2020:10:11-22:29:38]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: mi juego de salas
[2020:10:11-22:29:38]  (Local) -> (LOCAL)[4]Wilthor: entodo
[2020:10:11-22:29:38]  (Local) -> (LOCAL)[6]2cb|YandrixOfYisus|ENP: wtf lag
[2020:10:11-22:29:39]  (Local) -> (LOCAL)[6]GT|~SubditoDeSatanas: pirobo
[2020:10:11-22:29:40]  (Local) -> (LOCAL)[4]themateo: como haci
[2020:10:11-22:29:40]  (Local) -> (LOCAL)[4]Wilthor: bro
[2020:10:11-22:29:40]  (Local) -> (LOCAL)[6]|GT|ArturoCortez: Franz1n y Qauzu tusibis
[2020:10:11-22:29:42]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Francine98: cual
[2020:10:11-22:29:43]  (Local) -> (LOCAL)[6]CAPU|~CapuCurioso~|: Deja la envidia hp
[2020:10:11-22:29:43]  (Local) -> (LOCAL)[5]|GT|~Selfmade: tombo pirobo
[2020:10:11-22:29:45]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: el mueble
[2020:10:11-22:29:46]  (Global) -> 2cb'SingleChamber: q paso
[2020:10:11-22:29:47]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF0000Francine98: q paso
[2020:10:11-22:29:48]  (Global) -> 2cb'SingleChamber: lloron
[2020:10:11-22:29:48]  (Local) -> (LOCAL)[5]LR|-PABLO-|GT: jajajajaa
[2020:10:11-22:29:49]  (Local) -> (LOCAL)[1][Zetas]LartPopper: quiere ser parte de los ZETAS?
[2020:10:11-22:29:51]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Francine98: mueste ps
[2020:10:11-22:29:51]  (Global) -> 2cb'JuanPablo: piskereooooooooooooooooooo
[2020:10:11-22:29:51]  (Local) -> (LOCAL)[5]|GT|ArturoCortez: Franz1n y Qauzu tusibis
[2020:10:11-22:29:54]  (Local) -> (LOCAL)[8]2cb'JuanPablo: sapo hpta
[2020:10:11-22:29:54]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: :c
[2020:10:11-22:29:56]  (Global) -> Jabon: vendo full sonido baratica
[2020:10:11-22:29:56]  (Local) -> (LOCAL)[4]Wilthor: como entreno las armas?
[2020:10:11-22:29:56]  (Local) -> (LOCAL)[5]CAPU|~CapuCurioso~|: Hol,a khusu
[2020:10:11-22:29:57]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: te vendo mi rare
[2020:10:11-22:29:57]  (Local) -> (LOCAL)[5]|GT|ArturoCortez: Dañando parches
[2020:10:11-22:29:57]  (Local) -> (LOCAL)[4]DeathSoulx: le puedo enseñar lugares para trabajar xd
[2020:10:11-22:29:58]  (Local) -> (LOCAL)[5][CAPU]AlgaretePai: uy kieto y kis armas
[2020:10:11-22:29:59]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Khausu: quien
[2020:10:11-22:30:02]  (Local) -> (LOCAL)[4]2cb|YandrixOfYisus|ENP: po inteligente
[2020:10:11-22:30:02]  (Team - Law Enforcement) -> (TEAM)vegetta777: SI
[2020:10:11-22:30:02]  (Global) -> PapiCaliche: presio pa
[2020:10:11-22:30:05]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF0000Francine98: presio
[2020:10:11-22:30:06]  (Local) -> (LOCAL)[1]2cb'JuanPablo: rapido
[2020:10:11-22:30:08]  (Global) -> (ZETA)michael-giovanny: VENDO CAMIONETA TOTALMENTE TUNEADA BARATA
[2020:10:11-22:30:09]  (Local) -> (LOCAL)[4]Wilthor: y las armas como las entreno?
[2020:10:11-22:30:09]  (Global) -> DanielAgosto: MKA XQ NO COGIO AL DE 2CB
[2020:10:11-22:30:13]  (Local) -> (LOCAL)[8]GT|~SubditoDeSatanas: 1.5millon
[2020:10:11-22:30:16]  (Global) -> DanielAgosto: esos pirobos son un cancer
[2020:10:11-22:30:18]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF0000Francine98: muy caro
[2020:10:11-22:30:23]  (Local) -> (LOCAL)[4]DeathSoulx: las compras y te metes al circulito de aca
[2020:10:11-22:30:24]  (Local) -> (LOCAL)[4]2cb'SingleChamber: hpta
[2020:10:11-22:30:27]  (Local) -> (LOCAL)[1][Zetas]LartPopper: ok...nesecito que me preste atencion y me haga caso
[2020:10:11-22:30:27]  (Local) -> (LOCAL)[5]GT|~SubditoDeSatanas: mi mueble si
[2020:10:11-22:30:30]  (Global) -> CAPU|~CapuCurioso~|:  (　-_･) ︻デ═一 ▸ 2cB
[2020:10:11-22:30:31]  (Global) -> themateo: adminnnnnnnnnnnnnnnnnnnn
[2020:10:11-22:30:31]  (Local) -> (LOCAL)[1][Zetas]LartPopper: venga
[2020:10:11-22:30:31]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF0000Francine98: bno vamos a recoger la vacuna khausu
[2020:10:11-22:30:32]  (Global) -> (CTA)BAZUCO: CUAL CAMIONETA MICHAEL?
[2020:10:11-22:30:32]  (Local) -> (LOCAL)[7]GT|~SubditoDeSatanas: desbloqueamelo
[2020:10:11-22:30:32]  (Local) -> (LOCAL)[5]CAPU|~CapuCurioso~|: Mio
[2020:10:11-22:30:33]  (Local) -> (LOCAL)[7]GT|~SubditoDeSatanas: noooooooo
[2020:10:11-22:30:36]  (Global) -> [M19]arete[GT]: si son un cancer
[2020:10:11-22:30:39]  (Local) -> (LOCAL)[7]GT|~SubditoDeSatanas: es para ir por pollo
[2020:10:11-22:30:43]  (Local) -> (LOCAL)[4]Wilthor: ya
[2020:10:11-22:30:45]  (Global) -> DanielAgosto: NO SE HA CONECTADO EL PATRON?
[2020:10:11-22:30:46]  (Global) -> (ZETA)michael-giovanny: VENGA A LA GASOLINERIA Y SE LA MUESTRO
[2020:10:11-22:30:47]  (Local) -> (LOCAL)[4]Wilthor: y ahora
[2020:10:11-22:30:49]  (Global) -> PapiCaliche: DanielAgosto ud q viene a hablar de cancer y de gangs si apenas lleva 12 h acumuladas
[2020:10:11-22:30:53]  (Local) -> (LOCAL)[1][Zetas]LartPopper: ay dioss
[2020:10:11-22:30:56]  (Global) -> [M19]arete[GT]: no
[2020:10:11-22:30:56]  (Local) -> (LOCAL)[1][Zetas]LartPopper: salga
[2020:10:11-22:30:57]  (Global) -> (ZETA)michael-giovanny: AL LADO DEL BANCO
[2020:10:11-22:30:58]  (Local) -> (LOCAL)[5][Z]XhnGuaracha: :(
[2020:10:11-22:31:00]  (Local) -> (LOCAL)[1]2cb'JuanPablo: nea
[2020:10:11-22:31:01]  (Local) -> (LOCAL)[2](CTA)BAZUCO: ESTOY EN LA GASOLINERA
[2020:10:11-22:31:01]  (Local) -> (LOCAL)[4]DeathSoulx: decile vos mateo
[2020:10:11-22:31:04]  (Local) -> (LOCAL)[3]2cb'LILPUSSY: OEEE HASKIIIIIIIIIIII
[2020:10:11-22:31:06]  (Local) -> (LOCAL)[1]2cb'JuanPablo: le tiro lña liga todo biem
[2020:10:11-22:31:07]  (Global) -> DanielAgosto: los maricas van jodiendo a cada rato
[2020:10:11-22:31:08]  (Local) -> (LOCAL)[4]DeathSoulx: yo no tengo la opcion de mejorar mas
[2020:10:11-22:31:09]  (Local) -> (LOCAL)[4]CAPU|~CapuCurioso~|: a
[2020:10:11-22:31:10]  (Local) -> (LOCAL)[1]2cb'JuanPablo: si o qw
[2020:10:11-22:31:11]  (Global) -> DanielAgosto: y es la verdad
[2020:10:11-22:31:11]  (Local) -> (LOCAL)[2][Zetas]LartPopper: saque las uziz
[2020:10:11-22:31:13]  (Local) -> (LOCAL)[3]LR|-PABLO-|GT: ishh lo que es la plata
[2020:10:11-22:31:15]  (Local) -> (LOCAL)[1](ZETA)michael-giovanny: Oe
[2020:10:11-22:31:17]  (Local) -> (LOCAL)[2]|GT|~Omar25~: nswasds
[2020:10:11-22:31:18]  (Local) -> (LOCAL)[4]|GT|~Selfmade: pobre
[2020:10:11-22:31:19]  (Local) -> (LOCAL)[1]2cb|YandrixOfYisus|ENP: mk tengomucho lag
[2020:10:11-22:31:19]  (Local) -> (LOCAL)[5]DeathSoulx: inutil hpta
[2020:10:11-22:31:19]  (Local) -> (LOCAL)[2]2cb'SingleChamber: ei
[2020:10:11-22:31:21]  (Local) -> (LOCAL)[3]2cb'SingleChamber: cole
[2020:10:11-22:31:24]  (Local) -> (LOCAL)[2]2cb'SingleChamber: JAJAJAJA
[2020:10:11-22:31:30]  (Local) -> (LOCAL)[2]LR|-PABLO-|GT: en cambio uno andando en cicla
[2020:10:11-22:31:31]  (Global) -> #7F7F7F|CVR|#FF0000Khausu: No da la talla curioso
[2020:10:11-22:31:32]  (Local) -> (LOCAL)[4]DeathSoulx: te debe aparecer la opcion de entrenarlas
[2020:10:11-22:31:32]  (Global) -> themateo: hpj
[2020:10:11-22:31:36]  (Global) -> |GT|ArturoCortez: xD
[2020:10:11-22:31:37]  (Local) -> (LOCAL)[4]DeathSoulx: con espacio lo aceptas
[2020:10:11-22:31:39]  (Global) -> |GT|ArturoCortez: Franz1n y Qauzu tusibis
[2020:10:11-22:31:40]  (Local) -> (LOCAL)[1]|GT|~Selfmade: en cicla de 10palos
[2020:10:11-22:31:43]  (Local) -> (LOCAL)[4]Wilthor: no me sale nada
[2020:10:11-22:31:48]  (Local) -> (LOCAL)[1]LR|-PABLO-|GT: vale 450k
[2020:10:11-22:31:48]  (Local) -> (LOCAL)[3][Zetas]LartPopper: venin
[2020:10:11-22:31:49]  (Local) -> (LOCAL)[5]DeathSoulx: cuanto dinero tenes?
[2020:10:11-22:31:53]  (Local) -> (LOCAL)[2][Zetas]LartPopper: si queres ser o no?
[2020:10:11-22:31:56]  (Local) -> (LOCAL)[4]Wilthor: 1344
[2020:10:11-22:31:57]  (Local) -> (LOCAL)[4]themateo: esta mierda esta mas bug
[2020:10:11-22:32:00]  (Local) -> (LOCAL)[3]DeathSoulx: aaa
[2020:10:11-22:32:00]  (Local) -> (LOCAL)[1]DanielAgosto: la soceidad de los poetas muertos
[2020:10:11-22:32:01]  (Global) -> diegovp21: hola
[2020:10:11-22:32:04]  (Local) -> (LOCAL)[1](CAPU)Namiaz: buenas
[2020:10:11-22:32:05]  (Local) -> (LOCAL)[1]DanielAgosto: capitulo 1
[2020:10:11-22:32:05]  (Local) -> (LOCAL)[3][CAPU]AlgaretePai: aaaaaaaaaaaaa
[2020:10:11-22:32:06]  (Local) -> (LOCAL)[3]DeathSoulx: tenes que tener mas dinero
[2020:10:11-22:32:08]  (Global) -> PapiCaliche: no huele peitos pa
[2020:10:11-22:32:08]  (Local) -> (LOCAL)[1]DanielAgosto: era se una vez
[2020:10:11-22:32:08]  (Local) -> (LOCAL)[3]2cb'LILPUSSY: OEEEEEEEEEEEEEEE
[2020:10:11-22:32:08]  (Local) -> (LOCAL)[4]Jabon: eso q aa
[2020:10:11-22:32:11]  (Local) -> (LOCAL)[3]2cb'LILPUSSY: EOOOOOOOOOOOOOOOOOO
[2020:10:11-22:32:11]  (Local) -> (LOCAL)[3]DeathSoulx: para ir mejorando por cada sesion
[2020:10:11-22:32:14]  (Local) -> (LOCAL)[3]2cb'LILPUSSY: OEEEEEEEEEEEEEEEEEEEEEE
[2020:10:11-22:32:15]  (Local) -> (LOCAL)[5][CAPU]AlgaretePai: q paso
[2020:10:11-22:32:16]  (Local) -> (LOCAL)[3]2cb'LILPUSSY: OEEEEEEEEEEEE
[2020:10:11-22:32:17]  (Local) -> (LOCAL)[3]Wilthor: llevame a trabajar
[2020:10:11-22:32:18]  (Global) -> (CTA)BAZUCO: caliche usted es un mk me bugueo bobo hpta
