This file was generated by Console at 2021:02:04-00:00:00



[2021:02:04-00:00:00]  (Local) -> (LOCAL)[1]manuuwu: q
[2021:02:04-21:05:30]  (Local) -> (LOCAL)[9]koky28|2cB|: srry
[2021:02:04-21:05:30]  (Local) -> (LOCAL)[9]Jefer|2Aucb: t /release jefer
[2021:02:04-21:05:31]  (Local) -> (LOCAL)[4][O]reo~|GT: Naughty~lGT
[2021:02:04-21:05:33]  (Local) -> (LOCAL)[4]Naughty~lGT: yo entro a dc y el pc se me explota :/
[2021:02:04-21:05:41]  (Local) -> (LOCAL)[4][O]reo~|GT: ash
[2021:02:04-21:05:41]  (Local) -> (LOCAL)[1]Elvis_Ajoso[CM]: upere ya vengo
[2021:02:04-21:05:41]  (Local) -> (LOCAL)[1]Pinina: unos administradores les dio rabia
[2021:02:04-21:05:42]  (Global) -> ElFlechas[mp]: 7resign
[2021:02:04-21:05:42]  (Local) -> (LOCAL)[4][O]reo~|GT: metase
[2021:02:04-21:05:43]  (Local) -> (LOCAL)[1]Jolyne|2cb: no hay rectas en el mapa pa sacarle todo
[2021:02:04-21:05:44]  (Local) -> (LOCAL)[4]Toloteli|2cb-|$$: me debe una
[2021:02:04-21:05:45]  (Local) -> (LOCAL)[1]Jolyne|2cb: ajajajaj
[2021:02:04-21:05:46]  (Local) -> (LOCAL)[2]Andres_Villegas20: No le escucho casi pa
[2021:02:04-21:05:50]  (Local) -> (LOCAL)[2]Andres_Villegas20: Escribame
[2021:02:04-21:05:51]  (Local) -> (LOCAL)[1]Pinina: ale
[2021:02:04-21:05:51]  (Local) -> (LOCAL)[1]ElFlechas[mp]: pere
[2021:02:04-21:05:53]  (Local) -> (LOCAL)[1]Jack: /resign
[2021:02:04-21:05:53]  (Global) -> LOKILLO(Z): JUAN YA LO LEYO ?
[2021:02:04-21:05:57]  (Local) -> (LOCAL)[2]MykeTowers: pero ud des q
[2021:02:04-21:05:59]  (Local) -> (LOCAL)[3]Jefer|2Aucb: o /resign
[2021:02:04-21:06:00]  (Global) -> JUAN-AA: szs
[2021:02:04-21:06:03]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: hola
[2021:02:04-21:06:04]  (Local) -> (LOCAL)[2]Python'Kp: socio
[2021:02:04-21:06:05]  (Local) -> (LOCAL)[5]Weed'2cb: paz sauhso
[2021:02:04-21:06:06]  (Global) -> JUAN-AA: ya le dije
[2021:02:04-21:06:07]  (Local) -> (LOCAL)[5][O]reo~|GT: jajsjasjasdjd
[2021:02:04-21:06:07]  (Local) -> (LOCAL)[1]LOKILLO(Z): OAL
[2021:02:04-21:06:08]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: uwu
[2021:02:04-21:06:08]  (Local) -> (LOCAL)[3]Python'Kp: entrene esas armas
[2021:02:04-21:06:14]  (Local) -> (LOCAL)[4]M01S|2cb: gracias
[2021:02:04-21:06:19]  (Global) -> LOKILLO(Z): UwU
[2021:02:04-21:06:19]  (Global) -> sasuhp: dele
[2021:02:04-21:06:20]  (Global) -> ElFlechas[mp]: 7resign
[2021:02:04-21:06:20]  (Local) -> (LOCAL)[1]Python'Kp: tenga
[2021:02:04-21:06:23]  (Global) -> PichaMaster2000: a
[2021:02:04-21:06:25]  (Local) -> (LOCAL)[1]Jack: el 7 no
[2021:02:04-21:06:26]  (Global) -> sasuhp: venga
[2021:02:04-21:06:26]  (Local) -> (LOCAL)[5]koky28|2cB|: nada no deja
[2021:02:04-21:06:27]  (Local) -> (LOCAL)[1]Python'Kp: para q entrena en las venturas
[2021:02:04-21:06:32]  (Local) -> (LOCAL)[5]Jefer|2Aucb: mms
[2021:02:04-21:06:32]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: que hace owo?
[2021:02:04-21:06:37]  (Global) -> LOKILLO(Z): NADA
[2021:02:04-21:06:38]  (Local) -> (LOCAL)[1]ElFlechas[mp]: me esquiboque
[2021:02:04-21:06:42]  (Local) -> (LOCAL)[4]Jefer|2Aucb: esperar 2 minutos ya falta poco
[2021:02:04-21:06:42]  (Global) -> LOKILLO(Z): Q ACABO DE ENTRAR
[2021:02:04-21:06:43]  (Local) -> (LOCAL)[1]Spcem: a
[2021:02:04-21:06:43]  (Global) -> #7F7F7F|ADM|#FF0000MoraHpta|2cb: baje
[2021:02:04-21:06:46]  (Global) -> PichaMaster2000: jueputa kausu me vendio los carros
[2021:02:04-21:06:47]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: igual yo
[2021:02:04-21:06:48]  (Local) -> (LOCAL)[3]M01S|2cb: lol gracias
[2021:02:04-21:06:49]  (Global) -> Jolyne|2cb: ya}
[2021:02:04-21:06:50]  (Local) -> (LOCAL)[7]eJdexx|2cb: JUAN-AA[6]
[2021:02:04-21:06:51]  (Global) -> PichaMaster2000: xddd
[2021:02:04-21:06:53]  (Local) -> (LOCAL)[6]JUAN-AA: q
[2021:02:04-21:06:56]  (Local) -> (LOCAL)[6]eJdexx|2cb: SUBA
[2021:02:04-21:06:57]  (Local) -> (LOCAL)[1]Jolyne|2cb: ni aqui
[2021:02:04-21:07:00]  (Local) -> (LOCAL)[1]Jack: oe
[2021:02:04-21:07:00]  (Local) -> (LOCAL)[3]Toloteli|2cb-|$$: :)}
[2021:02:04-21:07:01]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MoraHpta|2cb: intentemo
[2021:02:04-21:07:02]  (Local) -> (LOCAL)[7]JUAN-AA: q paso
[2021:02:04-21:07:08]  (Local) -> (LOCAL)[1]ElFlechas[mp]: pere
[2021:02:04-21:07:11]  (Local) -> (LOCAL)[1]LOKILLO(Z): VOY A ESTAR AFK
[2021:02:04-21:07:14]  (Local) -> (LOCAL)[1]LOKILLO(Z): ARITA VENGO
[2021:02:04-21:07:15]  (Local) -> (LOCAL)[1]Jolyne|2cb: solo en piketes bota todo
[2021:02:04-21:07:17]  (Local) -> (LOCAL)[1]ElFlechas[mp]: ajajj
[2021:02:04-21:07:21]  (Local) -> (LOCAL)[1]Jack: jsjss
[2021:02:04-21:07:22]  (Local) -> (LOCAL)[2]JUAN-AA: q paso
[2021:02:04-21:07:23]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000MoraHpta|2cb: voy pa alla
[2021:02:04-21:07:28]  (Local) -> (LOCAL)[1]eJdexx|2cb: per
[2021:02:04-21:07:29]  (Local) -> (LOCAL)[2]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: a
[2021:02:04-21:07:32]  (Local) -> (LOCAL)[1]ElFlechas[mp]: le muestro el ambor
[2021:02:04-21:07:34]  (Local) -> (LOCAL)[2]Alias_Manolo[Z]: aqui lo matan
[2021:02:04-21:07:38]  (Local) -> (LOCAL)[1]Jack: el que
[2021:02:04-21:07:45]  (Local) -> (LOCAL)[1]eJdexx|2cb: bueno
[2021:02:04-21:07:51]  (Local) -> (LOCAL)[6]Jefer|2Aucb: Q LOKAS
[2021:02:04-21:07:59]  (Local) -> (LOCAL)[2]M01S|2cb: no tienen droga que me vendan?
[2021:02:04-21:07:59]  (Local) -> (LOCAL)[1]Jack: buff re melo
[2021:02:04-21:08:04]  (Local) -> (LOCAL)[2]Python'Kp: no men
[2021:02:04-21:08:04]  (Local) -> (LOCAL)[2]eJdexx|2cb: ud no mereporta
[2021:02:04-21:08:04]  (Global) -> Pablo_Escobar: listo mijo
[2021:02:04-21:08:09]  (Local) -> (LOCAL)[2]M01S|2cb: dale
[2021:02:04-21:08:10]  (Local) -> (LOCAL)[1]JUAN-AA: q me da
[2021:02:04-21:08:12]  (Local) -> (LOCAL)[1]eJdexx|2cb: y yo le presto para que compre armas
[2021:02:04-21:08:19]  (Local) -> (LOCAL)[1]JUAN-AA: jum bre
[2021:02:04-21:08:22]  (Global) -> #7F7F7F|ADM|#FF8C00MoraHpta|2cb: ?
[2021:02:04-21:08:24]  (Local) -> (LOCAL)[1]JUAN-AA: paseme el millon 500
[2021:02:04-21:08:25]  (Local) -> (LOCAL)[2]Jolyne|2cb: Q
[2021:02:04-21:08:25]  (Local) -> (LOCAL)[1]NICO_FLOW: gracias
[2021:02:04-21:08:29]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: nada
[2021:02:04-21:08:29]  (Local) -> (LOCAL)[2]G4(2cB): yo tengo marinba o lsd
[2021:02:04-21:08:34]  (Local) -> (LOCAL)[6][O]reo~|GT: paprse
[2021:02:04-21:08:36]  (Local) -> (LOCAL)[6][O]reo~|GT: ud qn es
[2021:02:04-21:08:38]  (Local) -> (LOCAL)[2]M01S|2cb: vendeme xd
[2021:02:04-21:08:39]  (Local) -> (LOCAL)[1]ElFlechas[mp]: aaaa
[2021:02:04-21:08:42]  (Local) -> (LOCAL)[6]ELN: MarulandaZetin
[2021:02:04-21:08:42]  (Local) -> (LOCAL)[8]Jefer|2Aucb: TENES GANAS DE SALIR
[2021:02:04-21:08:44]  (Local) -> (LOCAL)[6][O]reo~|GT: Manuel marulanda?
[2021:02:04-21:08:44]  (Local) -> (LOCAL)[1]Jack: jajajaajaaj
[2021:02:04-21:08:45]  (Local) -> (LOCAL)[6]Stivenv28[GT]: ajjaja
[2021:02:04-21:08:45]  (Local) -> (LOCAL)[3]G4(2cB): mandame pues
[2021:02:04-21:08:47]  (Global) -> Leonardo_Pimentel: Pablo
[2021:02:04-21:08:49]  (Local) -> (LOCAL)[1]GustavoPetro(RCA): tan pequeño y tan grosero
[2021:02:04-21:08:49]  (Local) -> (LOCAL)[6][O]reo~|GT: metase al dc de GT
[2021:02:04-21:08:51]  (Global) -> TROLIFEIS: no estoy comodo
[2021:02:04-21:08:51]  (Local) -> (LOCAL)[6]Stivenv28[GT]: cambia mucho de nombre
[2021:02:04-21:08:52]  (Local) -> (LOCAL)[1]ElFlechas[mp]: vamon
[2021:02:04-21:08:58]  (Local) -> (LOCAL)[6]Hopex06[evg]: tombo mk xd
[2021:02:04-21:09:06]  (Local) -> (LOCAL)[1]Elvis_Ajoso[CM]: oe
[2021:02:04-21:09:07]  (Global) -> TROLIFEIS: jajajaj
[2021:02:04-21:09:08]  (Local) -> (LOCAL)[1]Jolyne|2cb: eso no es todo
[2021:02:04-21:09:09]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: oe no tengo nitro XD
[2021:02:04-21:09:09]  (Local) -> (LOCAL)[1]Python'Kp: ay socio
[2021:02:04-21:09:11]  (Local) -> (LOCAL)[6]Chupala: NO HP NO ME MATE
[2021:02:04-21:09:12]  (Local) -> (LOCAL)[2]eJdexx|2cb: por el carroooooo
[2021:02:04-21:09:13]  (Local) -> (LOCAL)[1]Elvis_Ajoso[CM]: como que leo ya vio a pablo
[2021:02:04-21:09:13]  (Local) -> (LOCAL)[1]Python'Kp: f por el pana
[2021:02:04-21:09:19]  (Local) -> (LOCAL)[1]G4(2cB): jajja f
[2021:02:04-21:09:19]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: AGALE UD
[2021:02:04-21:09:21]  (Local) -> (LOCAL)[1]Jolyne|2cb: suba
[2021:02:04-21:09:23]  (Local) -> (LOCAL)[1]Jolyne|2cb: y mira
[2021:02:04-21:09:25]  (Local) -> (LOCAL)[1]JUAN-AA: vamos en la zorra o vea se la presto
[2021:02:04-21:09:26]  (Local) -> (LOCAL)[3]Chupala: NO HP NO ME MATE
[2021:02:04-21:09:27]  (Local) -> (LOCAL)[1]JUAN-AA: pare
[2021:02:04-21:09:31]  (Local) -> (LOCAL)[2]Pinina: siii ya le estoy hablando al interno
[2021:02:04-21:09:34]  (Local) -> (LOCAL)[2]Elvis_Ajoso[CM]: mire
[2021:02:04-21:09:35]  (Local) -> (LOCAL)[3]Onomatopeya: F
[2021:02:04-21:09:36]  (Local) -> (LOCAL)[2]Elvis_Ajoso[CM]: un arro
[2021:02:04-21:09:43]  (Local) -> (LOCAL)[1]Elvis_Ajoso[CM]: carro*
[2021:02:04-21:09:48]  (Local) -> (LOCAL)[3]Chupala: NO HP NO ME MATE
[2021:02:04-21:09:49]  (Local) -> (LOCAL)[4]elYZ: porfin hp
[2021:02:04-21:09:52]  (Global) -> JUAN-AA:  /volar
[2021:02:04-21:09:53]  (Global) -> MINI/2CB: pinina
[2021:02:04-21:09:54]  (Local) -> (LOCAL)[1]ElFlechas[mp]: no a
[2021:02:04-21:09:55]  (Global) -> jeferuwuz: ola
[2021:02:04-21:09:58]  (Local) -> (LOCAL)[6]Jefer|2Aucb: salga
[2021:02:04-21:09:58]  (Local) -> (LOCAL)[1]Jack: q
[2021:02:04-21:09:59]  (Global) -> Soltec|EVG|: saliendo zorra
[2021:02:04-21:10:01]  (Global) -> jeferuwuz:  /volar
[2021:02:04-21:10:01]  (Local) -> (LOCAL)[6]G4(2cB): deje la violencia pa
[2021:02:04-21:10:02]  (Local) -> (LOCAL)[1]Spcem: xd
[2021:02:04-21:10:02]  (Global) -> MINI/2CB: pinina
[2021:02:04-21:10:03]  (Local) -> (LOCAL)[5]Chupala: NO MATEEEEEEEEEEEEEEEEE
[2021:02:04-21:10:03]  (Local) -> (LOCAL)[1]Jolyne|2cb: atriz
[2021:02:04-21:10:03]  (Global) -> JUAN-AA: angelito vuelaaaaaaaaaaaaa
[2021:02:04-21:10:03]  (Global) -> Elvis_Ajoso[CM]: oeeeeeeeeeeeeeeee
[2021:02:04-21:10:04]  (Global) -> Toloteli|2cb-|$$: DEJAS TE COME CHUUCHA PA QUE TE DEN TU MONDAQUERA NONONO
[2021:02:04-21:10:05]  (Local) -> (LOCAL)[1]Spcem: Buena
[2021:02:04-21:10:06]  (Local) -> (LOCAL)[1]Apu_N'2cb: Holo
[2021:02:04-21:10:07]  (Local) -> (LOCAL)[1]ElFlechas[mp]: este no era
[2021:02:04-21:10:08]  (Local) -> (LOCAL)[1]Apu_N'2cb: a
[2021:02:04-21:10:08]  (Local) -> (LOCAL)[1]Jolyne|2cb: atroz*
[2021:02:04-21:10:08]  (Global) -> Toloteli|2cb-|$$: XD
[2021:02:04-21:10:09]  (Global) -> #7F7F7F|ADM|#FF5C00MoraHpta|2cb: 530
[2021:02:04-21:10:12]  (Local) -> (LOCAL)[1]Jack: a
[2021:02:04-21:10:12]  (Local) -> (LOCAL)[3]|don|jimenez|AK|: ola
[2021:02:04-21:10:12]  (Global) -> JUAN-AA: q ya no me quedan muchas horas de vida
[2021:02:04-21:10:15]  (Global) -> #7F7F7F|ADM|#FF5C00MoraHpta|2cb: guaum
[2021:02:04-21:10:16]  (Local) -> (LOCAL)[1]Jolyne|2cb: 540
[2021:02:04-21:10:17]  (Local) -> (LOCAL)[6]Jefer|2Aucb: mera gofi
[2021:02:04-21:10:17]  (Local) -> (LOCAL)[2]Pinina: ese es parcero mio
[2021:02:04-21:10:19]  (Local) -> (LOCAL)[1]Apu_N'2cb: q
[2021:02:04-21:10:20]  (Global) -> #7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: Mini me regala el HR2? jjja
[2021:02:04-21:10:20]  (Local) -> (LOCAL)[3]|don|jimenez|AK|: ablas por voz
[2021:02:04-21:10:22]  (Local) -> (LOCAL)[1]jeferuwuz: xd
[2021:02:04-21:10:23]  (Local) -> (LOCAL)[3]Mnrpatecumbias'GT: ¿?
[2021:02:04-21:10:24]  (Local) -> (LOCAL)[1]ElFlechas[mp]: pere
[2021:02:04-21:10:25]  (Local) -> (LOCAL)[1]Jolyne|2cb: y eso pq el nitro no dura mas
[2021:02:04-21:10:26]  (Global) -> MINI/2CB: VENGA
[2021:02:04-21:10:26]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: si?
[2021:02:04-21:10:29]  (Local) -> (LOCAL)[6]Jefer|2Aucb: sali
[2021:02:04-21:10:30]  (Local) -> (LOCAL)[1]Jolyne|2cb: veamos si le saco mas
[2021:02:04-21:10:30]  (Global) -> Apu_N'2cb: 2CB/MINI
[2021:02:04-21:10:31]  (Local) -> (LOCAL)[1]Alias_Manolo[Z]: no
[2021:02:04-21:10:32]  (Local) -> (LOCAL)[1]ElFlechas[mp]: vamos al banco
[2021:02:04-21:10:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: hagamos carreras en la t
[2021:02:04-21:10:34]  (Global) -> #7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: donde estas
[2021:02:04-21:10:34]  (Local) -> (LOCAL)[1]jeferuwuz: pvp a desert?
[2021:02:04-21:10:37]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: oe
[2021:02:04-21:10:38]  (Local) -> (LOCAL)[1]Apu_N'2cb: Ok
[2021:02:04-21:10:39]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: ud contra mi humilde infernus
[2021:02:04-21:10:40]  (Global) -> MINI/2CB: que paso
[2021:02:04-21:10:40]  (Global) -> Jack: ok
[2021:02:04-21:10:43]  (Local) -> (LOCAL)[3]MINI/2CB: dime
[2021:02:04-21:10:45]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: tiene informacion de pablo?
[2021:02:04-21:10:46]  (Local) -> (LOCAL)[5]Alias_Manolo[Z]: ey que
[2021:02:04-21:10:46]  (Global) -> Toloteli|2cb-|$$: DONDE ANDAS
[2021:02:04-21:10:49]  (Local) -> (LOCAL)[1]ElFlechas[mp]: grasias
[2021:02:04-21:10:50]  (Local) -> (LOCAL)[3]MINI/2CB: no
[2021:02:04-21:10:56]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: no lo hemos podido ver
[2021:02:04-21:10:56]  (Local) -> (LOCAL)[4]Alias_Manolo[Z]: eso es monda
[2021:02:04-21:10:58]  (Global) -> eJdexx|2cb: juan
[2021:02:04-21:11:04]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: a
[2021:02:04-21:11:04]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: el ultimo que veimos era un impostor
[2021:02:04-21:11:05]  (Global) -> [O]reo~|GT: Naughty~lGT
[2021:02:04-21:11:07]  (Local) -> (LOCAL)[1]Jolyne|2cb: asjjasj
[2021:02:04-21:11:07]  (Global) -> eJdexx|2cb: guarde la zorra
[2021:02:04-21:11:14]  (Local) -> (LOCAL)[3]MINI/2CB: ey
[2021:02:04-21:11:16]  (Global) -> eJdexx|2cb: JUAN-AA[6]
[2021:02:04-21:11:17]  (Global) -> JUAN-AA: ya
[2021:02:04-21:11:18]  (Local) -> (LOCAL)[4]MINI/2CB: el verdadero pabblo
[2021:02:04-21:11:20]  (Local) -> (LOCAL)[3]MINI/2CB: ya entro
[2021:02:04-21:11:21]  (Global) -> [O]reo~|GT: quedo aterrado este bobo
[2021:02:04-21:11:22]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: pinina baje
[2021:02:04-21:11:23]  (Local) -> (LOCAL)[1]ElFlechas[mp]: usted es nuevo
[2021:02:04-21:11:24]  (Local) -> (LOCAL)[1]Jolyne|2cb: 541
[2021:02:04-21:11:25]  (Local) -> (LOCAL)[6]Jefer|2Aucb: salgaa
[2021:02:04-21:11:26]  (Local) -> (LOCAL)[2]Pablo_Escobar: hay un policia
[2021:02:04-21:11:27]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: ya llegó pablo
[2021:02:04-21:11:27]  (Local) -> (LOCAL)[3]MINI/2CB: ya acabo roleo como hace 1 hora
[2021:02:04-21:11:28]  (Local) -> (LOCAL)[1]Jolyne|2cb: pero acabo pista
[2021:02:04-21:11:29]  (Local) -> (LOCAL)[1]Jack: si
[2021:02:04-21:11:29]  (Local) -> (LOCAL)[1]Jolyne|2cb: ajajjaja
[2021:02:04-21:11:30]  (Local) -> (LOCAL)[1]jeferuwuz: perdon
[2021:02:04-21:11:32]  (Global) -> Soltec|EVG|: saliendo zorra
[2021:02:04-21:11:33]  (Local) -> (LOCAL)[1]Apu_N'2cb: xd
[2021:02:04-21:11:34]  (Global) -> HernanOspina|AK|: admin
[2021:02:04-21:11:37]  (Global) -> MENORMAYOR[C.M]: me bugueeeeee
[2021:02:04-21:11:38]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: paz
[2021:02:04-21:11:38]  (Local) -> (LOCAL)[1]ElFlechas[mp]: tiene grupo
[2021:02:04-21:11:38]  (Local) -> (LOCAL)[1]Jack: pero mi primo me esplico todo
[2021:02:04-21:11:39]  (Local) -> (LOCAL)[3]MINI/2CB: vamos
[2021:02:04-21:11:41]  (Local) -> (LOCAL)[3]MINI/2CB: ese no es
[2021:02:04-21:11:43]  (Local) -> (LOCAL)[10]Chupala: NO MATEEEEEEEEEEEEEEEEE
[2021:02:04-21:11:45]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: vamos a t
[2021:02:04-21:11:45]  (Local) -> (LOCAL)[4]MINI/2CB: ese es el impostor
[2021:02:04-21:11:46]  (Global) -> HernanOspina|AK|: en donde mando captura'
[2021:02:04-21:11:47]  (Global) -> TROLIFEIS: jaajajjja
[2021:02:04-21:11:48]  (Global) -> eJdexx|2cb: venga
[2021:02:04-21:11:49]  (Local) -> (LOCAL)[1]Jack: grupo de que
[2021:02:04-21:11:49]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: y corramos circuitom
[2021:02:04-21:11:49]  (Local) -> (LOCAL)[4]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: mueche mini
[2021:02:04-21:11:51]  (Local) -> (LOCAL)[4]Pinina: patron
[2021:02:04-21:11:51]  (Local) -> (LOCAL)[1]Jolyne|2cb: nonas
[2021:02:04-21:11:53]  (Local) -> (LOCAL)[1]Jack: a de eso no
[2021:02:04-21:11:54]  (Local) -> (LOCAL)[6]Jefer|2Aucb: muy gallina
[2021:02:04-21:11:55]  (Global) -> eJdexx|2cb: JUAN-AA[6]
[2021:02:04-21:11:55]  (Local) -> (LOCAL)[1]Jolyne|2cb: no tiene manejo
[2021:02:04-21:11:56]  (Global) -> eJdexx|2cb: venga
[2021:02:04-21:11:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00MoraHpta|2cb: aqui me gana
[2021:02:04-21:11:57]  (Global) -> TROLIFEIS: podra arrestarme un tombo 
[2021:02:04-21:11:57]  (Local) -> (LOCAL)[1]jeferuwuz: si le pego en la cabeza no hace mas daño?
[2021:02:04-21:11:59]  (Local) -> (LOCAL)[4]MINI/2CB: decimelo
[2021:02:04-21:12:00]  (Local) -> (LOCAL)[1]Jolyne|2cb: pero vamos
[2021:02:04-21:12:01]  (Local) -> (LOCAL)[1]ElFlechas[mp]: este juego
[2021:02:04-21:12:01]  (Local) -> (LOCAL)[1]Apu_N'2cb: No
[2021:02:04-21:12:03]  (Global) -> JUAN-AA: a dodne
[2021:02:04-21:12:03]  (Global) -> TROLIFEIS: pero ust no me va a matar
[2021:02:04-21:12:04]  (Local) -> (LOCAL)[1]Jack: ya que quiero trabajar con pablo
[2021:02:04-21:12:04]  (Local) -> (LOCAL)[1]Jolyne|2cb: warpeeme
[2021:02:04-21:12:04]  (Local) -> (LOCAL)[3]Pinina: mini
[2021:02:04-21:12:04]  (Local) -> (LOCAL)[3]MINI/2CB: monte pinina
[2021:02:04-21:12:06]  (Local) -> (LOCAL)[6]Jefer|2Aucb: cules
[2021:02:04-21:12:06]  (Local) -> (LOCAL)[3]Pinina: oee
[2021:02:04-21:12:06]  (Global) -> JUAN-AA: a donde*
[2021:02:04-21:12:06]  (Local) -> (LOCAL)[10]Bellaqueohpta: PERO SIN ESCOPETICAS XD
[2021:02:04-21:12:08]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: me va a dar el hr2 jjja
[2021:02:04-21:12:11]  (Global) -> eJdexx|2cb: donde se entrega el carro de criminal
[2021:02:04-21:12:12]  (Local) -> (LOCAL)[1]jeferuwuz: xd
[2021:02:04-21:12:13]  (Local) -> (LOCAL)[1]Apu_N'2cb: lo mismo
[2021:02:04-21:12:13]  (Local) -> (LOCAL)[5]Jefer|2Aucb: tombo no lo arreste
[2021:02:04-21:12:14]  (Local) -> (LOCAL)[3]MINI/2CB: cuanto me da uribe
[2021:02:04-21:12:18]  (Local) -> (LOCAL)[1]Apu_N'2cb: xd
[2021:02:04-21:12:20]  (Local) -> (LOCAL)[10]G4(2cB): quien fue el niño ajjaja
[2021:02:04-21:12:21]  (Global) -> JOSHEE(CDP): HOLA
[2021:02:04-21:12:21]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: wtf?
[2021:02:04-21:12:23]  (Global) -> PichaMaster2000: ay
[2021:02:04-21:12:23]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: nea lo van a quitar en dos dias
[2021:02:04-21:12:29]  (Local) -> (LOCAL)[3]MINI/2CB: ajjaja
[2021:02:04-21:12:31]  (Local) -> (LOCAL)[2]Chupala: NO MATEEEEEEEEEEEEEEEEE
[2021:02:04-21:12:31]  (Local) -> (LOCAL)[3]MINI/2CB: sisas
[2021:02:04-21:12:31]  (Local) -> (LOCAL)[1]jeferuwuz: vos que mira tenes?
[2021:02:04-21:12:33]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: regalamelo owo
[2021:02:04-21:12:34]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: tengo mucho ping
[2021:02:04-21:12:35]  (Local) -> (LOCAL)[3]MINI/2CB: no se
[2021:02:04-21:12:37]  (Local) -> (LOCAL)[1]ElFlechas[mp]: aaaaa
[2021:02:04-21:12:39]  (Local) -> (LOCAL)[1]Chupala: HPS TAN FASTIDIOSOS
[2021:02:04-21:12:41]  (Local) -> (LOCAL)[11]G4(2cB): jajaja a estudiar la tabla del 2
[2021:02:04-21:12:41]  (Local) -> (LOCAL)[1]Apu_N'2cb: Una q me pasaron
[2021:02:04-21:12:42]  (Global) -> GustavoPetro(RCA): admin ayuda
[2021:02:04-21:12:42]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: hagale
[2021:02:04-21:12:44]  (Local) -> (LOCAL)[1]AlgaretePa: como
[2021:02:04-21:12:48]  (Local) -> (LOCAL)[3]Elvis_Ajoso[CM]: oe uribe
[2021:02:04-21:12:49]  (Global) -> TROLIFEIS: oleeeeeeeee
[2021:02:04-21:12:50]  (Local) -> (LOCAL)[3]MINI/2CB: jaajja pero que al que no lo quiten o que den plata por el
[2021:02:04-21:12:52]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: dime
[2021:02:04-21:12:52]  (Local) -> (LOCAL)[1]jeferuwuz: y es grande o chiquita
[2021:02:04-21:12:53]  (Local) -> (LOCAL)[1]WolfuserlAKl: calmado
[2021:02:04-21:12:55]  (Local) -> (LOCAL)[3]MINI/2CB: ajaja y yo lo regale
[2021:02:04-21:12:56]  (Local) -> (LOCAL)[11]G4(2cB): vaya a estudiar la tabla del u7
[2021:02:04-21:12:57]  (Local) -> (LOCAL)[11]ARETE"2cb: ya hizo las planas
[2021:02:04-21:12:58]  (Global) -> TROLIFEIS: pñeeeee
[2021:02:04-21:12:58]  (Global) -> Andres_Villegas20: Myke gonorrea
[2021:02:04-21:12:59]  (Local) -> (LOCAL)[3]#7F7F7F|DJ|#FF5C00DoctorUribe|CAPU: si dan algo
[2021:02:04-21:13:00]  (Local) -> (LOCAL)[1]Apu_N'2cb: Depende
[2021:02:04-21:13:00]  (Local) -> (LOCAL)[1]jeferuwuz: es que nose cual de las 2 es mejor
[2021:02:04-21:13:02]  (Global) -> Andres_Villegas20: Salga
