This file was generated by Console at 2021:01:26-00:00:00



[2021:01:26-00:00:00]  (Local) -> (LOCAL)[1]SffOquez|6969.: x2
[2021:01:26-23:21:02]  (Global) -> (POPEYE): sisas
[2021:01:26-23:21:03]  (Global) -> EndurableSpider7: Como se abre el Mapa ?
[2021:01:26-23:21:03]  ([Msg] de Gocho|Ak| para (POPEYE): tengo una estrella no puedo colocarme MP) -> nil
[2021:01:26-23:21:04]  (Local) -> (LOCAL)[3]frnacovillar|ak|: no ets
[2021:01:26-23:21:04]  (Local) -> (LOCAL)[1]GOMITA0810: no voy a pescar
[2021:01:26-23:21:05]  (Global) -> JUAN-AA: hptas adms mlp pq no me prestan atencion? pq soy zeta? ;(
[2021:01:26-23:21:05]  (Local) -> (LOCAL)[10]#7F7F7F|ADM||LG|#FF0000XhnGuaracha|Z: holi
[2021:01:26-23:21:05]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Fan tuyo pa
[2021:01:26-23:21:05]  (Local) -> (LOCAL)[3]MR.MCLOVIN(CAPU): na epor
[2021:01:26-23:21:06]  (Local) -> (LOCAL)[3]Kevin: cuanto vale ese carro
[2021:01:26-23:21:06]  (Global) -> Travis_Scott[JyB]: pendientes de los conciertos
[2021:01:26-23:21:07]  (Local) -> (LOCAL)[1]GOMITA0810: y ud
[2021:01:26-23:21:08]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: a
[2021:01:26-23:21:09]  (Local) -> (LOCAL)[4]SendoBeta: severa lok
[2021:01:26-23:21:09]  (Local) -> (LOCAL)[11]69Kid|AUC: bn o q?
[2021:01:26-23:21:10]  (Global) -> zares: f11
[2021:01:26-23:21:11]  (Global) -> (POPEYE): mmmmm espera
[2021:01:26-23:21:11]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: hey qué pasa JUAN-AA
[2021:01:26-23:21:12]  (Local) -> (LOCAL)[3]frnacovillar|ak|: 8 palos
[2021:01:26-23:21:13]  (Global) -> elYZ: el tombo mk me daño la moto :[
[2021:01:26-23:21:14]  (Local) -> (LOCAL)[6]Pablo~|GT: hiro <3
[2021:01:26-23:21:15]  (Global) -> Kevin:(: el mapa se abre con f11
[2021:01:26-23:21:17]  (Local) -> (LOCAL)[1]paracohpta'z: una entrega
[2021:01:26-23:21:19]  (Local) -> (LOCAL)[3]Kevin: cual es ?
[2021:01:26-23:21:19]  (Global) -> Skippers|ZETAS|: RicardoJorge|EVG| Hola q hizo
[2021:01:26-23:21:19]  (Local) -> (LOCAL)[7]guaHir0: <3
[2021:01:26-23:21:20]  (Local) -> (LOCAL)[3]frnacovillar|ak|: bale el carro
[2021:01:26-23:21:21]  (Local) -> (LOCAL)[1]GOMITA0810: melo
[2021:01:26-23:21:23]  (Global) -> JUAN-AA: q un hpta me taseo desde zona 
[2021:01:26-23:21:24]  (Local) -> (LOCAL)[5]manchita(2cb): tombo hp
[2021:01:26-23:21:24]  (Global) -> paracohpta'z: ando trabajando
[2021:01:26-23:21:25]  (Team - Criminals) -> (TEAM)Travis_Scott[JyB]: hablare con los staff para hacer el concierto a lo  marrano
[2021:01:26-23:21:25]  (Global) -> JUAN-AA: agh hptaaaaa
[2021:01:26-23:21:25]  (Local) -> (LOCAL)[3]frnacovillar|ak|: elde perico
[2021:01:26-23:21:28]  (Local) -> (LOCAL)[5]Fear~2cb: el rappi mk me daño el carro :(
[2021:01:26-23:21:28]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: hOLA Skippers|ZETAS|[MP]
[2021:01:26-23:21:28]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: ponte (RCA) antes del nombre
[2021:01:26-23:21:31]  (Local) -> (LOCAL)[1]GOMITA0810: eso esta biem
[2021:01:26-23:21:33]  (Global) -> paracohpta'z: despues pa la guerra de bandas
[2021:01:26-23:21:33]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: uy
[2021:01:26-23:21:35]  (Local) -> (LOCAL)[0](LP)Solid17: u
[2021:01:26-23:21:35]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Juan tomaste screenshot?
[2021:01:26-23:21:35]  (Global) -> paracohpta'z: bre
[2021:01:26-23:21:37]  (Local) -> (LOCAL)[1]GOMITA0810: jaja
[2021:01:26-23:21:39]  (Local) -> (LOCAL)[2]Galvan66: matame
[2021:01:26-23:21:39]  (Global) -> bblin|Z: xxddd
[2021:01:26-23:21:41]  (Global) -> JUAN-AA: epre miro si si se ve
[2021:01:26-23:21:42]  (Team - Criminals) -> (TEAM)zares: R
[2021:01:26-23:21:43]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: a ud tambien le escribe cada que entra pa que haga evento?
[2021:01:26-23:21:43]  (Global) -> JUAN-AA: voy
[2021:01:26-23:21:46]  (Local) -> (LOCAL)[1](RCA)Joaquin: Ya
[2021:01:26-23:21:50]  (Local) -> (LOCAL)[0](LP)Solid17: stafffff un puto bug en el lup de san fierro
[2021:01:26-23:21:51]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: ajajajajajjaja
[2021:01:26-23:21:52]  (Local) -> (LOCAL)[5]MR.MCLOVIN(CAPU): jijij
[2021:01:26-23:21:52]  (Local) -> (LOCAL)[2](TUERTO): LISTO VAMOS
[2021:01:26-23:21:53]  (Local) -> (LOCAL)[1](POPEYE): hay patos
[2021:01:26-23:21:53]  (Local) -> (LOCAL)[0](LP)Solid17: e ago
[2021:01:26-23:22:04]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: a ver quienes son
[2021:01:26-23:22:04]  (Local) -> (LOCAL)[0](LP)Solid17: stafffff un puto bug en el lup de san fierro
[2021:01:26-23:22:05]  (Local) -> (LOCAL)[1](POPEYE): ve yo te digo
[2021:01:26-23:22:06]  (Local) -> (LOCAL)[0](LP)Solid17: stafffff un puto bug en el lup de san fierro
[2021:01:26-23:22:06]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Yo siempre hago eventos con el mk
[2021:01:26-23:22:07]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: oe dele f2 , le das my invites y aceptas
[2021:01:26-23:22:07]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: serio jajaja
[2021:01:26-23:22:08]  (Local) -> (LOCAL)[0](LP)Solid17: stafffff un puto bug en el lup de san fierro
[2021:01:26-23:22:09]  (Local) -> (LOCAL)[0](LP)Solid17: stafffff un puto bug en el lup de san fierro
[2021:01:26-23:22:12]  (Local) -> (LOCAL)[2](TUERTO): VAMOS A PONERLO EN VENTA
[2021:01:26-23:22:13]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: unde o
[2021:01:26-23:22:13]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: literal a diario me escribe
[2021:01:26-23:22:16]  (Global) -> JUAN-AA: ey si quedo en la ss
[2021:01:26-23:22:17]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: el mk me los patrocina
[2021:01:26-23:22:18]  (Global) -> JUAN-AA: ayuda ADM
[2021:01:26-23:22:20]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: mira
[2021:01:26-23:22:21]  (Local) -> (LOCAL)[1]guaHir0: ola
[2021:01:26-23:22:24]  (Global) -> guaHir0: te amo
[2021:01:26-23:22:24]  (Global) -> #7F7F7F|ADM|#FF5C00Catre|2cb: dime
[2021:01:26-23:22:26]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Abre ticket Juan
[2021:01:26-23:22:27]  (Local) -> (LOCAL)[1](RCA)Joaquin: No me aparece men
[2021:01:26-23:22:28]  (Local) -> (LOCAL)[1]guaHir0: na
[2021:01:26-23:22:29]  (Local) -> (LOCAL)[6]%000J4|Z: XD
[2021:01:26-23:22:29]  (Local) -> (LOCAL)[1]guaHir0: joder
[2021:01:26-23:22:30]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: Si yo se q el chino los quiere patrocinar jajaja
[2021:01:26-23:22:32]  (Global) -> JUAN-AA: a gonorrea pero pa q me sirve si ya pague toda la cana
[2021:01:26-23:22:33]  (Local) -> (LOCAL)[1]guaHir0: ahora solo bugs
[2021:01:26-23:22:34]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: pero q fiebre por eventos
[2021:01:26-23:22:35]  (Local) -> (LOCAL)[1]SubditoDeSatanas|~GT: solo GT
[2021:01:26-23:22:36]  (Local) -> (LOCAL)[14]Guarachero|Z: diego sapo pvp a sniper
[2021:01:26-23:22:37]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: este vañe 4 palos
[2021:01:26-23:22:40]  (Local) -> (LOCAL)[12]MollyMolly|2CB: ezx
[2021:01:26-23:22:40]  (Global) -> JUAN-AA: ;(
[2021:01:26-23:22:41]  (Local) -> (LOCAL)[1]frnacovillar|ak|: si o q
[2021:01:26-23:22:41]  (Team - Unemployed) -> (TEAM)MR.MCLOVIN(CAPU): huyq
[2021:01:26-23:22:42]  (Local) -> (LOCAL)[5]Algarete|CAPU|.exe: el q rifo los 2 nitros
[2021:01:26-23:22:42]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Pa que el otro mk pague lo que usted pagó
[2021:01:26-23:22:43]  (Local) -> (LOCAL)[6][O]reo|~GT: JOTA
[2021:01:26-23:22:44]  (Local) -> (LOCAL)[1](TUERTO): SI
[2021:01:26-23:22:45]  (Local) -> (LOCAL)[5]Algarete|CAPU|.exe: a
[2021:01:26-23:22:45]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: tienes whatsapp?
[2021:01:26-23:22:49]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: 3250
[2021:01:26-23:22:51]  (Local) -> (LOCAL)[12]MollyMolly|2CB: ez
[2021:01:26-23:22:52]  (Global) -> JUAN-AA: voy pere busco una cosa 
[2021:01:26-23:22:52]  (Local) -> (LOCAL)[13]Guarachero|Z: Admin me acosan
[2021:01:26-23:22:53]  (Local) -> (LOCAL)[4]%000J4|Z: dime
[2021:01:26-23:22:53]  (Local) -> (LOCAL)[1](RCA)Joaquin: Sii
[2021:01:26-23:22:58]  (Global) -> JUAN-AA: ya lo abro en 5 mi rey
[2021:01:26-23:23:01]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Va
[2021:01:26-23:23:01]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: eres vip
[2021:01:26-23:23:02]  (Local) -> (LOCAL)[1](POPEYE): VOY
[2021:01:26-23:23:03]  (Local) -> (LOCAL)[3][O]reo|~GT: sabesa hacer rolllbug
[2021:01:26-23:23:04]  (Global) -> WarMaN--GT: Donde compro una moto ?
[2021:01:26-23:23:06]  (Local) -> (LOCAL)[11]DonChimbo|AUC: si sr
[2021:01:26-23:23:07]  (Global) -> JUAN-AA: @SamanthaOwO t amooooooooo
[2021:01:26-23:23:07]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: hableme
[2021:01:26-23:23:08]  (Local) -> (LOCAL)[1](TUERTO): QUE VALE ESTE CARRO?
[2021:01:26-23:23:09]  (Global) -> JUAN-AA: ;(
[2021:01:26-23:23:09]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Sisas nea
[2021:01:26-23:23:09]  (Local) -> (LOCAL)[3]%000J4|Z: este?
[2021:01:26-23:23:13]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: 3046132621
[2021:01:26-23:23:13]  (Local) -> (LOCAL)[1]frnacovillar|ak|: nada
[2021:01:26-23:23:14]  (Global) -> Algarete|CAPU|.exe: @SamanthaOwO
[2021:01:26-23:23:14]  (Local) -> (LOCAL)[4][O]reo|~GT: si
[2021:01:26-23:23:18]  (Local) -> (LOCAL)[4][O]reo|~GT: y sleep
[2021:01:26-23:23:18]  (Local) -> (LOCAL)[13]DonChimbo|AUC: turfiando con la picha en la mnao
[2021:01:26-23:23:19]  (Local) -> (LOCAL)[3]MR.MCLOVIN(CAPU): quieto iudiot
[2021:01:26-23:23:19]  (Local) -> (LOCAL)[1]frnacovillar|ak|: porque es esclusibo
[2021:01:26-23:23:20]  (Local) -> (LOCAL)[1]Naomiiii: noo nada
[2021:01:26-23:23:20]  (Local) -> (LOCAL)[4]%000J4|Z: es facil
[2021:01:26-23:23:20]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: si
[2021:01:26-23:23:22]  (Local) -> (LOCAL)[15]Asario!: Ag q fastidio entrar y ver a este sapo hijueputa aca
[2021:01:26-23:23:22]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Es como por buscar protagonismo, yo no sé
[2021:01:26-23:23:22]  (Local) -> (LOCAL)[13]Guarachero|Z: joa a que horas se conecta reizer mano
[2021:01:26-23:23:24]  (Local) -> (LOCAL)[14]DonChimbo|AUC: se escucha bn
[2021:01:26-23:23:25]  (Global) -> JUAN-AA: chao
[2021:01:26-23:23:26]  (Local) -> (LOCAL)[1]frnacovillar|ak|: lu regalaron
[2021:01:26-23:23:26]  (Local) -> (LOCAL)[1](TUERTO): PS CUANTO ME HABIAS DICHO
[2021:01:26-23:23:27]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: 3046132621
[2021:01:26-23:23:27]  (Local) -> (LOCAL)[4][O]reo|~GT: a mi no me sale
[2021:01:26-23:23:28]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: buneo
[2021:01:26-23:23:29]  (Local) -> (LOCAL)[5]FriendlyBanjo57: OE
[2021:01:26-23:23:29]  (Global) -> Fear~2cb: @SamanthaOwO
[2021:01:26-23:23:30]  (Local) -> (LOCAL)[15]Asario!: Mlp feo de mierda
[2021:01:26-23:23:31]  (Local) -> (LOCAL)[4]%000J4|Z: agachense
[2021:01:26-23:23:34]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: voya pintar el carro
[2021:01:26-23:23:35]  (Local) -> (LOCAL)[2]frnacovillar|ak|: por su carro
[2021:01:26-23:23:36]  (Local) -> (LOCAL)[6]%000J4|Z: epa
[2021:01:26-23:23:36]  (Local) -> (LOCAL)[5]Algarete|CAPU|.exe: q
[2021:01:26-23:23:38]  (Local) -> (LOCAL)[1]Naomiiii: no te digo que apenas volvi a jugar
[2021:01:26-23:23:39]  (Local) -> (LOCAL)[5]FriendlyBanjo57: COMO PUEDO ENCANAR
[2021:01:26-23:23:40]  (Local) -> (LOCAL)[6]%000J4|Z: ahi le salio xd
[2021:01:26-23:23:43]  (Local) -> (LOCAL)[15](BGW)DonGallino: ajjaa
[2021:01:26-23:23:44]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: jajaja
[2021:01:26-23:23:44]  (Local) -> (LOCAL)[1]Naomiiii: esta bien
[2021:01:26-23:23:45]  (Local) -> (LOCAL)[1](POPEYE): PERRE NEA
[2021:01:26-23:23:46]  (Local) -> (LOCAL)[3]Algarete|CAPU|.exe: con el taser los duerme
[2021:01:26-23:23:46]  (Local) -> (LOCAL)[1](POPEYE): AJAJ
[2021:01:26-23:23:47]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: xd
[2021:01:26-23:23:50]  (Local) -> (LOCAL)[1](TUERTO): PERO EN MAS O MENOS CUANTO VALE
[2021:01:26-23:23:53]  (Local) -> (LOCAL)[15]ArturoCortez|Z|: Qn? :(
[2021:01:26-23:23:55]  (Local) -> (LOCAL)[3]FriendlyBanjo57: DODNE COMPOR EL TEISER
[2021:01:26-23:23:56]  (Local) -> (LOCAL)[15](BGW)DonGallino: ArturoCortez|Z|[6] manco de mierda
[2021:01:26-23:23:59]  (Local) -> (LOCAL)[14]ArturoCortez|Z|: te doy fastidio?
[2021:01:26-23:23:59]  (Local) -> (LOCAL)[5]%000J4|Z: lo que no se
[2021:01:26-23:24:00]  (Local) -> (LOCAL)[1]frnacovillar|ak|: uste lu puede bender en 18 palos
[2021:01:26-23:24:02]  (Local) -> (LOCAL)[2]MR.MCLOVIN(CAPU): jhsajsajh
[2021:01:26-23:24:03]  (Local) -> (LOCAL)[5]%000J4|Z: es como meterme al piso
[2021:01:26-23:24:04]  (Global) -> Nesus[GT]: pero me toca que descargar ese neki que no lo tengo
[2021:01:26-23:24:05]  (Local) -> (LOCAL)[15](BGW)DonGallino: ArturoCortez|Z|[6] manco de mierda
[2021:01:26-23:24:05]  (Local) -> (LOCAL)[15]Guarachero|Z: i
[2021:01:26-23:24:05]  (Local) -> (LOCAL)[6]%000J4|Z: xd
[2021:01:26-23:24:06]  (Local) -> (LOCAL)[15]Asario!: El bobazo de fabius
[2021:01:26-23:24:07]  (Local) -> (LOCAL)[1]frnacovillar|ak|: eeste carro
[2021:01:26-23:24:09]  (Local) -> (LOCAL)[15]Asario!: Q es mas creido
[2021:01:26-23:24:09]  (Local) -> (LOCAL)[1]FriendlyBanjo57: OE
[2021:01:26-23:24:11]  (Local) -> (LOCAL)[6][O]reo|~GT: si
[2021:01:26-23:24:14]  (Local) -> (LOCAL)[15]ArturoCortez|Z|: aa
[2021:01:26-23:24:14]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: 3046132621
[2021:01:26-23:24:14]  (Local) -> (LOCAL)[15]Lrxz#': asario
[2021:01:26-23:24:15]  (Local) -> (LOCAL)[15]Asario!: hp tan lindo
[2021:01:26-23:24:16]  (Local) -> (LOCAL)[1](POPEYE): YA
[2021:01:26-23:24:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: ey
[2021:01:26-23:24:18]  (Local) -> (LOCAL)[15]Lrxz#': entre a llamada
[2021:01:26-23:24:19]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): agh mucho mka por aca
[2021:01:26-23:24:20]  (Local) -> (LOCAL)[15]#7F7F7F|ADM|#FF5C00Catre|2cb: y la skin de la pantera amigo
[2021:01:26-23:24:25]  (Local) -> (LOCAL)[15]Asario!: no
[2021:01:26-23:24:25]  (Local) -> (LOCAL)[15]MollyMolly|2CB: se me puso la de cj
[2021:01:26-23:24:27]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: osy sicrio
[2021:01:26-23:24:28]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: dímelo
[2021:01:26-23:24:30]  (Local) -> (LOCAL)[15]#7F7F7F|ADM|#FF5C00Catre|2cb: wtf
[2021:01:26-23:24:30]  (Local) -> (LOCAL)[15]Lrxz#': ash sapo hp
[2021:01:26-23:24:32]  (Local) -> (LOCAL)[14]Guarachero|Z: bueno me abro
[2021:01:26-23:24:32]  (Local) -> (LOCAL)[14]Asario!: Eso me baja mucho los fps
[2021:01:26-23:24:33]  (Local) -> (LOCAL)[2]zares: melo
[2021:01:26-23:24:35]  (Local) -> (LOCAL)[15]Lrxz#': sjadsd
[2021:01:26-23:24:36]  (Local) -> (LOCAL)[5]%000J4|Z: como se mete al piso?
[2021:01:26-23:24:36]  (Local) -> (LOCAL)[14]ArturoCortez|Z|: dejalo, 10 años en un juego, nada raro
[2021:01:26-23:24:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: has visto reportes de stuzzy?
[2021:01:26-23:24:37]  (Local) -> (LOCAL)[1]Naomiiii: jsjsjjs
[2021:01:26-23:24:38]  (Local) -> (LOCAL)[15]Menorsin|Z: el papa suyo
[2021:01:26-23:24:40]  (Local) -> (LOCAL)[15]Guarachero|Z: rocho pirobo deme mi rango de turferrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
[2021:01:26-23:24:40]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: <3
[2021:01:26-23:24:41]  (Local) -> (LOCAL)[15]#7F7F7F|ADM|#FF5C00Catre|2cb: la quieres ?
[2021:01:26-23:24:44]  (Local) -> (LOCAL)[2]Migue'2cb: por que no muere?
[2021:01:26-23:24:44]  (Local) -> (LOCAL)[1](POPEYE): AJAJA
[2021:01:26-23:24:44]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: nada, por
[2021:01:26-23:24:45]  (Local) -> (LOCAL)[15]Lrxz#': no
[2021:01:26-23:24:46]  (Local) -> (LOCAL)[5]FriendlyBanjo57: OE
[2021:01:26-23:24:47]  (Local) -> (LOCAL)[14]MollyMolly|2CB: 2 hijos eternos jjaj
[2021:01:26-23:24:48]  (Local) -> (LOCAL)[1](POPEYE): TE DEJE EN O
[2021:01:26-23:24:48]  (Local) -> (LOCAL)[5]%000J4|Z: como se mete al piso?}
[2021:01:26-23:24:48]  (Team - Law Enforcement) -> (TEAM)FriendlyBanjo57: U
[2021:01:26-23:24:49]  (Local) -> (LOCAL)[5][O]reo|~GT: pa igual
[2021:01:26-23:24:49]  (Local) -> (LOCAL)[14]Guarachero|Z: ysapo sapo sapo
[2021:01:26-23:24:50]  (Local) -> (LOCAL)[14](BGW)DonGallino: ArturoCortez|Z|[6] manco de mierda
[2021:01:26-23:24:50]  (Global) -> DonChimbo|AUC: xd
[2021:01:26-23:24:51]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: estoy pa jailearlo
[2021:01:26-23:24:52]  (Local) -> (LOCAL)[14]Guarachero|Z: sapo sapo sapo
[2021:01:26-23:24:52]  (Local) -> (LOCAL)[1](POPEYE): MELAA
[2021:01:26-23:24:54]  (Local) -> (LOCAL)[14]Asario!: COmoo?
[2021:01:26-23:24:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: xd
[2021:01:26-23:24:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: no me suena el nombre
[2021:01:26-23:24:55]  (Local) -> (LOCAL)[14]Lrxz#': bre mi erma
[2021:01:26-23:24:58]  (Local) -> (LOCAL)[14]Asario!: Le dedico la vida a mta?
[2021:01:26-23:24:59]  (Local) -> (LOCAL)[14](BGW)DonGallino: arturo hijo mio
[2021:01:26-23:24:59]  (Global) -> OSCAR[AK]: cosas lindas
[2021:01:26-23:25:00]  (Local) -> (LOCAL)[3]FriendlyBanjo57: OE
[2021:01:26-23:25:00]  (Local) -> (LOCAL)[1]frnacovillar|ak|: pon tu carro pon 100k
[2021:01:26-23:25:00]  (Local) -> (LOCAL)[13]Asario!: JJJJJJJJJJJJJJJJJJJJA
[2021:01:26-23:25:02]  (Local) -> (LOCAL)[13]Asario!: JJJJJJJJJJJJJJJJJJJJA
[2021:01:26-23:25:02]  (Local) -> (LOCAL)[1](POPEYE): UCORRE MELO
[2021:01:26-23:25:03]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: dame ese 1 palo y le doy 1 carro de 2 .
[2021:01:26-23:25:05]  (Local) -> (LOCAL)[3]zares: ohhh si
[2021:01:26-23:25:05]  (Local) -> (LOCAL)[1](RCA)Joaquin: Pera ya vuelvo men
[2021:01:26-23:25:05]  (Local) -> (LOCAL)[12]ArturoCortez|Z|: el pirobo le dedica la vida a un juego JAJAJAJAJJA
[2021:01:26-23:25:05]  (Local) -> (LOCAL)[1](POPEYE): AJAJAJJA
[2021:01:26-23:25:06]  (Local) -> (LOCAL)[2]javierRD(AK): DIGA
[2021:01:26-23:25:06]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: AA
[2021:01:26-23:25:06]  (Local) -> (LOCAL)[2]FriendlyBanjo57: DODNE CONSIGO EL TEISER
[2021:01:26-23:25:07]  (Local) -> (LOCAL)[1]frnacovillar|ak|: porque no lu roben
[2021:01:26-23:25:08]  (Local) -> (LOCAL)[12]Asario!: Na q man tan fastidio la verdad parce
[2021:01:26-23:25:08]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: JAJAJJAJA
[2021:01:26-23:25:09]  (Local) -> (LOCAL)[1](RCA)Joaquin: ya le escribo
[2021:01:26-23:25:10]  (Local) -> (LOCAL)[1](POPEYE): EN CERO NO SEAS TACAÑO
[2021:01:26-23:25:12]  (Local) -> (LOCAL)[11]Asario!: Hp pa mas feo
[2021:01:26-23:25:12]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: si
[2021:01:26-23:25:14]  (Local) -> (LOCAL)[1]Naomiiii: cual
[2021:01:26-23:25:14]  (Local) -> (LOCAL)[1]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: porfin
[2021:01:26-23:25:15]  (Global) -> Andres~|GT: XD
[2021:01:26-23:25:16]  (Local) -> (LOCAL)[0](RCA)GustavoPetro: ok
[2021:01:26-23:25:17]  (Local) -> (LOCAL)[2]javierRD(AK): EN AIMERIA
[2021:01:26-23:25:18]  (Local) -> (LOCAL)[12]Guarachero|Z: rocho
[2021:01:26-23:25:18]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: brev
[2021:01:26-23:25:20]  (Local) -> (LOCAL)[5]2cb/MINI: vibr ay roliemos
[2021:01:26-23:25:20]  (Local) -> (LOCAL)[12]MollyMolly|2CB: ez
[2021:01:26-23:25:20]  (Local) -> (LOCAL)[12]Menorsin|Z: vejestorio inmundo
[2021:01:26-23:25:21]  (Local) -> (LOCAL)[5]WarMaN--GT: wuaaaapooo
[2021:01:26-23:25:23]  (Local) -> (LOCAL)[3]FriendlyBanjo57: CUANTO VALE
[2021:01:26-23:25:25]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: XD
[2021:01:26-23:25:26]  (Local) -> (LOCAL)[12]Asario!: Deonzen saludame bebesote
[2021:01:26-23:25:26]  (Local) -> (LOCAL)[1]frnacovillar|ak|: ya
[2021:01:26-23:25:27]  (Local) -> (LOCAL)[1]Naomiiii: jummmm
[2021:01:26-23:25:28]  (Local) -> (LOCAL)[12]Asario!: Deonzen saludame bebesote
[2021:01:26-23:25:29]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: uno de carreras
[2021:01:26-23:25:29]  (Local) -> (LOCAL)[1](POPEYE): AJAJAJ NA UN ASMIN Y SIN LUCAS
[2021:01:26-23:25:30]  (Local) -> (LOCAL)[12]Guarachero|Z: devolveme almenos mi rango de apostador
[2021:01:26-23:25:31]  (Local) -> (LOCAL)[1](TUERTO): LISTO PONGA ESTE PRIMERO Y HAY PONGO YO EL MIO
[2021:01:26-23:25:33]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: es rapido
[2021:01:26-23:25:34]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FF5C00Gocho|Ak|: JAJAJJAJAJAJAJJAJA
[2021:01:26-23:25:35]  (Local) -> (LOCAL)[2]javierRD(AK): COMO 5500
[2021:01:26-23:25:35]  (Local) -> (LOCAL)[10]Asario!: eso
[2021:01:26-23:25:35]  (Local) -> (LOCAL)[1]Naomiiii: muestralo
[2021:01:26-23:25:36]  (Local) -> (LOCAL)[10]Lrxz#': bre
[2021:01:26-23:25:36]  (Local) -> (LOCAL)[10]Guarachero|Z: >:((((((((((((((((((((((((((((
[2021:01:26-23:25:38]  (Local) -> (LOCAL)[10]Guarachero|Z: Ok
[2021:01:26-23:25:40]  (Local) -> (LOCAL)[1](POPEYE): dizque 0
