This file was generated by Console at 2020:12:18-00:00:04



[2020:12:18-00:00:04]  (Local) -> (LOCAL)[11]COMANDANTEEE: bn
[2020:12:18-22:16:37]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00_SEMDS_: abrite
[2020:12:18-22:16:37]  (Global) -> McUribe: Elbbicho
[2020:12:18-22:16:39]  (Global) -> ElRodriguez: asi
[2020:12:18-22:16:40]  (Global) -> McUribe: nea
[2020:12:18-22:16:40]  (Global) -> $AK47$JJ_Gamer: ok
[2020:12:18-22:16:42]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: el 1 puesto gana: 2 palos y un carro
[2020:12:18-22:16:42]  (Team - Unemployed) -> (TEAM)$AK47$JJ_Gamer: ya vi
[2020:12:18-22:16:45]  (Team - Services) -> (TEAM)ElBichooo: uoe
[2020:12:18-22:16:45]  (Global) -> McUribe: elBicho
[2020:12:18-22:16:46]  (Local) -> (LOCAL)[4]2cb,francovillar**/+}{: pe
[2020:12:18-22:16:47]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#0064FFFrancine98: -_-
[2020:12:18-22:16:48]  (Local) -> (LOCAL)[4]<MZ>cagaleto: OO
[2020:12:18-22:16:49]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: el 2 puesto gana
[2020:12:18-22:16:52]  (Global) -> [ak]jimenez: sierto
[2020:12:18-22:16:52]  (Local) -> (LOCAL)[1]$AK47$JJ_Gamer: como se llama usted
[2020:12:18-22:16:53]  (Local) -> (LOCAL)[7]chimboLOCO: EL TRABAJO LO ES TODO
[2020:12:18-22:16:54]  (Local) -> (LOCAL)[1]KEVLIEX: oe
[2020:12:18-22:16:56]  (Global) -> McUribe: Usted fue el que me saco del barco?
[2020:12:18-22:16:57]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: 1 palo y un carro normal
[2020:12:18-22:16:58]  (Local) -> (LOCAL)[5]2cb,francovillar**/+}{: me prsta 20000
[2020:12:18-22:16:58]  (Local) -> (LOCAL)[1]NEMEITOR: a
[2020:12:18-22:16:59]  (Team - Law Enforcement) -> (TEAM)Diomedesxxx: DIOmedes
[2020:12:18-22:17:00]  (Global) -> $AK47$JJ_Gamer: Diomedesxxx?
[2020:12:18-22:17:00]  (Local) -> (LOCAL)[1]KEVLIEX: todo bien
[2020:12:18-22:17:01]  (Local) -> (LOCAL)[5][MZ]24k: va
[2020:12:18-22:17:03]  (Global) -> $AK47$JJ_Gamer: A OK
[2020:12:18-22:17:05]  (Local) -> (LOCAL)[9]Patron_WK: hola
[2020:12:18-22:17:05]  (Team - Law Enforcement) -> (TEAM)Diomedesxxx:  si ese
[2020:12:18-22:17:06]  (Global) -> McUribe: Usted fue el que me saco del barco?
[2020:12:18-22:17:06]  (Local) -> (LOCAL)[6]|MZ|Ga$ter: y el tercero gana 500k y una bisi
[2020:12:18-22:17:06]  (Local) -> (LOCAL)[9]CAPU|~Orion~|: uy hola
[2020:12:18-22:17:08]  (Global) -> UnrulyTwister78: laura yo ya me salgo de la policia por ti
[2020:12:18-22:17:08]  (Local) -> (LOCAL)[1]NEMEITOR: sisas andaba buscando una cancion jsjs
[2020:12:18-22:17:08]  (Global) -> $AK47$JJ_Gamer: YA LE ENVIO
[2020:12:18-22:17:09]  (Global) -> McUribe: el bicho
[2020:12:18-22:17:10]  (Local) -> (LOCAL)[6][MZ]24k: Cuantos participantes somo?
[2020:12:18-22:17:11]  (Local) -> (LOCAL)[9]Patron_WK: a cuanto la cuca
[2020:12:18-22:17:13]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF0000lauraaa: como q orion es tombo
[2020:12:18-22:17:13]  (Global) -> McUribe: mea
[2020:12:18-22:17:14]  (Global) -> marlon_cajica: esperen me esta abriendo discord
[2020:12:18-22:17:15]  (Local) -> (LOCAL)[6]|MZ|Ga$ter: somos 5
[2020:12:18-22:17:17]  (Local) -> (LOCAL)[1]KEVLIEX: xd
[2020:12:18-22:17:18]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: creo
[2020:12:18-22:17:19]  (Local) -> (LOCAL)[5][MZ]24k: Ojito
[2020:12:18-22:17:20]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: XDD
[2020:12:18-22:17:20]  (Local) -> (LOCAL)[7]chimboLOCO: le corte ese pipi por fastidioso
[2020:12:18-22:17:20]  (Local) -> (LOCAL)[3]ElBichooo: si hermano
[2020:12:18-22:17:20]  (Local) -> (LOCAL)[10]Patron_WK: lel xd
[2020:12:18-22:17:20]  (Local) -> (LOCAL)[9]mata: xDDDDDDDDDDD
[2020:12:18-22:17:23]  (Local) -> (LOCAL)[1]KEVLIEX: plata a consguir
[2020:12:18-22:17:24]  (Local) -> (LOCAL)[8]CAPU|~Orion~|: Comandante CAPU mai
[2020:12:18-22:17:24]  (Local) -> (LOCAL)[3]ElBichooo: si se queda quieto
[2020:12:18-22:17:26]  (Local) -> (LOCAL)[8]CAPU|~Orion~|: xd
[2020:12:18-22:17:26]  (Local) -> (LOCAL)[1]NEMEITOR: sisabe
[2020:12:18-22:17:27]  (Local) -> (LOCAL)[1]KEVLIEX: es que se dijo
[2020:12:18-22:17:27]  (Team - Criminals) -> (TEAM)2cb,francovillar**/+}{: me prsta 20000
[2020:12:18-22:17:27]  (Global) -> McUribe: Eso es reportable pai
[2020:12:18-22:17:28]  (Local) -> (LOCAL)[3]ElBichooo: solo estorba
[2020:12:18-22:17:29]  (Local) -> (LOCAL)[1]NEMEITOR: suerte
[2020:12:18-22:17:29]  (Global) -> jorge_nitalez: jaime
[2020:12:18-22:17:32]  (Local) -> (LOCAL)[5]<MZ>cagaleto: ES MI OPORTUNIFDAD
[2020:12:18-22:17:33]  (Local) -> (LOCAL)[8]mata: Ey amigo
[2020:12:18-22:17:34]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00_SEMDS_: abrite pirobo
[2020:12:18-22:17:34]  (Global) -> MichaelJordan: eso es report
[2020:12:18-22:17:35]  (Local) -> (LOCAL)[8]mata: no simpees
[2020:12:18-22:17:36]  (Global) -> MichaelJordan: breves
[2020:12:18-22:17:36]  (Global) -> McUribe: cual solo estorba sapo hpta
[2020:12:18-22:17:38]  (Local) -> (LOCAL)[3]ElBichooo: se tiene que mover pa ganar
[2020:12:18-22:17:38]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: YA
[2020:12:18-22:17:38]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00_SEMDS_: dejamela sana
[2020:12:18-22:17:39]  (Local) -> (LOCAL)[8]mata: abrase mejor xd
[2020:12:18-22:17:40]  (Global) -> 0TostadoraGamer0: yaa
[2020:12:18-22:17:40]  (Global) -> MichaelJordan: noks
[2020:12:18-22:17:40]  (Local) -> (LOCAL)[8]Patron_WK: papi 2020
[2020:12:18-22:17:41]  (Global) -> 2cb,francovillar**/+}{: grasias
[2020:12:18-22:17:41]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: todo ben
[2020:12:18-22:17:42]  (Global) -> 0TostadoraGamer0: paz
[2020:12:18-22:17:42]  (Global) -> jorge_nitalez: devuelvase al la bomba le digo algo
[2020:12:18-22:17:43]  (Global) -> MichaelJordan: no sea noob
[2020:12:18-22:17:43]  (Global) -> McUribe: no estamos en el lugar de spawn
[2020:12:18-22:17:43]  (Global) -> 0TostadoraGamer0: àaaz
[2020:12:18-22:17:45]  (Local) -> (LOCAL)[5]CAPU|'Smoky'Nagata: Vendo este carros
[2020:12:18-22:17:45]  (Global) -> $AK47$JJ_Gamer: CHAO
[2020:12:18-22:17:46]  (Local) -> (LOCAL)[8]Patron_WK: todo el mundo es simp
[2020:12:18-22:17:47]  (Local) -> (LOCAL)[8]CAPU|~Orion~|: quien esta simpeando? pa colgarlo de las gvas
[2020:12:18-22:17:47]  (Local) -> (LOCAL)[8]mata: gas
[2020:12:18-22:17:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: me llevas
[2020:12:18-22:17:49]  (Local) -> (LOCAL)[8]Patron_WK: XDD
[2020:12:18-22:17:49]  (Global) -> McUribe: aqui no se tiene que mover
[2020:12:18-22:17:50]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00lauraaa: aa
[2020:12:18-22:17:51]  (Team - Unemployed) -> (TEAM)|MZ|Ga$ter: smoku
[2020:12:18-22:17:52]  (Local) -> (LOCAL)[5]CAPU|'Smoky'Nagata: 450k
[2020:12:18-22:17:53]  (Local) -> (LOCAL)[5]Changuita[MZ]: ta caro
[2020:12:18-22:17:54]  (Local) -> (LOCAL)[8]mata: su mama es simp
[2020:12:18-22:17:57]  (Global) -> McUribe: reportado vas
[2020:12:18-22:17:57]  (Local) -> (LOCAL)[10]mata: y me simpea a mi
[2020:12:18-22:17:58]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00_SEMDS_: sera ud solito
[2020:12:18-22:17:59]  (Local) -> (LOCAL)[10]Patron_WK: xdddddddddddd
[2020:12:18-22:18:00]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: quieres participar en un evento
[2020:12:18-22:18:01]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: ?
[2020:12:18-22:18:02]  (Local) -> (LOCAL)[10]Patron_WK: no
[2020:12:18-22:18:04]  (Local) -> (LOCAL)[5]CAPU|'Smoky'Nagata: calro
[2020:12:18-22:18:04]  (Local) -> (LOCAL)[10]CAPU|~Orion~|: Sems
[2020:12:18-22:18:05]  (Global) -> UnrulyTwister78: bueno me voy todo bien
[2020:12:18-22:18:06]  (Local) -> (LOCAL)[3]ElBichooo: sisa ome, mera bugeada me meti
[2020:12:18-22:18:06]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: vamos
[2020:12:18-22:18:07]  (Local) -> (LOCAL)[6]PornHub: a
[2020:12:18-22:18:08]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00_SEMDS_: señor
[2020:12:18-22:18:09]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: montese
[2020:12:18-22:18:10]  (Local) -> (LOCAL)[9]mata: abrite
[2020:12:18-22:18:10]  (Local) -> (LOCAL)[9]Patron_WK: uy no valorese
[2020:12:18-22:18:12]  (Local) -> (LOCAL)[9]CAPU|~Orion~|: Como vas bb?
[2020:12:18-22:18:13]  (Local) -> (LOCAL)[9]mata: o te estallo
[2020:12:18-22:18:14]  (Local) -> (LOCAL)[5]Changuita[MZ]: xao
[2020:12:18-22:18:15]  (Local) -> (LOCAL)[9]Patron_WK: ese meme da asco
[2020:12:18-22:18:15]  ([Msg] de |~Agente~| para pabl0escobar: o) -> nil
[2020:12:18-22:18:18]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00_SEMDS_: mal parse
[2020:12:18-22:18:20]  (Local) -> (LOCAL)[5]CAPU|'Smoky'Nagata: JAJAJJAJA
[2020:12:18-22:18:21]  (Local) -> (LOCAL)[9]CAPU|~Orion~|: uy
[2020:12:18-22:18:21]  (Local) -> (LOCAL)[9]Patron_WK: sems
[2020:12:18-22:18:22]  (Local) -> (LOCAL)[7]chimboLOCO: y perico?
[2020:12:18-22:18:24]  ([Msg] de |~Agente~| para pabl0escobar: oe andabas roleando con PERICO?) -> nil
[2020:12:18-22:18:26]  (Local) -> (LOCAL)[9]CAPU|~Orion~|: k hapen?
[2020:12:18-22:18:33]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: eperemoslo
[2020:12:18-22:18:37]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: >w<
[2020:12:18-22:18:40]  (Global) -> $AK47$JJ_Gamer: OE PERICO LLEVAME OME
[2020:12:18-22:18:40]  (Global) -> |MZ|Ga$ter: loca
[2020:12:18-22:18:40]  (Local) -> (LOCAL)[8]roberto0escobar: a donde este la gente
[2020:12:18-22:18:43]  (Global) -> |MZ|Ga$ter: ya vamos
[2020:12:18-22:18:46]  (Local) -> (LOCAL)[9]Patron_WK: ya o todo el dia?
[2020:12:18-22:18:51]  (Local) -> (LOCAL)[3]|MZ|Ga$ter: a
[2020:12:18-22:18:51]  (Local) -> (LOCAL)[0]Samuel58: hjjhj
[2020:12:18-22:18:52]  (Global) -> $AK47$JJ_Gamer: JAJJA XD
[2020:12:18-22:18:52]  (Global) -> TOLOESCOBAR:  VEO
[2020:12:18-22:18:54]  (Global) -> 0TostadoraGamer0: en hospital LS
[2020:12:18-22:18:57]  (Global) -> UnrulyTwister78: como va el sancocho pai
[2020:12:18-22:19:01]  (Local) -> (LOCAL)[8]chimboLOCO: quien
[2020:12:18-22:19:01]  (Global) -> TOLOESCOBAR:  USTEDES ESTAN CON EL PATRON?
[2020:12:18-22:19:06]  (Global) -> jorge_nitalez: hola ajente
[2020:12:18-22:19:08]  (Global) -> 0TostadoraGamer0: no.
[2020:12:18-22:19:12]  (Global) -> 0TostadoraGamer0: no sr.
[2020:12:18-22:19:13]  (Local) -> (LOCAL)[14]Patron_WK: yo me demoro 6 minutos cojn un video de mia kalifa
[2020:12:18-22:19:16]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00_SEMDS_: estoy linda?
[2020:12:18-22:19:19]  (Global) -> McUribe: admin
[2020:12:18-22:19:19]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF5C00lauraaa: siempre
[2020:12:18-22:19:21]  (Local) -> (LOCAL)[11]Patron_WK: y usted lleva todo el dia
[2020:12:18-22:19:21]  (Global) -> 0TostadoraGamer0: bien si sr.
[2020:12:18-22:19:26]  (Local) -> (LOCAL)[4]PornHub: siaseladifisil
[2020:12:18-22:19:26]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: monteje aca
[2020:12:18-22:19:28]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: hola
[2020:12:18-22:19:29]  (Global) -> 0TostadoraGamer0: mi espòsa lo kiere mucho.
[2020:12:18-22:19:34]  (Global) -> UnrulyTwister78: bb wt
[2020:12:18-22:19:38]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: McUribe hola
[2020:12:18-22:19:42]  (Global) -> McUribe: Pana, elbichoo esta sacando de los barcos
[2020:12:18-22:19:42]  (Local) -> (LOCAL)[9]chimboLOCO: deje de disparar bobotron
[2020:12:18-22:19:43]  (Global) -> 0TostadoraGamer0: esos ijueputas son unos corruptos.
[2020:12:18-22:19:44]  (Local) -> (LOCAL)[4]PornHub: siaseladifisillll
[2020:12:18-22:19:46]  (Local) -> (LOCAL)[3]PornHub: >:)
[2020:12:18-22:19:48]  (Global) -> 0TostadoraGamer0: asi es patron.
[2020:12:18-22:19:48]  (Global) -> McUribe: sin que le hagan nada
[2020:12:18-22:19:51]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00lauraaa: uy
[2020:12:18-22:19:52]  (Local) -> (LOCAL)[4]PornHub: huy kieto
[2020:12:18-22:19:52]  (Global) -> McUribe: a los 3
[2020:12:18-22:19:53]  (Global) -> #7F7F7F|CVR|#0064FFFrancine98: si eso estoy viendo
[2020:12:18-22:19:56]  (Local) -> (LOCAL)[4]PornHub: esta mionca esta muy alta
[2020:12:18-22:20:00]  (Global) -> McUribe: MichaelJordan y Menor
[2020:12:18-22:20:01]  (Local) -> (LOCAL)[4]<MZ>cagaleto: AHI SE COMPRABAN LOS CARROS?
[2020:12:18-22:20:04]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: vamos
[2020:12:18-22:20:05]  (Local) -> (LOCAL)[13]2cb,francovillar**/+}{: OE
[2020:12:18-22:20:06]  (Local) -> (LOCAL)[4]PornHub: maneje eta
[2020:12:18-22:20:07]  (Local) -> (LOCAL)[8]2cb|BarrySeal: entonces patron
[2020:12:18-22:20:07]  (Local) -> (LOCAL)[13]2cb,francovillar**/+}{: bamos
[2020:12:18-22:20:15]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: vaoms en esta
[2020:12:18-22:20:16]  (Local) -> (LOCAL)[4]PornHub: a pero anda sin gasofa
[2020:12:18-22:20:16]  (Global) -> 0TostadoraGamer0: estan el hospital LS.  Y asi es. patro-.
[2020:12:18-22:20:17]  (Local) -> (LOCAL)[8]2cb|BarrySeal: cuales son las ultimas novendades?
[2020:12:18-22:20:19]  (Global) -> McUribe: Nos puedes ayudar todo bien mi fai
[2020:12:18-22:20:20]  (Global) -> 0TostadoraGamer0: van a allanar mañana.
[2020:12:18-22:20:25]  (Global) -> 0TostadoraGamer0: a las 5 de la tarde.
[2020:12:18-22:20:25]  (Local) -> (LOCAL)[2]2cb,francovillar**/+}{: este es
[2020:12:18-22:20:28]  (Local) -> (LOCAL)[4]PornHub: metele un fuel can
[2020:12:18-22:20:31]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: ya la tanquie
[2020:12:18-22:20:31]  (Local) -> (LOCAL)[4]PornHub: y yo la tanqueo
[2020:12:18-22:20:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: oiga
[2020:12:18-22:20:35]  (Local) -> (LOCAL)[9]chimboLOCO: oiga patron
[2020:12:18-22:20:36]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: oe
[2020:12:18-22:20:38]  (Local) -> (LOCAL)[10]Patron_WK: nor espetan
[2020:12:18-22:20:38]  (Global) -> 0TostadoraGamer0: el señór barryseal es una prostituta.
[2020:12:18-22:20:38]  (Local) -> (LOCAL)[1]ElBichooo: hola
[2020:12:18-22:20:41]  (Global) -> 0TostadoraGamer0: con todo respeto.
[2020:12:18-22:20:41]  (Local) -> (LOCAL)[4]PornHub: si ok entiendo
[2020:12:18-22:20:42]  (Local) -> (LOCAL)[9]CAPU|~Orion~|: sali neutroshorty
[2020:12:18-22:20:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: no moleste a otros trabajadores señor
[2020:12:18-22:20:44]  (Local) -> (LOCAL)[1]2cb*ARETE: q
[2020:12:18-22:20:47]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: lee las reglas
[2020:12:18-22:20:49]  (Local) -> (LOCAL)[9]Patron_WK: lel
[2020:12:18-22:20:50]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: cual carro me recomienda
[2020:12:18-22:20:59]  (Local) -> (LOCAL)[8]chimboLOCO: esa falta de respeto
[2020:12:18-22:21:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: en la tercera regla dice no sabotear a trabajadores
[2020:12:18-22:21:03]  (Local) -> (LOCAL)[1]ElBichooo: señor, la verdad nomas se quedaban quietos, pero sisas, perdon
[2020:12:18-22:21:05]  (Local) -> (LOCAL)[4]PornHub: yeyeyeye
[2020:12:18-22:21:09]  (Global) -> 0TostadoraGamer0: irrespeto contra el patron.
[2020:12:18-22:21:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: hmmm bueno
[2020:12:18-22:21:11]  (Local) -> (LOCAL)[9]chimboLOCO: LE CORTO ESAS PATAS
[2020:12:18-22:21:22]  (Local) -> (LOCAL)[1]2cb*ARETE: el que vale 7 millones y es muy rapido o el infernus
[2020:12:18-22:21:22]  (Global) -> 0TostadoraGamer0: excelente.
[2020:12:18-22:21:27]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: ya sabe no moleste solo juegue y disfrute no hay que ser malos
[2020:12:18-22:21:28]  (Local) -> (LOCAL)[4]PornHub: otra noche k
[2020:12:18-22:21:31]  (Local) -> (LOCAL)[5]PornHub: shamo pa velme
[2020:12:18-22:21:39]  (Local) -> (LOCAL)[9]chimboLOCO: vamos ps
[2020:12:18-22:21:39]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: de aca
[2020:12:18-22:21:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#0064FFFrancine98: chao que se divierta
[2020:12:18-22:21:40]  (Local) -> (LOCAL)[4]PornHub: dic q no fuma pero si lo prendo eia le da
[2020:12:18-22:21:42]  (Team - Services) -> (TEAM)ElBichooo: tsi señor
[2020:12:18-22:21:42]  (Local) -> (LOCAL)[4]PornHub: eia le da
[2020:12:18-22:21:47]  (Global) -> CAPU|'Smoky'Nagata: 0TostadoraGamer0 Nea podes usar el chat local con la tecla U
[2020:12:18-22:21:47]  (Global) -> ElBichooo: lo mismo
[2020:12:18-22:21:47]  (Local) -> (LOCAL)[1]2cb*ARETE: no cuanto tiene
[2020:12:18-22:21:48]  (Global) -> 2cb,francovillar**/+}{: solo tengo 2 palos
[2020:12:18-22:21:49]  (Local) -> (LOCAL)[9]chimboLOCO: la mera energia patron
[2020:12:18-22:21:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: oe
[2020:12:18-22:21:55]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: eooo
[2020:12:18-22:21:56]  (Local) -> (LOCAL)[1]2cb*ARETE: toco aca
[2020:12:18-22:21:56]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: perenme
[2020:12:18-22:21:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: oeee
[2020:12:18-22:21:59]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: si
[2020:12:18-22:22:00]  (Global) -> TOLOESCOBAR:  dime
[2020:12:18-22:22:01]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: manio
[2020:12:18-22:22:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: te exzplico
[2020:12:18-22:22:07]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: no arrestes
[2020:12:18-22:22:11]  (Global) -> TOLOESCOBAR:  aja
[2020:12:18-22:22:14]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00|~Agente~|: cuando estan roleadndo
[2020:12:18-22:22:16]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00|~Agente~|: roleando
[2020:12:18-22:22:17]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: listo pa ya le hablé, pero estaré pendiente
[2020:12:18-22:22:21]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: cualquier cosa me avisa
[2020:12:18-22:22:23]  (Local) -> (LOCAL)[1]2cb*ARETE: el vodoo es bueno
[2020:12:18-22:22:25]  (Global) -> TOLOESCOBAR:  aahhh ya
[2020:12:18-22:22:26]  (Team - Criminals) -> (TEAM)2cb,francovillar**/+}{: una que bale 400k
[2020:12:18-22:22:26]  (Global) -> McUribe: Breve rey, todo bien
[2020:12:18-22:22:27]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: arrestaste a un man q andaba en roleo
[2020:12:18-22:22:29]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#0064FFFrancine98: todo bien
[2020:12:18-22:22:32]  (Local) -> (LOCAL)[13]chimboLOCO: uy marinito
[2020:12:18-22:22:35]  (Global) -> McUribe: DAle pana
[2020:12:18-22:22:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: te hare un jail igual es pequeño
[2020:12:18-22:22:37]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: smoky+
[2020:12:18-22:22:39]  (Global) -> TOLOESCOBAR:  pero es que no sabia cuando estan en roleo y cuando no
[2020:12:18-22:22:40]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: ojo pa la proxima vale?
[2020:12:18-22:22:42]  (Local) -> (LOCAL)[15]chimboLOCO: Soplon
[2020:12:18-22:22:47]  (Local) -> (LOCAL)[13]#7F7F7F|CVR|#FF5C00|~Agente~|: pues andan con pabl0escobar[MP]
[2020:12:18-22:22:49]  (Local) -> (LOCAL)[4]CAPU|'Smoky'Nagata: dime
[2020:12:18-22:22:52]  (Local) -> (LOCAL)[4]|MZ|Ga$ter: si participas o no
[2020:12:18-22:22:54]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#FF5C00|~Agente~|: te jaileare vale?
[2020:12:18-22:22:57]  (Global) -> TOLOESCOBAR:  bueno pyes asi sera
[2020:12:18-22:22:58]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#FF5C00|~Agente~|: no lo hagas
[2020:12:18-22:23:01]  (Global) -> QuirkyUsher63: qiubo patron
[2020:12:18-22:23:01]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: es muy fado
[2020:12:18-22:23:01]  (Local) -> (LOCAL)[14]#7F7F7F|CVR|#FF5C00|~Agente~|: bre
[2020:12:18-22:23:02]  (Local) -> (LOCAL)[4]CAPU|'Smoky'Nagata: de que es?
[2020:12:18-22:23:04]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00|~Agente~|: bajate de la moto
[2020:12:18-22:23:09]  (Local) -> (LOCAL)[5]|MZ|Ga$ter: un eventico sano mz
[2020:12:18-22:23:09]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: seran 150 s
[2020:12:18-22:23:15]  (Local) -> (LOCAL)[7]?'ffa#00017?: Si me aceptan?
[2020:12:18-22:23:17]  (Local) -> (LOCAL)[7]CAPU|'Smoky'Nagata: pero que van hacer?
[2020:12:18-22:23:19]  ([Msg] de #000000Porn#FFFF00Hub para |MZ|Ga$ter: oe no le dispare al del nombre raro q ese man lo papea re duro) -> nil
[2020:12:18-22:23:22]  (Local) -> (LOCAL)[15]chimboLOCO: vote por el patron
[2020:12:18-22:23:23]  (Global) -> 0TostadoraGamer0: le gustan los kiki nati
[2020:12:18-22:23:25]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: oe
[2020:12:18-22:23:26]  (Global) -> 0TostadoraGamer0: aunque sea faicl
[2020:12:18-22:23:28]  (Global) -> 0TostadoraGamer0: facil
[2020:12:18-22:23:29]  (Local) -> (LOCAL)[6]|MZ|Ga$ter: primera fase:pvp entre todo
[2020:12:18-22:23:33]  (Global) -> QuirkyUsher63: si mi patron
[2020:12:18-22:23:34]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: si
[2020:12:18-22:23:38]  (Local) -> (LOCAL)[6]?'ffa#00017?: LocaHp
[2020:12:18-22:23:38]  (Local) -> (LOCAL)[6]|MZ|Ga$ter: segunda fase: carrera en dt por todo el mapa
[2020:12:18-22:23:39]  (Global) -> TOLOESCOBAR: wtf
[2020:12:18-22:23:39]  (Local) -> (LOCAL)[1]2cb,francovillar**/+}{: esque bale 400k
[2020:12:18-22:23:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: ten cuiadado con eso vale?
[2020:12:18-22:23:41]  (Local) -> (LOCAL)[6]CAPU|'Smoky'Nagata: breve vamos
[2020:12:18-22:23:43]  (Local) -> (LOCAL)[6]PornHub: q
[2020:12:18-22:23:45]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: no le dije ps
[2020:12:18-22:23:45]  (Local) -> (LOCAL)[6]?'ffa#00017?: Si me aceptan?
[2020:12:18-22:23:45]  (Global) -> TOLOESCOBAR:  sisa
[2020:12:18-22:23:50]  (Global) -> #7F7F7F|CVR|#FF5C00_SEMDS_: otra noche q
[2020:12:18-22:23:51]  (Local) -> (LOCAL)[6]PornHub: dile a gaster
[2020:12:18-22:23:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: oe
[2020:12:18-22:23:52]  (Global) -> [Perico]: Luces
[2020:12:18-22:23:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00|~Agente~|: mira
