This file was generated by Console at 2020:12:22-00:00:02



[2020:12:22-00:00:02]  (Global) -> |MZ|Omar: JOKEEEEEEERRRRRRRR
[2020:12:22-06:23:40]  (Local) -> (LOCAL)[3]KRATTOS: amo me salo lo mismo cuamndo lo trate de matar
[2020:12:22-06:23:46]  (Local) -> (LOCAL)[3]2CB_Maicol_jimenez: QUE LE PASO A FABIUS
[2020:12:22-06:23:50]  (Local) -> (LOCAL)[3]KRATTOS: que le paso que se murio?
[2020:12:22-06:23:56]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00DonBerna: vamos donde pipo
[2020:12:22-06:23:58]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00DonBerna: ?
[2020:12:22-06:23:59]  (Team - Law Enforcement) -> (TEAM)POLLO: oe y los militares?
[2020:12:22-06:24:04]  (Local) -> (LOCAL)[2]KRATTOS: no se quie n sace
[2020:12:22-06:24:10]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: POR QUE LE DISPARE A FBIU NOSE ME MATE AUTOMATICAMENTE
[2020:12:22-06:24:17]  (Local) -> (LOCAL)[2]KRATTOS: se habra quedado dormido jajaja
[2020:12:22-06:24:28]  (Local) -> (LOCAL)[2]KRATTOS: ya lo yraigo jajaj
[2020:12:22-06:24:29]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: JAJAJAJ NO CREO
[2020:12:22-06:24:30]  (Global) -> POLLO: oe y los militares que?
[2020:12:22-06:24:35]  (Global) -> 2cb'ViejoRichard: quien pone los temas
[2020:12:22-06:24:36]  (Local) -> (LOCAL)[2]KRATTOS: uyo lo saqwue de la zona
[2020:12:22-06:24:37]  (Local) -> (LOCAL)[2]KRATTOS: jaja
[2020:12:22-06:24:38]  (Global) -> #7F7F7F|LG|#FF5C002cb'tussy: YO
[2020:12:22-06:24:43]  (Global) -> 2cb'ViejoRichard: a ver
[2020:12:22-06:24:48]  (Global) -> POLLO: donde estan los demas
[2020:12:22-06:24:51]  (Local) -> (LOCAL)[3]2cb'Francesco: oiga
[2020:12:22-06:25:26]  (Local) -> (LOCAL)[1]SpikyCasserole65: Isssss
[2020:12:22-06:25:26]  (Global) -> 2cb'ViejoRichard: hoy cobré
[2020:12:22-06:25:27]  (Local) -> (LOCAL)[1]KRATTOS: jaja
[2020:12:22-06:25:33]  (Local) -> (LOCAL)[1]~N1Rocv~: todo bien?
[2020:12:22-06:25:36]  (Local) -> (LOCAL)[1]SpikyCasserole65: rea acido :v
[2020:12:22-06:25:36]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: hpta nea
[2020:12:22-06:25:39]  (Global) -> 2cb'Francesco: JAYYY 
[2020:12:22-06:25:40]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: coma mierda
[2020:12:22-06:25:41]  (Local) -> (LOCAL)[2]SpikyCasserole65: Sisas y teus ?
[2020:12:22-06:25:43]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: pongame musica triste
[2020:12:22-06:25:43]  (Global) -> 2cb'ViejoRichard: que
[2020:12:22-06:25:45]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF5C002cb'tussy: esta
[2020:12:22-06:25:48]  (Global) -> ISMAELITO: yo necesito plata pa tunear mi primer carro
[2020:12:22-06:25:49]  (Local) -> (LOCAL)[2]~N1Rocv~: bien
[2020:12:22-06:25:49]  (Global) -> 2cb'ViejoRichard: coloque lluvia al sur
[2020:12:22-06:25:53]  (Global) -> POLLO: buenas noches
[2020:12:22-06:25:54]  (Local) -> (LOCAL)[2]SpikyCasserole65: suaves
[2020:12:22-06:25:57]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: dejame sentirte antes de que se termine al vidaaaaaaaaaaaaa
[2020:12:22-06:25:58]  (Local) -> (LOCAL)[2]~N1Rocv~: buenas noches oficial
[2020:12:22-06:25:59]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: aghhhhhhhhhh
[2020:12:22-06:25:59]  (Local) -> (LOCAL)[2]~N1Rocv~: digame
[2020:12:22-06:26:04]  (Local) -> (LOCAL)[2]KRATTOS: quien le da?
[2020:12:22-06:26:12]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: USTED
[2020:12:22-06:26:16]  (Global) -> POLLO: me permite su nombre
[2020:12:22-06:26:17]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: JAJJAJA
[2020:12:22-06:26:17]  (Local) -> (LOCAL)[2]SpikyCasserole65: a veo lo curo bachi lok
[2020:12:22-06:26:24]  (Local) -> (LOCAL)[2]~N1Rocv~: No le pegue
[2020:12:22-06:26:26]  (Team - Law Enforcement) -> (TEAM)KRATTOS: diga un numero?
[2020:12:22-06:26:26]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: SAQUEO MAS
[2020:12:22-06:26:29]  (Local) -> (LOCAL)[2]2cb'Francesco: Maneje con cuidado señorita
[2020:12:22-06:26:31]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF5C002cb'tussy: q
[2020:12:22-06:26:31]  (Local) -> (LOCAL)[2]~N1Rocv~: oh lo esta curando
[2020:12:22-06:26:32]  (Global) -> pipo: na mero pato
[2020:12:22-06:26:34]  (Local) -> (LOCAL)[5]2cb'ViejoRichard: :(
[2020:12:22-06:26:38]  (Local) -> (LOCAL)[2]KRATTOS: diga un numero?
[2020:12:22-06:26:39]  (Local) -> (LOCAL)[2]SpikyCasserole65: curandolo :v
[2020:12:22-06:26:39]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: TAN MRK NI ME LO VOY A GANAR
[2020:12:22-06:26:44]  (Global) -> POLLO: me esta pegando
[2020:12:22-06:26:54]  (Local) -> (LOCAL)[2]KRATTOS: suave
[2020:12:22-06:26:54]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF5C002cb'tussy: HOY QUIERO VERTE
[2020:12:22-06:26:58]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF5C002cb'tussy: POR SI MAÑANA SE ME ATRAVIESA LA MUERTE
[2020:12:22-06:26:58]  (Local) -> (LOCAL)[2]~N1Rocv~: bueno oficial, en que estabamos?
[2020:12:22-06:26:58]  (Local) -> (LOCAL)[2]SpikyCasserole65: curandolo gil
[2020:12:22-06:27:01]  (Global) -> POLLO: silenciado
[2020:12:22-06:27:05]  (Global) -> POLLO: nombre
[2020:12:22-06:27:09]  (Local) -> (LOCAL)[2]~N1Rocv~: Niro
[2020:12:22-06:27:13]  (Local) -> (LOCAL)[2]KRATTOS: hay gale bruco para bajarlo asi
[2020:12:22-06:27:14]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: DELE USTED JAJAJA
[2020:12:22-06:27:15]  (Local) -> (LOCAL)[2]2cb'Francesco: uy kieto
[2020:12:22-06:27:24]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: jajaja}
[2020:12:22-06:27:31]  (Global) -> POLLO: limpio gracias por su coperacion
[2020:12:22-06:27:32]  (Local) -> (LOCAL)[2]2cb'Francesco: diosmio adriana
[2020:12:22-06:27:43]  (Local) -> (LOCAL)[2]~N1Rocv~: listo oficial
[2020:12:22-06:27:45]  (Local) -> (LOCAL)[8]KRATTOS: oeees matelooooo
[2020:12:22-06:27:46]  (Local) -> (LOCAL)[2]~N1Rocv~: tenga buen dia
[2020:12:22-06:27:56]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: matelo usted
[2020:12:22-06:27:57]  (Local) -> (LOCAL)[1]SpikyCasserole65: vemos mi so jaja
[2020:12:22-06:27:58]  (Global) -> 2cb'ViejoRichard: es nuevo
[2020:12:22-06:27:58]  (Local) -> (LOCAL)[2]KRATTOS: jajajj hp no lo mataron jajaa
[2020:12:22-06:27:59]  (Local) -> (LOCAL)[1]~N1Rocv~: va a algún lugar?
[2020:12:22-06:28:04]  (Local) -> (LOCAL)[2]KRATTOS: diga un numero?
[2020:12:22-06:28:04]  (Global) -> 2cb'ViejoRichard: jaajjajajajja
[2020:12:22-06:28:05]  (Local) -> (LOCAL)[1]~N1Rocv~: le doy chance
[2020:12:22-06:28:10]  (Local) -> (LOCAL)[1]SpikyCasserole65: No no se que se hace por aqui :v
[2020:12:22-06:28:12]  (Local) -> (LOCAL)[2]2cb'Francesco: JAJJAJA
[2020:12:22-06:28:15]  (Global) -> KRATTOS: diga un numero?
[2020:12:22-06:28:18]  (Local) -> (LOCAL)[6]~N1Rocv~: le recomiendo un trabajo?
[2020:12:22-06:28:19]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: QIE NO MATELO PS
[2020:12:22-06:28:21]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARATTO: dejame sentirte
[2020:12:22-06:28:24]  (Local) -> (LOCAL)[1]SpikyCasserole65: sisa
[2020:12:22-06:28:25]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: cual
[2020:12:22-06:28:27]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARATTO: ANTES DE QUE SE TERMINE LA VIDA
[2020:12:22-06:28:30]  (Local) -> (LOCAL)[2]~N1Rocv~: pescador o piloto
[2020:12:22-06:28:30]  (Team - Unemployed) -> (TEAM)2cb'ViejoRichard: a
[2020:12:22-06:28:34]  (Local) -> (LOCAL)[2]~N1Rocv~: los 2 pagan muy bien
[2020:12:22-06:28:47]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: tussy
[2020:12:22-06:28:48]  (Local) -> (LOCAL)[2]~N1Rocv~: el pescador esta en la zona verde en el norte de los santos
[2020:12:22-06:28:48]  (Local) -> (LOCAL)[3]SpikyCasserole65: Y usted es ?
[2020:12:22-06:28:51]  (Local) -> (LOCAL)[4]2cb'ViejoRichard: maneje mientras me pongo un tema
[2020:12:22-06:28:51]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00DonBerna: pipo
[2020:12:22-06:28:53]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00DonBerna: que hace
[2020:12:22-06:28:54]  (Local) -> (LOCAL)[4]pipo: q
[2020:12:22-06:28:56]  (Local) -> (LOCAL)[4]pipo: nada
[2020:12:22-06:28:56]  (Local) -> (LOCAL)[3]~N1Rocv~: y el piloto en los aeropuertos
[2020:12:22-06:28:56]  (Team - Law Enforcement) -> (TEAM)POLLO: donde ay un trabajo mejor?
[2020:12:22-06:28:57]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: wtf
[2020:12:22-06:29:00]  (Local) -> (LOCAL)[4]pipo: ud
[2020:12:22-06:29:01]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00DonBerna: vamos me arresta
[2020:12:22-06:29:13]  (Local) -> (LOCAL)[1]SpikyCasserole65: Noo c murio nea
[2020:12:22-06:29:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: y nos hacemos tombos
[2020:12:22-06:29:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: o algo
[2020:12:22-06:29:20]  (Local) -> (LOCAL)[1]pipo: sisisi
[2020:12:22-06:29:28]  (Local) -> (LOCAL)[1]~N1Rocv~: tenga cuidado con los rojos y naranjas
[2020:12:22-06:29:28]  (Local) -> (LOCAL)[1]pipo: pero solo hay 2cbs
[2020:12:22-06:29:29]  (Local) -> (LOCAL)[1]KRATTOS: pa donde
[2020:12:22-06:29:30]  (Local) -> (LOCAL)[2]2cb'Francesco: Te voy a contar algo
[2020:12:22-06:29:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: vamos de basureros?
[2020:12:22-06:29:38]  (Local) -> (LOCAL)[1]~N1Rocv~: ellos no lo matan si tiene trabajo
[2020:12:22-06:29:38]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: algo hacemos
[2020:12:22-06:29:42]  (Local) -> (LOCAL)[1]pipo: seria mejor
[2020:12:22-06:29:44]  (Local) -> (LOCAL)[1]SpikyCasserole65: Pues que mi limonagrio :V
[2020:12:22-06:29:45]  (Local) -> (LOCAL)[1]~N1Rocv~: excepto si es bachiloca
[2020:12:22-06:29:45]  (Global) -> POLLO: oee
[2020:12:22-06:29:54]  (Global) -> POLLO: leveme
[2020:12:22-06:29:54]  (Local) -> (LOCAL)[1]SpikyCasserole65: No vemos porai
[2020:12:22-06:29:55]  (Global) -> 2cb'ViejoRichard: como fue
[2020:12:22-06:29:56]  (Local) -> (LOCAL)[2]KRATTOS: pillas
[2020:12:22-06:29:57]  (Global) -> 2cb'ViejoRichard: que hay paser
[2020:12:22-06:29:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: o nos matamos?
[2020:12:22-06:30:00]  (Local) -> (LOCAL)[1]~N1Rocv~: dele, buena suerte
[2020:12:22-06:30:04]  (Local) -> (LOCAL)[1]SpikyCasserole65: Y lo pegaj jajajaja
[2020:12:22-06:30:04]  (Local) -> (LOCAL)[4]#7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: parchar
[2020:12:22-06:30:09]  (Local) -> (LOCAL)[1]SpikyCasserole65: eso
[2020:12:22-06:30:11]  (Global) -> POLLO: esos estan matando
[2020:12:22-06:30:11]  (Local) -> (LOCAL)[3]KRATTOS: hay un carro enrumbado y estamos en toque de queda
[2020:12:22-06:30:12]  (Local) -> (LOCAL)[1]pipo: matemonos
[2020:12:22-06:30:21]  (Global) -> POLLO: suba pss
[2020:12:22-06:30:21]  (Team - Law Enforcement) -> (TEAM)KRATTOS: dele g
[2020:12:22-06:30:24]  (Local) -> (LOCAL)[1]pipo: me da pereza estar en a carcel}uvamos al ammu
[2020:12:22-06:30:28]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: PONGA
[2020:12:22-06:30:29]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: jajajaja
[2020:12:22-06:30:31]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: TEMAS TRITES
[2020:12:22-06:30:36]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: PA METERLOS A LA PLAYLIST
[2020:12:22-06:30:37]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: DE
[2020:12:22-06:30:39]  (Global) -> 2cb'ViejoRichard: al thomas parr ?
[2020:12:22-06:30:41]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00FUMARATTO: PA RECORDAR A VALENTINA
[2020:12:22-06:30:46]  (Global) -> 2cb'ViejoRichard: ajjajjaaj
[2020:12:22-06:30:48]  (Global) -> POLLO: cierre con o
[2020:12:22-06:30:55]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00FUMARATTO: asi se llama esa playlist
[2020:12:22-06:30:56]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00FUMARATTO: XD
[2020:12:22-06:31:01]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: no cierra
[2020:12:22-06:31:05]  (Global) -> 2cb'ViejoRichard: mera chimba
[2020:12:22-06:31:10]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: pare
[2020:12:22-06:31:25]  (Global) -> POLLO: pere
[2020:12:22-06:31:49]  (Local) -> (LOCAL)[2]KRATTOS: hagwl
[2020:12:22-06:31:54]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARASA: estamos perdidas
[2020:12:22-06:31:57]  (Local) -> (LOCAL)[2]KRATTOS: eo pere me monto adelnte
[2020:12:22-06:32:17]  (Global) -> 2cb'ViejoRichard: don gei
[2020:12:22-06:32:21]  (Global) -> POLLO: valla alante
[2020:12:22-06:32:33]  (Local) -> (LOCAL)[2]KRATTOS: ahora si a patullar y a dalerle orden a esto
[2020:12:22-06:32:33]  (Global) -> 2cb'ViejoRichard: a
[2020:12:22-06:32:50]  (Local) -> (LOCAL)[8]KRATTOS: esque 17 conectados apenas jaja
[2020:12:22-06:33:07]  (Local) -> (LOCAL)[1]2cb'Razzork: paz
[2020:12:22-06:33:24]  (Global) -> #7F7F7F|LG|#FF5C002cb'tussy: comoo asi que iban a aarrestarnos
[2020:12:22-06:33:25]  (Global) -> #7F7F7F|LG|#FF5C002cb'tussy: ( ͡° ͜ʖ ͡°)╭∩╮
[2020:12:22-06:33:35]  (Team - Law Enforcement) -> (TEAM)KRATTOS: valimos verjaajaja
[2020:12:22-06:33:44]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: me das gasofa
[2020:12:22-06:33:46]  (Local) -> (LOCAL)[6]2CbLufero: que haen?
[2020:12:22-06:33:49]  (Local) -> (LOCAL)[7]2CbLufero: jsjsjs
[2020:12:22-06:33:51]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: ESTE MRK QUE
[2020:12:22-06:33:52]  (Local) -> (LOCAL)[2]KRATTOS: oe y este que
[2020:12:22-06:33:54]  (Local) -> (LOCAL)[7]#7F7F7F|LG|#FF5C002cb'tussy: comprando vip
[2020:12:22-06:33:59]  (Local) -> (LOCAL)[3]KRATTOS: jajaaj
[2020:12:22-06:34:07]  (Local) -> (LOCAL)[2]2cb'Francesco: ya
[2020:12:22-06:34:08]  (Global) -> POLLO: sapos mlpr
[2020:12:22-06:34:13]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00FUMARATTO: bno
[2020:12:22-06:34:15]  (Local) -> (LOCAL)[3]KRATTOS: ojo patru
[2020:12:22-06:34:15]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00FUMARATTO: ando triste
[2020:12:22-06:34:15]  (Local) -> (LOCAL)[3]2CB_Maicol_jimenez: PARECE LAS GVAS DE UN CUCHO DE 80 COLGADAS
[2020:12:22-06:34:17]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00FUMARATTO: escuchando
[2020:12:22-06:34:19]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00FUMARATTO: esa playlist
[2020:12:22-06:34:22]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00FUMARATTO: chao a mimir
[2020:12:22-06:34:22]  (Local) -> (LOCAL)[1]2cb'Francesco: uy kieta
[2020:12:22-06:34:24]  (Global) -> ISMAELITO: esperameeeeeeeeeeeee
[2020:12:22-06:34:27]  (Global) -> #7F7F7F|LG||Coomo?|#FF5C00CAPU|~Curiosin~|: xao xao
[2020:12:22-06:34:29]  (Global) -> POLLO: ese quien es
[2020:12:22-06:34:30]  (Local) -> (LOCAL)[1]2cb'Francesco: Stunt in barranquilla
[2020:12:22-06:34:32]  (Local) -> (LOCAL)[3]KRATTOS: e3mos a este mk los 3
[2020:12:22-06:34:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00DonBerna: matemoslos a todos
[2020:12:22-06:34:49]  (Local) -> (LOCAL)[3]KRATTOS: oes
[2020:12:22-06:34:56]  (Local) -> (LOCAL)[3]KRATTOS: algien tiene elicoterro
[2020:12:22-06:35:02]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF5C002cb'tussy: ez
[2020:12:22-06:35:02]  (Local) -> (LOCAL)[4]KRATTOS: e
[2020:12:22-06:35:05]  (Local) -> (LOCAL)[3]KRATTOS: elicotero
[2020:12:22-06:35:11]  (Global) -> ISMAELITO: esperameeeeeeeeeeeee
[2020:12:22-06:35:14]  (Local) -> (LOCAL)[3]2CB_Maicol_jimenez: NO SOY PIBRE
[2020:12:22-06:35:20]  (Local) -> (LOCAL)[1]2cb'Francesco: ese qn es
[2020:12:22-06:35:22]  (Local) -> (LOCAL)[1]2cb'Francesco: jajsjajja
[2020:12:22-06:35:29]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARASA: ismael
[2020:12:22-06:35:31]  (Local) -> (LOCAL)[2]KRATTOS: x2 es para montarnos en el techo y franquear
[2020:12:22-06:35:33]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: ESE MRKA DE FABIUS SE ESTABA MOVIENDO EL HPTA
[2020:12:22-06:35:34]  (Global) -> ISMAELITO: dime
[2020:12:22-06:35:40]  (Local) -> (LOCAL)[2]KRATTOS: vamos al eropuero
[2020:12:22-06:35:46]  (Local) -> (LOCAL)[2]2CB_Maicol_jimenez: EST JUGANDO A ESTATUA WSA GONORREA
[2020:12:22-06:35:55]  (Local) -> (LOCAL)[3]KRATTOS: ujmf
[2020:12:22-06:36:04]  (Local) -> (LOCAL)[4]KRATTOS: puta me trabe
[2020:12:22-06:36:08]  (Local) -> (LOCAL)[1]2cb'Francesco: ya me duele el culo de tanto estar sentado
[2020:12:22-06:36:10]  (Local) -> (LOCAL)[1]2cb'Francesco: hp
[2020:12:22-06:36:14]  (Global) -> 2CB_Maicol_jimenez:  PA QE FUMA BARETA
[2020:12:22-06:36:22]  (Local) -> (LOCAL)[2]KRATTOS: y el otro que
[2020:12:22-06:37:45]  (Local) -> (LOCAL)[1]2CbLufero: xd
[2020:12:22-06:37:48]  (Local) -> (LOCAL)[1]2cb'Francesco: mama pa donde vamos
[2020:12:22-06:37:49]  (Local) -> (LOCAL)[1]2CbLufero: que hace nea
[2020:12:22-06:41:17]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00FUMARASA: se me durmio el pie
[2020:12:22-06:41:19]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00FUMARASA: xd
[2020:12:22-06:41:23]  (Local) -> (LOCAL)[7]2cb'Francesco: joa
[2020:12:22-06:41:23]  (Local) -> (LOCAL)[7]ISMAELITO: a?
[2020:12:22-06:41:26]  (Local) -> (LOCAL)[6]KRATTOS: HOLA POO
[2020:12:22-06:41:27]  (Local) -> (LOCAL)[6]2cb'Francesco: barbara
[2020:12:22-06:41:34]  (Local) -> (LOCAL)[7]ISMAELITO: ola
[2020:12:22-06:42:53]  (Local) -> (LOCAL)[2]2cb'Francesco: hay un poco de internet en tu lag
[2020:12:22-06:43:25]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: echando rever
[2020:12:22-06:43:30]  (Local) -> (LOCAL)[2]2cb'Francesco: claro
[2020:12:22-06:43:40]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: pilas
[2020:12:22-06:44:18]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARASA: ajjajajaa
[2020:12:22-06:44:27]  (Local) -> (LOCAL)[2]2cb'Francesco: bien nitido
[2020:12:22-06:44:54]  (Local) -> (LOCAL)[2]ISMAELITO: q?
[2020:12:22-06:44:58]  (Local) -> (LOCAL)[2]2cb'Francesco: habla pa ve
[2020:12:22-06:45:19]  (Local) -> (LOCAL)[2]2cb'Francesco: uq dolorr
[2020:12:22-06:45:20]  (Global) -> #7F7F7F|CVR|#FF5C00DonBerna: rojos vs naranja
[2020:12:22-06:45:21]  (Global) -> pipo: nasd
[2020:12:22-06:45:25]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: aver
[2020:12:22-06:45:36]  (Local) -> (LOCAL)[2]2cb'Francesco: diagnostico
[2020:12:22-06:45:40]  (Local) -> (LOCAL)[2]2cb'Francesco: corona el virus
[2020:12:22-06:46:13]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00DonBerna: quieto
[2020:12:22-06:46:16]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00DonBerna: Yo soy 2cB
[2020:12:22-06:46:21]  (Local) -> (LOCAL)[1]2CbLufero: xd
[2020:12:22-06:46:30]  (Local) -> (LOCAL)[6]2CbLufero: va
[2020:12:22-06:46:33]  (Local) -> (LOCAL)[6]2CbLufero: bre
[2020:12:22-06:46:35]  (Local) -> (LOCAL)[6]2CbLufero: ya lo suelto
[2020:12:22-06:46:37]  (Local) -> (LOCAL)[6]2CbLufero: xd
[2020:12:22-06:46:41]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: stunt
[2020:12:22-06:46:42]  (Local) -> (LOCAL)[2]2cb'Francesco: aaaaaaaa
[2020:12:22-06:46:58]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00DonBerna: 2 v 2
[2020:12:22-06:47:04]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00DonBerna: sin dobles
[2020:12:22-06:47:05]  (Local) -> (LOCAL)[5]2cb'Razzork: sisas
[2020:12:22-06:47:07]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00DonBerna: si o que
[2020:12:22-06:47:08]  (Local) -> (LOCAL)[5]2cb'ViejoRichard: bre
[2020:12:22-06:47:09]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00DonBerna: sin dobles
[2020:12:22-06:47:12]  (Local) -> (LOCAL)[2]2cb'Francesco: te presto mi ochentica
[2020:12:22-06:47:18]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF5C002cb'tussy: COMO ASI
[2020:12:22-06:47:19]  (Global) -> POLLO: oe
[2020:12:22-06:47:22]  (Local) -> (LOCAL)[5]#7F7F7F|LG|#FF5C002cb'tussy: NO INVITAN
[2020:12:22-06:47:23]  (Local) -> (LOCAL)[4]#7F7F7F|LG|#FF5C002cb'tussy: SI OK ENTIENDO
[2020:12:22-06:47:26]  (Local) -> (LOCAL)[1]2CbLufero: que pasa bro
[2020:12:22-06:47:26]  (Global) -> 2cb'ViejoRichard: ups
[2020:12:22-06:47:31]  (Local) -> (LOCAL)[1]pipo: estoy grabando
[2020:12:22-06:47:34]  (Global) -> POLLO: como dejo de trabajar?
[2020:12:22-06:47:36]  (Local) -> (LOCAL)[1]ISMAELITO: me voy ps
[2020:12:22-06:47:38]  (Local) -> (LOCAL)[1]2CbLufero: es nuevo
[2020:12:22-06:47:40]  (Local) -> (LOCAL)[1]2CbLufero: ?
[2020:12:22-06:47:41]  (Global) -> #7F7F7F|LG|#FF5C002cb'tussy:  /resign
[2020:12:22-06:47:41]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARASA: pollo
[2020:12:22-06:47:42]  (Global) -> POLLO: si
[2020:12:22-06:47:46]  (Local) -> (LOCAL)[1]2CbLufero: jsjs esta cartelado
[2020:12:22-06:47:48]  (Global) -> #7F7F7F|CVR|#FF5C00FUMARASA: chicken
[2020:12:22-06:47:49]  (Local) -> (LOCAL)[1]2CbLufero: ya lo iba a matar
[2020:12:22-06:47:52]  (Local) -> (LOCAL)[1]2CbLufero: :c
[2020:12:22-06:47:52]  (Local) -> (LOCAL)[2]ISMAELITO: nos vemos
[2020:12:22-06:47:53]  (Global) -> 2cb'Francesco: xd
[2020:12:22-06:47:53]  (Local) -> (LOCAL)[1]2CbLufero: f
[2020:12:22-06:47:55]  (Global) -> POLLO: luego?
[2020:12:22-06:47:55]  (Local) -> (LOCAL)[1]2CbLufero: bueno bro
[2020:12:22-06:47:58]  (Global) -> #7F7F7F|LG|#FF5C002cb'tussy: q
[2020:12:22-06:47:58]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00FUMARASA: prestale una a ismael
[2020:12:22-06:47:59]  (Local) -> (LOCAL)[1]2CbLufero: si ves
[2020:12:22-06:48:02]  (Local) -> (LOCAL)[1]2CbLufero: que aparece una calavera
[2020:12:22-06:48:04]  (Global) -> 2cb'ViejoRichard: aa
[2020:12:22-06:48:04]  (Local) -> (LOCAL)[1]2CbLufero: azul?
[2020:12:22-06:48:07]  (Global) -> POLLO: si
[2020:12:22-06:48:10]  (Local) -> (LOCAL)[2]ISMAELITO: yo ya me voy <3
