This file was generated by Console at 2020:10:28-00:00:02



[2020:10:28-00:00:02]  (Local) -> (LOCAL)[4]C4rtex: veni
[2020:10:28-19:16:50]  (Local) -> (LOCAL)[1][Z]Siracusa: espera miro si esta la limo
[2020:10:28-19:16:51]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: o que
[2020:10:28-19:16:52]  (Local) -> (LOCAL)[10]Cornizo: A
[2020:10:28-19:16:53]  (Global) -> DonYorman: POR NADA NEA LOS MOMAZOS SON PARA QUE LES ALEGRE EL DIA
[2020:10:28-19:16:54]  (Local) -> (LOCAL)[1]2cb_ObitoNea: bre
[2020:10:28-19:16:59]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: ya
[2020:10:28-19:17:00]  (Local) -> (LOCAL)[4]LP: d
[2020:10:28-19:17:02]  (Local) -> (LOCAL)[5]LP: ddd
[2020:10:28-19:17:03]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: esta remela
[2020:10:28-19:17:04]  (Local) -> (LOCAL)[5]LP: xxd
[2020:10:28-19:17:06]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: se me habia cambiado la pestaña
[2020:10:28-19:17:09]  (Local) -> (LOCAL)[1]2cb_ObitoNea: suavwe
[2020:10:28-19:17:09]  (Global) -> (Z)ChicoFitness: Yorman 
[2020:10:28-19:17:10]  (Global) -> WOS: amigo
[2020:10:28-19:17:10]  (Global) -> JF404: Donde queda el trabajo de camionero???
[2020:10:28-19:17:10]  (Local) -> (LOCAL)[1][Z]Siracusa: no esta xd
[2020:10:28-19:17:11]  (Local) -> (LOCAL)[1](EVG)TU_DIOSa: xd
[2020:10:28-19:17:15]  (Local) -> (LOCAL)[4]DuqueesmiPastor: Salga haber Mclovin puta
[2020:10:28-19:17:16]  (Global) -> WOS: amigo
[2020:10:28-19:17:16]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: suave vos
[2020:10:28-19:17:16]  (Global) -> DonYorman: AJAJA ES UN RARE
[2020:10:28-19:17:19]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: xd
[2020:10:28-19:17:20]  (Global) -> (Z)ChicoFitness: Yorman para comedy central
[2020:10:28-19:17:20]  (Local) -> (LOCAL)[7]Mrpatecumbias69: ?
[2020:10:28-19:17:21]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: jaja
[2020:10:28-19:17:23]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: calma
[2020:10:28-19:17:24]  (Local) -> (LOCAL)[7]CurvedLegumes81: bro
[2020:10:28-19:17:24]  (Local) -> (LOCAL)[4][PPG]MCLOVIN007: disparele mejor a su perra hpta madre zorra de calle
[2020:10:28-19:17:25]  (Global) -> WOS: que van ahcer?
[2020:10:28-19:17:26]  (Local) -> (LOCAL)[1][Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria
[2020:10:28-19:17:26]  (Global) -> pablito5654: xd
[2020:10:28-19:17:26]  (Local) -> (LOCAL)[7]2cb*sumadre420: xd
[2020:10:28-19:17:26]  (Local) -> (LOCAL)[1]2cb_ObitoNea: vamos pa ls
[2020:10:28-19:17:27]  (Local) -> (LOCAL)[7]Mrpatecumbias69: PAZ
[2020:10:28-19:17:28]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:17:29]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: podemos vivir todos
[2020:10:28-19:17:30]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:17:30]  (Local) -> (LOCAL)[7]Mrpatecumbias69: Xd
[2020:10:28-19:17:31]  (Global) -> DonYorman: LLEGUEN A LA FERIA SI QUIEREN PARCHAR
[2020:10:28-19:17:33]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Catre: hey no entendes
[2020:10:28-19:17:35]  (Local) -> (LOCAL)[7]Mrpatecumbias69: PARHCAR
[2020:10:28-19:17:35]  (Local) -> (LOCAL)[7]CurvedLegumes81: temazoo
[2020:10:28-19:17:37]  (Local) -> (LOCAL)[7]Mrpatecumbias69: EY
[2020:10:28-19:17:39]  (Global) -> WOS: dale
[2020:10:28-19:17:39]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: PAJA GRUPAL
[2020:10:28-19:17:39]  (Local) -> (LOCAL)[7]Mrpatecumbias69: VAMOS
[2020:10:28-19:17:42]  (Phone:SMS) -> From eljoearroyo | To: JF404 | Message: parce, hay varias partes donde es lo de caionero, hay una por el aeropuerto de la ciudad principalhay una entrando a la ciudad de arriba y hay otra en la ciudad de la izquierda, si querés nos encontramos y te llevo a una
[2020:10:28-19:17:43]  (Local) -> (LOCAL)[7]LP: curese wos
[2020:10:28-19:17:44]  (Local) -> (LOCAL)[5]GT|JuanEstrada: es jodiendo
[2020:10:28-19:17:46]  (Local) -> (LOCAL)[7]Mrpatecumbias69: WOS ALEJESE
[2020:10:28-19:17:46]  (Local) -> (LOCAL)[1][Z]Siracusa: mierda
[2020:10:28-19:17:47]  (Local) -> (LOCAL)[1]DonYorman: AHHH
[2020:10:28-19:17:47]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: pa donde llevo esto
[2020:10:28-19:17:48]  (Local) -> (LOCAL)[7]LP: curese CurvedLegumes81
[2020:10:28-19:17:48]  (Local) -> (LOCAL)[1][Z]Siracusa: le dañe XDDD
[2020:10:28-19:17:48]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Catre: no saque de zona
[2020:10:28-19:17:49]  (Local) -> (LOCAL)[5]GT|JuanEstrada: no la voy a sacar
[2020:10:28-19:17:50]  (Local) -> (LOCAL)[7]Mrpatecumbias69: VOY A UN PVP
[2020:10:28-19:17:50]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: ajaja
[2020:10:28-19:17:51]  (Local) -> (LOCAL)[1][Z]Siracusa: fail
[2020:10:28-19:17:52]  (Local) -> (LOCAL)[1]DonYorman: AJJAJA
[2020:10:28-19:17:52]  (Global) -> pablito5654: ya voy xd
[2020:10:28-19:17:54]  (Local) -> (LOCAL)[7]Mrpatecumbias69: LP
[2020:10:28-19:17:55]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: LP
[2020:10:28-19:17:55]  (Local) -> (LOCAL)[1]2cb_ObitoNea: pal tractor amarillo
[2020:10:28-19:17:56]  (Local) -> (LOCAL)[7]2cb*sumadre420: sakta
[2020:10:28-19:17:57]  (Local) -> (LOCAL)[7]Mrpatecumbias69: VENGA
[2020:10:28-19:17:58]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: el pvp
[2020:10:28-19:17:58]  (Local) -> (LOCAL)[7]2cb*sumadre420: salta
[2020:10:28-19:18:00]  (Local) -> (LOCAL)[7]Mrpatecumbias69: ACA
[2020:10:28-19:18:00]  (Local) -> (LOCAL)[7]LP: a
[2020:10:28-19:18:00]  (Local) -> (LOCAL)[1][Z]Siracusa: ahorita lo arrego:p
[2020:10:28-19:18:01]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: bre
[2020:10:28-19:18:01]  (Global) -> DonYorman: ACA LOS ESPERAMOS
[2020:10:28-19:18:01]  (Local) -> (LOCAL)[5]DuqueesmiPastor: banee a ese pirobo
[2020:10:28-19:18:01]  (Local) -> (LOCAL)[7]LP: bree
[2020:10:28-19:18:02]  (Global) -> 2cb'pablitopai: admin
[2020:10:28-19:18:05]  (Global) -> JF404: Donde queda el trabajo de camionero???
[2020:10:28-19:18:05]  (Local) -> (LOCAL)[7]Mrpatecumbias69: LP
[2020:10:28-19:18:07]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:18:08]  (Global) -> 2cb'pablitopai: catre
[2020:10:28-19:18:08]  (Local) -> (LOCAL)[7]2cb*sumadre420: salta
[2020:10:28-19:18:09]  (Local) -> (LOCAL)[7]|GT|BAZUCO{LP}: eso
[2020:10:28-19:18:09]  (Global) -> 2cb_SCRIMBOY: DIOSA Q LE PASO
[2020:10:28-19:18:10]  (Local) -> (LOCAL)[7]Mrpatecumbias69: SOLO UZU
[2020:10:28-19:18:11]  (Local) -> (LOCAL)[7]2cb*sumadre420: con shift
[2020:10:28-19:18:11]  (Global) -> [Z]rocho: voy
[2020:10:28-19:18:13]  (Global) -> (Z)ChicoFitness: Donde esta la feria socios
[2020:10:28-19:18:14]  (Local) -> (LOCAL)[1][Z]Siracusa: otra canción?
[2020:10:28-19:18:14]  (Global) -> WOS: xd
[2020:10:28-19:18:16]  (Global) -> eljoearroyo: jf nos encontramos y te llevo?
[2020:10:28-19:18:16]  (Local) -> (LOCAL)[7]Mrpatecumbias69: STIVEN ES EL CONTADOR
[2020:10:28-19:18:17]  (Global) -> 2cb'pablitopai: catre
[2020:10:28-19:18:17]  (Global) -> (Z)ChicoFitness: ya les caigo
[2020:10:28-19:18:18]  (Local) -> (LOCAL)[7]Mrpatecumbias69: ALE?
[2020:10:28-19:18:18]  (Local) -> (LOCAL)[7]|GT|BAZUCO{LP}: si lo sintio stiven?
[2020:10:28-19:18:18]  (Local) -> (LOCAL)[5][PPG]MCLOVIN007: como chilla la perra
[2020:10:28-19:18:19]  (Local) -> (LOCAL)[7]CurvedLegumes81: jajjaa
[2020:10:28-19:18:21]  (Local) -> (LOCAL)[7]WOS: nos quedamos aca
[2020:10:28-19:18:23]  (Local) -> (LOCAL)[1]DonYorman: CREO QUE YA ME VAN A SERVIR EL ALMUERZO
[2020:10:28-19:18:23]  (Local) -> (LOCAL)[7]UnusualSitar53: la bna
[2020:10:28-19:18:24]  (Local) -> (LOCAL)[4]DuqueesmiPastor: salga puta sucia
[2020:10:28-19:18:25]  (Local) -> (LOCAL)[7]Mrpatecumbias69: ALEJESE
[2020:10:28-19:18:25]  (Global) -> WOS: ?
[2020:10:28-19:18:26]  (Global) -> 2cb'pablitopai: catre
[2020:10:28-19:18:27]  (Local) -> (LOCAL)[7]CurvedLegumes81: oo quiera
[2020:10:28-19:18:27]  (Global) -> DonYorman: de una
[2020:10:28-19:18:30]  (Local) -> (LOCAL)[7]Mrpatecumbias69: ESPERE
[2020:10:28-19:18:31]  (Global) -> GT|JuanEstrada: uribe todavia le arde=
[2020:10:28-19:18:32]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: nooooo
[2020:10:28-19:18:33]  (Global) -> JF404: Estoy volando 
[2020:10:28-19:18:33]  (Global) -> 2cb'pablitopai: catreximba
[2020:10:28-19:18:34]  (Local) -> (LOCAL)[7]Mrpatecumbias69: UD TIENE CHALE
[2020:10:28-19:18:35]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: a uzi
[2020:10:28-19:18:36]  (Local) -> (LOCAL)[1]DonYorman: coloque
[2020:10:28-19:18:37]  (Local) -> (LOCAL)[1][Z]Siracusa: qué canción pongo
[2020:10:28-19:18:37]  (Global) -> JF404: Digame donde es que yo llego 
[2020:10:28-19:18:39]  (Global) -> WOS: usted sabra
[2020:10:28-19:18:39]  (Local) -> (LOCAL)[7]LP: quitemelo
[2020:10:28-19:18:41]  (Local) -> (LOCAL)[7]Mrpatecumbias69: Y SOLO UZI
[2020:10:28-19:18:42]  (Local) -> (LOCAL)[1]DonYorman: la gata
[2020:10:28-19:18:42]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:18:43]  (Global) -> WOS: nos quedamos aca?
[2020:10:28-19:18:44]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: ya
[2020:10:28-19:18:45]  (Local) -> (LOCAL)[6]LP: uy
[2020:10:28-19:18:47]  (Local) -> (LOCAL)[6]Mrpatecumbias69: ya
[2020:10:28-19:18:47]  (Local) -> (LOCAL)[1](EVG)TU_DIOSa: ay una en 50 palos .-.
[2020:10:28-19:18:48]  (Global) -> eljoearroyo: jm pa
[2020:10:28-19:18:49]  (Global) -> pablito5654: xd
[2020:10:28-19:18:49]  (Team - Services) -> (TEAM)ProtectiveCougar8: y
[2020:10:28-19:18:52]  (Team - Services) -> (TEAM)ProtectiveCougar8: u
[2020:10:28-19:18:54]  (Local) -> (LOCAL)[5]DuqueesmiPastor: Catre MClovin disparando desde zona
[2020:10:28-19:18:55]  (Local) -> (LOCAL)[0]ProtectiveCougar8: i
[2020:10:28-19:18:55]  (Local) -> (LOCAL)[6]Mrpatecumbias69: ALE STIVEN
[2020:10:28-19:18:55]  (Local) -> (LOCAL)[6]UnusualSitar53: bamos
[2020:10:28-19:18:56]  (Local) -> (LOCAL)[5]DuqueesmiPastor: miralo
[2020:10:28-19:18:57]  (Local) -> (LOCAL)[5]DuqueesmiPastor: miralo
[2020:10:28-19:19:00]  (Global) -> eljoearroyo: la parte de abajo del mapa a la derecha, una de las personitas amarillas
[2020:10:28-19:19:01]  (Local) -> (LOCAL)[6][PPG]MCLOVIN007: llore
[2020:10:28-19:19:03]  (Global) -> WOS: venga
[2020:10:28-19:19:05]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: nuuuuuuu
[2020:10:28-19:19:08]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: dele a la O
[2020:10:28-19:19:10]  (Global) -> JF404: En Ocean Docks?
[2020:10:28-19:19:12]  (Local) -> (LOCAL)[6]LP: pereee
[2020:10:28-19:19:14]  (Global) -> (Z)ChicoFitness: Admin
[2020:10:28-19:19:15]  (Local) -> (LOCAL)[6]Mrpatecumbias69: A
[2020:10:28-19:19:16]  (Global) -> (Z)ChicoFitness: Admin
[2020:10:28-19:19:16]  (Local) -> (LOCAL)[1]DonYorman: meloo
[2020:10:28-19:19:17]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: dime
[2020:10:28-19:19:19]  (Global) -> WOS: vayase con unusual
[2020:10:28-19:19:19]  (Global) -> eljoearroyo: no me sé los nombres papi, mala
[2020:10:28-19:19:21]  (Global) -> |GT|stivenv28|LP|: PASOOOOOOOOOOOOOO!
[2020:10:28-19:19:21]  (Global) -> [PPG]MCLOVIN007: llore yh le creo
[2020:10:28-19:19:23]  (Global) -> 2cb'pablitopai: catre
[2020:10:28-19:19:23]  (Local) -> (LOCAL)[6]|GT|BAZUCO{LP}: pobre jhojhan va como a 1 fps jaja
[2020:10:28-19:19:25]  (Global) -> JF404: ya se donde, gracias
[2020:10:28-19:19:26]  (Local) -> (LOCAL)[5]UnusualSitar53: u
[2020:10:28-19:19:27]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:19:27]  (Local) -> (LOCAL)[5]Mrpatecumbias69: SISAS
[2020:10:28-19:19:28]  (Global) -> (Z)ChicoFitness: Otra vez socio
[2020:10:28-19:19:29]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:19:29]  (Local) -> (LOCAL)[5]Mrpatecumbias69: X2
[2020:10:28-19:19:29]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:19:29]  (Local) -> (LOCAL)[5]CurvedLegumes81: que
[2020:10:28-19:19:30]  (Global) -> WOS: que yo me quede sin gasiluna
[2020:10:28-19:19:31]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:19:33]  (Local) -> (LOCAL)[5]Mrpatecumbias69: EN OTRA LADO
[2020:10:28-19:19:34]  (Global) -> LP: bazuco si sabe
[2020:10:28-19:19:36]  (Local) -> (LOCAL)[5]|GT|BAZUCO{LP}: oiga
[2020:10:28-19:19:37]  (Local) -> (LOCAL)[1](Z)ChicoFitness: ahorita apareci a mitad del mapa
[2020:10:28-19:19:40]  (Global) -> WOS: vayase con el
[2020:10:28-19:19:40]  (Local) -> (LOCAL)[2]pablito5654: ola
[2020:10:28-19:19:40]  (Local) -> (LOCAL)[2]DonYorman: buenas
[2020:10:28-19:19:40]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:19:41]  (Local) -> (LOCAL)[5]Mrpatecumbias69: OIGO>?
[2020:10:28-19:19:41]  (Local) -> (LOCAL)[5]|GT|BAZUCO{LP}: espere
[2020:10:28-19:19:42]  (Global) -> (Z)ChicoFitness: y mire donde termina
[2020:10:28-19:19:42]  (Local) -> (LOCAL)[5]CurvedLegumes81: entobces espere ya lo recogeos
[2020:10:28-19:19:44]  (Local) -> (LOCAL)[2][Z]Siracusa: sube
[2020:10:28-19:19:44]  (Local) -> (LOCAL)[5]|GT|BAZUCO{LP}: tome captura
[2020:10:28-19:19:47]  (Global) -> WOS: dale
[2020:10:28-19:19:47]  (Local) -> (LOCAL)[1](Z)ChicoFitness: estaba en als venturas
[2020:10:28-19:19:51]  (Local) -> (LOCAL)[1](Z)ChicoFitness: y termine en sf
[2020:10:28-19:19:51]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:19:51]  (Local) -> (LOCAL)[5]Mrpatecumbias69: ALE
[2020:10:28-19:19:53]  (Local) -> (LOCAL)[5]Mrpatecumbias69: VAMOS
[2020:10:28-19:19:53]  (Local) -> (LOCAL)[5][PPG]MCLOVIN007: ja jsjsjjsajajajaa
[2020:10:28-19:19:53]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: XD
[2020:10:28-19:19:55]  (Local) -> (LOCAL)[2]pablito5654: como estas
[2020:10:28-19:19:58]  (Local) -> (LOCAL)[5]|GT|BAZUCO{LP}: listo
[2020:10:28-19:19:58]  (Local) -> (LOCAL)[2][Z]Siracusa: escuchas la musica?
[2020:10:28-19:19:58]  (Global) -> WOS: xd
[2020:10:28-19:20:00]  (Local) -> (LOCAL)[1](EVG)TU_DIOSa: LA PUEDO MANEJAR?
[2020:10:28-19:20:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Catre: ya lo tpeo
[2020:10:28-19:20:01]  (Local) -> (LOCAL)[2]DonYorman: bien nea
[2020:10:28-19:20:02]  (Local) -> (LOCAL)[3]|GT|BAZUCO{LP}: ya van 3
[2020:10:28-19:20:04]  (Local) -> (LOCAL)[4]GT|JuanEstrada: capu
[2020:10:28-19:20:05]  (Local) -> (LOCAL)[1](Z)ChicoFitness: szs gracias
[2020:10:28-19:20:05]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:20:05]  (Global) -> WOS: porque se fue?
[2020:10:28-19:20:06]  (Local) -> (LOCAL)[4][PPG]MCLOVIN007: A TU CASA GORDA PUTA
[2020:10:28-19:20:06]  (Local) -> (LOCAL)[1]UnusualSitar53: el ya viene
[2020:10:28-19:20:07]  (Local) -> (LOCAL)[2]DonYorman: esperemos
[2020:10:28-19:20:10]  (Local) -> (LOCAL)[4]GT|JuanEstrada: puedo ir por la motoxd
[2020:10:28-19:20:10]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:20:12]  (Global) -> WOS: a bien
[2020:10:28-19:20:12]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: al banco
[2020:10:28-19:20:12]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:20:13]  (Local) -> (LOCAL)[2]pablito5654: nose ando en clasxd
[2020:10:28-19:20:13]  (Local) -> (LOCAL)[1]2cb_ObitoNea: hpta
[2020:10:28-19:20:13]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: lol
[2020:10:28-19:20:14]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo lleguen al pier/feria 
[2020:10:28-19:20:15]  (Local) -> (LOCAL)[2]DonYorman: neas AFK 15 minutos
[2020:10:28-19:20:15]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: jajajajja
[2020:10:28-19:20:15]  (Global) -> [GT]LOCO: mono
[2020:10:28-19:20:18]  (Local) -> (LOCAL)[5]CAPU|penecabezon69: sisa
[2020:10:28-19:20:18]  (Local) -> (LOCAL)[2][Z]Siracusa: listo
[2020:10:28-19:20:18]  (Local) -> (LOCAL)[2]DonYorman: me esperan
[2020:10:28-19:20:21]  (Global) -> [GT]LOCO: llegue a santos
[2020:10:28-19:20:22]  (Global) -> [Z]rocho: q si parsero
[2020:10:28-19:20:23]  (Global) -> WOS: no tiene gasolina
[2020:10:28-19:20:23]  (Local) -> (LOCAL)[2]pablito5654: oc
[2020:10:28-19:20:35]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo con DonYorman llegar al pier/feria
[2020:10:28-19:20:35]  (Local) -> (LOCAL)[1]2cb_SCRIMBOY: ._.
[2020:10:28-19:20:37]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo con DonYorman llegar al pier/feria
[2020:10:28-19:20:37]  (Global) -> DuqueesmiPastor: Mclovin puta sucia sali
[2020:10:28-19:20:38]  (Local) -> (LOCAL)[7]|GT|stivenv28|LP|: estamos en central
[2020:10:28-19:20:44]  (Local) -> (LOCAL)[2]pablito5654: acabe de salir de un reporte de acoso xd
[2020:10:28-19:20:50]  (Local) -> (LOCAL)[2][Z]Siracusa: XDD
[2020:10:28-19:20:50]  (Local) -> (LOCAL)[1]UnusualSitar53: el man ya viene
[2020:10:28-19:20:51]  (Local) -> (LOCAL)[2][Z]Siracusa: pq
[2020:10:28-19:20:59]  (Local) -> (LOCAL)[2]pablito5654: un man q ,me acosa
[2020:10:28-19:20:59]  (Global) -> [Z]rocho: grosero
[2020:10:28-19:21:01]  (Local) -> (LOCAL)[1]UnusualSitar53: esperemolo
[2020:10:28-19:21:03]  (Global) -> (Z)ChicoFitness: Gracias hermoso
[2020:10:28-19:21:05]  (Local) -> (LOCAL)[2]pablito5654: le dieron jail de 6666
[2020:10:28-19:21:06]  (Global) -> #7F7F7F|CVR|#FF8C00Catre: de nada
[2020:10:28-19:21:12]  (Global) -> [PPG]MCLOVIN007: PERO DECILO SIN LLORAR DUQUE
[2020:10:28-19:21:14]  (Global) -> [GT]Mono: ya le llego
[2020:10:28-19:21:16]  (Local) -> (LOCAL)[2][Z]Siracusa: XDDDD
[2020:10:28-19:21:21]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:21:23]  (Global) -> [Z]Siracusa: Instaladordemtaunasemana
[2020:10:28-19:21:26]  (Local) -> (LOCAL)[2][PPG]MCLOVIN007: AH ME HIERES
[2020:10:28-19:21:26]  (Global) -> Tribilin: noo
[2020:10:28-19:21:29]  (Local) -> (LOCAL)[2]pablito5654: lo iban a banear
[2020:10:28-19:21:30]  (Local) -> (LOCAL)[2][PPG]MCLOVIN007: AHH
[2020:10:28-19:21:32]  (Team - Services) -> (TEAM)JF404: Que pasa si dejo mi trabajo para tomar otro?
[2020:10:28-19:21:33]  (Local) -> (LOCAL)[2]DuqueesmiPastor: sali puta sucia
[2020:10:28-19:21:34]  (Global) -> WOS: nada xd
[2020:10:28-19:21:36]  (Global) -> 2cb'pablitopai: catre
[2020:10:28-19:21:36]  (Team - Services) -> (TEAM)JF404: Me quitan el nivel?
[2020:10:28-19:21:40]  (Local) -> (LOCAL)[2]CAPU|penecabezon69: pero sali pues
[2020:10:28-19:21:41]  (Local) -> (LOCAL)[2]DuqueesmiPastor: Penecabezon chupelo
[2020:10:28-19:21:43]  (Global) -> 2cb'pablitopai: matar a alguien cuando lo vea es acoso?
[2020:10:28-19:21:43]  (Local) -> (LOCAL)[1](EVG)TU_DIOSa: ALE
[2020:10:28-19:21:44]  (Local) -> (LOCAL)[2]DuqueesmiPastor: sapo hpta
[2020:10:28-19:21:46]  (Global) -> Tribilin: noo
[2020:10:28-19:21:47]  (Local) -> (LOCAL)[2][PPG]MCLOVIN007: CERRA EL ORTO MEJOR GORDA
[2020:10:28-19:21:50]  (Global) -> #7F7F7F|CVR|#FF8C00Catre: por lo que usted me dijo lo tomo como acoso
[2020:10:28-19:21:51]  (Local) -> (LOCAL)[1][GT]LOCO: donde vende carros
[2020:10:28-19:21:51]  (Local) -> (LOCAL)[2]pablito5654: les enseño un bug? xddddddddd
[2020:10:28-19:21:51]  (Local) -> (LOCAL)[3]DuqueesmiPastor: su madre
[2020:10:28-19:21:54]  (Local) -> (LOCAL)[2]CAPU|penecabezon69: deja la lamboneadera pues vieja puta
[2020:10:28-19:21:54]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo con DonYorman llegar al pier/feria
[2020:10:28-19:21:55]  (Local) -> (LOCAL)[1][GT]LOCO: lleveme
[2020:10:28-19:21:56]  (Local) -> (LOCAL)[1]UnusualSitar53: oe
[2020:10:28-19:21:56]  (Global) -> [Z]Siracusa: #00ff00Los que quieran parchar en limo con DonYorman llegar al pier/feria
[2020:10:28-19:21:58]  (Local) -> (LOCAL)[2][Z]Siracusa: cual?
[2020:10:28-19:22:02]  (Global) -> WOS: que
[2020:10:28-19:22:03]  (Local) -> (LOCAL)[3][PPG]MCLOVIN007: JAJAJAJ
[2020:10:28-19:22:11]  (Local) -> (LOCAL)[3][PPG]MCLOVIN007: COMO CHILLA LA PERRA EH?
[2020:10:28-19:22:15]  (Local) -> (LOCAL)[3]pablito5654: subase arriba de la limu
[2020:10:28-19:22:16]  (Local) -> (LOCAL)[1]CurvedLegumes81: esooo
[2020:10:28-19:22:16]  (Local) -> (LOCAL)[3]DuqueesmiPastor: Salga puta
[2020:10:28-19:22:18]  (Local) -> (LOCAL)[1]UnusualSitar53: el man ya viene esperemolo
[2020:10:28-19:22:23]  (Local) -> (LOCAL)[4]pablito5654: con x
[2020:10:28-19:22:23]  (Local) -> (LOCAL)[4]DuqueesmiPastor: que tengo a este tombo en el culo
[2020:10:28-19:22:24]  (Local) -> (LOCAL)[1]2cB'JOHAN: qn sos
[2020:10:28-19:22:25]  (Local) -> (LOCAL)[1](RCA)Kakashi_nea: PELESE PUES
[2020:10:28-19:22:25]  (Global) -> (Z)ChicoFitness: Donde queda la feria
[2020:10:28-19:22:26]  (Global) -> WOS: tova
[2020:10:28-19:22:26]  (Global) -> (Z)ChicoFitness: Donde queda la feria
[2020:10:28-19:22:28]  (Global) -> WOS: toca
[2020:10:28-19:22:31]  (Local) -> (LOCAL)[3][Z]Siracusa: a ya se
[2020:10:28-19:22:31]  (Global) -> 2cb'pablitopai: pero  si digamos me lo encontre y lo mato eso es coso?
[2020:10:28-19:22:32]  (Local) -> (LOCAL)[3]pablito5654: y saca un carro
[2020:10:28-19:22:33]  (Local) -> (LOCAL)[1]2cb_ObitoNea: donde estan las putas
[2020:10:28-19:22:33]  (Local) -> (LOCAL)[3][Z]Siracusa: y saca la moto XD
[2020:10:28-19:22:34]  (Local) -> (LOCAL)[4][PPG]MCLOVIN007: hablame ps catre
[2020:10:28-19:22:35]  (Local) -> (LOCAL)[3][Z]Siracusa: sisii
[2020:10:28-19:22:36]  (Global) -> 2cb|Yandrix: eo
[2020:10:28-19:22:36]  (Local) -> (LOCAL)[11]-|CTL|-ChayanPablo: ey el sv saco un poco de gente ah?
[2020:10:28-19:22:36]  (Local) -> (LOCAL)[3]Mrpatecumbias69: KJAS
[2020:10:28-19:22:36]  (Global) -> MellowWhale99: UN ADMIN 
[2020:10:28-19:22:39]  (Local) -> (LOCAL)[1]CurvedLegumes81: bien
[2020:10:28-19:22:39]  (Global) -> DonYorman: en la rueda de la fortuna nea
[2020:10:28-19:22:39]  (Local) -> (LOCAL)[3][Z]Siracusa: y maneja sin conductor
[2020:10:28-19:22:40]  (Local) -> (LOCAL)[3]Mrpatecumbias69: BUENBENIDO
[2020:10:28-19:22:41]  (Local) -> (LOCAL)[1]UnusualSitar53: sisas
[2020:10:28-19:22:41]  (Global) -> MellowWhale99: UN ADMIN
