This file was generated by Console at 2021:01:11-00:00:00



[2021:01:11-00:00:00]  (Local) -> (LOCAL)[1]Royal2cb: pere
[2021:01:11-20:05:54]  (Global) -> Lucho_666: ya
[2021:01:11-20:05:58]  (Local) -> (LOCAL)[4]lGTlAnndrew: ghost turfers
[2021:01:11-20:05:58]  (Local) -> (LOCAL)[1]|Z|~IceWipe: mi wifi esta mnelo
[2021:01:11-20:06:00]  (Local) -> (LOCAL)[1]Skippers: tengo toda la visita por mis cumple
[2021:01:11-20:06:00]  (Local) -> (LOCAL)[1]Sayayin'Lufero: oe
[2021:01:11-20:06:00]  (Local) -> (LOCAL)[1]|Z|~IceWipe: pero mis fps
[2021:01:11-20:06:02]  (Local) -> (LOCAL)[5]francovilla,pato: quien primero
[2021:01:11-20:06:03]  (Local) -> (LOCAL)[12]GT|~PABLO: voy
[2021:01:11-20:06:04]  (Local) -> (LOCAL)[1]|Z|~IceWipe: na na na
[2021:01:11-20:06:04]  (Local) -> (LOCAL)[1]sayayin'santiago: q
[2021:01:11-20:06:05]  (Global) -> samuelorland: suba el pasje barato
[2021:01:11-20:06:06]  (Global) -> cristian20: oe pa
[2021:01:11-20:06:07]  (Local) -> (LOCAL)[4]lGTlAnndrew: dele en invites
[2021:01:11-20:06:08]  (Global) -> EL_FLACO_BRS: ak me vana matar oke jsjsjs
[2021:01:11-20:06:13]  (Local) -> (LOCAL)[5]francovilla,pato: este
[2021:01:11-20:06:13]  (Local) -> (LOCAL)[13]El_chava_pai: papi el pollo pa
[2021:01:11-20:06:14]  (Global) -> GT-ElParaco: asi
[2021:01:11-20:06:15]  (Local) -> (LOCAL)[5]francovilla,pato: no
[2021:01:11-20:06:15]  (Global) -> cristian20: como vuelvo a mi skin normal
[2021:01:11-20:06:19]  (Global) -> cristian20: soy nuevo
[2021:01:11-20:06:20]  (Local) -> (LOCAL)[13]El_chava_pai: la banda de los pollos
[2021:01:11-20:06:20]  (Local) -> (LOCAL)[5](POPEYE): pa
[2021:01:11-20:06:21]  (Global) -> samuelorland: no se bro
[2021:01:11-20:06:22]  (Local) -> (LOCAL)[5](POPEYE): oee
[2021:01:11-20:06:22]  (Local) -> (LOCAL)[5]FernanditoGAUCHO: el lo dijo
[2021:01:11-20:06:22]  (Local) -> (LOCAL)[5]francovilla,pato: no
[2021:01:11-20:06:23]  (Local) -> (LOCAL)[3]lGTlAnndrew: y ahi te debe aparecer una invitacion
[2021:01:11-20:06:27]  (Local) -> (LOCAL)[1]|Z|~IceWipe: a como le venden
[2021:01:11-20:06:27]  (Local) -> (LOCAL)[13]GT|~PABLO: Dele F2 > My invites > Ghost Turfers
[2021:01:11-20:06:27]  (Local) -> (LOCAL)[5](POPEYE): fernando venga
[2021:01:11-20:06:29]  (Global) -> (ak)andres: arranque  digan aquien recojo
[2021:01:11-20:06:30]  (Local) -> (LOCAL)[1]|Z|~IceWipe: el millon?
[2021:01:11-20:06:30]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: cristian20 /resign parcero
[2021:01:11-20:06:31]  (Local) -> (LOCAL)[14]GT|~PABLO: epa
[2021:01:11-20:06:32]  (Local) -> (LOCAL)[4]francovilla,pato: oe
[2021:01:11-20:06:33]  (Local) -> (LOCAL)[4](6cb)sebastian_botero: se iba a unir mk
[2021:01:11-20:06:35]  (Local) -> (LOCAL)[12]GT|~PABLO: ahora /skingang
[2021:01:11-20:06:35]  (Local) -> (LOCAL)[3]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: aja
[2021:01:11-20:06:37]  (Local) -> (LOCAL)[4]francovilla,pato: se une gang
[2021:01:11-20:06:38]  (Global) -> Sayayin'Shadow963: con /resign bro
[2021:01:11-20:06:40]  (Local) -> (LOCAL)[1]Skippers: ah 600 por palo
[2021:01:11-20:06:41]  (Local) -> (LOCAL)[4](POPEYE): fernando venga
[2021:01:11-20:06:41]  (Local) -> (LOCAL)[9]GT|~PABLO: cuano no tenga trabajo
[2021:01:11-20:06:44]  (Global) -> EL_FLACO_BRS: oe poli
[2021:01:11-20:06:44]  (Local) -> (LOCAL)[11]Wolfuser: me sueltras?
[2021:01:11-20:06:46]  (Global) -> 2cb'Camilolindo: bajenle el precio a la gasolina gonorrea
[2021:01:11-20:06:46]  (Local) -> (LOCAL)[1]|Z|~IceWipe: vea
[2021:01:11-20:06:47]  (Global) -> samuelorland: hp ciegooo
[2021:01:11-20:06:50]  (Global) -> (GT)tajadasconqueso: ers ak
[2021:01:11-20:06:50]  (Local) -> (LOCAL)[1]|Z|~IceWipe: le vendo a 500 el millon
[2021:01:11-20:06:52]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: vamos
[2021:01:11-20:06:54]  (Local) -> (LOCAL)[1]|Z|~IceWipe: pero por carro
[2021:01:11-20:06:55]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: pero
[2021:01:11-20:06:56]  (Local) -> (LOCAL)[4]Judas?Iscariotes: ok
[2021:01:11-20:06:57]  (Global) -> faby: admii
[2021:01:11-20:06:57]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: saque 100
[2021:01:11-20:06:59]  (Local) -> (LOCAL)[1][AK]AXION: oe
[2021:01:11-20:07:01]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: dime
[2021:01:11-20:07:02]  (Local) -> (LOCAL)[8]GT|~PABLO: la skin del pollo solo esta cuando no tiene trabajo
[2021:01:11-20:07:03]  (Local) -> (LOCAL)[1]Mohamed: oe
[2021:01:11-20:07:03]  (Local) -> (LOCAL)[4]Judas?Iscariotes: y pa
[2021:01:11-20:07:04]  (Local) -> (LOCAL)[3]francovilla,pato: se quiere unir ami gang
[2021:01:11-20:07:04]  (Local) -> (LOCAL)[1][AK]AXION: PA
[2021:01:11-20:07:05]  (Local) -> (LOCAL)[4]Judas?Iscariotes: no tengo
[2021:01:11-20:07:07]  (Local) -> (LOCAL)[4]Judas?Iscariotes: estoy en 0
[2021:01:11-20:07:08]  (Local) -> (LOCAL)[1]Wolfuser: hhhmmm
[2021:01:11-20:07:08]  (Local) -> (LOCAL)[1][AK]AXION: TIENE 30K
[2021:01:11-20:07:11]  (Local) -> (LOCAL)[1][AK]AXION: O 20
[2021:01:11-20:07:12]  (Local) -> (LOCAL)[4]Judas?Iscariotes: XD
[2021:01:11-20:07:12]  (Local) -> (LOCAL)[9]El_chava_pai: nad
[2021:01:11-20:07:13]  (Local) -> (LOCAL)[1]Skippers: POR TODOS LOS CARRO
[2021:01:11-20:07:14]  (Local) -> (LOCAL)[10]El_chava_pai: ajsjajsas
[2021:01:11-20:07:15]  (Local) -> (LOCAL)[3]Wolfuser: tu tuviste esterellas tambien
[2021:01:11-20:07:16]  (Global) -> (GT)tajadasconqueso:  es ak?
[2021:01:11-20:07:19]  (Local) -> (LOCAL)[1]Mohamed: apenas me dieron 10k xddd
[2021:01:11-20:07:20]  (Local) -> (LOCAL)[9]GT|~PABLO: /skingang
[2021:01:11-20:07:20]  (Local) -> (LOCAL)[0]Skippers: 1 = 500
[2021:01:11-20:07:20]  (Local) -> (LOCAL)[3]Wolfuser: y yo no hice nada
[2021:01:11-20:07:20]  (Local) -> (LOCAL)[0]|Z|~IceWipe: le sale mas barato
[2021:01:11-20:07:21]  (Local) -> (LOCAL)[4]francovilla,pato: si w
[2021:01:11-20:07:23]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: una gang
[2021:01:11-20:07:24]  (Local) -> (LOCAL)[4]francovilla,pato: matelo
[2021:01:11-20:07:24]  (Local) -> (LOCAL)[3]Wolfuser: pero breve
[2021:01:11-20:07:26]  (Local) -> (LOCAL)[11]El_chava_pai: /skingang
[2021:01:11-20:07:27]  (Local) -> (LOCAL)[1]|Z|~IceWipe: por carro no
[2021:01:11-20:07:29]  (Local) -> (LOCAL)[3][AK]AXION: AH BREVE
[2021:01:11-20:07:30]  (Local) -> (LOCAL)[1]|Z|~IceWipe: pero en total si
[2021:01:11-20:07:32]  (Global) -> JeanJajs: oe
[2021:01:11-20:07:33]  (Team - Services) -> (TEAM)PETRO-HP: JAJAJAJAJAJAJA
[2021:01:11-20:07:33]  (Local) -> (LOCAL)[1]2cb'AlejoCeballos: Qi
[2021:01:11-20:07:34]  (Local) -> (LOCAL)[10]El_chava_pai: uy pa
[2021:01:11-20:07:34]  (Local) -> (LOCAL)[10]GT|~PABLO: ya
[2021:01:11-20:07:34]  (Local) -> (LOCAL)[0]|Z|~IceWipe: de a 100 menos
[2021:01:11-20:07:35]  (Local) -> (LOCAL)[4](POPEYE): fernando
[2021:01:11-20:07:37]  (Local) -> (LOCAL)[10]El_chava_pai: voy parado
[2021:01:11-20:07:37]  (Local) -> (LOCAL)[4]francovilla,pato: bamos
[2021:01:11-20:07:38]  (Global) -> EL_FLACO_BRS: admin como dejo mi trabajo
[2021:01:11-20:07:39]  (Local) -> (LOCAL)[4](POPEYE): cual es el carro
[2021:01:11-20:07:41]  (Global) -> El_ZAAARCOOO: que paso
[2021:01:11-20:07:41]  (Team - Services) -> (TEAM)PETRO-HP: que gonorreaaa
[2021:01:11-20:07:43]  (Local) -> (LOCAL)[10]El_chava_pai: a quien matamos
[2021:01:11-20:07:45]  (Local) -> (LOCAL)[1][AK]AXION: artçw
[2021:01:11-20:07:48]  (Global) -> MrNea: reizer
[2021:01:11-20:07:48]  (Global) -> faby: admi no me deja subir ala moto
[2021:01:11-20:07:49]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: ya no tiene trabajo
[2021:01:11-20:07:49]  (Local) -> (LOCAL)[10]GT|~PABLO: Ole
[2021:01:11-20:07:50]  (Global) -> MrNea: como se cambia
[2021:01:11-20:07:53]  (Global) -> EL_FLACO_BRS: ok
[2021:01:11-20:07:54]  (Local) -> (LOCAL)[1]Judas?Iscariotes: uy esome cobro XD
[2021:01:11-20:07:55]  (Global) -> MrNea: la skin de el job ?
[2021:01:11-20:07:57]  (Local) -> (LOCAL)[4](POPEYE): c8anto
[2021:01:11-20:07:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: xd
[2021:01:11-20:07:58]  (Local) -> (LOCAL)[1]Skippers: Q CARROS POR 500
[2021:01:11-20:07:58]  (Local) -> (LOCAL)[4][AK]AXION: OE
[2021:01:11-20:08:01]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: no se
[2021:01:11-20:08:02]  (Local) -> (LOCAL)[8]GT|~PABLO: ponga /nick GT- ( su nombre )
[2021:01:11-20:08:03]  (Local) -> (LOCAL)[1]Skippers: AHH
[2021:01:11-20:08:04]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: tengo activo el cobrador
[2021:01:11-20:08:05]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: jajajaja
[2021:01:11-20:08:07]  (Local) -> (LOCAL)[1]|Z|~IceWipe: no no
[2021:01:11-20:08:07]  (Local) -> (LOCAL)[1]Judas?Iscariotes: xd
[2021:01:11-20:08:08]  (Local) -> (LOCAL)[1]|Z|~IceWipe: o sea
[2021:01:11-20:08:10]  (Global) -> MrNea: dicen q es bidneando
[2021:01:11-20:08:10]  (Local) -> (LOCAL)[1][AK]Art: que paso
[2021:01:11-20:08:11]  (Local) -> (LOCAL)[3]francovilla,pato: 800k
[2021:01:11-20:08:12]  (Local) -> (LOCAL)[3](POPEYE): cuanto?
[2021:01:11-20:08:12]  (Local) -> (LOCAL)[1]|Z|~IceWipe: ejemplo
[2021:01:11-20:08:13]  (Local) -> (LOCAL)[1]|Z|~IceWipe: pille
[2021:01:11-20:08:13]  (Local) -> (LOCAL)[1][AK]AXION: TIENE 40K?
[2021:01:11-20:08:14]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: siempre facrurando
[2021:01:11-20:08:16]  (Local) -> (LOCAL)[8]GT|~PABLO: para diferenciarlo
[2021:01:11-20:08:16]  (Global) -> MrNea: la tengo bindeada pero no dej
[2021:01:11-20:08:17]  (Local) -> (LOCAL)[1][AK]AXION: porfa
[2021:01:11-20:08:18]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: tome
[2021:01:11-20:08:21]  (Local) -> (LOCAL)[3]Judas?Iscariotes: soestodo
[2021:01:11-20:08:22]  (Local) -> (LOCAL)[1]|Z|~IceWipe: este
[2021:01:11-20:08:22]  (Local) -> (LOCAL)[2]chirriplones: buena
[2021:01:11-20:08:23]  (Local) -> (LOCAL)[3](POPEYE): menos no?
[2021:01:11-20:08:25]  (Local) -> (LOCAL)[1]El_TaTa: gracias
[2021:01:11-20:08:26]  (Local) -> (LOCAL)[1]|Z|~IceWipe: vale casi 10 en la tienda
[2021:01:11-20:08:26]  (Global) -> #7F7F7F|ADM|#FF8C00ReizerB: nunca lo hice , no se nea es un bug
[2021:01:11-20:08:26]  (Local) -> (LOCAL)[3](POPEYE): se lo cambio
[2021:01:11-20:08:26]  (Local) -> (LOCAL)[9]GT-Chava_pai: papi
[2021:01:11-20:08:27]  (Team - Services) -> (TEAM)[AK]Art: al terminar esta ronda puedo darte
[2021:01:11-20:08:28]  (Local) -> (LOCAL)[1]|Z|~IceWipe: digamos 9
[2021:01:11-20:08:29]  (Local) -> (LOCAL)[9]GT-Chava_pai: voy melo
[2021:01:11-20:08:30]  (Local) -> (LOCAL)[3]francovilla,pato: si
[2021:01:11-20:08:31]  (Local) -> (LOCAL)[9]GT|~PABLO: listo
[2021:01:11-20:08:31]  (Local) -> (LOCAL)[1]|Z|~IceWipe: cerrados
[2021:01:11-20:08:32]  (Local) -> (LOCAL)[1]juan-3fj: denada
[2021:01:11-20:08:33]  (Global) -> Churta_23: montese
[2021:01:11-20:08:36]  (Local) -> (LOCAL)[9]GT|~PABLO: melisimo
[2021:01:11-20:08:36]  (Local) -> (LOCAL)[3]francovilla,pato: esta nueado
[2021:01:11-20:08:37]  (Local) -> (LOCAL)[1]|Z|~IceWipe: a 500 el millon
[2021:01:11-20:08:40]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: lo pondre en ese precio
[2021:01:11-20:08:42]  (Local) -> (LOCAL)[11]GT|~PABLO: oe
[2021:01:11-20:08:43]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: en 100k
[2021:01:11-20:08:44]  (Local) -> (LOCAL)[1]Judas?Iscariotes: ale
[2021:01:11-20:08:46]  (Local) -> (LOCAL)[3](POPEYE): ale
[2021:01:11-20:08:48]  (Local) -> (LOCAL)[1]|Z|~IceWipe: o sea
[2021:01:11-20:08:48]  (Local) -> (LOCAL)[2]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: pero debes comprarlo rapidoooo
[2021:01:11-20:08:48]  (Local) -> (LOCAL)[2][AK]AXION: gracias esq nesesitaba pa unos c4 q ando matando policias
[2021:01:11-20:08:49]  (Local) -> (LOCAL)[1]chirriplones: QUe ?
[2021:01:11-20:08:51]  (Local) -> (LOCAL)[2][AK]Art: por mi solo tengo 5k
[2021:01:11-20:08:51]  (Local) -> (LOCAL)[5]2cb'AraganG: bai
[2021:01:11-20:08:52]  (Local) -> (LOCAL)[1]|Z|~IceWipe: el carro le sale como en 4k
[2021:01:11-20:08:53]  (Local) -> (LOCAL)[2]Judas?Iscariotes: yose omke
[2021:01:11-20:08:54]  (Local) -> (LOCAL)[1]chirriplones: tombohp
[2021:01:11-20:08:55]  (Local) -> (LOCAL)[1]El_TaTa: chimba de moto
[2021:01:11-20:08:56]  (Global) -> Churta_23: hablame
[2021:01:11-20:08:57]  (Global) -> (Z)SANTIAGO): tengo derecho
[2021:01:11-20:08:59]  (Local) -> (LOCAL)[1]Judas?Iscariotes: tengo 20 dias acumulado
[2021:01:11-20:09:00]  (Local) -> (LOCAL)[1]Skippers: AHH HACER LA CUENTA CON EL PRECIO DEL LOS CARROWS
[2021:01:11-20:09:02]  (Local) -> (LOCAL)[1]chirriplones: a que
[2021:01:11-20:09:04]  (Local) -> (LOCAL)[1]|Z|~IceWipe: sisas
[2021:01:11-20:09:04]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: bueno xd
[2021:01:11-20:09:05]  (Local) -> (LOCAL)[1]Judas?Iscariotes: tendria mas
[2021:01:11-20:09:08]  (Global) -> (Z)SANTIAGO): acojerte jajaja
[2021:01:11-20:09:09]  (Local) -> (LOCAL)[1]chirriplones: que hize lok hp
[2021:01:11-20:09:09]  (Global) -> Z~>[J]ot4^^: ( ͡~ ͜ʖ ͡°)
[2021:01:11-20:09:10]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF8C00ReizerB: esta estallada
[2021:01:11-20:09:11]  (Local) -> (LOCAL)[2]francovilla,pato: es cuanto
[2021:01:11-20:09:12]  (Local) -> (LOCAL)[1]Judas?Iscariotes: pero no juegue por 3 meses
[2021:01:11-20:09:12]  (Local) -> (LOCAL)[1][AK]Art: ok termino y te los paso
[2021:01:11-20:09:13]  (Local) -> (LOCAL)[1]Skippers: CON TODOS O Q
[2021:01:11-20:09:16]  (Local) -> (LOCAL)[2](POPEYE): 1 palo
[2021:01:11-20:09:16]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: pq
[2021:01:11-20:09:17]  (Local) -> (LOCAL)[2]francovilla,pato: este cuanto
[2021:01:11-20:09:18]  (Local) -> (LOCAL)[1]Judas?Iscariotes: inicie a jugar en febrero del 2020
[2021:01:11-20:09:20]  (Global) -> (Z)SANTIAGO): nada usted salio y ya
[2021:01:11-20:09:20]  (Local) -> (LOCAL)[1]|Z|~IceWipe: con los que usted diga
[2021:01:11-20:09:21]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00ReizerB: oe
[2021:01:11-20:09:21]  (Global) -> El_ZAAARCOOO: adm ayida
[2021:01:11-20:09:26]  (Local) -> (LOCAL)[1]|Z|~IceWipe: los carros los tiene en el dc
[2021:01:11-20:09:28]  (Local) -> (LOCAL)[2]francovilla,pato: 1malo
[2021:01:11-20:09:28]  (Local) -> (LOCAL)[1]|Z|~IceWipe: ahi le mande foto
[2021:01:11-20:09:31]  (Local) -> (LOCAL)[1][AK]AXION: te escolto
[2021:01:11-20:09:32]  (Local) -> (LOCAL)[1]|Z|~IceWipe: hableme por dc
[2021:01:11-20:09:33]  (Local) -> (LOCAL)[1]Skippers: PILLE LOS Q TENGO
[2021:01:11-20:09:33]  (Local) -> (LOCAL)[3]francovilla,pato: palo
[2021:01:11-20:09:34]  (Global) -> El_ZAAARCOOO: ADM AYUDA
[2021:01:11-20:09:34]  (Local) -> (LOCAL)[5]chirriplones: este hp
[2021:01:11-20:09:35]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB: que pasa?
[2021:01:11-20:09:36]  (Local) -> (LOCAL)[5]GT|-Benson: oe estan reclutando?
[2021:01:11-20:09:36]  (Local) -> (LOCAL)[3](POPEYE): si
[2021:01:11-20:09:37]  (Local) -> (LOCAL)[1]|Z|~IceWipe: se me va a apagar el pc
[2021:01:11-20:09:38]  (Local) -> (LOCAL)[5]chirriplones: lo voy a reportar
[2021:01:11-20:09:39]  (Local) -> (LOCAL)[3]GT|~PABLO: Wolf
[2021:01:11-20:09:39]  (Local) -> (LOCAL)[4]francovilla,pato: 1 pali
[2021:01:11-20:09:44]  (Local) -> (LOCAL)[4]francovilla,pato: palo
[2021:01:11-20:09:44]  (Local) -> (LOCAL)[1][AK]AXION: q paso
[2021:01:11-20:09:45]  (Global) -> faby: no me deja subir
[2021:01:11-20:09:46]  (Global) -> (ak)andres: ESTOY EN HOSPITAL CENTRAL ARRANCO ALAS 3:30 PARA LAS VENTURAS 1800 EL PASAJE
[2021:01:11-20:09:49]  (Global) -> chirriplones: como se reporta ?
[2021:01:11-20:09:49]  (Global) -> El_ZAAARCOOO: COMO HAGO PARA QUITARME UNA PRENDA
[2021:01:11-20:09:53]  (Local) -> (LOCAL)[2]GT|~PABLO: Wolfuser
[2021:01:11-20:09:53]  (Global) -> [Z]Cris: t/lasercolor
[2021:01:11-20:09:54]  (Local) -> (LOCAL)[5]lGTlAnndrew: a quien?
[2021:01:11-20:09:54]  (Local) -> (LOCAL)[1]sayayin'santiago: qe paso
[2021:01:11-20:09:54]  (Local) -> (LOCAL)[5]GT|-Benson: bobo
[2021:01:11-20:09:57]  (Local) -> (LOCAL)[5]chirriplones: como se reporta jakets
[2021:01:11-20:09:58]  (Local) -> (LOCAL)[2]Sayayin'Lufero: se me salio
[2021:01:11-20:10:02]  (Local) -> (LOCAL)[1][AK]Art: no me deja
[2021:01:11-20:10:03]  (Local) -> (LOCAL)[5]lGTlAnndrew: hacks?
[2021:01:11-20:10:03]  (Local) -> (LOCAL)[5]chirriplones: a un tombo hp
[2021:01:11-20:10:04]  (Local) -> (LOCAL)[1]El_TaTa: wifi de mierda
[2021:01:11-20:10:05]  (Local) -> (LOCAL)[1][AK]Art: continuar
[2021:01:11-20:10:06]  (Local) -> (LOCAL)[4]francovilla,pato: oe este por el suyo
[2021:01:11-20:10:08]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB:  /repita y la borra
[2021:01:11-20:10:08]  (Local) -> (LOCAL)[2]GT|~PABLO: Wolfuser
[2021:01:11-20:10:09]  (Local) -> (LOCAL)[2][MZ]Cagaleto: sin esconderse como gay ps
[2021:01:11-20:10:10]  (Local) -> (LOCAL)[2]GT|~PABLO: suba
[2021:01:11-20:10:12]  (Local) -> (LOCAL)[4]FernanditoGAUCHO: que mas tiene pa el cambio
[2021:01:11-20:10:12]  (Local) -> (LOCAL)[1]Judas?Iscariotes: todo bien pa
[2021:01:11-20:10:13]  (Local) -> (LOCAL)[5]lGTlAnndrew: ahh si tienes capturas
[2021:01:11-20:10:14]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: ESO
[2021:01:11-20:10:14]  (Local) -> (LOCAL)[2]sayayin'santiago: me mate a un # y este polis
[2021:01:11-20:10:14]  (Local) -> (LOCAL)[5]chirriplones: Jacket el de hotline miami
[2021:01:11-20:10:15]  (Local) -> (LOCAL)[1]juan-3fj: x2
[2021:01:11-20:10:15]  (Local) -> (LOCAL)[4](POPEYE): entonces
[2021:01:11-20:10:15]  (Team - Criminals) -> (TEAM)El_ZAAARCOOO: /repita
[2021:01:11-20:10:15]  (Local) -> (LOCAL)[2][AK]AXION: ya?
[2021:01:11-20:10:16]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB:  /ropita
[2021:01:11-20:10:17]  (Local) -> (LOCAL)[5]GTl-Gales: dw
[2021:01:11-20:10:18]  (Local) -> (LOCAL)[2]GT|~PABLO: para decirle algo
[2021:01:11-20:10:20]  (Local) -> (LOCAL)[5]chirriplones: no jajajajaj
[2021:01:11-20:10:20]  (Local) -> (LOCAL)[3][MZ]Cagaleto: boboboboobob
[2021:01:11-20:10:22]  (Local) -> (LOCAL)[1]Judas?Iscariotes: me bajo
[2021:01:11-20:10:22]  (Local) -> (LOCAL)[2][AK]AXION: tiene gasolina?
[2021:01:11-20:10:23]  (Local) -> (LOCAL)[2]Wolfuser: que ?
[2021:01:11-20:10:23]  (Local) -> (LOCAL)[2]GT|~PABLO: con la g
[2021:01:11-20:10:24]  (Local) -> (LOCAL)[5]lGTlAnndrew: debes ir al discord y tomar un ticket
[2021:01:11-20:10:24]  (Local) -> (LOCAL)[4]francovilla,pato: popeye es
[2021:01:11-20:10:24]  (Local) -> (LOCAL)[2]GT-Chava_pai: ppai
[2021:01:11-20:10:26]  (Local) -> (LOCAL)[1]Judas?Iscariotes: porno tener plata xd
[2021:01:11-20:10:26]  (Local) -> (LOCAL)[1]El_TaTa: dejeme en el banco porfa
[2021:01:11-20:10:26]  (Local) -> (LOCAL)[2]GT-Chava_pai: no pare
[2021:01:11-20:10:29]  (Global) -> El_ZAAARCOOO: no me deja usar ese comando
[2021:01:11-20:10:29]  (Local) -> (LOCAL)[1]GT-Chava_pai: que nos matan
[2021:01:11-20:10:31]  (Local) -> (LOCAL)[4](POPEYE): entonces?
[2021:01:11-20:10:34]  (Local) -> (LOCAL)[2]Wolfuser: no quiero gang
[2021:01:11-20:10:34]  (Local) -> (LOCAL)[1][AK]AXION: tiene gasolina?
[2021:01:11-20:10:35]  (Global) -> (ak)andres: ESTOY EN HOSPITAL CENTRAL ARRANCO ALAS 3:30 PARA LAS VENTURAS 1800 EL PASAJE
[2021:01:11-20:10:35]  (Local) -> (LOCAL)[5]lGTlAnndrew: de ahi esperar que un admin te ayuda
[2021:01:11-20:10:36]  (Global) -> #7F7F7F|ADM|#FF5C00ReizerB: (ak)andres no mande en mayusculas o lo muteo
[2021:01:11-20:10:36]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: aaa
[2021:01:11-20:10:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: xd
[2021:01:11-20:10:38]  (Global) -> joselolfed: oe
[2021:01:11-20:10:38]  (Local) -> (LOCAL)[2]GT|~PABLO: aaaaa
[2021:01:11-20:10:38]  (Local) -> (LOCAL)[1][AK]Art: mier.. no me di cuenta
[2021:01:11-20:10:39]  (Local) -> (LOCAL)[4]francovilla,pato: oe
[2021:01:11-20:10:40]  (Local) -> (LOCAL)[5]GT|-Benson: bai bai my friend
[2021:01:11-20:10:41]  (Local) -> (LOCAL)[1]GT|~PABLO: por que?
[2021:01:11-20:10:42]  (Global) -> PalmerP: oe
[2021:01:11-20:10:42]  (Global) -> (ak)andres: ok
[2021:01:11-20:10:44]  (Local) -> (LOCAL)[4]francovilla,pato: no
[2021:01:11-20:10:44]  (Local) -> (LOCAL)[1][AK]AXION: ahh vamos
[2021:01:11-20:10:45]  (Local) -> (LOCAL)[3]Wolfuser: me da pereza
[2021:01:11-20:10:46]  (Global) -> (ak)andres: xd
[2021:01:11-20:10:47]  (Local) -> (LOCAL)[4]chirriplones: a gracias pa
[2021:01:11-20:10:47]  (Global) -> joselolfed: pa donde va?
[2021:01:11-20:10:48]  (Global) -> KoKo99: Como se pueden poner accesorios?
[2021:01:11-20:10:49]  (Global) -> PalmerP: me acaba de estallar el carro XD
[2021:01:11-20:10:51]  (Local) -> (LOCAL)[4]lGTlAnndrew: ale men
[2021:01:11-20:10:51]  (Local) -> (LOCAL)[1]Judas?Iscariotes: oe
[2021:01:11-20:10:52]  (Local) -> (LOCAL)[1]GT|~PABLO: no tiene que hacer nada
[2021:01:11-20:10:53]  (Local) -> (LOCAL)[1]|2cb|LaQuica-Sicario: el autito hace juego con vos putito jajajajajajajaja trolo
[2021:01:11-20:10:55]  (Local) -> (LOCAL)[4]lGTlAnndrew: eres nuevo
[2021:01:11-20:10:56]  (Local) -> (LOCAL)[1]Judas?Iscariotes: pero este si le cuentan los puntos
[2021:01:11-20:10:56]  (Local) -> (LOCAL)[3](POPEYE): mmm mh hay 85
[2021:01:11-20:10:57]  (Local) -> (LOCAL)[1]#7F7F7F|ADM||LG|#FFFF00|Ak|[g8]: eo
[2021:01:11-20:10:57]  (Local) -> (LOCAL)[4]2cb'AraganG: vea no me dejo kmatarlo sapo
[2021:01:11-20:10:57]  (Global) -> MrNea: soy yo o el server va lag?
[2021:01:11-20:10:58]  (Local) -> (LOCAL)[1]Judas?Iscariotes: de drif?
[2021:01:11-20:10:59]  (Global) -> PalmerP: Al aeropuerto de aca de LV
[2021:01:11-20:10:59]  (Local) -> (LOCAL)[4]chirriplones: de donde saco ese juguete
