This file was generated by Console at 2020:11:27-00:00:00



[2020:11:27-00:00:00]  (Global) -> 2cb'ViejoRichard: si
[2020:11:27-20:17:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: NO FUI YO
[2020:11:27-20:17:19]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: no
[2020:11:27-20:17:19]  (Global) -> elpspytriana: si
[2020:11:27-20:17:22]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: no me deja hacer nada
[2020:11:27-20:17:26]  (Local) -> (LOCAL)[1]esperanzaGmez: mm
[2020:11:27-20:17:27]  (Local) -> (LOCAL)[3]chocomiiiiiiiiiilk: f
[2020:11:27-20:17:27]  (Local) -> (LOCAL)[3](POPEYE): ahsss
[2020:11:27-20:17:30]  (Global) -> 2cB'Mani_jkl: x
[2020:11:27-20:17:31]  (Local) -> (LOCAL)[1]/Z/^JEFER: es que no me acuerdo
[2020:11:27-20:17:35]  (Global) -> Yandrix: na mk copion
[2020:11:27-20:17:36]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: NO ME apuntes
[2020:11:27-20:17:37]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: toca es directamente con bala
[2020:11:27-20:17:37]  (Local) -> (LOCAL)[7][Z]Bocato: pq tiene una sola uzi
[2020:11:27-20:17:37]  (Local) -> (LOCAL)[3]CAPU|Elmenor: solo pueden los lvl 5 si o que?
[2020:11:27-20:17:39]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: no copeo
[2020:11:27-20:17:41]  (Local) -> (LOCAL)[3](POPEYE): entonces hay seria solo bala
[2020:11:27-20:17:41]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: si yo creo
[2020:11:27-20:17:45]  (Local) -> (LOCAL)[1]esperanzaGmez: loko
[2020:11:27-20:17:47]  (Local) -> (LOCAL)[9]2cb'CamilaShade: ready
[2020:11:27-20:17:48]  (Local) -> (LOCAL)[4]PATRON: juanjo
[2020:11:27-20:17:49]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: LOKA
[2020:11:27-20:17:50]  (Local) -> (LOCAL)[3]Judas?Iscariotes: ay
[2020:11:27-20:17:50]  (Local) -> (LOCAL)[3](POPEYE): ahss listo pa gracias
[2020:11:27-20:17:51]  (Local) -> (LOCAL)[1]/Z/^JEFER: hodoblockey o algo asi
[2020:11:27-20:17:52]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: es que ni aunque sacara plata lo podría comprar
[2020:11:27-20:17:56]  (Team - Criminals) -> (TEAM)PATRON: quien es su jefe
[2020:11:27-20:17:56]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: pq el limite es 99 palos
[2020:11:27-20:17:57]  (Local) -> (LOCAL)[1]|Z|~IceWipe: breve xd
[2020:11:27-20:17:57]  (Local) -> (LOCAL)[2][2cb]JuanPablo: le apetecen lukas?
[2020:11:27-20:17:58]  (Local) -> (LOCAL)[10][Z]Bocato: pegeme aca
[2020:11:27-20:17:58]  (Local) -> (LOCAL)[3](POPEYE): sii
[2020:11:27-20:18:00]  (Global) -> [2cb]Bellaqueohpt: juan
[2020:11:27-20:18:02]  (Local) -> (LOCAL)[1][Z]Skippers: jajaja
[2020:11:27-20:18:02]  (Local) -> (LOCAL)[12][Zetas]JOHAN: no
[2020:11:27-20:18:03]  (Team - Services) -> (TEAM)(POPEYE): exacto
[2020:11:27-20:18:05]  (Local) -> (LOCAL)[3][2cb]JuanPablo: por que?
[2020:11:27-20:18:06]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: toca q hable con bala
[2020:11:27-20:18:08]  (Local) -> (LOCAL)[1]/Z/^JEFER: o busca como ponerce macro y ya
[2020:11:27-20:18:09]  (Local) -> (LOCAL)[1]|Z|~IceWipe: mira como me bajo
[2020:11:27-20:18:10]  (Global) -> #7F7F7F|CVR|#FF5C00Orgalor|C&A|: xdd
[2020:11:27-20:18:10]  (Local) -> (LOCAL)[3](POPEYE): por que yo no pude hacer eso
[2020:11:27-20:18:11]  (Local) -> (LOCAL)[3][JUANJO]: SAPO
[2020:11:27-20:18:11]  (Local) -> (LOCAL)[1][Z]Skippers: de donde tanto tombo
[2020:11:27-20:18:14]  (Local) -> (LOCAL)[1][2cb]JuanPablo: y no te disparare a ti
[2020:11:27-20:18:14]  (Local) -> (LOCAL)[1][Zetas]JOHAN: pq no
[2020:11:27-20:18:15]  (Global) -> Judas?Iscariotes: busco gan
[2020:11:27-20:18:17]  (Local) -> (LOCAL)[3](POPEYE): no me deja sacra mas de 100
[2020:11:27-20:18:21]  (Local) -> (LOCAL)[1][2cb]JuanPablo: a bn
[2020:11:27-20:18:22]  (Local) -> (LOCAL)[6][Z]Bocato: le da feo menor
[2020:11:27-20:18:24]  (Local) -> (LOCAL)[3](POPEYE): osea 99999
[2020:11:27-20:18:25]  (Local) -> (LOCAL)[3]CAPU|Elmenor: bala depronto se conecta ahora mas tarde
[2020:11:27-20:18:26]  (Local) -> (LOCAL)[6][Z]Bocato: suaveeee
[2020:11:27-20:18:26]  (Local) -> (LOCAL)[3]Judas?Iscariotes: ,.
[2020:11:27-20:18:28]  (Local) -> (LOCAL)[3][2cb]JuanPablo: malparido sapo hpta
[2020:11:27-20:18:28]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: si
[2020:11:27-20:18:28]  (Local) -> (LOCAL)[6][Z]Bocato: ay
[2020:11:27-20:18:31]  (Local) -> (LOCAL)[1][2cb]Bellaqueohpt: 7kill
[2020:11:27-20:18:32]  (Local) -> (LOCAL)[1]/Z/^JEFER: el lag
[2020:11:27-20:18:32]  (Local) -> (LOCAL)[3](POPEYE): listo pa gracias
[2020:11:27-20:18:34]  (Local) -> (LOCAL)[3][2cb]JuanPablo: encaname ya pues
[2020:11:27-20:18:35]  (Local) -> (LOCAL)[3](POPEYE): capu
[2020:11:27-20:18:36]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: bala entra aveces en la noche
[2020:11:27-20:18:37]  (Global) -> #7F7F7F|CVR|#FF5C00Orgalor|C&A|: Bueno
[2020:11:27-20:18:37]  (Local) -> (LOCAL)[8]2cb'CamilaShade: DEJE LA PIEDRA PAPI
[2020:11:27-20:18:37]  (Local) -> (LOCAL)[4]PATRON: yo q le iba a ayudar
[2020:11:27-20:18:38]  (Local) -> (LOCAL)[3][Zetas]JOHAN: q grosero mi parse
[2020:11:27-20:18:41]  (Local) -> (LOCAL)[1][Zetas]_Hir0: todo 2cb de tombo naaa
[2020:11:27-20:18:43]  (Global) -> esperanzaGmez: mmmmmmmmmmmmmmmm
[2020:11:27-20:18:44]  (Local) -> (LOCAL)[8][Z]Bocato: aaaaaa
[2020:11:27-20:18:45]  (Local) -> (LOCAL)[3][2cb]JuanPablo: encaname
[2020:11:27-20:18:46]  (Local) -> (LOCAL)[8][Z]Bocato: AJAJAJJAA
[2020:11:27-20:18:47]  (Global) -> #7F7F7F|CVR|#FF5C00Orgalor|C&A|: mmmmmmmmmmmmmmmmmmmm
[2020:11:27-20:18:47]  (Local) -> (LOCAL)[4][2cb]JuanPablo: ash
[2020:11:27-20:18:47]  (Local) -> (LOCAL)[3](POPEYE): vale gracias pa
[2020:11:27-20:18:47]  (Local) -> (LOCAL)[3]CAPU|Elmenor: dime
[2020:11:27-20:18:50]  (Global) -> 2cb'CamilaShade: QUEEEEEEE
[2020:11:27-20:18:51]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: ale
[2020:11:27-20:18:53]  (Global) -> esperanzaGmez: </3
[2020:11:27-20:19:01]  (Local) -> (LOCAL)[1]|Z|~IceWipe: si viste
[2020:11:27-20:19:02]  (Local) -> (LOCAL)[1]|Z|~IceWipe: ?
[2020:11:27-20:19:03]  (Local) -> (LOCAL)[3][JUANJO]: DEME UNA OFERTE Y LE COLOBO
[2020:11:27-20:19:04]  (Local) -> (LOCAL)[1]/Z/^JEFER: si
[2020:11:27-20:19:07]  (Global) -> [Z]Bocato: F
[2020:11:27-20:19:08]  (Global) -> SapoHP2cb: SOÑE CON QUE ME SUBIAN DE RANGO EN DRIFTER
[2020:11:27-20:19:13]  (Local) -> (LOCAL)[1]/Z/^JEFER: como lohace?
[2020:11:27-20:19:17]  (Local) -> (LOCAL)[1]|Z|~IceWipe: luego le enseño
[2020:11:27-20:19:20]  (Local) -> (LOCAL)[2](POPEYE): mk
[2020:11:27-20:19:22]  (Local) -> (LOCAL)[1]|Z|~IceWipe: ahora voy a encanar gamines
[2020:11:27-20:19:25]  (Local) -> (LOCAL)[1]|Z|~IceWipe: vamos o q
[2020:11:27-20:19:26]  (Local) -> (LOCAL)[2](POPEYE): hay te envie unas lukas
[2020:11:27-20:19:30]  (Global) -> |DJ|[Z]_VALLUNITO_: Naaa q lag
[2020:11:27-20:19:31]  (Local) -> (LOCAL)[2](POPEYE): ajajaja por el tiempo perdido
[2020:11:27-20:19:39]  (Global) -> [JUANJO]: OE SENOR PATRONB
[2020:11:27-20:19:39]  (Global) -> Yandrix: xddddd
[2020:11:27-20:19:41]  (Local) -> (LOCAL)[2](POPEYE): que pena miolestar tanto
[2020:11:27-20:19:41]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: me buguiaste maricon
[2020:11:27-20:19:42]  (Local) -> (LOCAL)[6]2cb'[G]omelo: pense q era solo yo
[2020:11:27-20:19:44]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: pq
[2020:11:27-20:19:44]  (Local) -> (LOCAL)[3]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: XD
[2020:11:27-20:19:46]  (Local) -> (LOCAL)[1]|Z|~IceWipe: oe cuanta plata tiene?
[2020:11:27-20:19:47]  (Local) -> (LOCAL)[1]/Z/^JEFER: bno
[2020:11:27-20:19:48]  (Local) -> (LOCAL)[2]chocomiiiiiiiiiilk: humildad
[2020:11:27-20:19:48]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: q paso
[2020:11:27-20:19:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: ahi
[2020:11:27-20:19:51]  (Local) -> (LOCAL)[1]|DJ|[Z]_VALLUNITO_: Bonito bind
[2020:11:27-20:19:52]  (Global) -> [CAPU]Tirofijo: ZEROOOOOO
[2020:11:27-20:19:53]  (Local) -> (LOCAL)[2](POPEYE): es que es muy linda como pa dejarla perder
[2020:11:27-20:19:56]  (Local) -> (LOCAL)[1]2cb'CamilaShade: holi
[2020:11:27-20:19:56]  (Local) -> (LOCAL)[1]esperanzaGmez: jaja
[2020:11:27-20:19:59]  (Local) -> (LOCAL)[2]CAPU|Elmenor: aaa breve parce gracias, ahora bala se conecta y le decimos a ver
[2020:11:27-20:19:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: jajajaj
[2020:11:27-20:19:59]  (Local) -> (LOCAL)[3]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: ahora no me sirve lo de acomodar ropita :c
[2020:11:27-20:19:59]  (Local) -> (LOCAL)[1]2cb'CamilaShade: gracias
[2020:11:27-20:20:00]  (Local) -> (LOCAL)[1]esperanzaGmez: vamos amor
[2020:11:27-20:20:02]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: vamos
[2020:11:27-20:20:03]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: XD
[2020:11:27-20:20:06]  (Local) -> (LOCAL)[5]Yandrix: sueltame
[2020:11:27-20:20:06]  (Local) -> (LOCAL)[3]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: a no espere
[2020:11:27-20:20:08]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: ven te llevo
[2020:11:27-20:20:11]  (Global) -> #7F7F7F|CVR|#0064FFKreator: uyyyyyyy
[2020:11:27-20:20:12]  (Local) -> (LOCAL)[2](POPEYE): listo pa la buena
[2020:11:27-20:20:13]  (Local) -> (LOCAL)[1]/Z/^JEFER: ps tengo poca ayer me compre una moto y hoy un carro tengo como 200k
[2020:11:27-20:20:13]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: oe
[2020:11:27-20:20:15]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: me encana
[2020:11:27-20:20:16]  (Global) -> elpspytriana: lito vamonos
[2020:11:27-20:20:18]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Lopez: uwum
[2020:11:27-20:20:20]  (Local) -> (LOCAL)[1]|Z|~IceWipe: q carro tiene?
[2020:11:27-20:20:22]  (Local) -> (LOCAL)[1]esperanzaGmez: lindo
[2020:11:27-20:20:23]  (Local) -> (LOCAL)[2]chocomiiiiiiiiiilk: a camellar
[2020:11:27-20:20:24]  ([Msg] de [Z]_VALLUNITO_ para Kreator: Hola) -> nil
[2020:11:27-20:20:27]  (Global) -> Judas?Iscariotes: q pasa puta?
[2020:11:27-20:20:29]  (Local) -> (LOCAL)[1]esperanzaGmez: cuanto te valio
[2020:11:27-20:20:32]  (Local) -> (LOCAL)[2](POPEYE): te llevo
[2020:11:27-20:20:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: desactivale los mods
[2020:11:27-20:20:34]  (Local) -> (LOCAL)[5]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: Izzi
[2020:11:27-20:20:38]  (Local) -> (LOCAL)[2](POPEYE): o te llevas la zoorra
[2020:11:27-20:20:39]  (Local) -> (LOCAL)[5]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: OwO
[2020:11:27-20:20:39]  (Global) -> elpspytriana: matalo
[2020:11:27-20:20:40]  (Local) -> (LOCAL)[2]CAPU|Elmenor: NONAS TODO BIEN
[2020:11:27-20:20:40]  ([Msg] de Kreator para [Z]_VALLUNITO_: hloa) -> nil
[2020:11:27-20:20:41]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: perimero
[2020:11:27-20:20:41]  (Local) -> (LOCAL)[1]esperanzaGmez: no los tengo
[2020:11:27-20:20:42]  (Global) -> Ryan_Castro: en que lado compro la camioneta mesa?
[2020:11:27-20:20:43]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF0000Lopez: me encanas
[2020:11:27-20:20:43]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: a ok
[2020:11:27-20:20:44]  (Local) -> (LOCAL)[2](POPEYE): o podes hacer tele'
[2020:11:27-20:20:47]  (Local) -> (LOCAL)[2]#7F7F7F|LG||Coomo?|#FF0000CAPU|~CapuCurioso~|: OwO
[2020:11:27-20:20:48]  (Global) -> |Z|~IceWipe: no la venden
[2020:11:27-20:20:48]  (Local) -> (LOCAL)[2](POPEYE): VALE
[2020:11:27-20:20:51]  (Global) -> elpspytriana: me arestaron ayudaaaa
[2020:11:27-20:20:51]  (Global) -> 2cb'LILPUSSY: DEJE DE ATROPELLARME PS SAPO SI NO QUIERE QUE LO ARRESTRE
[2020:11:27-20:20:54]  (Local) -> (LOCAL)[9][Z]Maicke: pato
[2020:11:27-20:20:56]  ([Msg] de [Z]_VALLUNITO_ para Kreator: Hola especta a camila shade) -> nil
[2020:11:27-20:20:57]  (Local) -> (LOCAL)[1]|Z|~IceWipe: y la moto?
[2020:11:27-20:20:58]  (Local) -> (LOCAL)[10]2cb'ratix: pato usted
[2020:11:27-20:20:59]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: me costo 1 millon
[2020:11:27-20:20:59]  (Local) -> (LOCAL)[10]2cb'ratix: loka
[2020:11:27-20:21:00]  (Global) -> [2cb]JuanPablo: bellaqueo
[2020:11:27-20:21:01]  (Global) -> ComeBurras69: Cállese pelao marica
[2020:11:27-20:21:03]  (Local) -> (LOCAL)[9][Z]Maicke: paila pirobo
[2020:11:27-20:21:05]  (Global) -> [2cb]Bellaqueohpt: juan q paso
[2020:11:27-20:21:05]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: es
[2020:11:27-20:21:05]  (Local) -> (LOCAL)[1]esperanzaGmez: :o dond
[2020:11:27-20:21:05]  (Local) -> (LOCAL)[10][Z]Maicke: despeguela
[2020:11:27-20:21:06]  (Local) -> (LOCAL)[7][Z]Bocato: uf
[2020:11:27-20:21:09]  (Local) -> (LOCAL)[10]2cb'ElSocito: salga ps bobo kgO
[2020:11:27-20:21:09]  (Local) -> (LOCAL)[10]2cb'ratix: nah mero ñerito
[2020:11:27-20:21:10]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: de mis favoritos
[2020:11:27-20:21:11]  (Global) -> [2cb]JuanPablo: hay te roto otras 100k
[2020:11:27-20:21:11]  (Local) -> (LOCAL)[7]2cb'CamilaShade: no me di cuentaaaaaaaaaaa
[2020:11:27-20:21:11]  ([Msg] de [Z]_VALLUNITO_ para Kreator: Está usando binds) -> nil
[2020:11:27-20:21:14]  (Local) -> (LOCAL)[5][Z]Bocato: alias toreto
[2020:11:27-20:21:16]  ([Msg] de Kreator para [Z]_VALLUNITO_: voy) -> nil
[2020:11:27-20:21:21]  (Local) -> (LOCAL)[7][Z]Maicke: ni asi
[2020:11:27-20:21:21]  (Local) -> (LOCAL)[4][Z]Bocato: 1000 de ping
[2020:11:27-20:21:25]  (Local) -> (LOCAL)[1]/Z/^JEFER: la vendi para comprame esta aunque creo que me estafaron lo compre a un millon
[2020:11:27-20:21:26]  (Local) -> (LOCAL)[1]esperanzaGmez: si esta bonito donde lovenden
[2020:11:27-20:21:26]  (Global) -> [2cb]JuanPablo: list0
[2020:11:27-20:21:27]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: a trabajar que los rares no se sacan solos
[2020:11:27-20:21:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Lopez: ENCANEMEEEEEEEEEEEEEEE
[2020:11:27-20:21:33]  (Local) -> (LOCAL)[1](POPEYE): CUAL TE GUSTA?
[2020:11:27-20:21:33]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: te llevo
[2020:11:27-20:21:35]  (Global) -> |DJ|[Z]_VALLUNITO_: kREATOR ME RESPONDES
[2020:11:27-20:21:35]  (Local) -> (LOCAL)[1]/Z/^JEFER: y la moto me como 2 millones y medio
[2020:11:27-20:21:40]  (Local) -> (LOCAL)[1]|Z|~IceWipe: jumm
[2020:11:27-20:21:40]  (Global) -> #7F7F7F|CVR|#0064FFKreator: hola
[2020:11:27-20:21:42]  (Local) -> (LOCAL)[1]|Z|~IceWipe: mucha gueva
[2020:11:27-20:21:43]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: este esta melo
[2020:11:27-20:21:43]  (Global) -> |DJ|[Z]_VALLUNITO_: Mira
[2020:11:27-20:21:48]  (Global) -> |DJ|[Z]_VALLUNITO_: Date warp
[2020:11:27-20:21:54]  (Global) -> #7F7F7F|CVR|#0064FFKreator: ya estoy ne eso
[2020:11:27-20:21:54]  (Local) -> (LOCAL)[1](POPEYE): AVER
[2020:11:27-20:21:55]  (Local) -> (LOCAL)[1]Judas?Iscariotes: ola
[2020:11:27-20:21:56]  (Local) -> (LOCAL)[1]|Z|~IceWipe: suba aca
[2020:11:27-20:21:58]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: creo
[2020:11:27-20:22:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: q aca
[2020:11:27-20:22:00]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF0000Piskero~2cb: ola
[2020:11:27-20:22:02]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: q
[2020:11:27-20:22:02]  (Global) -> |DJ|[Z]_VALLUNITO_: Bno
[2020:11:27-20:22:06]  (Local) -> (LOCAL)[1]esperanzaGmez: m
[2020:11:27-20:22:07]  (Local) -> (LOCAL)[1]/Z/^JEFER: mire
[2020:11:27-20:22:07]  (Local) -> (LOCAL)[1](POPEYE): CUAL RARE
[2020:11:27-20:22:11]  (Local) -> (LOCAL)[1]|Z|~IceWipe: el tombo movil
[2020:11:27-20:22:11]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: pera
[2020:11:27-20:22:12]  (Local) -> (LOCAL)[1]/Z/^JEFER: va rapido
[2020:11:27-20:22:14]  (Local) -> (LOCAL)[1](POPEYE): te gusta
[2020:11:27-20:22:14]  (Local) -> (LOCAL)[1][Z]Skippers: ajja
[2020:11:27-20:22:14]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: a que quiero comprar
[2020:11:27-20:22:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: no
[2020:11:27-20:22:18]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: aca n es
[2020:11:27-20:22:24]  (Global) -> |DJ|[Z]_VALLUNITO_: Si está viendo kreator?
[2020:11:27-20:22:25]  (Global) -> 2cV~[7]{7}(7): a
[2020:11:27-20:22:25]  (Local) -> (LOCAL)[1][Zetas]_Hir0: ush kiwto
[2020:11:27-20:22:25]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF0000Piskero~2cb: voy a comer jsajd
[2020:11:27-20:22:25]  (Local) -> (LOCAL)[1](POPEYE): cual
[2020:11:27-20:22:26]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: aca no es
[2020:11:27-20:22:28]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: el de carro con moas chinas
[2020:11:27-20:22:28]  (Global) -> #7F7F7F|CVR|#0064FFKreator: si
[2020:11:27-20:22:28]  (Local) -> (LOCAL)[2]Judas?Iscariotes: okk
[2020:11:27-20:22:32]  (Local) -> (LOCAL)[8][Z]Bocato: yo no fui
[2020:11:27-20:22:33]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: monas chinas
[2020:11:27-20:22:36]  (Local) -> (LOCAL)[1](POPEYE): aaa
[2020:11:27-20:22:36]  (Global) -> |DJ|[Z]_VALLUNITO_: Bno
[2020:11:27-20:22:42]  (Local) -> (LOCAL)[8]2cb'CamilaShade: jaaai
[2020:11:27-20:22:44]  (Local) -> (LOCAL)[1](POPEYE): no me gusta lo vendi
[2020:11:27-20:22:44]  (Local) -> (LOCAL)[10]|DJ|[Z]_VALLUNITO_: Analice y mire
[2020:11:27-20:22:45]  (Local) -> (LOCAL)[9]|Z|~IceWipe: uy dios
[2020:11:27-20:22:45]  (Local) -> (LOCAL)[1]esperanzaGmez: cuanto llevas?
[2020:11:27-20:22:48]  (Local) -> (LOCAL)[9]|Z|~IceWipe: bocato simpieando a camila
[2020:11:27-20:22:50]  (Local) -> (LOCAL)[1](POPEYE): de resto tengo todos
[2020:11:27-20:22:50]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: de que?
[2020:11:27-20:22:50]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: JOA
[2020:11:27-20:22:51]  (Local) -> (LOCAL)[1]esperanzaGmez: jugando
[2020:11:27-20:22:55]  (Local) -> (LOCAL)[9]|Z|~IceWipe: chite sapa
[2020:11:27-20:22:55]  (Local) -> (LOCAL)[9][Z]Bocato: jajaja
[2020:11:27-20:22:56]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: mas de 8 mese
[2020:11:27-20:22:57]  (Local) -> (LOCAL)[2]Judas?Iscariotes: bom carro
[2020:11:27-20:22:59]  (Local) -> (LOCAL)[8]|Z|~IceWipe: holaaaaa
[2020:11:27-20:22:59]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: qusiera un rare
[2020:11:27-20:23:02]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: joa
[2020:11:27-20:23:06]  (Local) -> (LOCAL)[9][Z]Bocato: aaaa
[2020:11:27-20:23:07]  (Local) -> (LOCAL)[1](POPEYE): vendo uno en 15
[2020:11:27-20:23:08]  (Local) -> (LOCAL)[1][CAPU]Tirofijo: zeroooooo
[2020:11:27-20:23:11]  (Local) -> (LOCAL)[9]|Z|~IceWipe: q pasa sapa
[2020:11:27-20:23:11]  (Local) -> (LOCAL)[9][Z]Bocato: hagala de aqui sapo
[2020:11:27-20:23:13]  (Global) -> [CAPU]ZeroTwo: dime
[2020:11:27-20:23:15]  (Local) -> (LOCAL)[8]|Z|~IceWipe: upa
[2020:11:27-20:23:19]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00Orgalor|C&A|: aca
[2020:11:27-20:23:19]  (Local) -> (LOCAL)[9]|Z|~IceWipe: mejor de frente
[2020:11:27-20:23:19]  (Local) -> (LOCAL)[1]chocomiiiiiiiiiilk: tengo solo un palo XDDDD
[2020:11:27-20:23:20]  (Local) -> (LOCAL)[10]|Z|~IceWipe: sin miedo
[2020:11:27-20:23:22]  (Local) -> (LOCAL)[1][CAPU]Tirofijo: no te acuerdas de mi :3
[2020:11:27-20:23:26]  (Local) -> (LOCAL)[11]2cb'CamilaShade: JAJAJAJA
[2020:11:27-20:23:27]  (Local) -> (LOCAL)[2]Judas?Iscariotes: menor
[2020:11:27-20:23:30]  (Local) -> (LOCAL)[12]|Z|~IceWipe: quieta sapa
[2020:11:27-20:23:31]  (Local) -> (LOCAL)[2]Judas?Iscariotes: oe
[2020:11:27-20:23:33]  (Local) -> (LOCAL)[11][Z]Bocato: jum
[2020:11:27-20:23:35]  (Local) -> (LOCAL)[2]Judas?Iscariotes: como hago
[2020:11:27-20:23:37]  (Local) -> (LOCAL)[12]|Z|~IceWipe: beso de 3
[2020:11:27-20:23:38]  (Local) -> (LOCAL)[2]Judas?Iscariotes: pa hacerpuntos
[2020:11:27-20:23:41]  (Global) -> elpspytriana: juanjooooooo ven ala comisaria
[2020:11:27-20:23:41]  (Global) -> [CAPU]ZeroTwo: no la verdad no perdon
[2020:11:27-20:23:42]  (Local) -> (LOCAL)[11]|Z|~IceWipe: beso de 3
[2020:11:27-20:23:44]  (Local) -> (LOCAL)[3]CAPU|Elmenor: uy pa
[2020:11:27-20:23:44]  (Local) -> (LOCAL)[0][2cb]Bellaqueohpt: /sit
[2020:11:27-20:23:45]  (Local) -> (LOCAL)[1][CAPU]Tirofijo: :´v
[2020:11:27-20:23:48]  (Local) -> (LOCAL)[14][Z]Bocato: hagale
[2020:11:27-20:23:48]  (Local) -> (LOCAL)[1][CAPU]Tirofijo: de dark
[2020:11:27-20:23:51]  (Local) -> (LOCAL)[2]CAPU|Elmenor: no le aparecen?
[2020:11:27-20:23:51]  (Local) -> (LOCAL)[2]Judas?Iscariotes: soy keisuke
[2020:11:27-20:23:51]  (Local) -> (LOCAL)[14]|Z|~IceWipe: ajjaja
[2020:11:27-20:23:52]  (Local) -> (LOCAL)[14][Z]Bocato: jaja
[2020:11:27-20:23:53]  (Local) -> (LOCAL)[13]2cb'CamilaShade: JAJAJAJAJJAAJA
[2020:11:27-20:23:54]  (Local) -> (LOCAL)[3]Judas?Iscariotes: nada
