This file was generated by Console at 2020:11:11-00:00:00



[2020:11:11-00:00:00]  (Global) -> 2cB'Sant:D: NA DJ CALLESE  HP
[2020:11:11-00:00:05]  (Global) -> 2cb|ZACK|: wii
[2020:11:11-22:56:04]  (Local) -> (LOCAL)[2]Mr.Nea: abra esa boquita
[2020:11:11-22:56:05]  (Local) -> (LOCAL)[1]TIROFIJO420: manco
[2020:11:11-22:56:07]  (Global) -> 2cb'Judas?Iscariotes:  /quit
[2020:11:11-22:56:13]  (Local) -> (LOCAL)[2]Mr.Nea: vallase sapa
[2020:11:11-22:56:20]  (Global) -> Bocato: cual es la skin del dino
[2020:11:11-22:56:20]  (Global) -> |DJ|DoctorUribe: no se puede capucho
[2020:11:11-22:56:30]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Megu: hey lo hiciste desconectar hp
[2020:11:11-22:56:30]  (Local) -> (LOCAL)[2]Mr.Nea: pegurem
[2020:11:11-22:56:31]  (Local) -> (LOCAL)[2]Aqua: q cacorro
[2020:11:11-22:56:32]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: hey lo hiciste desconectar hp
[2020:11:11-22:56:33]  (Local) -> (LOCAL)[2]Royal: aaa
[2020:11:11-22:56:34]  (Local) -> (LOCAL)[2]Aqua: dios mio
[2020:11:11-22:56:34]  (Local) -> (LOCAL)[2]Mr.Nea: pegueme
[2020:11:11-22:56:35]  (Global) -> [Zetas]Wilson12:  /stopanim
[2020:11:11-22:56:35]  (Global) -> oscar: pere me
[2020:11:11-22:56:36]  (Local) -> (LOCAL)[2]Mr.Nea: claro
[2020:11:11-22:56:38]  (Local) -> (LOCAL)[8]2cb'gomelo: panguanos
[2020:11:11-22:56:40]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: bueno hacer evento
[2020:11:11-22:56:43]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: de 500k
[2020:11:11-22:56:44]  (Local) -> (LOCAL)[3]Aqua: /fall
[2020:11:11-22:56:45]  (Local) -> (LOCAL)[8]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Epaaa
[2020:11:11-22:56:50]  (Local) -> (LOCAL)[9]Bocato: uy si
[2020:11:11-22:56:52]  (Local) -> (LOCAL)[8]g8: oe
[2020:11:11-22:56:52]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: vamos
[2020:11:11-22:56:52]  (Global) -> Mr.Nea: peguemeeeee
[2020:11:11-22:57:11]  (Local) -> (LOCAL)[5]2cb'gomelo: panguanos
[2020:11:11-22:57:12]  (Global) -> paulo.mafiaa: lo bui areportar
[2020:11:11-22:57:28]  (Global) -> [2CB]KEVIN: escriva /culearvieja
[2020:11:11-22:57:29]  (Global) -> TartarusPossessed: mero tema
[2020:11:11-22:57:32]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: QUe vas a hacxer
[2020:11:11-22:57:32]  (Local) -> (LOCAL)[4]2cb'gomelo: panguanos
[2020:11:11-22:57:32]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Catre: mmm no se de que hacer evento XD
[2020:11:11-22:57:34]  (Local) -> (LOCAL)[2]Royal: aa
[2020:11:11-22:57:42]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: probemos las nuevas pistas
[2020:11:11-22:57:42]  (Local) -> (LOCAL)[1][2CB]KEVIN: escriba eso
[2020:11:11-22:57:43]  (Local) -> (LOCAL)[3]2cb'gomelo: panguanos
[2020:11:11-22:57:43]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00KREATOR: en la pista
[2020:11:11-22:57:43]  (Local) -> (LOCAL)[1]Royal: ta?
[2020:11:11-22:57:45]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00KREATOR: eso
[2020:11:11-22:57:49]  (Local) -> (LOCAL)[4]Bocato: aaa
[2020:11:11-22:57:50]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00Catre: eso
[2020:11:11-22:57:51]  (Local) -> (LOCAL)[1]Mr.Nea: regaleme un carro
[2020:11:11-22:57:52]  (Local) -> (LOCAL)[1]Royal: me llego el periodo
[2020:11:11-22:57:54]  (Local) -> (LOCAL)[4]CAPU|Algarete: nooooooo q es ese tema
[2020:11:11-22:57:55]  (Local) -> (LOCAL)[1]Royal: ._.
[2020:11:11-22:57:56]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00Catre: llevenme
[2020:11:11-22:57:57]  (Local) -> (LOCAL)[4]2cb'gomelo: como me quito esta vuelta
[2020:11:11-22:58:01]  (Local) -> (LOCAL)[4]2cb'gomelo: aa
[2020:11:11-22:58:01]  (Local) -> (LOCAL)[1][2CB]KEVIN: wilson
[2020:11:11-22:58:04]  (Global) -> [Zetas]Wilson12: como se vende
[2020:11:11-22:58:05]  (Local) -> (LOCAL)[4]CAPU|Algarete: callate malparida
[2020:11:11-22:58:13]  (Local) -> (LOCAL)[1]Mr.Nea: rico
[2020:11:11-22:58:14]  (Global) -> [Zetas]Wilson12: estaba poniendo musica
[2020:11:11-22:58:17]  (Local) -> (LOCAL)[1]Mr.Nea: me llamn drakula
[2020:11:11-22:58:17]  (Local) -> (LOCAL)[1][2CB]KEVIN: en la compra venta
[2020:11:11-22:58:21]  (Local) -> (LOCAL)[0]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: Esta?
[2020:11:11-22:58:23]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00Catre: siiiii
[2020:11:11-22:58:26]  (Global) -> [Zetas]Wilson12: que pongo
[2020:11:11-22:58:28]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF8C00Catre: uy kieto
[2020:11:11-22:58:32]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: en bandito RC
[2020:11:11-22:58:33]  (Local) -> (LOCAL)[1][2CB]KEVIN: dele /culearvieja
[2020:11:11-22:58:39]  (Local) -> (LOCAL)[1][2CB]KEVIN: y ya vamos
[2020:11:11-22:58:40]  (Global) -> [Zetas]Wilson12: sea serio
[2020:11:11-22:58:47]  (Local) -> (LOCAL)[4]2cb'gomelo: oiga
[2020:11:11-22:58:48]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00Catre: eso que sean varias vueltas
[2020:11:11-22:58:50]  (Local) -> (LOCAL)[1][2CB]KEVIN: aya le explico
[2020:11:11-22:58:52]  (Global) -> TartarusPossessed: meros temas
[2020:11:11-22:58:55]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: joder
[2020:11:11-22:58:57]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: tengo miedo
[2020:11:11-22:59:00]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF5C00Megu: dime
[2020:11:11-22:59:01]  (Local) -> (LOCAL)[3]2cb'gomelo: como me quito esta vuelta
[2020:11:11-22:59:05]  (Local) -> (LOCAL)[5]#7F7F7F|CVR|#FF5C00Megu: que cosa
[2020:11:11-22:59:06]  (Global) -> Mr.Nea: QN ES EL DJ
[2020:11:11-22:59:07]  (Local) -> (LOCAL)[5]2cb'gomelo: de tombo
[2020:11:11-22:59:08]  (Local) -> (LOCAL)[2]Aqua: joder
[2020:11:11-22:59:09]  (Global) -> TartarusPossessed: WILSON
[2020:11:11-22:59:10]  (Global) -> [JUANJO]: admins una ayudita pues
[2020:11:11-22:59:12]  (Global) -> [Zetas]Wilson12: yoo 
[2020:11:11-22:59:14]  (Local) -> (LOCAL)[1][2CB]KEVIN: y le doy 500k
[2020:11:11-22:59:15]  (Local) -> (LOCAL)[4]2cb'gomelo: esto
[2020:11:11-22:59:16]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Catre: o en moto
[2020:11:11-22:59:16]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#FF5C00Megu: no se puede xd
[2020:11:11-22:59:17]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Catre: ?
[2020:11:11-22:59:18]  (Global) -> TartarusPossessed: mero dj hp
[2020:11:11-22:59:19]  (Global) -> Mr.Nea: a}
[2020:11:11-22:59:20]  (Global) -> [FEC][G]Daniels: COMPRO GRUA YA
[2020:11:11-22:59:20]  (Global) -> Royal: COMPRO AVIONES
[2020:11:11-22:59:20]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: Naa en moto f
[2020:11:11-22:59:21]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: que paso juanjo
[2020:11:11-22:59:21]  (Local) -> (LOCAL)[4]2cb'gomelo: aaa
[2020:11:11-22:59:25]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: en bandito RC
[2020:11:11-22:59:25]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Catre: breve
[2020:11:11-22:59:26]  (Global) -> Royal: Daniels le tengo una
[2020:11:11-22:59:29]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00Catre: digame la id
[2020:11:11-22:59:29]  (Global) -> |CAPU|Milplones666: bno qn vende rancher
[2020:11:11-22:59:31]  (Local) -> (LOCAL)[1][2CB]KEVIN: se lo compro en 500k si se deja culiar
[2020:11:11-22:59:35]  (Global) -> [Zetas]Wilson12: pa despues se lo vendo ando ocupado
[2020:11:11-22:59:37]  (Global) -> Aqua: como es posible q me den una estrella por caerme
[2020:11:11-22:59:41]  (Global) -> [FEC][G]Daniels: LLEGUE ROYAL 
[2020:11:11-22:59:42]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: 441
[2020:11:11-22:59:43]  (Local) -> (LOCAL)[0]#7F7F7F|CVR|#FF8C00KREATOR: odnde empieza esto XD
[2020:11:11-22:59:44]  (Global) -> [JUANJO]: no me dja cojer un trailer
[2020:11:11-22:59:45]  (Global) -> |CAPU|Milplones666: y a como
[2020:11:11-22:59:48]  (Global) -> Royal: donde
[2020:11:11-22:59:50]  (Local) -> (LOCAL)[1][Zetas]Wilson12: en una hor salgo y se lko vendo listo
[2020:11:11-22:59:53]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: auqi
[2020:11:11-22:59:54]  (Local) -> (LOCAL)[4]Mr.Nea: royal
[2020:11:11-22:59:57]  (Global) -> Royal: modo pasivo papi :3
[2020:11:11-22:59:57]  (Local) -> (LOCAL)[4]2cb'Judas?Iscariotes: el tag
[2020:11:11-22:59:58]  (Local) -> (LOCAL)[4]Mr.Nea: drifteamos ?
[2020:11:11-23:00:01]  (Local) -> (LOCAL)[3][FEC][G]Daniels: HOSPITAL CENTRAL
[2020:11:11-23:00:02]  (Global) -> g9: orlagor
[2020:11:11-23:00:02]  (Local) -> (LOCAL)[4]Royal: aaa
[2020:11:11-23:00:06]  (Local) -> (LOCAL)[1][2CB]KEVIN: si esta afk dejese culiar
[2020:11:11-23:00:07]  (Global) -> #005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: aqui kreato
[2020:11:11-23:00:08]  (Global) -> Royal: 7lock
[2020:11:11-23:00:09]  (Local) -> (LOCAL)[2]2cb'gomelo: panguano
[2020:11:11-23:00:12]  (Local) -> (LOCAL)[4]Royal: aorita
[2020:11:11-23:00:14]  (Local) -> (LOCAL)[3]2cb'Judas?Iscariotes: royalelñ ytag
[2020:11:11-23:00:17]  (Local) -> (LOCAL)[2]EmilioChsmo: :v
[2020:11:11-23:00:22]  (Local) -> (LOCAL)[3]2cb'gomelo: como me quito esta vuelta de tombo
[2020:11:11-23:00:24]  (Global) -> g9: vendo carros rares llegar al reopuerto
[2020:11:11-23:00:24]  (Local) -> (LOCAL)[3]Aqua: jjjjjjjjjjjjjjjjjjjjjjjjja
[2020:11:11-23:00:25]  (Global) -> MontesSicario: Aqua sigues en la gang?
[2020:11:11-23:00:26]  (Global) -> g9: vendo carros rares llegar al reopuerto2
[2020:11:11-23:00:31]  (Local) -> (LOCAL)[5]Royal: wenas
[2020:11:11-23:00:32]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: supondria yo
[2020:11:11-23:00:34]  (Local) -> (LOCAL)[5]Royal: pille
[2020:11:11-23:00:34]  (Local) -> (LOCAL)[2]2cb'Judas?Iscariotes: :'v
[2020:11:11-23:00:35]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF8C00KREATOR: ps si
[2020:11:11-23:00:38]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: q aqui
[2020:11:11-23:00:39]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: QUIEN ESTA EN EVENTO ?
[2020:11:11-23:00:39]  (Local) -> (LOCAL)[5][FEC][G]Daniels: OE PA VEO
[2020:11:11-23:00:41]  (Local) -> (LOCAL)[1][2CB]KEVIN: dejese culear
[2020:11:11-23:00:46]  (Local) -> (LOCAL)[2]Mr.Nea: XD
[2020:11:11-23:00:50]  (Local) -> (LOCAL)[1][2CB]KEVIN: vamos para que me venda el crro
[2020:11:11-23:00:53]  (Local) -> (LOCAL)[7][FEC][G]Daniels: EN CUANTO PA
[2020:11:11-23:00:55]  (Global) -> MontesSicario: ?
[2020:11:11-23:00:59]  (Global) -> Mr.Nea: DEJEME SAPAAA
[2020:11:11-23:01:00]  (Local) -> (LOCAL)[7]Royal: cuanto ofrece?
[2020:11:11-23:01:05]  (Local) -> (LOCAL)[6]Royal: no mmm
[2020:11:11-23:01:08]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: alguien esta en evento ?
[2020:11:11-23:01:09]  (Local) -> (LOCAL)[6][FEC][G]Daniels: UN PALO
[2020:11:11-23:01:09]  (Global) -> paulo.mafiaa: OE ´PA
[2020:11:11-23:01:12]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: No se
[2020:11:11-23:01:13]  (Local) -> (LOCAL)[5]Royal: mmmm
[2020:11:11-23:01:13]  (Local) -> (LOCAL)[2]2cb'gomelo: panguano
[2020:11:11-23:01:14]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: yo
[2020:11:11-23:01:14]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: alguien hizo evento ?
[2020:11:11-23:01:15]  (Global) -> TartarusPossessed: nad apa
[2020:11:11-23:01:17]  (Global) -> MontesSicario: Ey catre
[2020:11:11-23:01:17]  (Local) -> (LOCAL)[5]Royal: esta full tuneada
[2020:11:11-23:01:18]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF8C00CAPU|~CapuCurioso~|: por eso no me deja
[2020:11:11-23:01:19]  (Local) -> (LOCAL)[1]2cb'gomelo: como me quito esta vuelta de tombo
[2020:11:11-23:01:21]  (Global) -> #7F7F7F|CVR||LiderCelacho|#0064FFOjosTristes: JODER POR QUE ZOTAK NO APARECE EN LA ENCUESTA
[2020:11:11-23:01:21]  (Global) -> MontesSicario: Donde reporto un error?
[2020:11:11-23:01:24]  (Local) -> (LOCAL)[6]Royal: 1.2
[2020:11:11-23:01:27]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: reportes 
[2020:11:11-23:01:31]  (Global) -> #7F7F7F|CVR||LiderCelacho|#0064FFOjosTristes: en discord puedes
[2020:11:11-23:01:32]  (Local) -> (LOCAL)[3]2cb'gomelo: venga
[2020:11:11-23:01:33]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: que estamos haciendo
[2020:11:11-23:01:35]  (Local) -> (LOCAL)[5][FEC][G]Daniels: UNO 100
[2020:11:11-23:01:37]  (Local) -> (LOCAL)[4]#7F7F7F|CVR||LiderCelacho|#0064FFOjosTristes: nADA
[2020:11:11-23:01:37]  (Global) -> MontesSicario: se lo mando XD
[2020:11:11-23:01:37]  (Local) -> (LOCAL)[2]2cb'gomelo: tombo
[2020:11:11-23:01:38]  (Global) -> CAPU|Algarete: CALIFICANDO AL CEJON 
[2020:11:11-23:01:40]  (Global) -> CAPU|Cornizo: DIOS MIO, CHARA POR QUÉ NO ESTÁ EN LA ENCUESTA
[2020:11:11-23:01:42]  (Local) -> (LOCAL)[5]Royal: son 100k xd
[2020:11:11-23:01:42]  (Global) -> MontesSicario: 10/10
[2020:11:11-23:01:42]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: como si fueras a reportar a alguien solo que hablas del error
[2020:11:11-23:01:43]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: nADA
[2020:11:11-23:01:44]  (Local) -> (LOCAL)[1]2cb|tayson: loli
[2020:11:11-23:01:44]  (Local) -> (LOCAL)[5]Royal: 1.2M
[2020:11:11-23:01:47]  (Local) -> (LOCAL)[2]2cb'gomelo: como me quito esta vuelta de tombo
[2020:11:11-23:01:47]  (Local) -> (LOCAL)[1]Z~|Loli|~: q
[2020:11:11-23:01:48]  (Global) -> MontesSicario: A
[2020:11:11-23:01:48]  (Local) -> (LOCAL)[4]CAPU|Algarete: nADA
[2020:11:11-23:01:49]  (Local) -> (LOCAL)[1]2cb|tayson: que mas
[2020:11:11-23:01:53]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: proximamente vuelven mis amigos 
[2020:11:11-23:01:53]  (Global) -> [JUANJO]: un admin que me ayude porfa
[2020:11:11-23:01:55]  (Local) -> (LOCAL)[1]Z~|Loli|~: na de eso
[2020:11:11-23:01:55]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: siii
[2020:11:11-23:01:56]  (Local) -> (LOCAL)[1]2cb'gomelo: venga
[2020:11:11-23:01:57]  (Local) -> (LOCAL)[1]Z~|Loli|~: que hace en esa gang
[2020:11:11-23:01:57]  (Global) -> gabriel: FFFFWAFFSF
[2020:11:11-23:01:58]  (Local) -> (LOCAL)[5][FEC][G]Daniels: 1.1M
[2020:11:11-23:01:59]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: juanjo que sucede
[2020:11:11-23:02:02]  (Local) -> (LOCAL)[1]2cb|tayson: de que
[2020:11:11-23:02:03]  (Local) -> (LOCAL)[3]2cb'gomelo: venga
[2020:11:11-23:02:05]  (Local) -> (LOCAL)[5]Royal: eee 1.2 >;(
[2020:11:11-23:02:08]  (Local) -> (LOCAL)[1]Z~|Loli|~: como a 2cb
[2020:11:11-23:02:08]  (Local) -> (LOCAL)[1]2cb|tayson: como se acabo gt
[2020:11:11-23:02:09]  (Local) -> (LOCAL)[4]CAPU|Algarete: uy temaso
[2020:11:11-23:02:09]  (Global) -> Aqua: qn es el dj
[2020:11:11-23:02:10]  (Global) -> (BGW)carlomarlo15: alguien me puede dar 200? solo 200, es que me falta para el peaje jjej
[2020:11:11-23:02:11]  (Local) -> (LOCAL)[4]2cb'gomelo: como me quito esta vuelta de tombo
[2020:11:11-23:02:12]  (Global) -> #7F7F7F|CVR|#0064FFlauraaa: merengon
[2020:11:11-23:02:13]  (Global) -> Paisa: ese es xd
[2020:11:11-23:02:13]  (Local) -> (LOCAL)[1]Z~|Loli|~: todos estan en Z
[2020:11:11-23:02:17]  (Local) -> (LOCAL)[2]2cb'Judas?Iscariotes: nose ps
[2020:11:11-23:02:20]  (Local) -> (LOCAL)[5][FEC][G]Daniels: PA TENGO AQUI ESO 1.1M
[2020:11:11-23:02:20]  (Local) -> (LOCAL)[1]2cb|tayson: n ome dijeron a que gang qeu me fuera
[2020:11:11-23:02:21]  (Global) -> Aqua: q mierda de locución por dios
[2020:11:11-23:02:22]  (Local) -> (LOCAL)[2]2cb'gomelo: gonorrea ome
[2020:11:11-23:02:24]  (Global) -> [JUANJO]: quiero trabajar perono me deja cojer trailer admin
[2020:11:11-23:02:24]  (Local) -> (LOCAL)[1]2cb|tayson: yo me fue a esta
[2020:11:11-23:02:24]  (Global) -> Aqua: XDDDDDDDDDDDDDDDDDDDDDDDD
[2020:11:11-23:02:29]  (Local) -> (LOCAL)[2]2cb|tayson: no habia de otra
[2020:11:11-23:02:29]  (Local) -> (LOCAL)[2]Z~|Loli|~: mmm ya
[2020:11:11-23:02:34]  (Global) -> Aqua: [JUANJO] relogea 
[2020:11:11-23:02:36]  (Local) -> (LOCAL)[2]Z~|Loli|~: si hay
[2020:11:11-23:02:38]  (Local) -> (LOCAL)[4]Royal: mmm
[2020:11:11-23:02:38]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: semds bailamos
[2020:11:11-23:02:38]  (Local) -> (LOCAL)[2]Z~|Loli|~: Z
[2020:11:11-23:02:39]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Llanerito: permiso
[2020:11:11-23:02:41]  (Team - Law Enforcement) -> (TEAM)2cb/ARETE: r
[2020:11:11-23:02:42]  (Local) -> (LOCAL)[6]Royal: bueno pues
[2020:11:11-23:02:45]  (Local) -> (LOCAL)[4]CAPU|Algarete: abusadora
[2020:11:11-23:02:47]  (Local) -> (LOCAL)[1]Paisa: oe
[2020:11:11-23:02:47]  (Global) -> [2CB]KEVIN: quien vende carros
[2020:11:11-23:02:48]  (Global) -> Aqua: si no te deja coger un trailer es porque ya  tienes uno
[2020:11:11-23:02:48]  (Local) -> (LOCAL)[4]CAPU|Algarete: abusadora
[2020:11:11-23:02:51]  (Global) -> Royal: 7lock
[2020:11:11-23:02:51]  (Global) -> #7F7F7F|CVR|#0064FF_SEMDS_: JUANJO si no te deja coger carga relogea
[2020:11:11-23:02:51]  (Local) -> (LOCAL)[4]CAPU|Algarete: abusadora
[2020:11:11-23:02:53]  (Local) -> (LOCAL)[1][JUANJO]: digfame
[2020:11:11-23:02:53]  (Local) -> (LOCAL)[2]Z~|Loli|~: jajajaj
[2020:11:11-23:02:55]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Catre: HEY NO ME DEJAAAAAAAA
[2020:11:11-23:02:56]  (Global) -> Royal: a
[2020:11:11-23:02:58]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: caatre
[2020:11:11-23:02:58]  (Local) -> (LOCAL)[1]Paisa: tiene que reloguear
[2020:11:11-23:03:00]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: a mi si me gusta bailar
[2020:11:11-23:03:01]  (Local) -> (LOCAL)[2]Paisa: paila
[2020:11:11-23:03:02]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: pero nose
[2020:11:11-23:03:03]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: Espera a ver
[2020:11:11-23:03:04]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FF_SEMDS_: menseñas?
[2020:11:11-23:03:06]  (Local) -> (LOCAL)[4]CAPU|Algarete: calmate chorizo
[2020:11:11-23:03:07]  (Local) -> (LOCAL)[2]Paisa: me ha pasado lo mismo
[2020:11:11-23:03:07]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: pues bailemos
[2020:11:11-23:03:08]  (Local) -> (LOCAL)[2]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: mandame a dim 3
[2020:11:11-23:03:09]  (Global) -> Aqua: omla busco gang
[2020:11:11-23:03:09]  (Local) -> (LOCAL)[1]Bocato: loca
[2020:11:11-23:03:11]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: sii
[2020:11:11-23:03:11]  (Global) -> Z~|Loli|~: tayson piensa y me avisas
[2020:11:11-23:03:12]  (Local) -> (LOCAL)[2]Paisa: es la unica
[2020:11:11-23:03:13]  (Local) -> (LOCAL)[2][JUANJO]: reconecto
[2020:11:11-23:03:15]  (Global) -> (BGW)carlomarlo15: gracias :D
[2020:11:11-23:03:15]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00KREATOR: X D
[2020:11:11-23:03:16]  (Local) -> (LOCAL)[2]Paisa: sisa
[2020:11:11-23:03:19]  (Global) -> oscar: oee danifly
[2020:11:11-23:03:21]  (Local) -> (LOCAL)[2]Paisa: todo bien
[2020:11:11-23:03:26]  (Global) -> [2CB]KEVIN: compro carros
[2020:11:11-23:03:27]  (Local) -> (LOCAL)[2][JUANJO]: a buena grasias pa
[2020:11:11-23:03:27]  (Local) -> (LOCAL)[2]|DJ|DoctorUribe: oe pa
[2020:11:11-23:03:28]  (Global) -> CAPU|Algarete: TEMASOOOOOO
[2020:11:11-23:03:30]  (Local) -> (LOCAL)[1]|DJ|DoctorUribe: despeje
[2020:11:11-23:03:30]  (Local) -> (LOCAL)[1][FEC][G]Daniels: VAMOS AL COMPRAVENTA
[2020:11:11-23:03:31]  (Global) -> Bocato: de nada carlomarlo}
[2020:11:11-23:03:35]  (Local) -> (LOCAL)[1]Royal: y la plata?
[2020:11:11-23:03:38]  (Local) -> (LOCAL)[3]2cb'gomelo: tombo
[2020:11:11-23:03:44]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: aaaa
[2020:11:11-23:03:47]  (Local) -> (LOCAL)[1][FEC][G]Daniels: YO LA TENGO EN MI BANCO
[2020:11:11-23:03:48]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: se fue
[2020:11:11-23:03:50]  (Global) -> #7F7F7F|CVR|#0064FFlauraaa: mambo
[2020:11:11-23:03:51]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00KREATOR: xddd
[2020:11:11-23:03:52]  (Local) -> (LOCAL)[1]#7F7F7F|CVR|#FF5C00KREATOR: lo sacó
[2020:11:11-23:03:53]  (Local) -> (LOCAL)[1]Royal: se puede pagar desde banco?
[2020:11:11-23:03:54]  (Global) -> Z~|Loli|~: tayson piensa y me avisas
[2020:11:11-23:03:55]  (Local) -> (LOCAL)[1]#005F55|#00D3BDLG#005F55|#FF5C00CAPU|~CapuCurioso~|: XDDD
[2020:11:11-23:03:57]  (Local) -> (LOCAL)[3]2cb'gomelo: como me quito esta vuelta de tombo
[2020:11:11-23:04:00]  (Global) -> [2CB]KEVIN: quien vende carros
[2020:11:11-23:04:04]  (Local) -> (LOCAL)[1]Aqua: pare señor
[2020:11:11-23:04:07]  (Local) -> (LOCAL)[1][FEC][G]Daniels: EL DE LA GANG MIA YO LA SACO
[2020:11:11-23:04:07]  (Local) -> (LOCAL)[3][FEC][MG]Coziud: muere y se sale del juego
[2020:11:11-23:04:08]  (Local) -> (LOCAL)[1]Aqua: a la orilla
[2020:11:11-23:04:11]  (Local) -> (LOCAL)[1]Royal: aa
[2020:11:11-23:04:15]  (Local) -> (LOCAL)[2]2cb'gomelo: como asi
[2020:11:11-23:04:18]  (Local) -> (LOCAL)[3][FEC][MG]Coziud: se le borran todas lar armas
[2020:11:11-23:04:20]  (Local) -> (LOCAL)[1]Bocato: aaaa
[2020:11:11-23:04:25]  (Local) -> (LOCAL)[1]Bocato: deje la joda hpta
[2020:11:11-23:04:27]  (Global) -> SUPAPA: PAISA LLEGUE 
[2020:11:11-23:04:28]  (Local) -> (LOCAL)[1]S!carioo: TENES CLAN
[2020:11:11-23:04:30]  (Global) -> daesrewaint: buenas
[2020:11:11-23:04:30]  (Local) -> (LOCAL)[3][FEC][MG]Coziud: cuando muera se desconecta
