This file was generated by Console at 2020:09:10-00:00:00



[2020:09:10-00:00:00]  (Global) -> dilan: Patches
[2020:09:10-22:51:09]  (Local) -> (LOCAL)[2](CTS)EL-PIROMANO: cules sicarios xd
[2020:09:10-22:51:13]  (Global) -> [GT]OLAVE: a
[2020:09:10-22:51:14]  (Local) -> (LOCAL)[5]ElMillor: El de como hacer ser piloto
[2020:09:10-22:51:14]  (Global) -> JUANSGAMEZ: SAL Y SUBETE A MI MOTO
[2020:09:10-22:51:29]  (Local) -> (LOCAL)[1][BGW]CHAMBA: son casi los ultimos
[2020:09:10-22:51:31]  (Local) -> (LOCAL)[3][CAPU]Elmenor: te explico
[2020:09:10-22:51:31]  (Phone:SMS) -> From SRQUINTERO | To: Haski_Scott | Message: wfw
[2020:09:10-22:51:33]  (Global) -> [DV]VEGETTA777: OCAMPOOOO PAGAME MIM PLATA PTAAAA
[2020:09:10-22:51:35]  (Global) -> [CT.S]ELVIEJOJUANCHO: mucha caga franqueando jajaja
[2020:09:10-22:51:42]  (Global) -> JUANSGAMEZ: SUBETE
[2020:09:10-22:51:43]  (Local) -> (LOCAL)[1][BGW]CHAMBA: itachi es el akatsuki3
[2020:09:10-22:51:45]  (Global) -> [BGW]Lenis: pere
[2020:09:10-22:51:48]  (Global) -> [Z]Tartarus: ni 30 segundos dria
[2020:09:10-22:51:50]  (Local) -> (LOCAL)[5](CTS)EL-PIROMANO: te mato marica xd
[2020:09:10-22:51:53]  (Local) -> (LOCAL)[4]ElMillor: Osea no entiendo la parte cuando llego y recogo la plata
[2020:09:10-22:51:56]  (Local) -> (LOCAL)[5][CT.S]ELVIEJOJUANCHO: lleveme ahi chaleco
[2020:09:10-22:51:58]  (Global) -> PabloGanster: por que se me desaparece el taser? 
[2020:09:10-22:52:00]  (Local) -> (LOCAL)[1]quesoxd: ah grax pero tengo la plata en el banco
[2020:09:10-22:52:01]  (Local) -> (LOCAL)[4](CTS)EL-PIROMANO: dele
[2020:09:10-22:52:03]  (Global) -> [BGW]Lenis: jajajajjaa
[2020:09:10-22:52:04]  (Global) -> JUANSGAMEZ: SUBE
[2020:09:10-22:52:08]  (Global) -> [BGW]Lenis: espere
[2020:09:10-22:52:09]  (Local) -> (LOCAL)[4](CTS)EL-PIROMANO: oe patron viene ?
[2020:09:10-22:52:10]  (Local) -> (LOCAL)[1][GT]ArturoCortez: hablas mucho rey
[2020:09:10-22:52:15]  (Local) -> (LOCAL)[3][GT]PANADERO: veo
[2020:09:10-22:52:18]  (Global) -> [GT]OLAVE: ñero tartarus, ya sabemos q ud es un duro pal pvp, pero deje el spam q aburre
[2020:09:10-22:52:20]  (Local) -> (LOCAL)[8]_Lisotriste_: dame 1k
[2020:09:10-22:52:22]  (Local) -> (LOCAL)[8]GTDonJuan: OYE DEPRONTO
[2020:09:10-22:52:23]  (Local) -> (LOCAL)[7]_Lisotriste_: Jabonsito[6]
[2020:09:10-22:52:24]  (Local) -> (LOCAL)[5][CAPU]Elmenor: ps ahi te aparece un marcador no?
[2020:09:10-22:52:27]  (Local) -> (LOCAL)[6]Jabonsito: q
[2020:09:10-22:52:28]  (Global) -> [Z]Tartarus: no llore
[2020:09:10-22:52:28]  (Local) -> (LOCAL)[1]quesoxd: ajjajaja gracias mi so
[2020:09:10-22:52:29]  (Local) -> (LOCAL)[6]GTDonJuan: TESNE EL KART?
[2020:09:10-22:52:29]  (Local) -> (LOCAL)[1][BGW]CHAMBA: ya
[2020:09:10-22:52:29]  (Local) -> (LOCAL)[6]_Lisotriste_: dame 1k
[2020:09:10-22:52:32]  (Local) -> (LOCAL)[4]ElMillor: Si el de llegar
[2020:09:10-22:52:33]  (Global) -> [BGW]Lenis: pana miguel
[2020:09:10-22:52:34]  (Global) -> [GT]OLAVE: llorar?
[2020:09:10-22:52:34]  (Local) -> (LOCAL)[6]Jabonsito: no tengo
[2020:09:10-22:52:34]  (Local) -> (LOCAL)[1]quesoxd: ahora se los pago
[2020:09:10-22:52:36]  (Global) -> [BGW]Lenis: freswuito
[2020:09:10-22:52:37]  (Global) -> Paublito: jajajajjajajajja
[2020:09:10-22:52:37]  (Local) -> (LOCAL)[1][GT]PANADERO: cuanto quiere
[2020:09:10-22:52:37]  (Local) -> (LOCAL)[6]GTDonJuan: E ,LO PASO?
[2020:09:10-22:52:40]  (Local) -> (LOCAL)[1][BGW]CHAMBA: reajado
[2020:09:10-22:52:42]  (Global) -> [GT]OLAVE: le estoy dando un consejo, agrandado
[2020:09:10-22:52:44]  (Global) -> elmono109XD: suba lo llevo a donde el
[2020:09:10-22:52:44]  (Local) -> (LOCAL)[6]GTDonJuan: AHH JABON
[2020:09:10-22:52:47]  (Local) -> (LOCAL)[7]GTDonJuan: ME LO VENDES?
[2020:09:10-22:52:47]  (Global) -> Paublito: quien me da platica para entrenar las armas
[2020:09:10-22:52:51]  (Local) -> (LOCAL)[7]Jabonsito: 5 palos ya
[2020:09:10-22:52:52]  (Global) -> [BGW]Lenis: espere
[2020:09:10-22:52:52]  (Global) -> [Z]Tartarus: ok binders
[2020:09:10-22:52:55]  (Local) -> (LOCAL)[2][CT.S]ELVIEJOJUANCHO: padre
[2020:09:10-22:52:56]  (Local) -> (LOCAL)[2][CAPU]Gallo_Pepe: oe
[2020:09:10-22:52:57]  (Local) -> (LOCAL)[8]GTDonJuan: 3
[2020:09:10-22:52:57]  (Global) -> [GT]ArturoCortez: xD
[2020:09:10-22:52:58]  (Local) -> (LOCAL)[3][CT.S]ELVIEJOJUANCHO: oh padre
[2020:09:10-22:52:59]  (Local) -> (LOCAL)[9]Jabonsito: naa
[2020:09:10-22:53:03]  (Local) -> (LOCAL)[8]GTDonJuan: UY PARCERO
[2020:09:10-22:53:03]  (Local) -> (LOCAL)[2][Z]Eldiego: xd
[2020:09:10-22:53:04]  (Local) -> (LOCAL)[4][CAPU]Gallo_Pepe: ustedes mata DV?
[2020:09:10-22:53:05]  (Global) -> [GT]OLAVE: naa este parcero es un caso
[2020:09:10-22:53:05]  (Global) -> GT|~Beltran: no llore
[2020:09:10-22:53:05]  (Global) -> Pana_Miguel: perdon
[2020:09:10-22:53:07]  (Local) -> (LOCAL)[8]GTDonJuan: SOY ORGGA
[2020:09:10-22:53:09]  (Local) -> (LOCAL)[4](CTS)EL-PIROMANO: bro
[2020:09:10-22:53:09]  (Local) -> (LOCAL)[2][Z]DanielFly: K PENA
[2020:09:10-22:53:09]  (Global) -> Paublito: 7bind q gh77.988
[2020:09:10-22:53:10]  (Local) -> (LOCAL)[1]quesoxd: ja quiuq e29mil
[2020:09:10-22:53:10]  (Local) -> (LOCAL)[1][Z]Eldiego: ushh gonorrea
[2020:09:10-22:53:11]  (Global) -> [DV]VEGETTA777: como vamos
[2020:09:10-22:53:11]  (Local) -> (LOCAL)[4](CTS)EL-PIROMANO: bajate
[2020:09:10-22:53:12]  (Local) -> (LOCAL)[7]GTDonJuan: JMMM
[2020:09:10-22:53:13]  (Local) -> (LOCAL)[7]Jabonsito: xd
[2020:09:10-22:53:13]  (Global) -> [GT]ArturoCortez: hablas mucho rey
[2020:09:10-22:53:13]  (Local) -> (LOCAL)[1]Satania: ajskajjajaja
[2020:09:10-22:53:13]  (Global) -> elmono109XD: suba
[2020:09:10-22:53:14]  (Global) -> Paublito: fail
[2020:09:10-22:53:14]  (Global) -> [GT]OLAVE: XDDDDDD
[2020:09:10-22:53:16]  (Local) -> (LOCAL)[6](CT.S)pablito2100: hable aver
[2020:09:10-22:53:16]  (Global) -> Pana_Miguel: pense que era otro
[2020:09:10-22:53:17]  (Local) -> (LOCAL)[1][Z]Eldiego: esto k
[2020:09:10-22:53:19]  (Global) -> [DV]VEGETTA777: pa
[2020:09:10-22:53:20]  (Local) -> (LOCAL)[6]GTDonJuan: oe
[2020:09:10-22:53:22]  (Global) -> DANIEL-BARETA420: estoy haciendo mision de camionero, es primera ves ya tengo el trailer pro no me aparece un punt
[2020:09:10-22:53:22]  (Local) -> (LOCAL)[2][Z]Eldiego: JAJAJAAJAJa
[2020:09:10-22:53:23]  (Local) -> (LOCAL)[5](CT.S)pablito2100: q
[2020:09:10-22:53:23]  (Local) -> (LOCAL)[6]GTDonJuan: mk no
[2020:09:10-22:53:24]  (Global) -> _Danielmatrias_: q
[2020:09:10-22:53:24]  (Local) -> (LOCAL)[3][CAPU]Elmenor: hay te aprece una estela de luz dejas el avion ahi y sigues con el recorrido
[2020:09:10-22:53:25]  (Local) -> (LOCAL)[7]_Lisotriste_: el arturo
[2020:09:10-22:53:27]  (Local) -> (LOCAL)[7]GTDonJuan: pa mañlana
[2020:09:10-22:53:29]  (Local) -> (LOCAL)[7][GT]ElChangua: ¿?
[2020:09:10-22:53:29]  (Global) -> [GT]Juanes: berna malo
[2020:09:10-22:53:30]  (Local) -> (LOCAL)[7]GTDonJuan: xd
[2020:09:10-22:53:32]  (Global) -> [DV]VEGETTA777: sabe que huele a pintura y es de color verde?
[2020:09:10-22:53:33]  (Local) -> (LOCAL)[7](CTS)EL-PIROMANO: lo matamos ?
[2020:09:10-22:53:34]  (Local) -> (LOCAL)[6]_Lisotriste_: vamos
[2020:09:10-22:53:36]  (Local) -> (LOCAL)[7]_Lisotriste_: ?
[2020:09:10-22:53:37]  (Local) -> (LOCAL)[3][CAPU]Elmenor: cuando acabes el rrecorrido te pagan
[2020:09:10-22:53:38]  (Local) -> (LOCAL)[7][GT]ElChangua: por?
[2020:09:10-22:53:39]  (Local) -> (LOCAL)[7]GTDonJuan: aun no neecsita el money
[2020:09:10-22:53:39]  (Local) -> (LOCAL)[1]quesoxd: dice 29mil
[2020:09:10-22:53:42]  (Local) -> (LOCAL)[8]Paublito: ey pablo
[2020:09:10-22:53:47]  (Local) -> (LOCAL)[7]Paublito: me dejaron tirado
[2020:09:10-22:53:47]  (Local) -> (LOCAL)[1]!Bz!tomas: jajaj
[2020:09:10-22:53:48]  (Local) -> (LOCAL)[1][BGW]CHAMBA: a veces se buguea
[2020:09:10-22:53:50]  (Local) -> (LOCAL)[5]ElMillor: Pero he volado como 3 veces ida y vuelta
[2020:09:10-22:53:51]  (Local) -> (LOCAL)[7][GT]ElChangua: ah mk
[2020:09:10-22:53:51]  (Local) -> (LOCAL)[7]GTDonJuan: despues o q
[2020:09:10-22:53:55]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF0000Berna: que no acepta
[2020:09:10-22:53:55]  (Local) -> (LOCAL)[7]GTDonJuan: mañana
[2020:09:10-22:53:57]  (Local) -> (LOCAL)[1]quesoxd: entoces?
[2020:09:10-22:53:57]  (Local) -> (LOCAL)[5]ElMillor: Todo eso es el recorrido?
[2020:09:10-22:53:58]  (Global) -> (Cts)Lil.Dream: un cai
[2020:09:10-22:53:59]  (Local) -> (LOCAL)[8][GT]ElChangua: pero mepuso a trabajar y todo
[2020:09:10-22:54:01]  (Local) -> (LOCAL)[6]Paublito: me dejaron tirado
[2020:09:10-22:54:01]  (Local) -> (LOCAL)[6](CT.S)pablito2100: paublito
[2020:09:10-22:54:02]  (Global) -> [GT]OLAVE: MAAAA
[2020:09:10-22:54:03]  (Global) -> kamilo_Mca: sali de hay pus loca
[2020:09:10-22:54:04]  (Global) -> Jabonsito: nea los zetas q ome es tan facil como poner /bind 1 fall y ya y tmb esos bind no sirven pa culo
[2020:09:10-22:54:05]  (Local) -> (LOCAL)[8]GTDonJuan: por 3 palos?
[2020:09:10-22:54:06]  (Global) -> _Danielmatrias_: cuanto le dieron
[2020:09:10-22:54:07]  (Local) -> (LOCAL)[4][CAPU]Elmenor: si
[2020:09:10-22:54:10]  (Local) -> (LOCAL)[3][Zetas]Laura: ez
[2020:09:10-22:54:10]  (Local) -> (LOCAL)[8][GT]ElChangua: si
[2020:09:10-22:54:11]  (Local) -> (LOCAL)[8]GTDonJuan: si quiere me lso apsa ya
[2020:09:10-22:54:12]  (Local) -> (LOCAL)[1]Kepler: Bobo maricaa JAJAJAJAJ
[2020:09:10-22:54:12]  (Global) -> kamilo_Mca: loca hpta
[2020:09:10-22:54:12]  (Global) -> Jabonsito: pq se quejan
[2020:09:10-22:54:13]  (Local) -> (LOCAL)[5]ElMillor: De ahi tengo que spawnear otra avion para ir al otro destino?
[2020:09:10-22:54:13]  (Local) -> (LOCAL)[6][CT.S]ELVIEJOJUANCHO: quedo a uno
[2020:09:10-22:54:14]  (Local) -> (LOCAL)[8]GTDonJuan: peor el kart
[2020:09:10-22:54:14]  (Global) -> [BGW]Lenis: ow
[2020:09:10-22:54:15]  (Local) -> (LOCAL)[6][CT.S]ELVIEJOJUANCHO: vamos
[2020:09:10-22:54:16]  (Local) -> (LOCAL)[9]GTDonJuan: luego
[2020:09:10-22:54:16]  (Local) -> (LOCAL)[1]quesoxd: jajaja gracias mi hermano
[2020:09:10-22:54:18]  (Local) -> (LOCAL)[9]GTDonJuan: mk
[2020:09:10-22:54:19]  (Local) -> (LOCAL)[9]_Lisotriste_: XDDDDDDDD
[2020:09:10-22:54:20]  (Local) -> (LOCAL)[2][Z]Eldiego: a las estrallas papi
[2020:09:10-22:54:20]  (Local) -> (LOCAL)[1][BGW]CHAMBA: compre esa hpta
[2020:09:10-22:54:21]  (Local) -> (LOCAL)[9]GTDonJuan: o q
[2020:09:10-22:54:22]  (Local) -> (LOCAL)[1]Kepler: bobo maricaa
[2020:09:10-22:54:22]  (Local) -> (LOCAL)[6](CT.S)pablito2100: ya saco las dobleuzi?
[2020:09:10-22:54:23]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000Berna: yandrix
[2020:09:10-22:54:23]  (Local) -> (LOCAL)[8][GT]ElChangua: por quee
[2020:09:10-22:54:24]  (Local) -> (LOCAL)[2][Z]Eldiego: estrellas*
[2020:09:10-22:54:25]  (Global) -> [GT]OLAVE: Naaa disque eldiego debajo del suelo, no darle pena
[2020:09:10-22:54:25]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF0000Berna: emputao
[2020:09:10-22:54:25]  (Local) -> (LOCAL)[4]Paublito: ni plata tengo
[2020:09:10-22:54:26]  (Local) -> (LOCAL)[4]Paublito: no pa
[2020:09:10-22:54:28]  (Global) -> [GT]OLAVE: Naaa disque eldiego debajo del suelo, no darle pena
[2020:09:10-22:54:28]  (Local) -> (LOCAL)[1]quesoxd: ajjaja
[2020:09:10-22:54:30]  (Local) -> (LOCAL)[8]GTDonJuan: pana
[2020:09:10-22:54:30]  (Global) -> [GT]OLAVE: Naaa disque eldiego debajo del suelo, no darle pena
[2020:09:10-22:54:30]  (Local) -> (LOCAL)[4]Paublito: se me acabo la plata
[2020:09:10-22:54:32]  (Global) -> [GT]OLAVE: Naaa disque eldiego debajo del suelo, no darle pena
[2020:09:10-22:54:33]  (Local) -> (LOCAL)[4]Paublito: entrenando
[2020:09:10-22:54:34]  (Local) -> (LOCAL)[8][GT]ElChangua: agh parceeeeee
[2020:09:10-22:54:34]  (Local) -> (LOCAL)[3][BGW]Lenis: ustedes sabe que numero es la de pain
[2020:09:10-22:54:35]  (Local) -> (LOCAL)[8]GTDonJuan: mañna el kart
[2020:09:10-22:54:35]  (Global) -> _Danielmatrias_: 3
[2020:09:10-22:54:37]  (Local) -> (LOCAL)[8]GTDonJuan: ahshash
[2020:09:10-22:54:37]  (Local) -> (LOCAL)[3][CAPU]Elmenor: o puedes usar el mismo avion
[2020:09:10-22:54:37]  (Local) -> (LOCAL)[8][GT]ElChangua: jjaaja
[2020:09:10-22:54:37]  (Global) -> [Zetas]Laura: Callate 
[2020:09:10-22:54:37]  (Local) -> (LOCAL)[1]Kepler: bue
[2020:09:10-22:54:37]  (Local) -> (LOCAL)[8]_Lisotriste_: vamos y lo matas
[2020:09:10-22:54:39]  (Local) -> (LOCAL)[1][BGW]CHAMBA: jajaja melo
[2020:09:10-22:54:40]  (Local) -> (LOCAL)[1]quesoxd: pero por que negro wft
[2020:09:10-22:54:40]  (Global) -> [GT]OLAVE: Naaa disque eldiego debajo del suelo, no darle pena
[2020:09:10-22:54:43]  (Local) -> (LOCAL)[8]_Lisotriste_: a qn?
[2020:09:10-22:54:43]  (Local) -> (LOCAL)[8]YandrixOfYisus(ENP): vamos
[2020:09:10-22:54:45]  (Global) -> _Danielmatrias_: lo espero
[2020:09:10-22:54:45]  (Team - Criminals) -> (TEAM)_Lisotriste_: a qn?
[2020:09:10-22:54:48]  (Local) -> (LOCAL)[6][GT]ElChangua: pero no entiendo por que
[2020:09:10-22:54:48]  (Local) -> (LOCAL)[1](CTS)EL-PIROMANO: ya me esta fastidiando el ruido de la moto
[2020:09:10-22:54:49]  (Local) -> (LOCAL)[5][GT]ArturoCortez: :(
[2020:09:10-22:54:49]  (Local) -> (LOCAL)[6]Jabonsito: ola
[2020:09:10-22:54:49]  (Global) -> [Z]DanielFly: OLAVE SIN LLORAR
[2020:09:10-22:54:50]  (Local) -> (LOCAL)[6]GTDonJuan: no q ahsahsahsa
[2020:09:10-22:54:50]  (Local) -> (LOCAL)[1]quesoxd: me aparece todo negro
[2020:09:10-22:54:53]  (Global) -> [Z]Tartarus: XD
[2020:09:10-22:54:53]  (Local) -> (LOCAL)[1]YandrixOfYisus(ENP): no me acuerdo xd
[2020:09:10-22:54:56]  (Local) -> (LOCAL)[1][CT.S]ELVIEJOJUANCHO: ta feo
[2020:09:10-22:54:57]  (Global) -> Capitanllanerito: callate olave que vos vives haciendo la animacion en el suelo
[2020:09:10-22:54:57]  (Global) -> [GT]OLAVE: cayate cayateeee
[2020:09:10-22:54:57]  (Local) -> (LOCAL)[1]_Lisotriste_: XDDDDDDDDDDDDDDDDDDDD
[2020:09:10-22:54:58]  (Global) -> [BGW]Lenis: el numero de pain
[2020:09:10-22:54:59]  (Local) -> (LOCAL)[1]YandrixOfYisus(ENP): pero me mató
[2020:09:10-22:55:00]  (Local) -> (LOCAL)[5]ElMillor: Pero para dejar el avion ahi tengo que salirme o seguir en el avion?
[2020:09:10-22:55:00]  (Local) -> (LOCAL)[1][BGW]CHAMBA: dele /reconnect
[2020:09:10-22:55:01]  (Global) -> (RCA)SingleChamber: oiga
[2020:09:10-22:55:04]  (Global) -> [GT]OLAVE: disque la animacion XDDDDDDDDDDDDDDDDDDDDDD
[2020:09:10-22:55:04]  (Local) -> (LOCAL)[1]nicolascely06: oee
[2020:09:10-22:55:06]  (Local) -> (LOCAL)[1]_Lisotriste_: a este de aqui
[2020:09:10-22:55:07]  (Local) -> (LOCAL)[7]GTDonJuan: no depsues nousted
[2020:09:10-22:55:07]  (Global) -> [Zetas]Laura: Olave tu team usa binds y quien les dise algo
[2020:09:10-22:55:09]  (Local) -> (LOCAL)[7][GT]ElChangua: aleeee
[2020:09:10-22:55:09]  (Global) -> (RCA)SingleChamber: devuelvame mi carro
[2020:09:10-22:55:09]  (Local) -> (LOCAL)[4](CT.S)pablito2100: suba
[2020:09:10-22:55:11]  (Local) -> (LOCAL)[2][Z]Eldiego: llevema ammu
[2020:09:10-22:55:11]  (Local) -> (LOCAL)[7]GTDonJuan: no acepta el trato
[2020:09:10-22:55:12]  (Local) -> (LOCAL)[4]Paublito: ay se me fue+
[2020:09:10-22:55:15]  (Local) -> (LOCAL)[1]nicolascely06: cual?
[2020:09:10-22:55:17]  (Local) -> (LOCAL)[7]GTDonJuan: tranquilo
[2020:09:10-22:55:19]  (Global) -> [GT]OLAVE: pero no hacemos eso XD
[2020:09:10-22:55:20]  (Global) -> Jabonsito: los binds son legales bobotron xd
[2020:09:10-22:55:20]  (Local) -> (LOCAL)[7]GTDonJuan: uqe yos elo tengo
[2020:09:10-22:55:22]  (Global) -> [Z]DanielFly: EN LO QUE LLEVAMOS TURFEANDO LLORE Y LLORE
[2020:09:10-22:55:22]  (Local) -> (LOCAL)[4]Paublito: a señor agente no joda
[2020:09:10-22:55:23]  (Local) -> (LOCAL)[2]_Lisotriste_: XD
[2020:09:10-22:55:24]  (Global) -> El_marra: hp
[2020:09:10-22:55:26]  (Global) -> [GT]OLAVE: eso es muy sucio
[2020:09:10-22:55:26]  (Local) -> (LOCAL)[4](CT.S)pablito2100: badbunny
[2020:09:10-22:55:26]  (Global) -> (RCA)SingleChamber: vea
[2020:09:10-22:55:27]  (Local) -> (LOCAL)[2][Z]Eldiego: voy al ammu
[2020:09:10-22:55:31]  (Local) -> (LOCAL)[8][GT]ElChangua: pero mk es re aburrido trabajar tanto
[2020:09:10-22:55:32]  (Local) -> (LOCAL)[1]nicolascely06: q
[2020:09:10-22:55:32]  (Local) -> (LOCAL)[9]GTDonJuan: le enseño
[2020:09:10-22:55:32]  (Local) -> (LOCAL)[4](CT.S)pablito2100: no joda que yo lo protejio
[2020:09:10-22:55:33]  (Local) -> (LOCAL)[7][CAPU]Elmenor: seguir en el avion
[2020:09:10-22:55:34]  (Global) -> [GT]OLAVE: llorar porque lo pelo? 
[2020:09:10-22:55:34]  (Local) -> (LOCAL)[1](CTS)EL-PIROMANO: estan daando buena plataa ?
[2020:09:10-22:55:35]  (Local) -> (LOCAL)[1](RCA)SingleChamber: yo no tenia este
[2020:09:10-22:55:36]  (Global) -> [GT]OLAVE: zzzzzzzz
[2020:09:10-22:55:37]  (Global) -> [DV]VEGETTA777: vayase o lo pelo
[2020:09:10-22:55:37]  (Local) -> (LOCAL)[8][GT]ElChangua: y ust me dijo que si
[2020:09:10-22:55:37]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Berna: XD
[2020:09:10-22:55:37]  (Local) -> (LOCAL)[1][CT.S]ELVIEJOJUANCHO: dejame en zona segura
[2020:09:10-22:55:38]  (Local) -> (LOCAL)[8]GTDonJuan: a como correr rapido?
[2020:09:10-22:55:38]  (Local) -> (LOCAL)[5](CT.S)pablito2100: salga vegeta
[2020:09:10-22:55:40]  (Global) -> [GT]ArturoCortez: Al parcero lo matan y ya dice que es bind
[2020:09:10-22:55:41]  (Local) -> (LOCAL)[2][CT.S]ELVIEJOJUANCHO: voy a ocuparme
[2020:09:10-22:55:41]  (Local) -> (LOCAL)[3]#7F7F7F|CVR|#FF0000Berna: ESO NO SIRVE PA MONDA
[2020:09:10-22:55:42]  (Local) -> (LOCAL)[8][GT]ElChangua: nks
[2020:09:10-22:55:42]  (Local) -> (LOCAL)[8]GTDonJuan: ahi de bonus
[2020:09:10-22:55:43]  (Local) -> (LOCAL)[3][Z]Tartarus: binds?
[2020:09:10-22:55:44]  (Global) -> [GT]OLAVE: si
[2020:09:10-22:55:44]  (Local) -> (LOCAL)[1](RCA)SingleChamber: tenia el de carreras
[2020:09:10-22:55:45]  (Global) -> [GT]ArturoCortez: Ni siquiera sabe que es un bind, naaa
[2020:09:10-22:55:45]  (Global) -> JUANSGAMEZ: SUBETE AMIGO
[2020:09:10-22:55:45]  (Local) -> (LOCAL)[3](CT.S)pablito2100: salga pa pelarlo
[2020:09:10-22:55:46]  (Local) -> (LOCAL)[1]nicolascely06: a ya se que le pasa
[2020:09:10-22:55:46]  (Local) -> (LOCAL)[7]GTDonJuan: a bno
[2020:09:10-22:55:48]  (Local) -> (LOCAL)[7]Jabonsito: aa
[2020:09:10-22:55:50]  (Local) -> (LOCAL)[3](CTS)EL-PIROMANO: ddemoraass =
[2020:09:10-22:55:50]  (Local) -> (LOCAL)[4]ElMillor: Es que cuando yo llegaba me bajaba
[2020:09:10-22:55:51]  (Local) -> (LOCAL)[5][GT]ElChangua: solo necesito el kart
[2020:09:10-22:55:53]  (Local) -> (LOCAL)[4]ElMillor: XD
[2020:09:10-22:55:54]  (Local) -> (LOCAL)[3](CT.S)pablito2100: salga
[2020:09:10-22:55:55]  (Local) -> (LOCAL)[6][GT]ArturoCortez: F
[2020:09:10-22:55:55]  (Local) -> (LOCAL)[6][GT]ElChangua: o dejemelo ver
[2020:09:10-22:55:56]  (Global) -> [DV]VEGETTA777: hale 
[2020:09:10-22:55:57]  (Local) -> (LOCAL)[1](RCA)SingleChamber: q pasa
[2020:09:10-22:55:57]  (Local) -> (LOCAL)[6]GTDonJuan: bn
[2020:09:10-22:55:57]  (Local) -> (LOCAL)[6]Jabonsito: xd
[2020:09:10-22:55:57]  (Local) -> (LOCAL)[2][CT.S]ELVIEJOJUANCHO: como 5 min
[2020:09:10-22:55:58]  (Global) -> [Zetas]Laura: pero si me matan acostado ya es otra cosa
[2020:09:10-22:55:59]  (Global) -> [Zetas]Laura: xd
[2020:09:10-22:55:59]  (Global) -> #7F7F7F|CVR|#FF0000Berna: sisas eso no sirve para nada
[2020:09:10-22:56:00]  (Local) -> (LOCAL)[3]Paublito: izai
[2020:09:10-22:56:02]  (Global) -> [Z]Tartarus: maso
[2020:09:10-22:56:02]  (Local) -> (LOCAL)[4][CAPU]Elmenor: jajajaja con razon
[2020:09:10-22:56:03]  (Local) -> (LOCAL)[2]Paublito: iziz
[2020:09:10-22:56:06]  (Local) -> (LOCAL)[6]GTDonJuan: ño
[2020:09:10-22:56:06]  (Local) -> (LOCAL)[2](CTS)EL-PIROMANO: udale ttee eesperoo
[2020:09:10-22:56:07]  (Local) -> (LOCAL)[1]nicolascely06: dele a la t y le da /mods y los activa
[2020:09:10-22:56:10]  (Local) -> (LOCAL)[6]GTDonJuan: mine mejor
[2020:09:10-22:56:13]  (Global) -> El_marra: oe
[2020:09:10-22:56:13]  (Local) -> (LOCAL)[6]Jabonsito: a
[2020:09:10-22:56:16]  (Local) -> (LOCAL)[2]ElMillor: Simon simon bueno gracias socio
[2020:09:10-22:56:20]  (Local) -> (LOCAL)[5][GT]ArturoCortez: Epaaaa
[2020:09:10-22:56:21]  (Local) -> (LOCAL)[3]ElMillor: Y por cierto
[2020:09:10-22:56:24]  (Local) -> (LOCAL)[2][CAPU]Elmenor: breve ps
[2020:09:10-22:56:24]  (Local) -> (LOCAL)[5][GT]ElChangua: nisiquiera ver?
[2020:09:10-22:56:26]  (Global) -> El_marra: cree
[2020:09:10-22:56:27]  (Local) -> (LOCAL)[3]ElMillor: Como es uno vip?
[2020:09:10-22:56:31]  (Global) -> El_marra: ?
[2020:09:10-22:56:32]  (Local) -> (LOCAL)[5][GT]ElChangua: o es que no lo tiene?
[2020:09:10-22:56:33]  (Local) -> (LOCAL)[4](CT.S)pablito2100: vamos otravez
[2020:09:10-22:56:35]  (Local) -> (LOCAL)[1]TUERTO: loca hpta ome
[2020:09:10-22:56:35]  (Global) -> [DV]VEGETTA777: ni con vip ganas?
[2020:09:10-22:56:37]  (Global) -> _Danielmatrias_: suba
[2020:09:10-22:56:37]  (Local) -> (LOCAL)[1]nicolascely06: que le salgan en verde
[2020:09:10-22:56:37]  (Local) -> (LOCAL)[4](CT.S)pablito2100: hagamos un duelo
[2020:09:10-22:56:39]  (Local) -> (LOCAL)[4][CAPU]Elmenor: tienes que comprarlo
[2020:09:10-22:56:41]  (Local) -> (LOCAL)[1](RCA)SingleChamber: xdd
[2020:09:10-22:56:41]  (Local) -> (LOCAL)[6]Jabonsito: xd
[2020:09:10-22:56:42]  (Local) -> (LOCAL)[1]TUERTO: cojame sin taser
[2020:09:10-22:56:43]  (Local) -> (LOCAL)[6]GTDonJuan: oe
[2020:09:10-22:56:43]  (Local) -> (LOCAL)[1](RCA)SingleChamber: breve
[2020:09:10-22:56:43]  (Global) -> [DV]VEGETTA777: vemos re
[2020:09:10-22:56:44]  (Local) -> (LOCAL)[6][GT]OLAVE: q trampa aso
[2020:09:10-22:56:45]  (Local) -> (LOCAL)[1]nicolascely06: ya?
[2020:09:10-22:56:46]  (Local) -> (LOCAL)[6]GTDonJuan: peor pa cuadno
[2020:09:10-22:56:46]  (Global) -> [DV]VEGETTA777: rey*
[2020:09:10-22:56:48]  (Global) -> El_marra: jajajajajajajajjajaja
[2020:09:10-22:56:49]  (Local) -> (LOCAL)[6]GTDonJuan: todaa l aplata
